player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Drew Brees,802,QB,NO,13,538,71.6,102,107,8.3,2.15,0,5,4.5,61.7,66,37,9.6,111,20.6,7,45,,85.8,89.2,81.1,86.8,,62.0,1,2,115,5.4,97.7,1.8,2,2,0,4,8,1,0.9,696,6.5,0,20,90.3,88.5,87.6,54.2,81.0,390,413,7.5,2.51,11,17,3.9,69.2,286,89,9.5,427,79.4,30,144,,87.2,84.4,62.0,83.2,,51.1,2,13,448,10.1,87.1,2.1,9,5,1,9,15,14,3.1,2808,6.8,82.3,395,408,7.3,2.27,8,16,3.8,72.5,296,0,8.9,412,76.6,29,159,,91.3,92.1,60.9,91.3,,55.8,0,8,429,,101.5,0.0,0,4,1,4,20,10,2.3,3013,7.4,3,66.0,97,112,9.1,2.97,3,6,5.0,50.0,56,126,12.5,126,23.4,8,30,,62.0,59.0,81.6,59.3,,55.3,3,7,134,8.7,44.9,8.7,11,3,0,9,3,5,3.7,491,4.4
Carson Palmer,1317,QB,CIN,13,511,70.7,123,129,10.1,2.38,1,10,7.4,62.8,81,46,6.9,136,26.6,6,65,,64.4,84.8,81.9,82.5,,,3,2,143,15.2,104.6,5.1,7,0,0,2,9,5,3.5,1033,8.0,0,7,70.7,73.0,75.8,28.2,74.5,345,362,9.3,2.46,7,16,4.3,66.0,239,79,7.0,375,73.4,18,116,,80.2,70.3,85.8,69.3,,59.4,2,15,387,12.7,78.8,2.7,10,3,2,6,12,19,4.9,2423,6.7,77.2,373,382,9.3,2.26,6,21,5.3,70.7,270,0,6.3,386,75.5,18,155,,88.5,87.5,85.9,84.8,,66.4,0,12,398,,96.8,0.5,2,2,2,1,19,17,4.3,2961,7.8,3,58.9,95,109,10.2,2.97,2,5,4.3,45.9,50,125,10.7,125,24.5,6,26,,45.1,44.5,81.6,46.1,,55.3,5,5,132,12.0,46.2,12.0,15,1,0,7,2,7,5.3,495,4.5
Jon Kitna,217,QB,DET,13,510,67.0,91,103,9.9,2.64,4,2,1.9,57.3,59,54,3.3,115,22.5,2,30,,27.1,54.8,81.2,54.5,,63.0,1,2,119,18.5,75.5,8.7,10,2,0,7,2,4,3.4,676,6.6,0,11,28.6,72.3,74.2,32.5,78.0,332,349,9.2,2.88,4,14,3.8,68.5,239,133,7.7,395,77.5,20,132,,60.2,81.2,86.1,79.2,,64.9,1,10,416,29.3,92.2,9.9,39,7,1,11,13,19,4.6,2729,7.8,77.7,305,319,9.5,2.53,6,11,3.3,69.3,221,0,6.8,323,63.3,16,122,,90.9,89.0,85.2,86.6,,60.5,0,7,336,,94.9,0.0,0,4,1,7,11,13,3.9,2504,7.8,2,70.3,118,133,9.0,3.33,2,5,3.5,57.9,77,187,7.2,187,36.7,6,40,,22.5,47.1,83.2,46.5,,67.4,2,5,199,26.2,72.9,26.2,49,5,0,11,4,10,5.0,901,6.8
Matt Hasselbeck,408,QB,SEA,13,509,65.7,143,152,8.5,2.18,1,3,1.9,52.6,80,66,14.9,169,33.2,14,44,,88.9,63.3,82.6,62.8,57.6,,1,3,173,25.8,72.5,10.1,17,0,0,7,5,5,2.9,867,5.7,0,29,66.6,75.3,76.9,41.9,76.0,296,317,9.2,2.73,6,24,7.5,66.9,212,75,5.8,340,66.8,13,135,,61.6,83.2,85.3,81.5,,62.7,0,7,346,12.0,101.2,2.6,9,14,2,13,19,17,4.9,2479,7.8,75.1,350,362,8.5,2.32,6,19,5.2,66.6,241,0,8.4,368,72.3,22,143,,91.1,85.0,85.6,82.4,57.6,70.9,0,6,373,,98.8,0.0,0,6,2,4,19,15,4.0,2659,7.3,3,62.9,89,107,10.7,3.16,1,8,7.3,47.7,51,141,8.9,141,27.7,5,36,,29.0,56.2,82.0,57.0,,54.3,1,4,146,18.4,68.6,18.4,26,8,0,16,5,7,4.8,687,6.4
Tom Brady,698,QB,NE,13,503,80.4,153,163,7.9,2.18,3,14,8.0,71.8,117,62,4.9,178,35.4,6,74,,89.6,95.0,83.0,94.0,,57.2,2,1,190,17.7,122.8,6.2,11,4,0,5,14,0,0.0,1364,8.4,0,19,90.0,96.5,96.0,52.2,79.8,297,313,9.5,2.61,3,20,6.2,69.3,217,76,8.4,325,64.6,20,136,,90.9,95.6,85.2,94.1,,77.4,2,4,337,6.6,123.9,1.5,5,7,0,11,31,6,1.8,2731,8.7,83.2,352,360,8.7,2.28,5,26,7.0,75.6,272,0,7.2,365,72.6,21,169,,91.1,99.5,85.7,97.7,,80.9,0,3,375,,134.9,0.0,0,5,0,3,38,4,1.1,3292,9.1,2,68.4,98,116,9.8,2.93,1,8,6.3,53.4,62,138,7.5,138,27.4,5,41,,87.8,75.7,82.1,75.1,,57.2,4,2,152,11.6,88.4,11.6,16,6,0,13,7,2,1.3,803,6.9
Brett Favre,14,QB,GB,13,481,70.4,108,113,8.4,2.15,2,4,3.3,64.6,73,44,3.9,113,23.5,3,46,,86.2,84.1,81.3,81.9,,,2,5,121,0.0,84.8,0.0,0,0,0,1,6,7,5.8,803,7.1,0,12,59.8,83.9,86.0,31.5,77.0,335,349,7.7,2.51,2,22,6.0,68.2,238,110,7.8,368,76.5,20,129,,62.2,85.5,85.8,82.9,,69.2,5,6,384,12.7,103.3,3.8,14,5,3,4,18,16,4.2,2875,8.2,79.7,315,324,7.4,2.2,3,19,5.6,71.6,232,0,7.6,327,68.0,19,126,,90.9,92.5,85.3,91.5,,58.6,0,2,340,,112.4,0.0,0,3,3,3,18,10,2.9,2697,8.3,4,64.8,128,138,9.0,2.9,1,7,4.8,57.2,79,154,4.8,154,32.0,4,49,,29.1,63.2,82.4,61.6,,73.1,7,9,165,9.1,66.7,9.1,14,2,0,2,6,13,7.9,981,7.1
Jason Campbell,2242,QB,WAS,13,460,67.2,119,133,9.5,2.66,2,6,4.3,54.9,73,58,8.8,149,32.4,7,55,,66.1,70.0,82.2,68.1,,68.1,3,3,154,10.3,76.1,4.0,6,10,0,9,4,9,5.8,883,6.6,0,32,41.1,72.9,73.4,52.6,73.6,265,284,9.3,2.81,3,13,4.4,62.3,177,80,9.2,311,67.6,18,105,,50.4,75.7,23.2,73.5,55.2,78.9,3,8,322,18.8,78.3,4.8,15,12,4,9,8,17,5.3,1817,6.4,76.9,299,314,8.8,2.43,5,15,4.7,67.2,211,0,8.3,322,70.0,19,127,,90.9,90.1,85.2,86.9,55.2,78.9,0,8,330,,88.6,0.3,1,7,4,6,10,15,4.5,2300,7.3,3,52.9,85,103,11.4,3.55,0,4,3.6,37.9,39,138,13.3,138,30.0,6,33,,23.4,41.5,0.0,40.1,,70.6,6,3,146,14.5,44.2,14.5,20,15,0,12,2,11,7.5,400,3.9
Tony Romo,1693,QB,DAL,13,459,63.4,112,113,10.6,2.64,0,7,6.0,61.1,69,60,2.8,124,27.0,2,54,,86.6,76.6,81.4,74.6,,66.2,0,3,127,10.0,114.3,4.8,6,5,0,1,11,6,4.7,1082,9.6,0,9,47.2,90.7,89.7,65.8,78.1,306,313,8.7,2.84,3,25,7.6,69.6,218,93,8.8,335,73.0,21,137,,30.0,91.5,85.4,90.4,,67.4,0,11,353,14.0,105.3,3.9,13,9,1,3,24,18,5.1,2572,8.2,75.2,298,302,9.1,2.53,3,20,6.3,67.9,205,0,8.5,306,66.7,19,133,,85.1,92.4,85.0,91.4,,60.1,0,8,320,,111.4,0.0,0,4,1,0,26,12,3.8,2544,8.4,2,71.7,120,124,9.5,3.29,0,12,9.2,66.1,82,153,4.7,153,33.3,4,58,,23.5,73.0,82.3,70.4,,71.7,0,6,160,12.4,98.5,12.4,19,10,0,4,9,12,7.5,1110,9.0
Eli Manning,1722,QB,NYG,13,459,64.0,164,174,9.1,2.51,2,5,2.7,52.9,92,74,12.4,184,40.1,13,60,,71.2,67.1,34.6,66.8,,,3,7,197,13.5,74.9,5.4,10,0,0,5,10,6,3.0,1100,6.3,0,21,82.5,69.2,70.5,53.5,74.6,236,255,8.9,2.83,7,11,4.2,62.0,158,74,10.2,275,59.9,18,80,,83.1,73.3,84.6,70.6,,78.1,5,10,286,16.2,75.4,4.4,12,8,2,5,8,11,3.8,1690,6.6,76.0,292,304,8.7,2.48,8,11,3.5,66.1,201,0,9.5,311,67.8,21,115,,81.3,85.2,85.1,82.0,,77.9,0,13,324,,85.4,0.3,1,6,2,2,14,11,3.4,2239,7.4,7,54.6,108,125,9.7,3.18,1,5,3.7,39.2,49,148,16.9,148,32.2,10,25,,72.7,43.4,24.3,44.6,,64.1,8,4,159,14.2,50.5,14.2,21,2,0,8,4,6,3.8,551,4.4
Derek Anderson,2430,QB,CLV,13,458,63.7,135,146,9.8,2.42,3,9,5.8,54.1,79,58,8.1,155,33.8,7,61,,88.3,76.8,82.4,74.9,,63.3,1,3,164,13.8,96.2,5.2,8,1,0,7,9,5,3.0,1299,8.9,0,8,89.0,68.8,71.9,40.8,71.4,266,289,9.5,2.66,2,20,6.6,58.8,170,67,10.5,303,66.2,20,106,,90.8,67.0,0.0,67.1,59.4,64.4,2,11,317,4.5,82.9,1.0,3,11,8,11,17,21,6.6,1948,6.7,72.4,308,324,9.4,2.44,4,25,7.4,61.1,198,0,11.2,333,72.7,25,135,,91.0,83.6,85.4,81.8,59.4,62.6,0,7,350,,100.2,0.0,0,9,8,4,23,16,4.6,2529,7.8,7,57.0,93,111,10.2,2.96,1,4,3.4,45.9,51,125,3.8,125,27.3,2,32,,86.6,42.2,0.0,44.4,,68.5,3,7,131,8.8,50.1,8.8,11,3,0,14,3,10,7.6,718,6.5
