player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Drew Brees,802,QB,NO,9,77.8,351,371,8.0,2.43,8,12,3.1,67.4,250,0,92,8.4,383,23,131,20,85.8,78.9,78.0,56.5,2,12,402,2,7.6,84.8,1.8,7,5,0,10,14,14,3.5,2447,6.6
Brett Favre,14,QB,GB,9,76.3,338,354,7.3,2.47,4,19,5.1,67.2,238,0,118,7.8,372,20,131,12,67.2,82.6,84.2,39.0,4,8,389,3,11.0,96.2,3.5,13,5,3,5,16,20,5.1,2757,7.8
Carson Palmer,1317,QB,CIN,9,72.8,313,328,9.9,2.44,5,20,5.8,64.9,213,0,90,6.6,344,15,127,7,79.5,79.5,80.5,36.9,3,10,359,2,14.4,91.1,3.8,13,3,2,5,16,14,3.9,2466,7.5
Matt Hasselbeck,408,QB,SEA,9,72.6,303,320,9.3,2.63,4,19,5.8,62.5,200,0,98,9.1,346,20,129,29,83.7,77.4,77.0,56.2,1,8,354,2,16.3,89.3,4.6,16,10,1,11,15,14,4.0,2301,7.2
Donovan McNabb,438,QB,PHI,9,73.3,288,315,8.4,3.02,8,9,2.7,61.0,192,0,132,9.0,365,19,109,24,65.5,61.1,61.6,56.4,6,4,380,3,22.7,91.7,8.2,30,20,0,13,13,14,3.7,2295,7.3
Peyton Manning,327,QB,IND,9,74.9,295,314,10.4,2.67,6,26,8.0,64.0,201,0,110,9.0,324,20,118,14,70.3,93.5,93.0,50.7,2,10,336,2,9.1,90.8,3.1,10,0,0,11,16,12,3.6,2385,7.6
Tom Brady,698,QB,NE,9,81.2,282,299,8.6,2.44,3,21,6.7,73.2,219,0,85,4.4,314,10,143,19,82.4,96.6,96.4,49.8,1,4,330,1,11.8,131.8,3.2,10,5,0,13,33,4,1.2,2686,9.0
Jon Kitna,217,QB,DET,9,77.1,280,298,8.8,2.86,5,10,3.2,67.8,202,0,130,6.5,342,14,106,11,27.1,68.3,71.0,33.0,2,8,361,1,28.5,92.9,10.8,37,7,1,10,12,16,4.4,2296,7.7
Tony Romo,1693,QB,DAL,9,72.8,287,292,9.3,2.83,1,20,6.5,65.1,190,0,113,9.1,315,19,130,9,48.4,90.7,88.8,71.7,0,11,330,0,10.6,103.3,3.8,12,11,1,3,23,18,5.5,2555,8.8
Derek Anderson,2430,QB,CLV,9,67.8,267,292,9.9,2.55,4,21,6.8,56.2,164,0,80,9.4,310,17,119,8,90.9,69.7,70.8,54.1,1,9,325,4,10.0,90.7,2.6,8,10,7,13,20,16,4.9,2231,7.6
Eli Manning,1722,QB,NYG,9,72.2,266,283,8.7,2.71,7,16,5.4,59.4,168,0,98,12.5,301,24,92,21,85.4,74.2,75.5,60.2,3,11,316,7,13.3,78.6,4.3,13,5,2,5,14,12,3.8,1820,6.4
Joey Harrington,1011,QB,ATL,9,73.5,249,264,6.9,2.63,5,11,4.0,63.6,168,0,128,8.2,297,15,83,2,90.8,76.8,77.5,45.8,4,5,311,0,20.3,81.0,8.8,26,7,0,6,5,9,2.9,1737,6.6
Damon Huard,215,QB,KC,9,70.6,245,262,8.7,2.45,6,12,4.4,62.2,163,0,87,5.8,290,10,88,16,90.7,71.4,72.3,38.5,1,11,303,2,28.7,74.7,8.6,25,3,0,10,8,11,3.6,1766,6.7
Jason Campbell,2242,QB,WAS,9,71.3,244,261,9.8,2.76,2,16,5.9,59.8,156,0,84,10.3,290,18,102,32,41.0,76.0,76.2,56.8,4,7,302,2,16.7,79.9,4.8,14,15,3,8,9,17,5.6,1735,6.6
Jeff Garcia,550,QB,TB,9,82.2,230,259,7.5,2.91,8,10,3.7,66.0,171,0,130,9.5,290,18,98,30,68.3,89.6,91.0,48.1,3,3,303,3,10.0,97.1,4.5,13,18,4,14,10,3,1.0,1986,7.7
Philip Rivers,1725,QB,SD,9,70.4,233,255,8.5,2.68,6,10,3.8,60.8,155,0,95,5.5,272,9,85,27,28.1,67.5,72.7,28.1,2,10,280,3,13.7,78.1,4.8,13,4,0,14,10,13,4.6,1753,6.9
Jay Cutler,2956,QB,DEN,9,73.5,238,248,8.5,2.58,6,13,4.9,64.9,161,0,88,8.0,267,14,103,10,44.1,76.3,78.5,41.1,3,9,282,0,14.8,84.8,4.9,13,6,1,0,9,12,4.3,1882,7.6
Marc Bulger,684,QB,SL,7,69.6,227,242,8.7,2.44,5,9,3.6,60.3,146,0,93,7.6,266,12,88,26,41.0,62.4,63.5,37.9,3,8,277,2,23.7,73.1,8.3,22,2,2,5,5,16,5.8,1602,6.6
Ben Roethlisberger,1732,QB,PIT,9,74.8,230,242,10.6,3.13,2,21,8.4,66.1,160,0,111,7.0,275,12,114,25,29.0,90.5,88.5,69.3,2,7,283,0,20.7,110.2,8.4,23,10,2,6,22,18,6.4,2020,8.3
Brian Griese,379,QB,CHI,6,72.9,207,219,8.1,2.43,3,14,6.2,62.1,136,0,69,9.9,234,15,69,6,45.1,69.8,76.0,24.5,3,10,242,4,18.8,77.3,5.6,13,2,2,4,9,10,4.1,1516,6.9
Matt Schaub,1811,QB,HST,8,79.9,194,215,8.6,2.73,4,11,4.8,67.9,146,0,83,5.8,233,9,73,13,55.1,82.6,84.3,39.5,1,7,245,2,14.5,85.1,5.2,12,6,3,13,5,6,2.4,1663,7.7
Steve McNair,114,QB,BLT,6,77.7,188,205,6.5,2.57,8,2,1.0,64.9,133,0,75,8.9,220,13,61,3,24.5,49.0,54.4,28.5,2,4,225,5,14.7,73.9,5.0,11,4,1,6,2,10,4.4,1113,5.4
Alex Smith,2218,QB,SF,7,64.0,172,193,9.9,2.84,4,6,3.0,48.7,94,0,82,14.5,219,16,52,28,68.0,52.0,51.5,64.4,3,4,225,3,20.7,57.2,7.8,17,9,2,12,2,9,4.0,914,4.7
Vince Young,2948,QB,TEN,8,66.7,186,192,9.3,3.07,3,5,2.5,60.9,117,0,84,5.6,236,7,79,31,78.3,64.9,66.1,58.5,0,10,242,3,17.9,62.2,6.4,15,29,1,2,4,16,6.6,1112,5.8
Chad Pennington,596,QB,NYJ,7,75.6,180,190,8.4,2.71,2,11,5.6,67.4,128,0,85,5.9,210,8,74,22,75.4,63.4,69.7,29.9,3,7,218,6,17.6,87.5,7.1,15,5,1,4,9,12,5.5,1317,6.9
Kurt Warner,112,QB,ARZ,7,71.1,166,178,9.3,2.46,2,11,5.9,61.2,109,0,62,7.6,184,9,65,1,28.7,75.4,81.5,25.4,4,6,192,2,9.7,86.8,3.3,6,0,1,5,9,11,5.7,1321,7.4
Cleo Lemon,1271,QB,MIA,5,69.5,151,166,9.1,2.85,4,6,3.4,57.8,96,0,55,8.6,184,9,50,17,72.2,60.7,57.6,73.0,3,4,192,3,18.2,69.4,5.4,10,8,1,7,3,10,5.2,923,5.6
David Garrard,1109,QB,JAX,6,77.7,139,148,9.3,3.03,2,4,2.5,66.2,98,0,62,9.3,177,10,63,15,78.3,80.3,80.6,66.6,1,0,188,3,25.8,102.9,9.0,16,13,1,5,6,1,0.5,1141,7.7
Trent Green,58,QB,MIA,5,70.5,129,141,8.9,2.69,5,5,3.4,60.3,85,0,48,6.6,150,6,52,17,88.5,52.0,54.5,42.4,1,7,158,2,14.6,72.6,4.7,7,2,3,3,5,11,7.0,987,7.0
Kyle Boller,1335,QB,BLT,7,67.7,124,134,8.6,2.52,4,6,4.3,60.4,81,0,40,3.6,143,3,40,3,65.8,64.1,65.4,44.0,1,3,149,0,15.0,74.6,4.2,6,3,1,4,3,4,2.7,772,5.8
Daunte Culpepper,446,QB,OAK,5,69.6,112,124,8.6,2.94,6,8,6.0,55.6,69,0,48,11.5,145,9,42,23,21.8,53.7,57.7,43.5,2,4,157,3,31.3,73.2,10.3,15,6,0,4,4,12,7.6,815,6.6
Josh McCown,1085,QB,OAK,5,69.0,113,122,8.7,3.02,3,4,3.0,58.2,71,0,53,9.0,147,7,40,23,30.1,41.6,41.3,57.9,0,9,158,2,22.6,59.5,8.2,12,13,0,6,5,12,7.6,760,6.2
Trent Edwards,3708,QB,BUF,5,78.0,109,121,6.3,2.75,6,1,0.8,66.1,80,0,51,5.9,131,5,43,4,63.5,71.4,70.6,55.5,1,5,136,0,17.6,69.9,6.9,9,1,0,5,1,7,5.1,790,6.5
