player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Brett Favre,14,QB,GB,6,262,72.9,59,63,7.7,2.14,2,3,4.5,66.7,42,26,2.3,63,24.0,1,24,,82.2,78.1,79.0,76.5,,,1,2,67,0.0,87.5,0.0,0,0,0,1,2,6,9.0,492,7.8,0,12,79.1,75.0,75.0,55.8,73.1,175,184,7.0,2.57,2,10,5.2,64.1,118,61,7.8,199,76.0,10,56,,72.8,73.7,83.3,71.5,,72.4,1,4,208,18.0,86.8,5.5,11,4,3,3,7,10,4.8,1223,6.6,76.8,164,173,6.7,2.15,3,11,6.1,67.6,117,0,7.1,175,66.8,9,54,,89.4,83.5,82.8,81.5,,61.2,0,1,183,,97.9,0.0,0,2,3,3,6,8,4.4,1259,7.3,2,64.3,70,74,8.3,3.11,1,2,2.5,58.1,43,87,4.4,87,33.2,2,26,,52.4,60.3,80.2,58.2,,73.1,2,5,92,12.6,61.5,12.6,11,2,0,1,3,8,8.7,456,6.2
Tony Romo,1693,QB,DAL,7,261,64.0,50,51,11.5,2.84,0,2,3.7,60.8,31,35,3.1,58,22.2,1,27,,81.6,75.9,78.7,72.7,,72.6,0,1,61,11.4,123.3,6.9,4,3,0,1,5,3,4.9,564,11.1,0,9,54.0,88.9,85.7,73.5,73.9,184,188,8.8,2.86,1,14,7.1,63.3,119,59,12.5,203,77.8,17,76,,43.3,88.5,83.4,86.3,,64.2,0,8,214,11.9,88.1,3.4,7,8,1,2,11,10,4.7,1420,7.6,73.5,162,164,8.9,2.56,1,7,4.1,63.4,104,0,12.6,167,64.0,15,68,,75.2,87.8,82.7,86.2,,54.9,0,4,176,,100.4,0.0,0,3,1,0,11,6,3.4,1309,8.0,0,68.1,72,75,10.4,3.38,0,9,11.3,61.3,46,94,6.1,94,36.0,3,35,,28.6,79.1,80.5,75.0,,76.6,0,5,99,11.7,85.1,11.7,11,8,0,3,5,7,7.1,675,9.0
Drew Brees,802,QB,NO,6,255,71.8,39,42,8.1,2.13,0,2,4.5,57.1,24,16,14.3,44,17.3,4,14,,79.9,84.8,77.7,82.9,,62.0,0,0,46,0.0,83.7,0.0,0,2,0,3,2,0,0.0,183,4.4,0,20,90.5,68.7,67.7,58.4,78.1,196,205,7.4,2.49,6,6,2.8,65.9,135,47,11.8,211,82.7,18,58,,90.1,62.1,83.6,61.8,,58.7,2,10,223,8.5,66.1,1.9,4,2,0,1,3,9,4.0,1211,5.9,80.5,185,191,6.9,2.27,5,4,2.0,68.1,130,0,12.8,192,75.3,19,60,,89.9,73.1,83.2,71.5,,63.9,0,7,199,,76.9,0.0,0,1,0,1,5,7,3.5,1129,5.9,1,64.0,50,56,9.8,2.91,1,4,6.3,51.8,29,63,9.4,63,24.7,3,12,,82.3,54.5,79.2,55.4,,55.3,2,3,70,6.3,42.6,6.3,4,3,0,3,0,2,2.9,265,4.7
Matt Hasselbeck,408,QB,SEA,7,253,58.0,69,73,9.5,2.34,0,1,1.3,45.2,33,39,17.5,84,33.2,7,19,,83.9,54.1,80.0,54.3,57.6,,1,3,86,28.2,50.5,13.1,11,0,0,3,1,4,4.7,409,5.6,0,29,77.5,73.8,75.0,43.3,77.8,153,160,9.8,2.7,2,13,8.1,68.8,110,37,7.6,169,66.8,9,69,,88.8,86.0,82.6,84.0,,62.5,0,3,170,10.8,106.1,2.4,4,5,0,5,10,6,3.5,1296,8.1,74.3,171,175,9.1,2.32,2,10,5.6,65.1,114,0,10.2,177,70.0,13,67,,89.2,87.2,82.8,85.0,57.6,62.1,0,2,179,,98.8,0.0,0,2,0,2,9,5,2.8,1263,7.2,2,62.7,51,58,11.8,3.18,0,4,6.8,50.0,29,76,9.4,76,30.0,3,21,,83.2,48.2,79.6,48.3,,61.0,1,4,77,19.7,58.3,19.7,15,3,0,6,2,5,6.5,442,7.6
Donovan McNabb,438,QB,PHI,6,241,66.1,56,62,9.8,2.88,2,3,4.6,53.2,33,41,10.8,77,32.0,4,23,,83.4,69.0,0.0,70.3,,60.6,2,0,80,26.8,96.9,14.3,11,4,0,2,3,1,1.3,511,8.2,0,24,81.3,65.1,67.1,50.8,75.8,132,143,7.7,3.13,2,3,2.1,62.2,89,53,11.0,164,68.0,11,45,,88.6,65.1,82.5,63.6,,66.2,2,2,169,22.6,84.7,7.3,12,9,0,7,4,7,4.1,936,6.5,72.8,136,142,8.1,2.73,3,3,2.1,63.4,90,0,9.1,147,61.0,9,44,,87.8,67.3,0.0,68.5,,54.3,0,0,150,,96.9,0.0,0,5,0,3,5,4,2.7,1032,7.3,3,73.1,52,63,8.9,3.56,1,3,4.5,50.8,32,94,15.8,94,39.0,6,24,,84.6,65.3,80.5,62.1,,71.3,4,2,99,24.5,69.2,24.5,23,8,0,6,2,4,4.0,415,6.6
Joey Harrington,1011,QB,ATL,7,240,68.9,61,65,6.8,2.34,4,4,5.6,53.8,35,39,16.7,76,31.7,7,19,,83.6,75.6,79.8,74.7,,58.3,0,2,82,25.6,65.5,13.2,10,1,0,0,1,2,2.4,410,6.3,0,2,90.4,77.2,78.4,41.2,78.3,138,148,6.8,2.82,1,7,4.5,67.6,100,70,7.4,164,68.3,8,49,,88.9,76.5,82.6,76.2,,52.9,3,2,172,18.6,87.6,7.9,13,3,0,6,3,4,2.3,997,6.7,77.2,123,128,7.3,2.31,4,7,5.2,68.8,88,0,7.4,131,54.6,7,48,,87.2,85.1,81.8,83.9,,56.9,0,1,138,,97.9,0.0,0,3,0,1,3,3,2.2,1043,8.1,0,72.4,76,85,6.1,3.09,1,4,4.4,55.3,47,109,14.5,109,45.4,8,20,,86.0,64.9,81.1,65.4,,51.9,3,3,116,21.1,55.2,21.1,23,1,0,5,1,3,2.6,364,4.3
Tom Brady,698,QB,NE,7,238,85.7,77,82,8.2,2.2,1,11,12.4,78.0,64,31,3.0,89,37.4,2,46,,84.6,98.9,80.4,97.3,,,0,0,97,22.6,144.7,7.9,7,0,0,4,9,0,0.0,815,9.9,0,19,76.8,96.9,96.5,46.0,80.3,137,147,8.9,2.59,2,8,5.3,71.4,105,36,4.5,149,62.6,5,59,,88.0,93.3,82.1,92.0,,67.9,0,2,153,0.0,132.7,0.0,0,2,0,8,18,2,1.3,1310,8.9,84.3,166,169,8.4,2.27,2,12,6.9,79.9,135,0,3.6,171,71.8,5,81,,89.1,98.3,82.7,96.7,,67.9,0,0,176,,146.6,0.0,0,2,0,1,21,1,0.6,1638,9.7,1,75.0,48,60,9.7,2.88,1,7,10.6,56.7,34,67,5.6,67,28.2,2,24,,82.7,90.0,79.4,87.5,,,0,2,74,10.4,102.6,10.4,7,0,0,11,6,1,1.4,487,8.1
Damon Huard,215,QB,KC,7,236,66.7,54,63,8.8,2.31,3,4,6.2,52.4,33,35,8.3,71,30.1,3,17,,82.8,69.4,79.4,68.6,58.4,,0,2,73,22.9,77.5,11.3,8,0,0,6,4,2,2.7,360,5.7,0,16,90.4,78.6,80.0,38.5,75.5,147,152,7.9,2.43,2,6,3.8,69.1,105,33,5.4,165,69.9,6,55,,88.8,81.1,31.2,81.6,,43.9,1,5,171,30.3,80.8,6.1,10,3,0,2,2,3,1.8,1110,7.3,74.7,162,167,7.7,2.21,3,6,3.5,67.7,113,0,6.6,168,71.2,8,55,,89.0,76.7,32.2,76.1,58.4,57.9,0,6,174,,82.3,0.0,0,1,0,2,5,4,2.3,1155,6.9,2,66.7,39,48,10.0,2.84,2,4,8.0,52.1,25,68,3.8,68,28.8,1,17,,82.4,78.4,79.2,79.8,,45.9,1,1,70,26.5,71.1,26.5,18,2,0,6,1,1,1.4,315,6.6
Carson Palmer,1317,QB,CIN,6,236,63.5,52,54,11.2,2.37,1,5,8.3,55.6,30,21,9.1,59,25.0,3,26,,82.0,82.2,78.9,80.2,,,0,1,65,23.8,113.1,8.5,5,0,0,1,6,1,1.5,459,8.5,0,7,81.7,75.4,76.0,43.1,72.4,163,170,10.5,2.52,1,8,4.5,65.3,111,43,5.9,177,75.0,7,64,,76.1,72.1,82.9,70.8,,62.1,1,8,185,11.6,81.5,2.8,5,2,1,4,7,8,4.3,1260,7.4,74.4,168,171,10.3,2.3,1,10,5.6,67.8,116,0,7.2,172,72.9,9,74,,89.2,82.8,82.8,80.1,,65.6,0,7,179,,97.7,0.0,0,1,1,1,11,7,3.9,1426,8.3,2,55.3,47,53,11.8,2.97,1,3,5.0,47.2,25,64,3.8,64,27.1,1,16,,55.8,58.8,79.3,59.8,,55.3,1,2,71,15.6,61.3,15.6,10,1,0,4,2,2,2.8,293,5.5
Eli Manning,1722,QB,NYG,7,236,67.0,88,93,8.9,2.5,2,5,5.0,54.8,51,38,13.6,97,41.1,8,36,,85.1,75.1,0.0,74.6,,,2,4,104,10.5,82.0,4.1,4,0,0,1,7,4,3.8,604,6.5,0,21,81.6,79.2,79.6,59.0,78.4,125,134,8.4,2.8,3,9,6.4,64.2,86,33,12.2,139,58.9,12,39,,71.4,81.5,82.0,78.3,,74.8,1,5,146,9.1,83.6,2.2,3,2,2,3,6,5,3.4,921,6.9,81.4,156,163,8.3,2.45,5,10,5.8,69.3,113,0,11.0,165,69.9,14,61,,89.0,91.7,82.6,90.3,,74.8,0,7,174,,97.0,0.0,0,2,2,0,11,5,2.9,1274,7.8,4,52.6,57,64,9.5,3.2,0,4,5.9,37.5,24,71,20.0,71,30.1,6,14,,56.5,48.7,0.0,50.5,,,3,2,76,9.9,47.1,9.9,7,0,0,4,2,4,5.3,251,3.9
