player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Drew Brees,802,QB,NO,14,80.0,520,550,7.6,2.44,13,24,4.2,68.7,378,0,133,9.1,569,38,205,20,90.5,90.1,89.9,49.1,3,15,594,4,9.0,92.1,2.1,12,7,1,13,25,15,2.5,3819,6.9
Carson Palmer,1317,QB,CIN,14,73.1,499,522,9.7,2.44,8,28,5.2,64.9,339,0,133,7.1,543,26,193,7,72.6,72.5,75.1,28.6,5,17,563,3,12.8,86.3,3.1,17,4,2,8,22,26,4.6,3708,7.1
Matt Hasselbeck,408,QB,SEA,14,73.0,477,510,8.8,2.55,8,28,5.4,62.5,319,0,155,8.3,554,29,194,29,69.4,74.9,76.1,43.7,1,10,566,3,18.7,92.0,5.2,29,15,2,22,25,23,4.1,3620,7.1
Tom Brady,698,QB,NE,14,78.8,476,503,9.1,2.47,6,35,6.7,69.2,348,0,150,7.2,533,27,219,19,90.2,95.6,95.3,50.8,4,6,558,2,11.3,119.7,3.2,17,13,0,17,45,7,1.3,4235,8.4
Jon Kitna,217,QB,DET,14,74.9,466,497,9.4,2.78,8,17,3.3,65.2,324,0,196,7.2,555,25,180,11,29.7,72.2,73.8,32.5,3,17,581,2,25.0,84.6,8.8,49,9,1,19,17,26,4.5,3707,7.5
Brett Favre,14,QB,GB,14,75.2,471,492,7.9,2.4,6,26,5.0,67.1,330,0,160,6.8,511,24,185,12,62.4,79.9,82.1,32.4,7,13,537,4,8.8,97.6,2.7,14,5,3,5,26,27,5.0,3903,7.9
Eli Manning,1722,QB,NYG,14,68.2,450,482,9.2,2.71,12,17,3.4,55.6,268,0,161,12.7,514,39,152,21,84.7,67.2,68.4,52.0,8,17,538,7,14.9,72.6,4.7,24,8,2,10,19,21,3.9,2974,6.2
Peyton Manning,327,QB,IND,14,74.5,436,463,10.3,2.62,10,39,8.1,63.5,294,0,165,9.5,485,31,184,14,62.9,93.8,93.7,35.3,3,14,504,2,12.1,95.3,4.1,20,2,0,14,28,19,3.8,3633,7.8
Tony Romo,1693,QB,DAL,14,71.7,452,462,9.4,2.78,5,35,7.3,64.9,300,0,167,7.4,500,24,200,9,44.8,86.3,84.1,66.8,0,17,521,2,13.8,101.0,4.6,23,15,1,4,35,28,5.4,3868,8.4
Derek Anderson,2430,QB,CLV,14,67.7,424,459,9.6,2.58,6,30,6.2,56.2,258,0,134,10.1,483,29,175,8,89.9,68.5,71.5,39.9,3,14,507,7,9.0,85.8,2.5,12,12,8,18,26,27,5.3,3384,7.4
Jason Campbell,2242,QB,WAS,13,71.6,384,417,9.4,2.76,5,19,4.4,60.0,250,0,138,9.1,460,25,160,32,41.1,72.9,73.4,52.6,6,11,476,3,15.2,77.6,4.6,21,22,4,18,12,26,5.5,2700,6.5
Philip Rivers,1725,QB,SD,14,70.5,373,412,8.7,2.7,7,22,5.2,60.0,247,0,159,6.1,439,16,140,27,45.6,72.8,76.1,29.7,3,15,450,5,12.6,80.1,4.6,20,7,0,29,18,18,4.0,2838,6.9
Jay Cutler,2956,QB,DEN,14,72.9,384,398,9.0,2.56,7,19,4.6,64.6,257,0,130,8.2,431,23,160,10,53.9,75.6,76.5,51.7,3,12,448,2,16.9,90.8,5.1,22,11,2,2,18,21,4.7,3096,7.8
Donovan McNabb,438,QB,PHI,12,73.3,356,397,8.1,3.01,9,10,2.4,59.9,238,0,168,8.8,462,23,132,24,72.9,61.2,61.5,57.0,8,6,480,3,22.0,86.8,8.0,37,28,2,22,15,17,3.5,2716,6.8
Ben Roethlisberger,1732,QB,PIT,14,74.0,366,384,10.2,3.14,3,25,6.3,64.6,248,0,167,8.5,448,23,168,25,33.7,83.8,82.3,60.2,3,11,463,0,25.7,100.6,9.6,43,21,3,9,29,26,5.6,2903,7.6
Kurt Warner,112,QB,ARZ,12,72.5,338,360,9.3,2.57,6,18,4.8,62.2,224,0,126,8.6,380,21,134,1,27.0,82.4,86.7,23.9,8,15,398,3,15.9,87.9,5.3,20,0,1,7,21,20,5.0,2755,7.7
Joey Harrington,1011,QB,ATL,12,72.0,329,348,7.0,2.59,7,12,3.3,61.8,215,0,157,9.3,388,22,102,2,91.3,69.3,70.0,43.9,4,8,405,0,20.4,77.2,8.2,32,8,0,8,7,12,3.0,2215,6.4
Vince Young,2948,QB,TEN,13,69.6,329,342,9.3,2.98,6,14,4.0,62.0,212,0,124,7.4,409,17,136,31,87.8,69.2,69.6,59.3,1,16,419,4,17.7,70.1,5.4,22,45,1,5,9,24,5.7,2223,6.5
Marc Bulger,684,QB,SL,10,69.2,299,318,8.6,2.47,6,13,3.9,59.7,190,0,115,8.2,353,17,109,26,53.5,64.1,65.0,35.3,4,11,369,3,28.7,71.1,9.3,33,2,2,7,7,19,5.1,2008,6.3
Jeff Garcia,550,QB,TB,12,81.5,271,308,7.6,2.89,10,11,3.4,64.3,198,0,154,10.4,345,23,114,30,73.0,86.8,90.1,45.1,3,4,361,4,11.0,94.9,4.9,17,20,5,19,13,4,1.1,2263,7.3
David Garrard,1109,QB,JAX,11,75.0,284,307,9.8,2.93,8,10,3.1,64.2,197,0,119,7.5,344,16,124,15,77.7,85.9,86.1,63.7,5,2,361,3,16.8,101.6,5.8,20,17,1,9,16,7,1.9,2310,7.5
Damon Huard,215,QB,KC,10,70.3,276,296,8.9,2.47,9,13,4.2,61.5,182,0,102,6.2,331,12,98,16,86.5,68.4,69.1,38.5,1,13,344,2,31.4,72.6,9.7,32,3,0,10,9,14,4.1,1952,6.6
