player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Drew Brees,802,QB,NO,12,79.2,452,479,7.7,2.45,11,18,3.6,67.6,324,0,116,9.5,497,34,173,20,90.0,86.8,85.8,55.0,2,15,522,3,9.5,86.9,2.2,11,7,1,13,20,15,2.9,3176,6.6
Carson Palmer,1317,QB,CIN,12,73.3,439,462,9.7,2.43,8,25,5.2,64.7,299,0,115,7.1,481,23,173,7,68.6,75.0,77.6,28.3,5,15,499,3,13.9,87.0,3.3,16,3,2,8,21,22,4.4,3261,7.1
Brett Favre,14,QB,GB,12,75.4,422,439,7.8,2.41,4,25,5.4,67.4,296,0,144,6.9,458,22,165,12,57.9,83.4,85.8,31.5,5,10,480,4,9.7,97.9,3.1,14,5,3,5,22,23,4.8,3412,7.8
Matt Hasselbeck,408,QB,SEA,12,72.0,411,436,9.1,2.56,6,23,5.2,61.9,270,0,130,8.8,474,26,166,29,64.1,72.6,73.9,44.5,1,10,484,3,19.2,88.8,5.3,25,13,2,16,20,21,4.3,3074,7.1
Tom Brady,698,QB,NE,12,79.6,407,430,9.0,2.5,4,31,6.9,70.2,302,0,123,6.8,456,22,192,19,88.8,96.3,95.8,52.9,4,5,478,2,13.0,123.4,3.5,16,10,0,15,41,6,1.3,3696,8.6
Jon Kitna,217,QB,DET,12,75.6,390,416,9.3,2.84,7,16,3.6,66.3,276,0,173,6.4,473,19,148,11,27.8,71.1,73.2,32.5,2,12,498,2,27.7,89.0,10.1,48,9,1,16,15,23,4.6,3157,7.6
Peyton Manning,327,QB,IND,12,74.7,383,407,10.3,2.63,9,34,8.0,63.6,259,0,141,9.4,425,27,159,14,58.1,93.1,93.0,38.4,3,13,443,2,12.1,92.5,4.0,17,1,0,12,23,19,4.3,3108,7.6
Derek Anderson,2430,QB,CLV,12,69.6,372,406,9.7,2.58,5,27,6.3,57.4,233,0,116,10.0,428,26,156,8,87.8,70.2,73.5,38.2,3,13,450,6,9.5,87.7,2.6,11,11,8,18,24,24,5.3,3062,7.5
Jason Campbell,2242,QB,WAS,12,71.4,370,401,9.5,2.76,4,19,4.6,59.9,240,0,132,9.1,443,24,155,32,48.6,73.3,72.7,60.5,6,11,459,3,15.9,77.5,4.7,21,21,4,17,12,25,5.4,2600,6.5
Eli Manning,1722,QB,NYG,12,70.7,372,398,8.8,2.69,8,16,3.8,58.5,233,0,137,11.4,425,30,129,21,80.7,67.7,68.9,55.8,7,17,447,7,14.6,74.2,4.7,20,7,2,9,17,17,3.8,2571,6.5
Tony Romo,1693,QB,DAL,12,73.1,375,382,9.5,2.82,2,30,7.5,66.0,252,0,139,8.0,411,22,170,9,49.1,90.4,89.3,63.7,0,14,431,1,11.5,107.1,3.9,16,13,1,4,33,24,5.6,3352,8.8
Philip Rivers,1725,QB,SD,12,70.3,317,351,8.7,2.69,7,16,4.4,60.4,212,0,133,4.9,373,11,115,27,37.9,68.4,72.3,29.7,2,13,383,4,12.0,80.5,4.3,16,6,0,25,15,17,4.4,2468,7.0
Joey Harrington,1011,QB,ATL,12,72.0,329,348,7.0,2.59,7,12,3.3,61.8,215,0,157,9.3,388,22,102,2,91.3,69.3,70.0,43.9,4,8,405,0,20.4,77.2,8.2,32,8,0,8,7,12,3.0,2215,6.4
Jay Cutler,2956,QB,DEN,12,71.9,320,332,8.9,2.58,7,18,5.2,63.3,210,0,109,8.7,358,20,131,10,45.9,74.4,76.0,46.7,3,12,375,1,15.6,85.4,4.7,17,9,2,0,13,18,4.8,2598,7.8
Donovan McNabb,438,QB,PHI,10,72.3,296,326,8.5,3.04,8,9,2.6,59.8,195,0,138,8.9,378,19,111,24,66.6,59.8,60.1,57.7,6,6,394,3,21.7,87.3,7.9,30,22,0,16,13,16,4.1,2329,7.1
Ben Roethlisberger,1732,QB,PIT,12,75.4,305,320,10.2,3.11,3,22,6.7,66.9,214,0,138,7.0,371,16,150,25,33.3,88.3,86.6,61.5,2,11,383,0,25.4,102.9,9.4,35,16,3,7,25,23,6.0,2564,8.0
Damon Huard,215,QB,KC,10,70.3,276,296,8.9,2.47,9,13,4.2,61.5,182,0,102,6.2,331,12,98,16,86.5,68.4,69.1,38.5,1,13,344,2,31.4,72.6,9.7,32,3,0,10,9,14,4.1,1952,6.6
Vince Young,2948,QB,TEN,11,70.0,283,295,9.7,2.99,6,12,4.0,62.0,183,0,109,7.6,356,15,121,31,85.2,69.2,69.4,61.2,1,14,363,3,18.3,68.9,5.6,20,41,1,4,7,21,5.8,1911,6.5
Matt Schaub,1811,QB,HST,11,77.7,260,289,8.9,2.74,5,12,4.0,66.4,192,0,111,5.0,313,10,100,13,64.6,80.3,81.8,40.0,4,9,327,3,14.4,87.2,5.1,16,8,4,16,9,8,2.4,2246,7.8
Kurt Warner,112,QB,ARZ,10,73.1,264,284,9.4,2.46,5,16,5.4,62.3,177,0,97,8.3,297,16,102,1,27.5,85.8,90.2,25.0,8,9,308,2,13.4,90.5,4.4,13,0,1,6,15,14,4.5,2185,7.7
Jeff Garcia,550,QB,TB,11,81.5,249,283,7.9,2.9,10,11,3.7,64.7,183,0,142,9.9,318,20,106,30,70.9,88.6,91.0,45.1,3,3,332,4,10.6,97.4,4.7,15,20,4,17,12,3,0.9,2154,7.6
Marc Bulger,684,QB,SL,9,69.8,262,279,8.5,2.44,6,11,3.8,60.9,170,0,104,7.1,310,13,97,26,48.0,63.1,64.1,36.5,4,9,324,2,27.9,73.3,9.4,29,2,2,5,6,19,5.9,1789,6.4
David Garrard,1109,QB,JAX,9,78.3,221,238,9.6,2.92,7,7,2.8,67.2,160,0,87,7.5,273,13,100,15,72.5,85.6,85.8,65.8,2,1,287,3,23.0,104.7,7.3,20,15,1,7,11,5,1.7,1883,7.9
Kyle Boller,1335,QB,BLT,10,67.3,217,231,9.3,2.65,5,13,5.4,60.2,139,0,75,4.8,252,7,78,3,62.9,61.1,61.2,46.4,1,6,264,0,21.3,77.7,6.3,16,5,2,6,7,12,4.5,1452,6.3
Rex Grossman,1338,QB,CHI,7,69.7,195,219,9.7,2.67,4,12,5.3,54.8,120,0,84,11.8,249,16,68,6,27.9,57.8,61.8,32.0,3,7,256,2,29.8,67.1,10.0,25,5,4,13,4,14,5.5,1397,6.4
Brian Griese,379,QB,CHI,6,72.9,207,219,8.1,2.43,3,14,6.2,62.1,136,0,69,9.9,234,15,69,6,45.1,69.8,76.0,24.5,3,10,242,4,18.8,77.3,5.6,13,2,2,4,9,10,4.1,1516,6.9
Steve McNair,114,QB,BLT,6,77.7,188,205,6.5,2.57,8,2,1.0,64.9,133,0,75,8.9,220,13,61,3,24.5,49.0,54.4,28.5,2,4,225,5,14.7,73.9,5.0,11,4,1,6,2,10,4.4,1113,5.4
Trent Dilfer,72,QB,SF,6,66.1,183,200,9.6,2.63,5,11,5.2,53.0,106,0,72,12.4,229,15,58,28,60.2,59.6,60.1,52.4,2,11,242,1,36.1,58.4,11.4,26,3,4,6,7,13,5.4,1121,5.6
Alex Smith,2218,QB,SF,7,64.0,172,193,9.9,2.84,4,6,3.0,48.7,94,0,82,14.5,219,16,52,28,68.0,52.0,51.5,64.4,3,4,225,3,20.7,57.2,7.8,17,9,2,12,2,9,4.0,914,4.7
Chad Pennington,596,QB,NYJ,7,75.6,180,190,8.4,2.71,2,11,5.6,67.4,128,0,85,5.9,210,8,74,22,75.4,63.4,69.7,29.9,3,7,218,6,17.6,87.5,7.1,15,5,1,4,9,12,5.5,1317,6.9
Daunte Culpepper,446,QB,OAK,7,71.2,170,185,9.1,2.96,7,11,5.6,57.8,107,0,75,11.6,214,14,64,23,23.3,59.8,64.2,37.8,2,5,228,4,29.3,78.0,10.3,22,7,0,6,5,13,5.7,1329,7.2
Kellen Clemens,2994,QB,NYJ,7,67.1,164,183,9.8,2.76,2,6,3.1,50.8,93,0,73,15.5,212,17,59,22,58.6,52.2,56.9,38.6,4,7,221,4,27.4,61.5,9.4,20,9,2,11,4,9,4.1,1128,6.2
J.P. Losman,1743,QB,BUF,8,70.7,164,175,8.9,2.95,4,7,3.9,63.4,111,0,70,4.3,200,5,65,4,44.3,47.0,48.8,43.9,2,6,204,0,20.0,77.0,7.0,14,11,1,4,4,10,4.9,1206,6.9
Tarvaris Jackson,3009,QB,MIN,8,73.0,148,168,9.8,2.92,2,2,1.2,57.1,96,0,78,11.1,198,12,61,18,73.1,61.8,58.6,71.8,4,7,202,3,16.7,69.6,6.6,13,17,5,9,5,11,5.4,1104,6.6
Cleo Lemon,1271,QB,MIA,5,69.5,151,166,9.1,2.85,4,6,3.4,57.8,96,0,55,8.6,184,9,50,17,72.2,60.7,57.6,73.0,3,4,192,3,18.2,69.4,5.4,10,8,1,7,3,10,5.2,923,5.6
Trent Edwards,3708,QB,BUF,6,76.6,141,157,6.6,2.69,8,2,1.2,65.0,102,0,57,5.6,168,6,53,4,49.2,69.3,71.3,32.5,1,5,173,0,15.8,72.9,5.4,9,2,1,6,1,8,4.6,1047,6.7
Gus Frerotte,93,QB,SL,6,70.5,146,155,9.5,2.5,5,10,6.1,58.1,90,0,66,12.6,167,13,55,26,50.4,60.5,64.4,29.0,3,11,176,2,16.7,62.4,6.6,11,1,1,0,7,13,7.4,983,6.3
Vinny Testaverde,2866,QB,CAR,5,68.4,136,144,7.4,2.27,4,6,3.9,56.3,81,0,42,12.9,155,12,41,5,23.6,49.6,48.9,53.3,0,5,167,2,19.0,71.2,5.2,8,3,0,4,5,13,7.8,868,6.0
Josh McCown,1085,QB,OAK,6,69.2,133,143,8.8,3.05,3,6,3.9,59.4,85,0,60,7.6,169,7,47,23,37.2,48.0,48.0,56.2,0,9,181,2,20.0,70.3,7.1,12,14,0,7,8,12,6.6,901,6.3
Trent Green,58,QB,MIA,5,70.5,129,141,8.9,2.69,5,5,3.4,60.3,85,0,48,6.6,150,6,52,17,88.5,52.0,54.5,42.4,1,7,158,2,14.6,72.6,4.7,7,2,3,3,5,11,7.0,987,7.0
David Carr,1009,QB,CAR,6,67.8,121,136,8.0,2.83,4,3,2.1,53.7,73,0,58,11.0,160,9,36,5,69.0,52.5,54.1,47.9,0,5,169,0,22.4,58.5,8.1,13,11,0,11,3,6,3.6,641,4.7
Sage Rosenfels,863,QB,HST,5,73.3,116,123,10.1,2.65,2,10,7.9,63.4,78,0,44,8.2,131,7,48,13,41.1,68.3,72.5,34.7,2,7,135,1,4.5,83.9,1.5,2,6,1,2,8,8,5.9,914,7.4
Matt Leinart,2955,QB,ARZ,5,66.7,99,112,9.3,2.83,4,1,0.9,53.6,60,0,53,9.1,121,6,34,1,87.1,50.5,54.1,44.0,3,4,127,2,7.5,61.9,3.3,4,5,0,6,2,4,3.1,647,5.8
