player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Drew Brees,802,QB,NO,8,345,72.9,70,74,8.1,2.18,0,4,5.2,63.5,47,23,7.8,76,22.0,4,34,,83.3,90.3,79.7,88.4,,62.0,0,0,79,0.0,109.7,0.0,0,2,0,4,6,0,0.0,491,6.6,0,20,84.0,78.0,76.8,56.5,80.1,246,261,7.7,2.51,8,7,2.6,68.2,178,57,9.6,269,78.0,19,81,,78.9,69.9,84.5,69.2,,55.8,2,10,282,8.8,77.5,1.9,5,3,0,5,6,10,3.5,1684,6.5,81.6,255,263,7.5,2.28,6,7,2.6,71.5,188,0,9.6,265,76.8,20,97,,90.5,84.6,84.4,82.3,,62.5,0,7,273,,92.6,0.0,0,2,0,2,10,7,2.6,1854,7.0,1,65.6,61,72,9.0,2.97,2,4,5.0,51.4,37,80,7.5,80,23.2,3,18,,50.7,53.9,80.1,54.7,,55.3,2,3,88,6.3,55.4,6.3,5,3,0,7,2,3,3.4,321,4.5
Donovan McNabb,438,QB,PHI,8,331,65.2,69,77,9.6,2.87,2,3,3.7,53.2,41,48,8.9,95,28.7,4,29,,84.9,69.2,0.0,68.9,,67.7,2,0,99,27.1,96.1,13.7,13,5,0,4,3,1,1.0,677,8.8,0,24,73.9,64.3,65.1,55.5,76.0,192,210,7.7,3.1,6,5,2.3,62.4,131,76,10.3,236,71.3,15,69,,75.3,63.6,83.9,61.9,,68.9,3,4,241,19.7,82.8,6.4,15,11,0,9,6,11,4.6,1367,6.5,74.5,192,202,7.6,2.66,7,4,2.0,64.4,130,0,9.1,207,62.5,13,66,,90.0,66.0,8.4,66.8,,54.3,0,2,210,,93.4,0.0,0,5,0,3,7,7,3.3,1466,7.3,3,69.6,69,85,10.0,3.66,1,4,4.5,49.4,42,124,12.5,124,37.5,6,32,,60.9,64.7,81.5,60.3,,77.5,5,2,130,22.6,69.6,22.6,28,11,0,10,2,5,3.8,578,6.8
Brett Favre,14,QB,GB,8,325,72.9,70,74,7.6,2.11,2,3,3.8,66.2,49,28,3.9,74,22.8,2,28,,83.3,79.4,79.7,77.7,,,1,3,79,0.0,81.8,0.0,0,0,0,1,2,6,7.6,575,7.8,0,12,63.1,80.2,82.2,39.4,76.1,222,234,7.3,2.55,2,14,5.7,66.7,156,78,7.7,251,77.2,13,82,,62.6,82.7,84.2,80.0,,72.4,3,5,262,16.7,97.0,5.2,13,4,3,4,11,12,4.6,1831,7.8,79.3,208,217,6.8,2.18,3,13,5.8,70.5,153,0,7.3,219,67.4,12,77,,90.2,91.2,83.7,90.2,,61.2,0,2,227,,104.8,0.0,0,2,3,3,9,8,3.5,1769,8.2,3,65.5,84,91,8.6,3.0,1,4,4.1,57.1,52,106,5.5,106,32.6,3,33,,30.9,61.2,81.0,59.3,,73.1,4,6,114,12.3,66.0,12.3,13,2,0,2,4,10,8.8,637,7.0
Tom Brady,698,QB,NE,9,314,85.0,80,85,7.9,2.19,1,11,11.8,77.6,66,32,2.9,92,29.3,2,47,,84.9,98.8,80.6,97.3,,,0,0,101,21.9,146.1,7.6,7,0,0,4,10,0,0.0,821,9.7,0,19,82.4,96.6,96.4,49.8,79.7,202,214,8.8,2.55,2,10,4.5,71.5,153,53,5.0,222,70.7,8,96,,90.2,93.9,83.7,92.7,,69.6,1,4,229,5.7,126.0,1.4,3,5,0,9,23,4,1.7,1865,8.7,83.0,224,227,8.1,2.25,2,13,5.6,78.4,178,0,4.3,229,72.9,8,113,,90.3,98.2,83.8,96.6,,67.9,0,2,236,,141.3,0.0,0,2,0,1,27,3,1.3,2111,9.3,1,74.1,58,72,10.3,2.96,1,8,10.0,56.9,41,85,4.7,85,27.1,2,30,,84.3,88.9,80.3,86.6,,64.0,1,2,94,11.8,99.0,11.8,10,3,0,12,6,1,1.1,575,8.0
Carson Palmer,1317,QB,CIN,8,307,67.2,67,70,10.6,2.38,1,7,9.2,58.6,41,28,8.9,75,24.4,4,35,,83.5,86.0,79.7,83.7,,,1,1,81,17.9,118.0,6.7,5,0,0,1,8,2,2.5,588,8.4,0,7,85.8,79.7,80.7,37.8,74.4,215,224,9.8,2.49,2,11,4.7,66.5,149,51,6.9,232,75.6,11,80,,80.5,76.7,83.9,75.3,,59.4,1,9,240,9.8,82.6,2.2,5,3,2,4,8,10,4.2,1607,7.2,76.5,221,226,9.6,2.3,2,14,6.0,69.5,157,0,7.1,228,74.3,12,96,,90.2,87.0,83.8,84.3,,66.4,0,8,235,,99.8,0.0,0,2,2,1,14,9,3.8,1838,8.1,2,59.0,61,68,11.4,2.93,1,4,5.3,48.5,33,79,8.3,79,25.7,3,19,,60.5,62.8,80.0,63.3,,55.3,2,2,86,12.7,61.9,12.7,10,1,0,4,2,3,3.5,357,5.3
Matt Hasselbeck,408,QB,SEA,8,302,57.7,78,82,9.5,2.34,0,1,1.2,46.3,38,43,15.6,93,30.8,7,24,,84.6,54.5,80.4,54.8,57.6,,1,3,96,25.6,61.0,11.8,11,0,0,3,3,4,4.2,460,5.6,0,29,81.0,76.2,76.6,49.5,78.6,187,198,9.4,2.77,3,17,8.5,68.2,135,45,8.2,209,69.2,12,87,,90.1,88.4,83.4,85.3,,72.0,0,4,212,8.9,100.2,1.9,4,7,1,7,10,9,4.2,1563,7.9,75.1,205,211,8.8,2.41,2,12,5.6,65.9,139,0,9.7,214,70.9,15,87,,90.1,87.2,83.5,84.4,57.6,70.6,0,3,217,,98.2,0.0,0,3,1,3,11,8,3.7,1508,7.1,2,63.3,60,69,11.8,3.18,1,6,8.5,49.3,34,88,10.5,88,29.1,4,24,,84.3,54.6,80.2,53.7,,65.7,1,4,91,17.0,59.8,17.0,15,4,0,7,2,5,5.5,515,7.5
Jon Kitna,217,QB,DET,8,293,66.7,45,51,10.2,2.71,2,1,1.9,58.8,30,30,0.0,61,20.8,0,17,,39.4,57.9,78.9,57.2,,63.0,0,0,64,26.7,99.0,13.1,8,2,0,4,2,1,1.6,426,8.4,0,11,33.8,70.2,71.8,42.7,79.2,192,202,8.6,2.91,3,7,3.3,69.3,140,81,7.9,232,79.2,12,76,,60.4,77.1,84.0,74.9,,69.9,0,6,247,30.9,93.1,10.8,25,5,1,6,8,12,4.9,1574,7.8,81.3,171,180,8.9,2.53,4,6,3.2,72.2,130,0,6.5,182,62.1,9,72,,89.7,90.6,83.0,88.5,,66.4,0,3,191,,104.0,0.0,0,2,1,4,7,6,3.1,1541,8.6,0,65.2,66,73,8.9,3.42,1,2,2.5,54.8,40,111,7.0,111,37.9,3,21,,25.8,39.2,81.2,38.1,,67.4,0,3,120,29.7,70.5,29.7,33,5,0,6,3,7,5.8,459,6.3
Jeff Garcia,550,QB,TB,9,290,67.2,61,72,9.8,2.45,3,0,0.0,48.6,35,34,14.6,75,25.9,6,23,,83.2,62.8,0.0,62.6,,63.9,2,3,78,5.9,67.1,2.7,2,1,0,6,3,2,2.6,483,6.7,0,30,68.3,89.6,91.0,48.1,87.6,169,187,6.7,3.07,5,10,5.1,72.7,136,96,8.1,215,74.1,12,75,,90.2,94.6,83.6,93.9,,68.1,1,0,225,11.5,108.7,5.1,11,17,4,8,7,1,0.4,1503,8.0,87.2,141,148,7.3,2.43,3,5,3.3,77.0,114,0,7.3,160,55.2,9,62,,88.5,93.7,82.4,92.8,,69.2,0,2,164,,110.9,0.0,0,12,4,0,6,2,1.2,1306,8.8,3,74.2,89,111,8.0,3.51,5,5,4.2,51.4,57,130,13.6,130,44.8,9,36,,87.3,76.3,20.9,75.5,,65.1,3,1,139,10.0,78.7,10.0,13,6,0,14,4,1,0.7,680,6.1
Tony Romo,1693,QB,DAL,8,286,65.6,61,62,10.9,2.75,0,2,3.1,62.9,39,39,2.5,69,24.1,1,33,,82.7,72.0,79.3,69.1,,72.6,0,2,72,10.3,120.5,5.8,4,3,0,1,6,4,5.6,702,11.3,0,9,57.1,90.2,87.4,73.5,74.7,198,202,8.8,2.87,1,16,7.5,64.9,131,62,11.5,217,75.9,17,85,,46.0,91.0,83.7,90.1,,64.2,0,8,228,11.3,94.2,3.2,7,8,1,2,13,10,4.4,1606,8.0,73.9,180,182,9.0,2.54,1,9,4.7,64.8,118,0,11.3,185,64.7,15,78,,76.9,89.7,83.1,87.9,,54.9,0,5,194,,105.6,0.0,0,3,1,0,14,7,3.6,1542,8.5,0,69.6,79,82,10.0,3.38,0,9,10.3,63.4,52,101,5.5,101,35.3,3,40,,29.3,79.9,80.8,76.0,,76.6,0,5,106,10.9,88.8,10.9,11,8,0,3,5,7,6.6,766,9.3
Derek Anderson,2430,QB,CLV,8,274,62.8,78,85,10.0,2.37,1,5,5.4,54.1,46,38,6.1,93,33.9,3,36,,84.7,68.7,80.5,67.2,,63.3,1,2,100,18.4,101.0,7.5,7,1,0,5,6,3,3.0,818,9.6,0,8,90.7,70.6,71.1,56.5,70.2,161,172,10.2,2.65,1,15,8.4,59.3,102,35,9.7,181,66.1,11,73,,89.5,72.4,35.2,71.0,,68.4,0,7,187,2.9,87.1,0.6,1,8,4,6,11,12,6.4,1290,7.5,71.5,186,194,9.8,2.4,1,18,8.8,62.4,121,0,9.0,201,73.4,12,89,,90.1,81.1,83.4,78.5,,70.8,0,5,211,,102.9,0.0,0,7,4,3,14,11,5.2,1656,8.5,3,54.7,53,63,11.6,2.98,1,2,3.0,42.9,27,73,6.9,73,26.6,2,20,,82.8,48.1,0.0,49.4,,62.2,1,4,76,11.0,57.1,11.0,8,2,0,8,3,4,5.3,452,7.2
