player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Brett Favre,14,QB,GB,5,75.4,199,210,6.6,2.43,3,10,4.5,67.1,141,0,77,6.0,221,9,73,12,90.3,81.8,82.3,49.4,2,4,231,2,11.7,94.7,4.1,9,2,2,4,9,8,3.5,1527,7.3
Drew Brees,802,QB,NO,4,77.2,167,177,7.1,2.48,6,6,3.2,63.3,112,0,51,13.2,185,17,47,20,89.9,62.7,62.2,56.5,2,9,196,0,7.8,57.4,2.2,4,4,0,2,1,7,3.6,929,5.2
Tony Romo,1693,QB,DAL,5,69.2,169,171,10.4,2.84,0,12,6.6,59.1,101,0,68,13.7,187,16,79,9,59.1,87.6,83.6,78.4,0,8,198,0,8.8,93.9,3.2,6,10,1,1,13,10,5.1,1508,8.8
Jon Kitna,217,QB,DET,5,76.7,159,167,8.5,2.88,3,6,3.4,68.3,114,0,80,6.6,197,8,63,11,26.4,65.0,67.9,36.9,0,6,210,0,31.3,93.2,12.7,25,5,0,5,8,11,5.2,1333,8.0
Peyton Manning,327,QB,IND,5,79.9,154,165,10.3,2.61,4,14,8.3,69.7,115,0,56,6.5,168,8,68,14,89.3,94.4,94.0,50.6,2,2,171,1,5.4,108.7,1.8,3,0,0,5,10,2,1.2,1323,8.0
Carson Palmer,1317,QB,CIN,4,70.3,155,160,10.9,2.48,1,6,3.6,63.1,101,0,45,7.3,166,8,63,7,89.3,75.9,76.3,49.0,1,6,175,1,11.1,90.4,3.0,5,1,0,3,10,4,2.3,1173,7.3
Derek Anderson,2430,QB,CLV,5,61.2,147,159,10.8,2.54,1,11,6.6,52.2,83,0,47,7.8,168,7,60,8,89.3,48.9,51.5,45.7,1,8,175,2,10.6,80.5,3.0,5,4,4,6,11,14,8.0,1251,7.9
Tom Brady,698,QB,NE,5,83.1,148,158,8.1,2.45,3,12,7.4,74.1,117,0,38,4.9,162,6,69,19,68.4,94.0,94.2,37.2,0,2,168,1,7.9,128.7,1.9,3,1,0,7,16,2,1.2,1383,8.8
Steve McNair,114,QB,BLT,4,76.4,144,157,6.9,2.57,8,2,1.2,65.6,103,0,55,6.4,164,7,51,3,30.0,57.6,61.1,38.6,1,2,168,3,7.3,80.2,2.4,4,3,1,3,2,5,3.0,922,5.9
Eli Manning,1722,QB,NYG,5,70.1,147,157,8.9,2.64,4,12,7.1,58.6,92,0,55,10.7,164,11,52,21,76.0,75.0,75.7,59.0,3,6,176,3,9.1,82.7,3.0,5,2,0,3,9,7,4.0,1076,6.9
Philip Rivers,1725,QB,SD,5,73.8,145,157,8.5,2.69,5,7,4.3,65.0,102,0,57,4.7,168,5,58,27,61.8,75.1,75.8,49.8,0,6,173,2,15.8,85.8,5.4,9,2,0,7,7,7,4.0,1156,7.4
Matt Schaub,1811,QB,HST,5,81.6,141,157,8.9,2.7,2,9,5.4,70.7,111,0,57,3.5,170,4,55,13,76.1,85.2,87.3,40.5,0,4,180,1,14.0,95.6,4.7,8,5,3,11,5,4,2.2,1304,8.3
Joey Harrington,1011,QB,ATL,5,78.8,146,156,6.4,2.66,3,8,4.8,67.3,105,0,78,8.7,176,10,49,2,89.8,76.9,77.9,45.6,1,3,189,0,21.8,87.3,9.7,17,3,0,6,4,5,2.6,1070,6.9
Matt Hasselbeck,408,QB,SEA,5,75.3,146,155,9.2,2.58,2,10,6.4,63.9,99,0,47,10.0,167,11,53,29,69.2,74.8,77.5,38.9,0,4,169,2,19.1,90.5,5.4,9,3,0,7,7,6,3.6,1148,7.4
Jay Cutler,2956,QB,DEN,5,72.8,147,152,8.4,2.54,2,10,6.2,64.5,98,0,55,8.4,161,9,63,10,31.3,72.0,76.5,29.8,2,6,170,0,10.9,79.9,3.7,6,3,1,0,4,7,4.1,1158,7.6
Damon Huard,215,QB,KC,5,72.7,139,149,7.9,2.34,4,6,3.9,65.1,97,0,42,4.0,163,4,51,16,88.9,76.2,77.4,43.4,0,6,168,2,26.2,77.3,6.7,11,3,0,6,4,2,1.2,1029,6.9
Trent Green,58,QB,MIA,5,70.5,129,141,8.9,2.69,5,5,3.4,60.3,85,0,48,6.6,150,6,52,17,88.5,52.0,54.5,42.4,1,7,158,2,14.6,72.6,4.7,7,2,3,3,5,11,7.0,987,7.0
Donovan McNabb,438,QB,PHI,4,73.4,124,136,9.0,3.08,4,3,2.1,58.1,79,0,67,13.2,163,12,43,24,74.6,62.5,67.0,42.8,3,1,169,3,25.4,88.6,10.4,17,10,0,5,5,5,3.0,943,6.9
