player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Drew Brees,802,QB,NO,15,79.9,557,592,7.6,2.45,14,25,4.0,68.4,405,0,146,9.0,612,40,219,20,90.7,90.2,90.0,49.0,5,16,641,4,8.9,90.8,2.1,13,7,1,15,25,16,2.5,4103,6.9
Carson Palmer,1317,QB,CIN,15,72.7,520,543,9.7,2.44,8,29,5.1,64.5,350,0,137,7.4,564,28,199,7,73.8,72.5,74.9,28.6,5,19,587,3,12.4,84.7,3.0,17,4,2,8,23,27,4.6,3823,7.0
Matt Hasselbeck,408,QB,SEA,15,73.0,504,537,8.8,2.56,8,29,5.3,62.8,337,0,163,8.4,585,31,204,29,71.2,73.7,75.2,42.0,1,12,599,3,19.0,91.5,5.3,31,17,2,22,27,25,4.2,3819,7.1
Tom Brady,698,QB,NE,15,77.9,507,536,9.5,2.51,6,37,6.6,68.3,366,0,164,7.3,572,29,231,19,84.5,94.9,94.6,50.5,5,8,599,2,12.2,117.2,3.5,20,16,0,18,48,9,1.5,4450,8.3
Brett Favre,14,QB,GB,15,75.0,501,524,7.9,2.4,8,27,4.9,66.2,347,0,168,7.7,544,29,194,12,59.2,73.5,76.6,28.9,7,15,571,4,8.9,94.1,2.8,15,5,3,5,26,32,5.6,4056,7.7
Jon Kitna,217,QB,DET,15,74.7,482,513,9.5,2.79,8,17,3.2,64.9,333,0,203,7.5,576,27,186,11,28.6,69.9,71.9,31.1,3,18,602,2,25.1,83.6,8.9,51,12,1,19,17,29,4.8,3822,7.5
Derek Anderson,2430,QB,CLV,15,68.1,470,507,9.5,2.57,7,30,5.6,56.6,287,0,150,10.3,533,33,192,8,90.3,65.6,68.2,41.6,4,18,558,7,8.7,82.7,2.4,13,13,8,18,28,31,5.6,3635,7.2
Tony Romo,1693,QB,DAL,15,71.6,493,504,9.3,2.78,6,35,6.7,65.1,328,0,176,7.1,544,25,217,9,41.1,82.9,81.7,58.7,0,18,567,2,13.1,99.3,4.2,23,17,1,4,36,31,5.5,4125,8.2
Peyton Manning,327,QB,IND,15,75.5,470,498,10.0,2.61,11,43,8.3,64.7,322,0,174,9.3,521,33,202,14,65.4,94.7,94.6,34.4,3,14,540,2,12.1,98.0,4.0,21,2,0,14,31,19,3.5,3944,7.9
Eli Manning,1722,QB,NYG,15,67.7,465,497,9.4,2.72,12,19,3.7,55.3,275,0,166,12.7,531,40,158,21,60.7,64.2,67.3,35.2,8,19,556,7,15.7,70.9,4.9,26,8,2,10,19,24,4.3,3085,6.2
