player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Drew Brees,802,QB,NO,13,79.1,492,520,7.7,2.44,11,22,4.0,67.7,352,0,126,9.5,538,37,189,20,90.3,88.5,87.6,54.2,3,15,563,3,8.7,89.3,2.0,11,7,1,13,23,15,2.7,3504,6.7
Carson Palmer,1317,QB,CIN,13,73.5,468,491,9.5,2.44,8,26,5.1,65.2,320,0,125,7.0,511,24,181,7,70.7,73.0,75.8,28.2,5,17,530,3,13.6,85.6,3.3,17,3,2,8,21,24,4.5,3456,7.0
Tom Brady,698,QB,NE,13,80.0,450,476,8.9,2.45,6,34,6.8,70.2,334,0,138,7.2,503,26,210,19,90.0,96.5,96.0,52.2,4,5,527,2,11.6,123.5,3.2,16,11,0,16,45,6,1.1,4095,8.6
Matt Hasselbeck,408,QB,SEA,13,72.7,439,469,8.9,2.55,7,27,5.7,62.3,292,0,141,8.5,509,27,179,29,66.6,75.3,76.9,41.9,1,10,519,3,18.4,91.9,5.1,26,14,2,20,24,22,4.2,3346,7.1
Brett Favre,14,QB,GB,13,75.4,443,462,7.8,2.42,4,26,5.4,67.3,311,0,154,6.9,481,23,175,12,59.8,83.9,86.0,31.5,7,11,505,4,9.1,98.7,2.9,14,5,3,5,24,23,4.6,3678,8.0
Jon Kitna,217,QB,DET,13,75.7,423,452,9.4,2.82,8,16,3.4,65.9,298,0,187,6.9,510,22,162,11,28.6,72.3,74.2,32.5,2,12,535,2,26.2,88.4,9.6,49,9,1,18,15,23,4.3,3405,7.5
Derek Anderson,2430,QB,CLV,13,68.8,401,435,9.6,2.58,5,29,6.3,57.2,249,0,125,9.8,458,27,167,8,89.0,68.8,71.9,40.8,3,14,481,7,8.8,87.4,2.4,11,12,8,18,26,26,5.4,3247,7.5
Eli Manning,1722,QB,NYG,13,70.3,400,429,9.0,2.7,9,16,3.5,58.3,250,0,148,11.0,459,31,140,21,82.5,69.2,70.5,53.5,8,17,483,7,14.9,75.2,4.8,22,8,2,10,18,17,3.5,2790,6.5
Tony Romo,1693,QB,DAL,13,74.2,418,426,9.2,2.78,3,32,7.2,67.4,287,0,153,7.4,459,23,191,9,47.2,90.7,89.7,65.8,0,14,480,2,12.4,107.7,4.1,19,14,1,4,35,24,5.0,3654,8.6
Peyton Manning,327,QB,IND,13,75.3,400,424,10.3,2.62,9,37,8.4,64.2,272,0,150,9.6,442,29,171,14,59.5,94.2,94.0,38.4,3,13,460,2,11.3,97.0,3.8,17,1,0,12,27,19,4.1,3357,7.9
Jason Campbell,2242,QB,WAS,13,71.6,384,417,9.4,2.76,5,19,4.4,60.0,250,0,138,9.1,460,25,160,32,41.1,72.9,73.4,52.6,6,11,476,3,15.2,77.6,4.6,21,22,4,18,12,26,5.5,2700,6.5
Philip Rivers,1725,QB,SD,13,69.9,352,391,8.7,2.71,7,20,5.0,59.6,233,0,151,5.3,418,13,129,27,43.3,69.1,72.7,29.7,3,15,428,5,13.2,79.0,4.8,20,7,0,29,17,18,4.2,2696,6.9
Jay Cutler,2956,QB,DEN,13,72.5,346,359,9.0,2.57,7,19,5.1,64.1,230,0,114,8.4,387,21,147,10,49.5,78.4,79.3,51.1,3,12,404,1,14.9,90.3,4.4,17,11,2,1,17,18,4.5,2842,7.9
Donovan McNabb,438,QB,PHI,11,73.1,323,356,8.3,3.06,8,9,2.4,60.4,215,0,149,8.9,413,21,119,24,69.5,59.0,60.0,53.2,7,6,431,3,22.1,87.9,8.0,33,24,1,17,14,16,3.7,2508,7.0
Ben Roethlisberger,1732,QB,PIT,13,75.0,336,352,10.0,3.12,3,23,6.3,66.2,233,0,152,7.5,409,19,160,25,38.6,87.5,86.6,56.6,2,11,423,0,25.0,101.4,9.3,38,19,3,8,26,23,5.4,2751,7.8
Joey Harrington,1011,QB,ATL,12,72.0,329,348,7.0,2.59,7,12,3.3,61.8,215,0,157,9.3,388,22,102,2,91.3,69.3,70.0,43.9,4,8,405,0,20.4,77.2,8.2,32,8,0,8,7,12,3.0,2215,6.4
Kurt Warner,112,QB,ARZ,11,72.5,309,330,9.3,2.5,6,16,4.7,62.1,205,0,114,8.5,348,19,121,1,29.2,81.8,85.7,25.0,8,14,362,2,15.8,86.2,5.2,18,0,1,6,18,18,5.0,2522,7.6
Vince Young,2948,QB,TEN,12,69.4,304,316,9.5,2.98,6,13,4.0,62.0,196,0,115,7.1,380,15,127,31,86.3,66.7,66.8,59.8,1,16,388,3,18.3,66.9,5.5,21,43,1,4,7,23,5.9,2032,6.4
Damon Huard,215,QB,KC,10,70.3,276,296,8.9,2.47,9,13,4.2,61.5,182,0,102,6.2,331,12,98,16,86.5,68.4,69.1,38.5,1,13,344,2,31.4,72.6,9.7,32,3,0,10,9,14,4.1,1952,6.6
Matt Schaub,1811,QB,HST,11,77.7,260,289,8.9,2.74,5,12,4.0,66.4,192,0,111,5.0,313,10,100,13,64.6,80.3,81.8,40.0,4,9,327,3,14.4,87.2,5.1,16,8,4,16,9,8,2.4,2246,7.8
Jeff Garcia,550,QB,TB,11,81.5,249,283,7.9,2.9,10,11,3.7,64.7,183,0,142,9.9,318,20,106,30,70.9,88.6,91.0,45.1,3,3,332,4,10.6,97.4,4.7,15,20,4,17,12,3,0.9,2154,7.6
Marc Bulger,684,QB,SL,9,69.8,262,279,8.5,2.44,6,11,3.8,60.9,170,0,104,7.1,310,13,97,26,48.0,63.1,64.1,36.5,4,9,324,2,27.9,73.3,9.4,29,2,2,5,6,19,5.9,1789,6.4
David Garrard,1109,QB,JAX,10,77.0,252,274,9.5,2.93,8,8,2.8,65.7,180,0,107,7.2,310,14,113,15,75.4,87.7,87.6,66.3,5,1,327,3,18.7,103.3,6.5,20,16,1,8,13,5,1.5,2113,7.7
Brian Griese,379,QB,CHI,7,72.2,248,264,8.0,2.34,5,15,5.4,61.7,163,0,74,8.9,283,16,82,6,53.6,64.3,71.0,24.8,3,12,297,6,20.3,75.8,5.3,15,4,4,4,10,13,4.4,1811,6.9
Kyle Boller,1335,QB,BLT,11,68.9,241,256,9.0,2.72,5,13,4.8,61.7,158,0,87,4.8,287,8,86,3,67.0,55.3,56.5,41.8,2,9,302,0,23.0,75.1,7.0,20,11,2,6,8,16,5.3,1584,6.2
Rex Grossman,1338,QB,CHI,8,68.7,201,225,9.7,2.66,4,12,5.2,54.2,122,0,86,11.6,255,16,69,6,28.1,57.6,61.5,32.0,3,7,262,2,29.1,66.4,9.8,25,5,4,13,4,14,5.3,1411,6.3
Kellen Clemens,2994,QB,NYJ,8,66.3,202,224,9.7,2.69,2,6,2.6,52.2,117,0,82,12.7,258,17,77,22,64.7,53.0,57.0,39.7,4,9,270,5,29.3,61.1,9.3,24,10,4,12,4,11,4.1,1414,6.3
Trent Dilfer,72,QB,SF,7,64.5,200,219,9.6,2.64,5,11,4.7,51.6,113,0,82,12.4,250,16,62,28,62.9,57.6,58.6,47.9,2,12,264,1,32.9,55.1,10.8,27,4,4,8,7,13,4.9,1166,5.3
Cleo Lemon,1271,QB,MIA,6,67.0,191,208,9.0,2.83,5,7,3.2,56.7,118,0,71,7.8,229,10,59,17,28.3,54.0,54.1,56.2,4,6,240,3,16.9,65.5,5.2,12,9,1,7,3,13,5.4,1164,5.6
Steve McNair,114,QB,BLT,6,77.7,188,205,6.5,2.57,8,2,1.0,64.9,133,0,75,8.9,220,13,61,3,24.5,49.0,54.4,28.5,2,4,225,5,14.7,73.9,5.0,11,4,1,6,2,10,4.4,1113,5.4
Tarvaris Jackson,3009,QB,MIN,9,74.4,172,193,9.8,2.95,2,3,1.5,58.0,112,0,83,12.5,227,16,71,18,76.3,63.3,61.4,66.0,4,7,231,3,15.7,73.0,5.7,13,21,5,10,6,11,4.8,1267,6.6
Alex Smith,2218,QB,SF,7,64.0,172,193,9.9,2.84,4,6,3.0,48.7,94,0,82,14.5,219,16,52,28,68.0,52.0,51.5,64.4,3,4,225,3,20.7,57.2,7.8,17,9,2,12,2,9,4.0,914,4.7
Chad Pennington,596,QB,NYJ,7,75.6,180,190,8.4,2.71,2,11,5.6,67.4,128,0,85,5.9,210,8,74,22,75.4,63.4,69.7,29.9,3,7,218,6,17.6,87.5,7.1,15,5,1,4,9,12,5.5,1317,6.9
Daunte Culpepper,446,QB,OAK,7,71.2,170,185,9.1,2.96,7,11,5.6,57.8,107,0,75,11.6,214,14,64,23,23.3,59.8,64.2,37.8,2,5,228,4,29.3,78.0,10.3,22,7,0,6,5,13,5.7,1329,7.2
Trent Edwards,3708,QB,BUF,7,73.0,163,180,7.2,2.73,8,4,2.2,62.8,113,0,63,5.0,192,6,59,4,54.1,69.8,71.6,33.3,2,5,198,0,14.3,80.1,4.7,9,3,1,6,5,9,4.5,1212,6.7
