player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Brett Favre,14,QB,GB,4,73.2,164,170,6.7,2.5,2,8,4.5,65.9,112,0,62,6.7,180,8,60,12,89.9,80.3,81.4,49.4,1,2,188,2,12.9,97.3,4.4,8,2,0,3,8,7,3.7,1205,7.1
Carson Palmer,1317,QB,CIN,4,70.3,155,160,10.9,2.48,1,6,3.6,63.1,101,0,45,7.3,166,8,63,7,89.3,75.9,76.3,49.0,1,6,175,1,11.1,90.4,3.0,5,1,0,3,10,4,2.3,1173,7.3
Philip Rivers,1725,QB,SD,4,71.5,130,139,8.1,2.63,4,3,2.1,64.0,89,0,53,4.3,149,4,45,27,58.2,64.5,65.3,51.3,0,6,153,2,17.0,76.0,6.0,9,1,0,5,5,7,4.6,886,6.4
Trent Green,58,QB,MIA,4,70.1,127,139,9.0,2.68,5,5,3.4,60.4,84,0,46,5.6,147,5,51,17,88.4,51.4,54.3,36.6,1,7,155,2,15.2,72.9,4.8,7,1,3,3,5,11,7.1,982,7.1
Jon Kitna,217,QB,DET,4,79.4,131,138,8.9,2.86,3,5,3.4,71.0,98,0,61,5.8,161,6,58,11,48.8,76.6,76.0,58.0,0,4,173,0,31.1,105.6,11.8,19,4,0,4,8,7,4.0,1227,8.9
Donovan McNabb,438,QB,PHI,4,73.4,124,136,9.0,3.08,4,3,2.1,58.1,79,0,67,13.2,163,12,43,24,74.6,62.5,67.0,42.8,3,1,169,3,25.4,88.6,10.4,17,10,0,5,5,5,3.0,943,6.9
Marc Bulger,684,QB,SL,4,63.5,126,133,8.9,2.47,1,5,3.6,55.6,74,0,52,7.5,146,6,43,26,65.9,56.7,57.0,55.6,1,4,152,1,21.2,64.9,7.5,11,2,1,4,2,9,5.9,765,5.8
Eli Manning,1722,QB,NYG,4,71.8,124,132,8.8,2.55,4,11,7.8,59.8,79,0,46,11.2,137,10,44,21,72.5,76.1,76.7,54.1,3,5,147,2,10.9,81.9,3.6,5,0,0,1,7,5,3.4,890,6.7
Drew Brees,802,QB,NO,3,78.7,122,130,6.9,2.5,4,2,1.5,63.8,83,0,43,13.5,138,13,36,20,87.5,54.0,54.0,56.5,2,7,144,0,9.3,57.1,2.9,4,4,0,2,1,6,4.2,677,5.2
Matt Hasselbeck,408,QB,SEA,4,79.5,122,128,8.9,2.54,2,10,7.7,67.2,86,0,39,11.3,138,11,49,29,65.1,85.2,88.7,38.9,0,3,140,2,17.9,100.1,5.1,7,3,0,4,7,3,2.1,1032,8.1
Peyton Manning,327,QB,IND,4,77.5,120,128,10.9,2.6,3,14,10.8,67.2,86,0,43,7.5,131,7,53,14,87.3,94.7,94.2,50.7,2,1,133,1,7.0,110.5,2.3,3,0,0,3,8,1,0.8,1070,8.4
Joey Harrington,1011,QB,ATL,4,82.2,118,125,6.8,2.75,2,8,6.0,71.2,89,0,64,8.2,144,8,46,2,88.3,82.8,84.2,45.6,0,2,154,0,25.0,98.2,11.1,16,3,0,5,4,2,1.3,983,7.9
Matt Schaub,1811,QB,HST,4,83.8,111,123,7.9,2.65,1,5,3.9,74.0,91,0,48,2.2,133,2,43,13,71.3,82.8,84.4,44.9,0,3,139,1,12.5,101.3,4.5,6,4,2,9,5,4,2.9,1010,8.2
Tony Romo,1693,QB,DAL,4,70.0,120,121,11.1,2.85,0,9,6.9,59.5,72,0,49,14.3,135,12,60,9,87.7,91.3,87.4,90.1,0,3,145,0,12.2,112.9,4.4,6,8,0,1,11,3,2.1,1199,9.9
Tom Brady,698,QB,NE,4,87.6,113,120,7.7,2.43,2,11,8.9,79.2,95,0,31,4.0,124,4,57,19,62.1,95.9,96.3,37.2,0,2,128,1,9.7,134.7,2.4,3,1,0,5,13,1,0.8,1118,9.3
Damon Huard,215,QB,KC,4,73.0,111,119,7.5,2.32,3,5,4.0,65.5,78,0,35,3.7,131,3,41,16,87.3,76.8,78.5,43.4,0,5,136,2,25.7,79.6,6.9,9,3,0,5,4,1,0.7,833,7.0
Jay Cutler,2956,QB,DEN,4,72.6,113,116,8.3,2.56,1,8,6.5,64.7,75,0,44,8.5,123,7,51,10,40.6,73.9,78.5,30.8,1,5,130,0,11.4,82.8,4.1,5,2,1,0,4,6,4.6,926,8.0
Derek Anderson,2430,QB,CLV,4,62.0,108,116,11.4,2.51,1,8,6.6,52.6,61,0,27,9.0,120,6,45,8,86.8,48.7,51.8,44.3,0,5,126,2,7.4,88.4,1.7,2,2,3,4,9,11,8.7,964,8.3
Steve McNair,114,QB,BLT,3,75.0,104,114,7.5,2.61,6,1,0.9,64.9,74,0,45,5.1,120,4,39,3,26.6,57.0,60.5,35.8,1,2,122,2,8.9,80.6,3.3,4,2,1,2,2,5,4.1,708,6.2
Ben Roethlisberger,1732,QB,PIT,4,69.3,101,109,10.5,3.12,2,7,6.3,57.8,63,0,46,10.0,121,7,42,25,26.6,66.9,66.9,53.7,0,3,124,0,17.4,94.1,6.6,8,4,2,4,8,9,7.3,807,7.4
Matt Leinart,2955,QB,ARZ,4,67.4,86,99,9.0,2.86,4,1,1.0,53.5,53,0,48,8.6,107,5,29,1,86.3,49.2,53.2,44.0,3,3,113,2,6.3,63.8,2.8,3,5,0,6,2,3,2.7,547,5.5
Jeff Garcia,550,QB,TB,4,86.5,74,90,8.8,3.03,5,6,6.5,64.4,58,0,49,9.4,99,6,34,30,57.1,92.2,92.5,55.5,2,0,103,0,8.2,98.9,4.0,4,5,1,8,2,1,1.0,771,8.6
Rex Grossman,1338,QB,CHI,3,68.8,77,89,8.4,2.52,2,5,5.4,52.8,47,0,38,11.3,99,6,29,6,56.9,55.4,54.8,58.0,2,6,102,0,23.7,45.2,9.1,9,1,1,7,1,7,6.9,500,5.6
Jake Delhomme,303,QB,CAR,3,80.8,78,86,7.8,2.53,3,5,5.7,64.0,55,0,25,12.7,95,8,31,5,55.1,67.0,67.8,50.6,2,1,97,1,20.0,111.8,5.3,5,4,1,2,8,3,3.1,624,7.3
Jason Campbell,2242,QB,WAS,3,67.5,77,84,11.4,2.76,0,10,11.6,52.4,44,0,29,15.4,97,8,36,32,37.1,63.1,62.2,60.6,1,3,100,1,17.2,69.6,5.2,5,8,3,3,2,7,7.0,621,7.4
Alex Smith,2218,QB,SF,4,75.3,73,84,9.2,3.11,1,6,6.9,51.2,43,0,44,21.8,99,12,27,28,65.1,72.2,71.1,61.9,3,1,102,0,22.7,66.6,10.1,10,5,0,7,1,3,2.9,461,5.5
Chad Pennington,596,QB,NYJ,3,82.1,78,82,6.6,2.57,0,3,3.5,76.8,63,0,27,1.6,90,1,37,22,85.2,64.9,70.6,40.0,2,2,94,4,22.2,105.8,6.7,6,2,1,1,5,4,4.3,581,7.1
David Garrard,1109,QB,JAX,3,77.9,68,75,11.0,3.25,1,4,5.1,64.0,48,0,38,9.4,93,5,31,15,67.0,78.4,80.9,64.2,1,0,98,3,26.3,103.8,10.8,10,8,1,4,3,1,1.0,630,8.4
Josh McCown,1085,QB,OAK,3,75.0,64,68,7.8,2.96,2,3,4.1,64.7,44,0,30,8.3,82,4,23,23,27.4,51.2,53.2,55.0,0,5,87,2,26.7,75.2,9.8,8,6,0,2,4,6,6.9,494,7.3
Kelly Holcomb,148,QB,MIN,2,67.9,53,67,9.5,2.62,4,3,4.1,52.2,35,0,28,2.8,77,1,18,18,83.7,66.6,68.2,59.4,6,1,83,3,35.7,71.2,13.0,10,0,1,3,1,3,3.6,431,6.4
Vince Young,2948,QB,TEN,3,68.2,66,67,8.3,3.03,1,3,4.4,62.7,42,0,35,6.7,82,3,28,31,84.9,68.3,64.1,72.5,0,2,83,1,14.3,83.3,6.1,5,10,0,0,3,7,8.4,426,6.4
Tarvaris Jackson,3009,QB,MIN,2,72.3,47,56,9.9,2.71,0,0,0.0,53.6,30,0,25,11.8,62,4,16,18,82.1,50.0,50.1,54.6,2,5,63,0,4.0,40.0,1.6,1,5,3,4,1,4,6.3,329,5.9
Brian Griese,379,QB,CHI,1,73.5,49,52,5.4,2.42,1,1,1.9,65.4,34,0,24,5.6,59,2,16,6,81.4,59.9,62.3,52.1,0,3,59,2,25.0,68.3,10.2,6,1,0,2,2,2,3.4,286,5.5
Kyle Boller,1335,QB,BLT,3,73.9,46,51,7.3,2.43,2,4,7.5,64.7,33,0,16,2.9,54,1,16,3,81.6,73.2,73.5,55.1,1,1,56,0,12.5,84.4,3.7,2,1,1,1,2,1,1.8,287,5.6
Trent Edwards,3708,QB,BUF,2,75.6,45,48,8.1,2.81,2,0,0.0,66.7,32,0,20,5.9,51,2,21,4,80.9,73.2,74.0,50.7,0,2,51,0,15.0,76.0,5.9,3,0,0,1,1,4,7.8,331,6.9
J.P. Losman,1743,QB,BUF,3,68.9,45,47,8.4,2.73,1,0,0.0,63.8,30,0,19,3.2,58,1,13,4,26.4,48.6,47.7,58.8,0,1,58,0,36.8,69.0,12.1,7,4,0,1,0,2,3.4,255,5.4
Kellen Clemens,2994,QB,NYJ,2,70.0,40,47,9.5,2.88,1,3,6.1,51.1,24,0,21,14.3,53,4,13,22,81.5,68.3,73.3,46.8,3,2,55,2,23.8,60.2,9.4,5,1,0,3,1,1,1.8,295,6.3
David Carr,1009,QB,CAR,2,63.4,41,45,8.0,2.89,0,1,2.1,48.9,22,0,18,15.4,54,4,12,5,81.5,49.4,49.9,54.6,0,1,57,0,22.2,60.5,7.4,4,5,0,4,1,2,3.5,211,4.7
Kurt Warner,112,QB,ARZ,2,81.6,38,41,10.0,2.25,1,5,11.9,70.7,29,0,10,6.5,42,2,17,1,29.4,91.8,92.6,59.6,2,0,43,0,10.0,125.1,2.4,1,0,0,0,3,0,0.0,390,9.5
Trent Dilfer,72,QB,SF,1,50.0,28,33,10.1,2.91,1,2,5.6,36.4,12,0,18,14.3,38,2,6,28,28.7,53.0,52.8,,1,2,42,0,27.8,23.3,13.2,5,0,0,3,0,2,4.8,128,3.9
Daunte Culpepper,446,QB,OAK,2,57.7,26,26,10.6,3.19,0,2,6.7,50.0,13,0,9,13.3,31,2,13,23,28.8,69.0,66.1,66.5,0,0,36,0,22.2,100.3,6.5,2,3,0,0,2,1,2.8,193,7.4
J.T. O'Sullivan,1169,QB,DET,1,63.6,22,24,9.1,2.9,1,1,4.0,54.2,13,0,13,7.1,28,1,7,11,25.7,47.0,57.7,29.9,0,2,29,0,23.1,52.1,10.7,3,1,0,1,1,3,10.3,148,6.2
Charlie Frye,2284,QB,SEA,1,60.0,10,10,5.7,3.3,0,0,0.0,40.0,4,0,8,33.3,16,2,2,29,74.2,33.4,34.7,58.3,0,1,17,0,62.5,10.0,31.3,5,1,0,0,0,1,5.9,34,3.4
Jared Lorenzen,2107,QB,NYG,2,62.5,8,8,13.9,2.84,0,0,0.0,50.0,4,0,7,20.0,10,1,1,21,71.4,50.2,54.7,55.3,0,0,10,0,14.3,58.3,10.0,1,1,0,0,0,0,0.0,28,3.5
Gus Frerotte,93,QB,SL,1,60.0,5,6,11.0,1.83,0,0,0.0,50.0,3,0,1,0.0,6,0,2,26,68.9,66.8,66.0,,1,0,6,0,0.0,63.9,0.0,0,0,0,0,0,0,0.0,29,4.8
Anthony Wright,577,QB,NYG,1,33.3,6,6,10.0,3.18,0,0,0.0,16.7,1,0,2,50.0,6,1,1,21,69.6,46.2,47.3,,0,0,7,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,12,2.0
Brooks Bollinger,1502,QB,MIN,1,75.0,4,4,2.3,2.44,0,0,0.0,75.0,3,0,3,0.0,5,0,2,18,16.2,28.9,54.3,41.9,0,0,5,0,33.3,91.7,20.0,1,0,0,0,0,0,0.0,26,6.5
Luke McCown,1827,QB,TB,1,50.0,4,4,11.8,4.07,0,0,0.0,25.0,1,0,3,50.0,7,1,1,30,17.0,40.0,36.7,58.3,0,0,7,0,66.7,39.6,28.6,2,1,0,0,0,1,14.3,9,2.3
