player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Jason Kelce,6343,C,PHI,14,100.0,0,24,79.2,69.5,80.6,4,26,591,100.0,100.0,97.3,2,31,1,1017,1016,0,0,1017,633,633,0,0,384,0
Isaac Seumalo,10713,G,PHI,14,100.0,0,24,68.9,66.8,67.6,5,27,591,100.0,100.0,96.4,5,37,5,1016,1,1014,0,1016,633,633,0,0,383,0
Ryan Jensen,7985,C,TB,14,100.0,0,30,74.1,84.2,66.7,3,10,627,100.0,100.0,98.8,2,14,1,1015,1015,0,0,1015,666,666,0,0,349,0
Ali Marpet,9494,G,TB,14,100.0,1,30,71.9,81.5,63.3,7,12,627,100.0,100.0,98.2,4,21,2,1015,0,1015,0,1015,666,666,0,0,349,0
Joe Thuney,10712,G,NE,14,100.0,0,19,78.3,87.2,67.9,4,11,584,100.0,100.0,98.5,0,16,1,1006,0,998,0,1006,620,620,0,8,386,0
Jake Matthews,8641,T,ATL,14,100.0,0,2,75.5,84.3,56.7,3,16,648,100.0,100.0,97.3,7,27,8,999,0,1,998,999,701,701,0,0,298,0
Alex Mack,4944,C,ATL,14,100.0,0,2,68.8,75.3,67.0,8,17,643,100.0,100.0,97.9,7,26,1,992,992,0,0,992,696,696,0,0,296,0
Travis Frederick,7812,C,DAL,14,100.0,0,9,68.1,58.9,69.3,8,12,555,100.0,100.0,98.0,1,21,1,979,979,0,0,979,594,594,0,0,385,0
Zack Martin,8651,G,DAL,14,100.0,0,9,89.2,91.2,81.5,3,13,555,100.0,100.0,98.6,2,16,0,977,0,0,0,977,594,594,977,0,383,0
Germain Ifedi,10665,T,SEA,14,100.0,1,29,55.2,57.8,55.0,3,37,524,100.0,100.0,95.2,11,45,5,975,0,0,0,975,571,571,0,974,404,1
Taylor Moton,11819,T,CAR,14,100.0,2,5,74.7,78.8,65.9,3,15,600,100.0,100.0,97.7,6,23,5,965,0,0,36,965,627,627,0,917,338,12
Bradley Bozeman,27934,G,BLT,14,100.0,2,3,60.5,53.3,63.7,3,16,449,100.0,100.0,97.0,6,23,4,964,0,963,0,964,475,475,0,0,489,0
Orlando Brown Jr.,46227,T,BLT,14,100.0,2,3,69.5,80.6,57.0,2,15,449,100.0,100.0,97.4,3,20,3,964,0,0,8,964,475,475,0,955,489,0
Matt Paradis,8841,C,CAR,14,100.0,1,5,63.0,40.2,72.6,4,37,599,100.0,100.0,96.1,2,44,3,958,958,0,0,958,625,625,0,0,333,0
Andrew Norwell,9126,G,JAX,14,100.0,1,15,64.2,76.9,59.7,5,18,600,100.0,100.0,97.7,7,25,2,957,0,956,0,957,645,645,0,0,312,0
Mark Glowinski,9567,G,IND,14,100.0,0,14,60.8,56.0,66.5,12,21,514,100.0,100.0,96.2,10,36,3,956,0,0,0,956,558,558,956,0,398,0
Anthony Castonzo,6174,T,IND,14,100.0,0,14,83.2,86.4,71.9,5,20,514,100.0,100.0,97.0,2,28,3,956,0,0,953,956,558,558,0,0,398,3
Braden Smith,46794,T,IND,14,100.0,3,14,76.2,67.2,81.2,8,28,514,100.0,100.0,95.3,5,42,6,956,0,0,0,956,558,558,0,956,398,0
Jawaan Taylor,41665,T,JAX,14,100.0,1,15,61.6,67.7,55.1,3,26,599,100.0,100.0,96.2,12,37,8,956,0,0,0,956,644,644,0,956,312,0
Brandon Linder,8728,C,JAX,14,100.0,2,15,73.5,80.3,70.2,0,11,599,100.0,100.0,99.1,13,11,0,955,955,0,0,955,644,644,0,0,311,0
Laken Tomlinson,9461,G,SF,14,100.0,1,28,65.0,72.0,60.9,4,18,468,100.0,100.0,97.6,5,22,0,954,0,953,0,954,507,507,0,0,447,0
Quenton Nelson,12954,G,IND,14,99.8,0,14,91.7,81.0,90.9,2,18,512,99.8,99.8,98.0,2,20,0,953,0,953,0,955,556,557,0,0,397,0
Dion Dawkins,11818,T,BUF,14,100.0,4,4,71.8,75.9,64.1,3,20,524,100.0,100.0,97.0,11,27,4,948,0,0,947,948,558,558,0,0,390,1
Quinton Spain,10110,G,BUF,14,100.0,2,4,54.1,69.5,44.9,5,23,525,100.0,100.0,97.3,4,28,0,945,0,945,0,945,559,559,0,0,386,0
Andrew Whitworth,3000,T,LA,14,100.0,1,26,72.6,83.2,57.9,3,23,565,100.0,100.0,97.5,12,27,1,945,0,0,945,945,611,611,0,0,334,0
Kaleb McGary,46912,T,ATL,14,99.9,0,2,54.9,55.6,55.5,11,19,606,99.8,99.8,95.7,5,41,11,940,0,0,0,941,657,658,0,937,283,4
Trey Hopkins,9276,C,CIN,14,100.0,0,7,63.2,68.5,60.1,3,16,583,100.0,100.0,97.7,2,23,4,938,938,0,0,938,623,623,0,0,315,0
Mike Person,6391,G,SF,14,100.0,0,28,61.8,60.3,58.8,5,27,468,100.0,100.0,96.4,2,33,1,937,0,0,0,937,508,508,936,0,429,0
Nick Martin,10684,C,HST,14,100.0,1,13,66.7,79.8,58.8,1,7,551,100.0,100.0,98.9,3,10,2,935,935,0,0,935,587,587,0,0,348,0
Brandon Brooks,7078,G,PHI,14,100.0,0,24,92.4,85.4,91.0,4,13,537,100.0,100.0,98.0,2,19,2,935,0,0,0,935,578,578,934,0,357,0
Shaq Mason,9564,G,NE,13,100.0,0,19,72.0,68.9,70.5,3,25,547,100.0,100.0,97.1,4,30,2,933,0,0,0,933,581,581,933,0,352,0
James Daniels,45576,C,CHI,14,100.0,2,6,68.5,69.4,64.8,4,13,570,100.0,100.0,98.3,4,18,1,931,508,423,0,931,607,607,0,0,324,0
Cody Whitehair,10690,G,CHI,14,100.0,1,6,63.0,64.0,60.6,3,13,570,100.0,100.0,98.2,4,18,2,931,423,508,0,931,607,607,0,0,324,0
Donovan Smith,9467,T,TB,13,100.0,3,30,68.8,75.0,57.3,7,19,578,100.0,100.0,96.7,8,32,6,931,0,0,931,931,617,617,0,0,314,0
Mitchell Schwartz,7041,T,KC,14,100.0,0,16,84.3,81.6,77.3,5,12,557,100.0,100.0,98.5,3,17,0,929,0,0,0,929,621,621,0,926,308,1
Austin Reiter,9655,C,KC,14,100.0,2,16,64.3,83.3,52.4,1,1,558,100.0,100.0,99.5,7,4,2,928,926,0,0,928,622,622,0,0,306,0
Charles Leno Jr.,8880,T,CHI,14,100.0,1,6,57.3,72.0,44.5,6,25,569,100.0,100.0,96.6,12,35,4,928,0,0,919,928,606,606,0,0,322,9
Bobby Hart,9659,T,CIN,14,100.0,1,7,55.4,65.6,46.9,3,29,579,100.0,100.0,96.4,7,37,5,927,0,0,0,927,618,618,0,927,309,0
J.C. Tretter,7904,C,CLV,14,100.0,2,8,71.1,85.4,63.6,0,13,524,100.0,100.0,98.6,4,14,1,925,925,0,0,925,574,574,0,0,351,0
Joel Bitonio,8670,G,CLV,14,100.0,0,8,73.7,85.6,65.0,1,11,524,100.0,100.0,98.5,3,14,2,925,0,923,0,925,574,574,1,1,351,0
Will Hernandez,46180,G,NYG,14,100.0,0,21,57.9,72.2,45.4,4,21,582,100.0,100.0,97.9,4,25,0,924,0,923,0,924,626,626,0,0,298,0
Demar Dotson,5410,T,TB,13,100.0,0,30,70.7,71.1,69.5,3,25,558,100.0,100.0,96.6,10,33,5,921,0,0,0,921,591,591,0,921,330,0
Marcus Cannon,6290,T,NE,13,100.0,0,19,69.9,67.6,67.8,4,23,547,100.0,100.0,96.6,3,32,5,920,0,0,0,920,576,576,0,920,344,0
Ryan Ramczyk,11787,T,NO,14,100.0,2,20,88.0,80.6,90.0,1,18,539,100.0,100.0,98.2,6,19,0,919,0,0,0,919,579,579,0,916,340,3
