player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Michael Thomas,10681,WR,NO,14,155,0,20,0,-2.3,0,100.0,,0,0,0.0,0,2,0,91.6,53.6,0,9,0.0,0,65,9,95.4,62,122.7,9,5.8,1,41,62,6.9,4.6,0.66,7.6,5,86.3,66.7,4,6,2.2,1,29,0,91.2,91.3,0,49,0.0,0,173,44,89.6,155,128.8,51,32.9,3,521,199,4.5,11.8,3.36
DeAndre Hopkins,7808,WR,HST,14,138,0,13,0,-3.8,3,100.0,,0,0,0.0,0,2,0,91.6,80.3,0,13,0.0,0,34,8,97.1,33,79.7,8,5.8,0,25,55,6.9,3.1,0.76,9.6,5,79.2,42.9,3,7,4.5,2,27,0,78.0,91.7,0,34,0.0,0,210,42,92.9,195,107.7,53,38.4,1,442,185,4.4,10.5,2.27
Julian Edelman,5156,WR,NE,14,135,0,19,0,-2.1,1,70.0,,0,0,22.2,2,2,0,40.5,50.8,0,14,0.0,0,56,7,98.2,55,72.9,10,7.4,0,19,33,4.7,2.7,0.35,8.5,5,68.5,64.3,9,14,12.9,9,30,1,45.2,71.2,0,44,0.0,0,396,61,94.9,376,104.2,89,65.9,4,641,227,3.7,10.5,1.7
Allen Robinson II,8696,WR,CHI,14,130,0,6,0,-2.0,0,100.0,,0,0,0.0,0,1,0,90.9,50.3,0,9,0.0,0,69,6,95.7,66,89.6,6,4.6,0,33,45,7.5,5.5,0.5,10.0,2,73.7,62.5,10,16,0.0,0,28,0,86.7,84.2,2,49,0.8,2,258,42,94.2,243,110.6,57,43.8,4,524,150,3.6,12.5,2.16
D.J. Moore,48267,WR,CAR,14,128,0,5,0,-1.7,3,100.0,,0,0,0.0,0,4,0,91.8,82.1,0,18,0.0,0,41,9,95.1,39,99.1,9,7.0,0,70,85,9.4,7.8,1.79,7.9,0,63.6,50.0,1,2,17.6,3,8,0,79.7,86.1,2,14,1.1,1,93,14,96.8,90,55.5,22,17.2,1,122,50,3.6,8.7,1.36
Keenan Allen,7857,WR,LAC,14,127,0,27,0,-2.7,0,100.0,,0,0,0.0,0,0,0,91.1,52.6,0,5,0.0,0,41,6,92.7,38,79.2,6,4.7,0,16,32,5.3,2.7,0.42,8.8,3,77.6,42.9,3,7,6.3,3,26,0,85.9,83.8,2,45,0.7,2,288,45,91.3,263,98.6,58,45.7,2,484,153,3.4,10.8,1.84
Julio Jones,6158,WR,ATL,13,123,0,2,0,-0.3,1,90.0,0.0,0,1,0.0,0,2,0,91.8,63.9,0,54,0.0,0,38,9,89.5,34,130.4,10,8.1,1,73,81,9.0,8.1,2.15,11.7,1,63.0,28.6,2,7,5.6,1,10,0,91.1,90.2,1,48,0.0,0,110,17,92.7,102,75.5,27,22.0,0,236,66,3.9,13.9,2.31
Zach Ertz,7816,TE,PHI,14,122,0,24,0,,0,,,0,0,,0,0,0,,30.0,0,0,7.7,4,52,0,92.3,48,0.0,0,0.0,0,0,0,,,0.0,9.0,1,63.8,45.5,5,11,6.3,2,20,0,75.1,73.3,0,27,0.8,2,243,30,90.5,220,83.6,47,38.5,0,319,85,2.8,10.6,1.45
Tyler Boyd,10689,WR,CIN,14,121,0,7,0,-3.8,1,100.0,,0,0,0.0,0,1,1,90.6,45.9,0,15,0.0,0,42,5,95.2,40,81.7,5,4.1,0,18,37,7.4,3.6,0.45,10.2,3,63.0,40.0,6,15,8.0,4,28,1,61.8,68.1,3,47,0.3,1,385,46,94.5,364,76.2,73,60.3,1,599,205,4.5,13.0,1.65
Odell Beckham Jr.,8647,WR,CLV,14,118,0,8,0,-1.5,0,90.9,,0,0,9.1,1,0,0,60.6,42.6,0,7,0.0,0,81,10,91.4,74,81.1,11,9.3,0,38,53,5.3,3.8,0.51,13.7,0,57.7,50.0,2,4,6.3,1,9,0,59.4,63.0,0,89,0.0,0,128,15,91.4,117,120.7,26,22.0,2,280,131,8.7,18.7,2.39
