player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Terrell Suggs,1326,ED,KC,14,6,1.3,0,0,16,28.9,63.8,22.2,67.0,76.5,29.1,23.7,9,6,211,221,9.0,19,23
Mike Adams,1972,S,HST,2,0,,0,0,13,67.6,70.0,82.4,,61.4,79.9,,0,0,11,12,0.0,0,0
Thomas Davis Sr.,2231,LB,LAC,15,18,3.4,0,0,27,53.8,62.6,31.3,72.4,70.9,52.6,10.4,7,3,350,366,6.0,21,42
Lorenzo Alexander,2476,ED,BUF,15,6,4.2,0,0,4,65.7,64.2,66.2,68.9,52.6,64.7,10.0,3,1,185,195,4.3,8,21
Johnathan Joseph,2969,CB,HST,13,0,14.3,2,0,13,65.8,64.7,85.9,75.9,48.3,37.2,50.0,4,3,200,205,0.0,0,4
Domata Peko Sr.,3068,DI,BLT,6,2,2.2,0,0,3,61.7,62.4,33.6,56.5,66.9,29.9,8.3,1,1,59,59,10.2,6,9
Antoine Bethea,3152,S,NYG,15,12,10.1,0,0,21,64.4,72.5,86.6,63.1,87.0,73.9,5.9,3,1,410,421,2.7,11,36
Tramon Williams,3558,CB,GB,15,4,12.0,0,0,12,79.3,73.3,29.3,54.3,49.0,72.7,27.3,3,5,225,230,0.0,0,4
Eric Weddle,3653,S,LA,15,11,6.4,1,0,26,68.6,68.4,65.2,75.7,65.4,77.3,11.1,5,2,383,393,2.6,10,29
Brandon Mebane,3701,DI,LAC,12,4,3.1,0,0,27,60.1,50.9,88.3,48.7,52.4,45.2,9.5,2,0,177,189,5.1,9,15
Dominique Rodgers-Cromartie,4330,CB,WAS,2,0,13.5,0,0,32,41.5,42.6,77.7,,51.3,32.2,33.3,1,0,27,29,0.0,0,2
Aqib Talib,4334,CB,LA,5,1,13.0,2,0,26,55.8,55.4,82.7,,52.4,33.2,60.0,3,2,126,129,0.0,0,1
Calais Campbell,4364,DI,JAX,15,10,1.4,0,2,15,63.2,89.9,33.4,79.6,90.6,29.3,19.0,11,8,278,286,9.7,27,37
Brandon Carr,4454,CB,BLT,15,0,7.2,1,0,3,65.4,66.3,86.1,68.1,60.5,54.3,23.1,3,3,190,198,2.6,5,10
Orlando Scandrick,4457,CB,PHI,3,0,4.5,0,0,24,64.3,91.7,78.2,99.9,73.8,56.4,33.3,1,0,22,22,4.5,1,2
Wesley Woodyard,4583,LB,TEN,12,5,2.1,0,1,31,41.3,53.9,81.2,62.1,72.3,47.6,4.5,1,0,117,120,9.4,11,16
Cameron Wake,4907,ED,TEN,8,0,4.0,0,0,31,60.2,83.5,86.4,77.8,65.3,44.6,0.0,0,0,11,12,0.0,0,1
Malcolm Jenkins,4937,S,PHI,15,4,8.1,1,1,24,65.7,64.0,33.4,57.3,65.2,64.5,16.1,5,4,311,323,4.2,13,22
Clay Matthews,4949,ED,LA,12,6,2.8,0,1,26,29.6,56.6,87.7,65.4,57.4,30.4,25.7,9,1,234,242,4.3,10,20
Patrick Chung,4957,S,NE,12,6,3.1,1,0,19,56.6,55.5,84.1,49.1,55.3,58.8,12.0,3,1,203,206,4.9,10,16
Jason McCourty,5127,CB,NE,12,1,2.7,0,0,19,79.6,74.4,0.0,53.4,60.7,78.3,22.2,2,4,136,141,3.7,5,6
Clinton McDonald,5173,DI,ARZ,9,2,4.7,1,0,1,58.3,45.7,35.5,56.3,45.9,51.4,11.1,1,1,40,40,7.5,3,6
Steve McLendon,5232,DI,NYJ,15,5,1.4,0,0,22,64.7,81.5,55.1,66.7,82.7,70.0,3.6,1,2,207,213,8.2,17,22
Michael Bennett,5273,DI,DAL,13,4,1.6,1,0,9,62.3,64.1,0.0,63.1,76.6,39.0,13.0,3,8,142,148,9.2,13,16
Ndamukong Suh,5527,DI,TB,15,9,1.6,0,0,30,69.5,70.3,52.0,60.2,74.3,45.7,6.1,2,4,230,237,7.8,18,22
Gerald McCoy,5528,DI,CAR,15,8,1.7,0,0,5,,74.2,8.1,70.4,79.4,39.0,12.9,4,8,244,254,7.0,17,19
Joe Haden,5532,CB,PIT,15,1,5.6,0,1,25,69.4,69.6,86.9,56.2,64.9,52.0,21.7,5,3,386,400,1.8,7,17
Tyson Alualu,5535,DI,PIT,15,12,1.7,1,1,25,63.8,85.3,50.1,68.9,86.6,43.0,15.6,5,2,181,189,6.1,11,15
Brandon Graham,5538,ED,PHI,15,6,0.8,0,1,24,72.0,84.3,73.0,73.9,74.2,41.2,17.9,7,2,233,239,9.4,22,26
Earl Thomas III,5539,S,BLT,15,10,10.3,0,0,3,84.7,76.7,40.5,66.5,55.1,58.1,23.5,8,3,278,286,1.4,4,16
Jason Pierre-Paul,5540,ED,TB,9,2,0.6,1,0,30,53.4,64.6,15.3,64.1,75.0,43.1,27.8,5,6,142,147,7.7,11,11
Kareem Jackson,5545,S,DEN,13,11,3.0,0,0,10,79.8,82.3,91.8,71.8,79.1,60.0,12.8,5,1,319,325,5.0,16,23
Devin McCourty,5552,S,NE,15,5,10.3,0,0,19,88.1,80.0,62.5,52.7,60.9,65.4,14.8,4,1,301,308,2.0,6,18
