player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Germain Ifedi,10665,T,SEA,10,100.0,1,29,54.7,55.0,57.9,2,34,381,100.0,100.0,94.5,8,39,3,706,0,0,0,706,420,420,0,706,286,0
Will Hernandez,46180,G,NYG,10,100.0,0,21,61.5,75.8,47.9,2,17,442,100.0,100.0,97.9,3,19,0,678,0,677,0,678,478,478,0,0,200,0
Kevin Zeitler,7032,G,NYG,10,100.0,1,21,73.4,72.7,70.3,2,11,442,100.0,100.0,97.9,2,16,3,678,0,0,0,678,478,478,677,0,200,0
Garrett Bradbury,46013,C,MIN,10,100.0,1,18,61.2,47.0,63.1,1,15,312,100.0,100.0,97.1,7,17,1,664,664,0,0,664,336,336,0,0,328,0
J.R. Sweezy,7209,G,ARZ,10,100.0,0,1,65.4,73.9,56.5,1,14,410,100.0,100.0,98.2,6,15,0,662,0,0,0,662,438,438,661,1,224,0
Justin Pugh,7800,G,ARZ,10,100.0,0,1,66.0,77.8,57.6,2,13,410,100.0,100.0,97.7,2,17,2,662,0,538,0,662,438,438,1,123,224,0
A.Q. Shipley,5150,C,ARZ,10,100.0,0,1,56.3,72.9,47.5,0,8,410,100.0,100.0,99.0,3,8,0,662,662,0,0,662,438,438,0,0,224,0
D.J. Humphries,9457,T,ARZ,10,100.0,1,1,61.5,70.6,54.8,1,19,409,100.0,100.0,97.3,11,21,1,660,0,1,656,660,437,437,0,0,223,3
Brian O'Neill,46854,T,MIN,10,100.0,1,18,70.6,71.1,69.3,2,10,309,100.0,100.0,98.1,5,12,0,660,0,0,0,660,333,333,0,660,327,0
Austin Reiter,9655,C,KC,10,100.0,2,16,63.4,80.6,53.3,1,0,409,100.0,100.0,99.4,6,3,2,657,656,0,0,657,450,450,0,0,207,0
Ted Karras,10855,C,NE,9,100.0,1,19,63.3,52.5,67.1,0,8,376,100.0,100.0,98.4,3,10,2,656,656,0,0,656,397,397,0,0,259,0
Ryan Jensen,7985,C,TB,9,100.0,0,30,70.6,84.0,62.5,0,7,407,100.0,100.0,98.9,1,8,1,656,656,0,0,656,435,435,0,0,221,0
Ali Marpet,9494,G,TB,9,100.0,1,30,69.2,77.6,61.5,4,9,407,100.0,100.0,97.9,3,15,2,656,0,656,0,656,435,435,0,0,221,0
Michael Schofield III,8730,G,LAC,10,100.0,0,27,62.2,73.6,51.4,4,12,391,100.0,100.0,97.7,0,17,1,655,0,0,0,655,425,425,655,0,230,0
Donovan Smith,9467,T,TB,9,100.0,3,30,67.0,72.9,57.3,5,14,406,100.0,100.0,96.7,6,23,4,655,0,0,655,655,434,434,0,0,221,0
Mitchell Schwartz,7041,T,KC,10,100.0,0,16,85.6,81.1,81.2,4,7,407,100.0,100.0,98.6,2,11,0,654,0,0,0,654,448,448,0,652,206,1
Laken Tomlinson,9461,G,SF,9,100.0,1,28,68.6,77.2,63.4,2,12,295,100.0,100.0,97.6,4,14,0,650,0,649,0,650,318,318,0,0,332,0
