player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Terrell Suggs,1326,ED,ARZ,11,0,0,1,68.6,3,20,320,92.1,9.4,30,5,5.8,7,368,339,30,0,72.5,3,14,144,95.7,13.2,19,8.7,4,162,155,21
Thomas Davis Sr.,2231,LB,LAC,11,0,0,27,73.4,0,1,16,5.1,31.3,5,3,15.6,2,333,17,3,0,70.4,0,0,7,6.2,28.6,2,14.3,1,130,8,1
Lorenzo Alexander,2476,ED,BUF,10,4,0,4,74.0,5,17,154,75.5,14.9,23,1,9.1,3,212,160,25,3,75.2,4,15,97,90.2,20.6,20,11.9,2,112,101,21
Johnathan Joseph,2969,CB,HST,8,0,1,13,75.9,0,0,2,0.7,50.0,1,2,0.0,0,288,2,0,0,60.0,0,0,1,0.7,100.0,1,0.0,0,149,1,0
Domata Peko Sr.,3068,DI,BLT,1,0,0,3,52.6,0,1,11,100.0,9.1,1,0,4.5,0,12,12,1,0,53.6,0,1,6,100.0,16.7,1,8.3,0,7,7,1
Antoine Bethea,3152,S,NYG,10,0,0,21,65.3,0,0,5,1.3,20.0,1,0,0.0,0,371,5,0,0,58.5,0,0,1,0.7,0.0,0,0.0,0,149,1,0
Tramon Williams,3558,CB,GB,10,0,0,12,55.7,1,1,8,2.7,0.0,0,3,12.5,0,333,9,2,0,53.2,0,1,2,1.2,0.0,0,25.0,0,169,2,1
Eric Weddle,3653,S,LA,10,0,1,26,68.2,0,1,3,0.7,0.0,0,1,16.7,0,405,3,1,0,,0,0,0,0.0,,0,,0,183,0,0
Brandon Mebane,3701,DI,LAC,8,0,0,27,52.7,1,3,106,100.0,4.7,5,0,2.8,1,119,119,5,0,59.8,1,2,30,100.0,13.3,4,8.3,1,38,38,4
Calais Campbell,4364,DI,JAX,10,0,0,15,83.3,12,34,315,99.4,20.0,63,4,9.2,6,344,342,52,0,79.1,7,22,151,100.0,26.5,40,12.3,4,168,168,33
