player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Terrell Suggs,1326,ED,ARZ,10,1,7.8,100.0,6.6,5.3,5.3,0,0,0,0.0,1,40.6,68.3,19.5,69.7,74.1,33.2,0,28,0.0,0,0,5,118.8,4,22,332,5,1,4,0,62,31,3.0,15.5
Mike Adams,1972,S,HST,2,1,-1.0,100.0,100.0,20.0,20.0,0,0,0,0.0,13,67.5,70.0,82.2,,61.4,79.9,0,8,0.0,0,0,0,129.2,2,42,42,1,1,2,1,11,13,0.3,5.5
Thomas Davis Sr.,2231,LB,LAC,10,7,5.0,76.3,94.5,9.0,6.8,0,0,1,2.6,27,53.1,60.2,13.7,74.6,68.4,60.0,0,27,16.2,6,1,3,100.4,29,274,290,12,24,38,1,237,145,0.9,8.2
Lorenzo Alexander,2476,ED,BUF,9,2,5.4,75.0,26.9,7.5,5.6,0,1,1,12.5,4,61.2,68.6,55.4,72.3,60.7,68.0,0,14,0.0,0,1,1,92.7,6,52,193,5,6,8,0,54,30,1.2,9.0
Johnathan Joseph,2969,CB,HST,7,2,12.4,64.7,99.3,7.8,5.0,1,2,6,11.8,13,59.8,61.8,84.0,75.9,64.0,38.4,0,34,19.5,8,6,2,101.5,33,272,274,9,31,51,2,397,96,1.5,12.0
Antoine Bethea,3152,S,NYG,10,1,12.2,80.0,98.7,28.8,23.0,0,0,2,13.3,21,62.5,69.5,84.9,65.3,78.6,73.3,1,45,11.8,4,2,0,130.6,12,366,371,5,29,15,3,273,125,0.8,22.8
Tramon Williams,3558,CB,GB,10,3,8.9,61.3,97.3,16.3,10.0,0,0,4,12.9,12,80.3,75.2,11.9,55.7,56.2,74.5,1,61,5.0,1,2,3,83.1,19,324,333,5,16,31,1,243,127,0.8,12.8
Eric Weddle,3653,S,LA,9,6,8.2,78.9,99.1,21.9,17.3,1,1,2,10.5,26,73.1,76.0,86.1,68.2,75.0,77.5,0,16,7.3,3,1,1,114.3,15,349,352,8,32,19,1,137,114,0.4,9.1
Dominique Rodgers-Cromartie,4330,CB,WAS,2,1,7.1,85.7,100.0,5.2,4.4,0,0,0,0.0,32,41.5,42.6,77.7,,51.3,32.2,0,16,20.0,1,0,0,106.0,6,33,33,0,3,7,0,66,20,2.1,11.0
Aqib Talib,4334,CB,LA,5,1,11.7,52.0,100.0,14.6,7.6,2,0,3,12.0,26,55.8,55.4,82.7,,52.4,33.2,0,30,15.4,2,2,2,112.2,13,205,205,2,10,25,3,163,41,0.9,12.5
Calais Campbell,4364,DI,JAX,9,1,,,0.6,,,0,0,0,,15,63.2,91.5,59.1,85.7,91.1,52.1,0,,25.0,1,0,4,0.0,0,2,314,6,2,0,0,0,0,0.0,
Brandon Carr,4454,CB,BLT,9,1,9.7,58.7,94.6,10.8,6.3,1,1,3,6.5,3,62.0,62.5,84.8,70.7,54.2,58.9,0,31,11.5,3,3,3,86.7,27,317,335,5,22,46,2,234,88,0.8,8.7
Orlando Scandrick,4457,CB,PHI,3,0,7.5,50.0,91.8,25.5,12.8,0,0,0,0.0,24,64.3,91.7,78.2,99.9,73.8,56.4,0,15,0.0,0,0,0,61.5,2,56,61,4,3,4,0,17,4,0.3,8.5
Wesley Woodyard,4583,LB,TEN,9,2,6.8,87.5,88.6,10.6,9.3,0,0,0,0.0,31,38.6,55.1,80.9,63.8,78.2,49.3,0,46,20.0,4,0,0,139.6,14,156,176,4,14,16,1,218,118,1.5,15.6
Cameron Wake,4907,ED,TEN,8,0,,,1.3,,,0,0,0,,31,60.2,81.8,85.4,76.1,66.4,44.6,0,,100.0,1,0,0,0.0,0,2,149,3,0,0,0,0,0,0.0,
Malcolm Jenkins,4937,S,PHI,9,2,9.9,58.3,89.6,22.2,13.0,1,0,4,16.7,24,59.6,58.3,8.9,51.4,66.3,58.7,0,53,9.1,2,2,4,98.6,14,329,367,8,18,24,1,196,68,0.6,14.0
