player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Terrell Suggs,1326,ED,ARZ,8,1,7.8,100.0,7.1,4.3,4.3,0,0,0,0.0,1,37.3,68.8,18.8,74.5,69.2,43.0,0,28,0.0,0,0,4,118.8,4,18,252,5,1,4,0,62,31,3.6,15.5
Mike Adams,1972,S,HST,1,0,0.0,100.0,100.0,6.0,6.0,0,0,0,0.0,13,51.8,52.9,74.1,,60.3,70.2,0,8,,0,0,0,139.6,1,7,7,0,0,1,1,8,8,1.3,8.0
Thomas Davis Sr.,2231,LB,LAC,8,4,5.5,75.0,93.5,9.0,6.8,0,0,0,0.0,27,47.3,53.2,0.0,69.6,63.7,64.4,0,27,11.5,3,0,3,103.3,21,200,214,9,19,28,1,180,99,1.0,8.6
Lorenzo Alexander,2476,ED,BUF,7,1,2.0,100.0,25.6,7.2,7.2,0,0,0,0.0,4,56.6,67.2,49.6,75.3,57.5,65.2,0,11,0.0,0,0,1,100.0,5,41,160,5,6,5,0,40,30,1.1,8.0
Johnathan Joseph,2969,CB,HST,6,2,13.1,65.2,99.2,7.5,4.9,1,2,5,10.9,13,55.3,58.9,83.7,75.9,72.5,39.7,0,34,21.1,8,5,2,104.0,30,240,242,8,28,46,2,365,73,1.6,12.2
Antoine Bethea,3152,S,NYG,8,1,14.3,80.0,98.6,34.6,27.7,0,0,1,10.0,21,55.0,61.3,84.0,65.9,72.0,70.6,0,45,10.7,3,1,0,158.3,8,292,296,4,24,10,2,197,70,0.7,24.6
Tramon Williams,3558,CB,GB,8,2,8.6,60.0,96.5,15.7,9.4,0,0,4,16.0,12,79.2,73.1,0.0,55.7,52.0,75.1,0,61,7.7,1,2,3,99.3,15,246,255,2,10,25,1,203,114,0.9,13.5
Eric Weddle,3653,S,LA,8,5,9.1,80.0,99.0,23.9,19.1,0,1,2,13.3,26,79.1,82.2,85.9,68.2,77.8,74.0,0,16,8.3,3,1,0,119.4,12,305,308,7,28,15,1,110,88,0.4,9.2
Dominique Rodgers-Cromartie,4330,CB,WAS,2,1,7.1,85.7,100.0,5.2,4.4,0,0,0,0.0,32,41.5,42.6,77.7,,51.3,32.2,0,16,20.0,1,0,0,106.0,6,33,33,0,3,7,0,66,20,2.1,11.0
Aqib Talib,4334,CB,LA,5,1,11.7,52.0,100.0,14.6,7.6,2,0,3,12.0,26,55.8,55.4,82.7,,52.4,33.2,0,30,15.4,2,2,2,112.2,13,205,205,2,10,25,3,163,41,0.9,12.5
Calais Campbell,4364,DI,JAX,8,1,,,0.7,,,0,0,0,,15,63.2,91.8,54.9,87.8,91.4,53.8,0,,25.0,1,0,3,0.0,0,2,280,5,2,0,0,0,0,0.0,
Brandon Carr,4454,CB,BLT,7,0,10.3,57.5,95.0,10.4,6.0,1,0,3,7.5,3,63.0,63.0,84.3,65.6,54.7,48.8,0,31,13.6,3,3,3,80.2,23,264,278,5,19,40,1,210,78,0.9,9.1
Orlando Scandrick,4457,CB,PHI,3,0,7.5,50.0,91.8,25.5,12.8,0,0,0,0.0,24,64.3,91.7,78.2,99.9,73.8,56.4,0,15,0.0,0,0,0,61.5,2,56,61,4,3,4,0,17,4,0.3,8.5
Wesley Woodyard,4583,LB,TEN,7,2,7.1,81.8,87.6,10.6,8.6,0,0,0,0.0,31,45.8,57.5,79.2,70.2,70.1,66.0,0,46,9.1,1,0,0,149.1,9,99,113,3,8,11,1,160,90,1.7,17.8
Cameron Wake,4907,ED,TEN,6,0,,,1.6,,,0,0,0,,31,60.2,84.8,84.7,78.7,66.6,74.0,0,,,0,0,0,0.0,0,2,125,3,0,0,0,0,0,0.0,
Malcolm Jenkins,4937,S,PHI,8,2,8.3,56.5,89.8,22.2,12.6,1,0,4,17.4,24,64.9,63.2,4.1,47.4,72.2,62.5,0,51,9.1,2,2,4,89.6,13,307,342,7,18,23,1,143,60,0.5,11.0
Clay Matthews,4949,ED,LA,5,1,7.4,80.0,21.3,5.5,4.4,0,0,0,0.0,26,28.5,61.2,84.0,69.8,68.2,51.1,0,17,0.0,0,0,1,104.2,4,27,127,5,3,5,0,45,19,2.0,11.3
Patrick Chung,4957,S,NE,6,1,6.9,81.3,88.5,11.8,9.6,1,1,2,12.5,19,65.5,61.3,81.4,52.7,52.3,57.7,0,21,8.3,1,2,1,97.9,13,169,191,4,10,16,0,120,56,0.8,9.2
Jason McCourty,5127,CB,NE,8,1,11.1,57.1,98.9,10.2,5.8,0,0,4,9.5,19,82.6,80.7,40.1,53.4,69.6,75.6,1,45,0.0,0,3,2,61.4,24,266,269,14,25,42,0,218,86,0.9,9.1
Clinton McDonald,5173,DI,ARZ,8,0,,,2.8,,,0,0,0,,1,58.3,50.6,80.8,56.4,48.1,51.4,0,,,0,0,0,0.0,0,2,72,0,0,0,0,0,0,0.0,
Steve McLendon,5232,DI,NYJ,7,0,,,0.9,,,0,0,0,,22,62.1,78.3,83.7,61.0,79.8,74.6,0,,0.0,0,0,0,0.0,0,1,114,2,2,0,0,0,0,0.0,
Michael Bennett,5273,DI,NE,6,0,,,4.7,,,0,0,0,,19,60.2,66.4,81.4,69.1,50.6,36.3,0,,,0,0,0,0.0,0,5,106,2,0,0,0,0,0,0.0,
Joe Haden,5532,CB,PIT,7,0,9.7,69.0,100.0,13.3,9.1,0,1,2,6.9,25,58.5,59.2,84.1,,58.8,64.7,0,22,7.1,2,2,1,102.4,20,283,283,7,26,29,1,218,76,0.8,10.9
Brandon Graham,5538,ED,PHI,8,0,,,1.5,,,0,0,0,,24,73.3,89.8,57.8,77.1,85.2,29.9,0,,16.7,1,0,2,0.0,0,4,261,9,5,0,0,0,0,0.0,
Earl Thomas III,5539,S,BLT,7,2,17.4,42.9,94.6,85.0,36.4,0,0,0,0.0,3,83.9,79.8,39.6,53.6,60.6,68.8,1,34,0.0,0,0,1,28.0,3,279,295,3,10,7,0,50,14,0.2,16.7
Jason Pierre-Paul,5540,ED,TB,1,0,,,6.7,,,0,0,0,,30,42.0,59.3,77.8,54.6,79.1,29.2,0,,100.0,1,0,0,0.0,0,2,30,1,0,0,0,0,0,0.0,
Kareem Jackson,5545,S,DEN,7,1,8.9,76.2,98.8,14.7,11.2,0,0,3,14.3,10,77.7,82.6,87.7,71.8,79.3,58.8,1,40,15.0,3,3,0,95.7,16,253,256,3,16,21,1,172,60,0.7,10.8
Devin McCourty,5552,S,NE,8,1,2.8,60.0,96.5,46.0,27.6,0,0,1,10.0,19,89.7,82.9,42.0,55.9,52.1,55.1,5,10,7.7,1,1,1,25.0,6,301,312,3,11,10,0,23,8,0.1,3.8
Jerry Hughes,5556,ED,BUF,7,1,,,3.1,,,0,0,0,,4,68.5,71.9,31.1,72.4,62.3,28.0,0,,20.0,1,0,3,0.0,0,6,196,2,3,0,0,0,0,0.0,
Patrick Robinson,5557,S,NO,4,0,11.0,50.0,100.0,8.0,4.0,0,0,0,0.0,20,40.9,39.6,71.6,,,22.7,0,16,100.0,1,0,0,77.1,1,10,10,0,0,2,0,16,11,2.0,16.0
Linval Joseph,5571,DI,MIN,8,0,,,1.5,,,0,0,0,,18,71.8,69.7,87.4,65.2,64.4,76.4,0,,0.0,0,0,0,0.0,0,3,204,4,1,0,0,0,0,0.0,
Carlos Dunlap,5579,ED,CIN,6,1,0.0,100.0,12.0,8.0,8.0,0,0,0,0.0,7,68.3,73.7,68.8,67.2,68.3,70.2,0,8,0.0,0,0,1,97.9,2,20,167,3,3,2,0,15,15,0.9,7.5
Sean Lee,5580,LB,DAL,7,1,10.5,85.7,89.1,6.8,5.8,0,1,1,7.1,9,49.9,54.9,78.4,65.5,59.8,50.1,0,30,0.0,0,1,0,105.1,12,90,101,3,8,14,0,129,38,1.6,10.8
Morgan Burnett,5596,S,CLV,5,1,10.2,50.0,93.9,33.0,16.5,0,0,0,0.0,8,58.6,68.2,18.1,77.5,78.5,76.5,0,11,0.0,0,0,1,59.7,3,108,115,4,5,6,0,23,11,0.2,7.7
Corey Peters,5607,DI,ARZ,8,0,,,0.9,,,0,0,0,,1,59.7,64.7,35.5,63.4,67.1,53.5,0,,100.0,1,0,3,0.0,0,2,235,3,0,0,0,0,0,0.0,
Everson Griffen,5624,ED,MIN,8,0,5.0,100.0,2.6,8.0,8.0,0,0,1,100.0,18,74.3,84.2,24.1,81.8,67.6,32.7,1,6,20.0,1,1,5,52.1,1,8,302,6,4,1,0,6,1,0.8,6.0
Geno Atkins,5643,DI,CIN,8,2,,,0.9,,,0,0,0,,7,59.0,75.6,68.7,76.6,67.5,67.1,0,,20.0,1,0,1,0.0,0,2,224,5,2,0,0,0,0,0.0,
Sherrick McManis,5667,CB,CHI,4,0,-3.0,100.0,100.0,10.0,10.0,0,0,0,0.0,6,95.8,97.0,71.0,,,79.1,0,2,0.0,0,0,0,79.2,1,10,10,1,2,1,0,2,5,0.2,2.0
Reshad Jones,5686,S,MIA,3,1,4.3,85.7,90.2,8.7,7.4,1,0,1,14.3,17,61.0,68.5,78.6,54.8,74.9,77.0,0,18,11.1,1,1,1,148.5,6,55,61,1,7,7,2,71,44,1.4,11.8
Kurt Coleman,5767,LB,BUF,1,0,,,100.0,,,0,0,0,,4,60.0,63.0,69.7,,60.5,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Darian Stewart,5820,S,TB,3,0,7.0,50.0,97.3,29.0,14.5,0,0,0,0.0,30,53.1,43.6,0.0,56.3,50.6,27.2,0,19,50.0,1,0,1,83.3,1,36,37,0,1,2,0,19,15,0.7,19.0
Tramaine Brock Sr.,5903,CB,ARZ,8,1,9.1,65.9,96.3,10.0,6.6,0,1,4,9.8,1,61.1,61.8,45.6,61.9,65.7,52.6,0,52,17.4,4,2,1,122.1,27,289,300,6,18,41,3,401,186,1.5,14.9
Anthony Levine,6013,S,BLT,7,0,5.7,100.0,78.5,10.9,10.9,0,0,0,0.0,3,48.2,48.3,82.3,79.4,26.7,24.2,0,26,16.7,1,0,0,117.9,7,84,107,2,5,7,0,86,46,1.1,12.3
Albert McClellan,6022,LB,NYJ,1,0,13.3,33.3,78.6,11.0,3.7,0,0,0,0.0,22,27.8,27.5,72.2,54.1,52.4,79.5,0,23,,0,0,0,61.8,1,11,14,0,0,3,0,23,18,2.1,23.0
Andrew Sendejo,6118,S,PHI,8,4,5.4,90.9,96.2,16.3,14.8,0,0,1,9.1,24,67.8,68.4,80.8,68.1,59.1,59.2,1,48,5.3,1,1,0,114.6,10,175,182,4,14,11,2,122,64,0.7,12.2
Von Miller,6154,ED,DEN,8,0,6.0,100.0,8.3,20.0,20.0,1,0,0,0.0,10,46.1,75.5,41.2,68.3,85.4,59.8,0,19,66.7,2,0,4,118.8,1,23,276,5,1,1,0,19,13,1.0,19.0
Patrick Peterson,6157,CB,ARZ,2,1,9.4,80.0,98.9,11.1,8.9,0,0,0,0.0,1,67.9,70.2,81.2,88.4,61.3,83.4,1,20,0.0,0,0,0,96.3,8,94,95,2,9,10,1,86,41,1.0,10.8
J.J. Watt,6163,ED,HST,8,0,,,0.3,,,0,0,0,,13,67.1,89.6,13.4,90.3,73.1,64.0,0,,50.0,3,0,5,0.0,0,1,323,6,3,0,0,0,0,0.0,
Robert Quinn,6166,ED,DAL,5,0,-2.0,0.0,0.8,,0.5,1,0,0,0.0,9,53.8,62.5,38.0,80.4,41.7,32.2,0,,0.0,0,0,2,39.6,0,1,133,7,2,2,0,0,0,0.0,
Ryan Kerrigan,6168,ED,WAS,8,0,1.3,100.0,14.6,12.0,12.0,1,0,0,0.0,32,50.9,57.6,57.7,66.5,51.4,27.2,0,15,66.7,2,0,2,118.8,3,37,254,3,1,3,0,41,37,1.1,13.7
Corey Liuget,6170,DI,OAK,3,0,,,4.2,,,1,0,0,,23,66.6,69.1,0.0,65.2,75.9,71.6,0,,0.0,0,0,2,0.0,0,1,24,1,1,0,0,0,0,0.0,
Prince Amukamara,6171,CB,CHI,7,0,12.8,66.7,99.7,15.5,10.3,2,0,3,11.1,6,70.2,66.2,0.0,60.0,59.0,83.7,0,47,0.0,0,2,4,108.6,18,301,302,3,22,27,1,250,58,0.9,13.9
Adrian Clayborn,6172,ED,ATL,8,1,,,3.0,,,0,0,0,,2,54.1,70.0,84.5,67.2,67.1,43.8,0,,20.0,1,0,0,0.0,0,4,132,3,3,0,0,0,0,0.0,
Cameron Jordan,6176,ED,NO,8,0,0.5,0.0,2.9,,4.0,1,0,1,50.0,20,60.8,82.7,42.2,74.6,85.5,32.5,0,,100.0,5,0,3,39.6,0,9,307,8,0,2,0,0,0,0.0,
Jimmy Smith,6179,CB,BLT,1,0,,,100.0,,,0,0,0,,3,64.7,65.0,70.5,,60.0,,0,,,0,0,0,0.0,0,5,5,0,0,0,0,0,0,0.0,
Jabaal Sheard,6189,ED,IND,4,0,,,1.7,,,0,0,0,,14,66.3,53.5,84.9,56.5,47.5,29.6,0,,33.3,1,0,0,0.0,0,2,115,3,2,0,0,0,0,0.0,
Brooks Reed,6194,ED,ARZ,8,0,13.5,50.0,16.7,8.0,4.0,0,0,0,0.0,1,51.5,53.1,79.9,57.4,53.6,38.9,0,7,0.0,0,0,0,58.3,1,8,48,2,2,2,0,7,2,0.9,7.0
Justin Houston,6222,ED,IND,7,0,,,3.1,,,0,0,0,,14,62.3,77.9,71.6,77.0,64.7,80.3,0,,50.0,1,0,1,0.0,0,7,224,5,1,0,0,0,0,0.0,
Jurrell Casey,6229,DI,TEN,8,1,,,0.4,,,0,0,0,,31,61.5,80.6,49.3,65.7,87.7,69.1,0,,66.7,2,0,2,0.0,0,1,277,2,0,0,0,0,0,0.0,
Allen Bailey,6238,DI,ATL,8,0,,,1.9,,,0,0,0,,2,63.8,59.2,66.8,60.6,56.2,25.9,0,,,0,0,1,0.0,0,3,155,0,0,0,0,0,0,0.0,
K.J. Wright,6251,LB,SEA,8,6,5.2,72.0,90.8,7.6,5.5,0,0,4,8.0,29,45.7,58.3,83.6,61.6,76.7,84.0,1,33,3.0,1,4,1,95.3,36,295,325,7,26,50,2,338,200,1.2,9.4
Buster Skrine,6289,CB,CHI,7,2,6.8,61.5,96.0,8.4,5.2,0,0,2,5.1,6,55.6,57.2,83.0,84.9,51.8,42.4,0,20,13.0,3,2,0,91.3,24,218,227,4,18,39,2,195,81,1.0,8.1
Richard Sherman,6306,CB,SF,7,2,11.2,53.3,100.0,13.3,7.1,1,0,3,10.0,28,83.3,81.1,83.4,,62.8,68.6,3,25,5.0,1,2,3,37.9,16,224,224,6,17,30,1,143,37,0.7,8.9
Pernell McPhee,6317,ED,BLT,7,0,-1.5,100.0,4.9,4.0,4.0,0,0,0,0.0,3,46.0,64.5,0.0,64.6,80.3,69.3,0,6,0.0,0,0,4,79.2,2,9,184,4,3,2,0,5,8,0.6,2.5
Colin Jones,6342,S,CAR,2,0,,,100.0,,,0,0,0,,5,60.0,62.3,69.9,,60.0,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Chris Harris Jr.,6457,CB,DEN,8,1,12.8,60.0,100.0,15.4,9.3,0,0,3,10.0,10,74.8,77.2,85.2,,80.0,66.2,1,57,9.5,2,3,3,87.5,18,299,299,4,18,30,1,275,99,1.0,15.3
Josh Bynes,6503,LB,BLT,3,0,2.6,62.5,75.9,10.8,6.8,0,1,1,12.5,3,73.5,76.8,0.0,46.3,83.2,44.3,1,24,42.9,3,1,1,53.6,5,60,79,1,4,8,0,75,63,1.4,15.0
Mario Addison,6558,ED,CAR,7,0,,,7.3,,,0,0,0,,5,66.2,69.8,51.0,71.8,59.7,69.4,0,,33.3,1,0,2,0.0,0,17,234,6,2,0,0,0,0,0.0,
Craig Robertson,7003,ED,NO,1,0,2.0,100.0,55.0,3.3,3.3,0,0,0,0.0,20,66.2,65.3,74.7,57.8,60.0,76.1,0,18,0.0,0,0,0,106.9,3,11,20,1,3,3,0,29,23,2.9,9.7
Morris Claiborne,7012,CB,KC,4,1,15.6,60.0,100.0,17.7,10.6,1,0,1,20.0,16,58.3,58.0,0.0,,69.2,50.9,0,9,16.7,1,1,2,70.4,3,61,61,1,4,5,0,22,9,0.4,7.3
Mark Barron,7013,LB,PIT,6,0,3.3,77.8,93.8,6.5,5.1,0,0,0,0.0,25,48.1,53.0,82.3,59.7,61.6,59.8,1,30,23.5,4,0,2,97.5,28,195,208,5,13,36,1,286,191,1.6,10.2
Luke Kuechly,7015,LB,CAR,7,4,5.4,78.1,96.1,11.8,9.2,0,1,4,12.5,5,81.9,86.3,84.8,52.4,82.3,77.5,2,35,6.7,2,4,0,78.5,25,317,330,9,24,32,1,211,139,0.7,8.4
Stephon Gilmore,7016,CB,NE,8,1,13.8,46.2,100.0,11.9,5.5,1,2,7,13.5,19,73.8,73.6,43.2,,72.1,53.0,3,31,13.0,3,7,4,41.7,24,311,311,3,19,52,0,315,91,1.1,13.1
Fletcher Cox,7018,DI,PHI,8,0,5.0,0.0,1.2,,3.0,0,0,1,100.0,24,65.2,89.7,86.2,90.0,68.1,55.7,0,,66.7,2,1,0,39.6,0,3,254,2,1,1,0,0,0,0.0,
Bruce Irvin,7021,ED,CAR,4,0,-4.0,100.0,9.2,11.0,11.0,1,0,0,0.0,5,62.8,59.2,51.6,63.0,53.1,29.8,0,30,33.3,2,0,1,118.8,1,11,120,7,4,1,0,30,34,2.7,30.0
Dre Kirkpatrick,7023,CB,CIN,6,2,10.4,65.5,99.4,8.6,5.7,0,0,2,6.9,7,61.2,61.7,0.0,83.9,67.0,59.3,0,43,15.0,3,2,2,126.5,19,171,172,8,15,29,3,246,140,1.5,12.9
Melvin Ingram III,7024,ED,LAC,5,0,,,10.4,,,1,0,0,,27,73.6,74.0,28.2,70.3,70.6,80.5,0,,0.0,0,0,2,0.0,0,15,144,2,2,0,0,0,0,0.0,
Chandler Jones,7027,ED,ARZ,8,0,0.2,100.0,10.2,6.4,6.4,0,0,0,0.0,1,60.2,82.2,32.0,88.8,66.3,52.2,0,10,33.3,2,0,4,95.8,5,33,324,10,4,5,0,35,34,1.1,7.0
