player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Terrell Suggs,1326,ED,ARZ,11,5,1.3,0,0,1,34.1,67.2,23.5,68.6,75.9,36.2,21.2,7,5,174,183,9.8,17,21
Mike Adams,1972,S,HST,2,0,,0,0,13,67.5,70.0,82.2,,61.4,79.9,,0,0,11,12,0.0,0,0
Thomas Davis Sr.,2231,LB,LAC,11,14,3.1,0,0,27,53.8,61.1,19.5,73.4,69.6,51.9,7.5,4,3,254,266,7.5,19,35
Lorenzo Alexander,2476,ED,BUF,11,6,3.7,0,0,4,62.4,71.2,59.8,74.4,61.7,69.2,8.7,2,1,125,132,5.6,7,15
Johnathan Joseph,2969,CB,HST,9,0,14.3,1,0,13,61.8,62.1,84.9,75.9,54.2,38.5,33.3,2,2,147,151,0.0,0,4
Domata Peko Sr.,3068,DI,BLT,2,0,3.5,0,0,3,61.7,50.0,0.0,50.5,61.9,28.3,0.0,0,1,17,17,5.9,1,2
Antoine Bethea,3152,S,NYG,11,9,10.2,0,0,21,65.5,71.9,85.4,65.3,79.8,75.2,7.9,3,0,310,320,2.6,8,26
Tramon Williams,3558,CB,GB,11,2,14.0,0,0,12,78.9,73.8,15.2,55.7,54.8,75.1,16.7,1,3,166,170,0.0,0,3
Eric Weddle,3653,S,LA,11,8,5.7,1,0,26,72.3,74.2,86.8,68.2,72.2,79.3,6.1,2,1,288,296,3.5,10,23
Brandon Mebane,3701,DI,LAC,8,2,3.2,0,0,27,59.3,53.3,86.6,52.7,55.0,61.2,6.7,1,0,122,132,6.6,8,12
Dominique Rodgers-Cromartie,4330,CB,WAS,2,0,13.5,0,0,32,41.5,42.6,77.7,,51.3,32.2,33.3,1,0,27,29,0.0,0,2
Aqib Talib,4334,CB,LA,5,1,13.0,2,0,26,55.8,55.4,82.7,,52.4,33.2,60.0,3,2,126,129,0.0,0,1
