player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Terrell Suggs,1326,ED,ARZ,11,2,6.2,100.0,7.9,5.4,5.4,0,0,0,0.0,1,34.1,67.2,23.5,68.6,75.9,36.2,0,37,0.0,0,0,5,118.8,5,29,368,5,1,5,0,99,68,3.7,19.8
Mike Adams,1972,S,HST,2,1,-1.0,100.0,100.0,20.0,20.0,0,0,0,0.0,13,67.5,70.0,82.2,,61.4,79.9,0,8,0.0,0,0,0,129.2,2,42,42,1,1,2,1,11,13,0.3,5.5
Thomas Davis Sr.,2231,LB,LAC,11,8,4.6,70.8,94.9,8.7,6.2,0,0,2,4.2,27,53.8,61.1,19.5,73.4,69.6,51.9,0,27,20.0,9,1,3,92.1,34,316,333,14,28,48,1,277,182,0.9,8.1
Lorenzo Alexander,2476,ED,BUF,11,2,5.4,75.0,26.4,8.8,6.6,0,1,1,12.5,4,62.4,71.2,59.8,74.4,61.7,69.2,0,14,0.0,0,1,1,92.7,6,60,227,5,6,8,0,54,30,1.0,9.0
Johnathan Joseph,2969,CB,HST,9,3,11.9,64.4,99.4,7.9,5.1,1,2,7,11.9,13,61.8,62.1,84.9,75.9,54.2,38.5,0,34,17.4,8,7,2,97.7,38,317,319,9,35,59,2,434,121,1.5,11.4
Domata Peko Sr.,3068,DI,BLT,2,0,,,8.0,,,0,0,0,,3,61.7,50.0,0.0,50.5,61.9,28.3,0,,100.0,1,0,1,0.0,0,2,25,0,0,0,0,0,0,0.0,
Antoine Bethea,3152,S,NYG,11,1,11.5,72.2,98.8,30.1,21.7,0,0,2,11.1,21,65.5,71.9,85.4,65.3,79.8,75.2,1,45,11.1,4,2,0,130.8,13,415,420,5,31,18,3,277,128,0.7,21.3
Tramon Williams,3558,CB,GB,11,3,8.9,60.6,97.4,16.4,9.9,0,0,4,12.1,12,78.9,73.8,15.2,55.7,54.8,75.1,1,61,5.0,1,2,3,96.1,20,343,352,5,16,33,2,285,156,0.9,14.3
Eric Weddle,3653,S,LA,11,6,7.8,80.0,99.3,20.4,16.3,1,1,3,12.0,26,72.3,74.2,86.8,68.2,72.2,79.3,0,18,6.5,3,2,1,135.6,20,433,436,8,37,25,3,176,135,0.4,8.8
Dominique Rodgers-Cromartie,4330,CB,WAS,2,1,7.1,85.7,100.0,5.2,4.4,0,0,0,0.0,32,41.5,42.6,77.7,,51.3,32.2,0,16,20.0,1,0,0,106.0,6,33,33,0,3,7,0,66,20,2.1,11.0
Aqib Talib,4334,CB,LA,5,1,11.7,52.0,100.0,14.6,7.6,2,0,3,12.0,26,55.8,55.4,82.7,,52.4,33.2,0,30,15.4,2,2,2,112.2,13,205,205,2,10,25,3,163,41,0.9,12.5
Calais Campbell,4364,DI,JAX,11,1,,,0.5,,,0,0,0,,15,63.2,90.4,51.4,82.0,90.2,35.4,0,,40.0,2,0,5,0.0,0,2,364,6,2,0,0,0,0,0.0,
Brandon Carr,4454,CB,BLT,11,1,9.6,59.6,94.6,11.3,6.7,1,1,5,9.6,3,65.4,65.3,85.3,70.8,53.0,59.2,0,31,9.4,3,4,3,85.7,31,382,404,8,28,52,2,263,91,0.8,8.5
Orlando Scandrick,4457,CB,PHI,3,0,7.5,50.0,91.8,25.5,12.8,0,0,0,0.0,24,64.3,91.7,78.2,99.9,73.8,56.4,0,15,0.0,0,0,0,61.5,2,56,61,4,3,4,0,17,4,0.3,8.5
Matthew Slater,4467,WR,NE,2,0,,,100.0,,,0,0,0,,19,60.3,60.3,64.6,,,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Wesley Woodyard,4583,LB,TEN,10,3,6.2,88.9,88.9,10.0,8.9,0,0,0,0.0,31,39.1,53.7,81.1,63.1,75.1,46.8,0,46,21.7,5,0,0,137.3,16,169,190,4,15,18,1,234,131,1.5,14.6
Cameron Wake,4907,ED,TEN,9,0,,,1.1,,,0,0,0,,31,60.2,83.5,86.4,77.8,65.3,44.6,0,,100.0,1,0,0,0.0,0,2,183,3,0,0,0,0,0,0.0,
Malcolm Jenkins,4937,S,PHI,11,2,8.1,62.1,88.5,21.0,13.0,1,0,4,13.8,24,57.6,59.0,19.4,61.3,66.8,60.9,0,53,11.1,3,2,4,99.5,18,401,453,13,22,29,1,238,106,0.6,13.2
Clay Matthews,4949,ED,LA,8,1,6.2,83.3,20.7,8.0,6.7,0,0,0,0.0,26,34.4,62.4,86.3,68.5,62.5,49.4,0,17,20.0,1,0,1,97.9,5,46,222,6,3,6,0,45,19,1.1,9.0
Patrick Chung,4957,S,NE,8,2,6.9,76.2,90.3,12.1,9.2,1,1,2,9.5,19,68.8,64.5,82.1,52.3,55.1,65.8,0,21,6.7,1,2,1,92.2,16,213,236,5,12,21,0,134,70,0.7,8.4
Jason McCourty,5127,CB,NE,10,1,11.3,56.3,99.1,11.0,6.2,0,0,4,8.3,19,80.6,75.2,0.0,53.4,60.4,78.3,1,45,0.0,0,3,4,61.6,27,325,328,15,30,48,0,246,91,0.8,9.1
Clinton McDonald,5173,DI,ARZ,9,0,,,2.4,,,1,0,0,,1,58.3,45.7,35.5,56.3,45.9,51.4,0,,,0,0,1,0.0,0,2,82,0,0,0,0,0,0,0.0,
Steve McLendon,5232,DI,NYJ,11,0,,,0.6,,,0,0,0,,22,64.7,72.6,44.4,62.9,74.3,75.9,0,,0.0,0,0,2,0.0,0,1,172,3,3,0,0,0,0,0.0,
Michael Bennett,5273,DI,DAL,10,0,,,2.7,,,1,0,0,,9,62.3,64.1,11.2,63.5,70.7,27.1,0,,66.7,2,0,4,0.0,0,6,225,6,1,0,0,0,0,0.0,
Joe Haden,5532,CB,PIT,11,1,11.3,53.3,100.0,12.9,6.9,0,3,11,18.3,25,66.7,66.9,86.0,,61.6,53.9,1,22,9.8,4,9,3,79.9,32,444,444,11,36,60,3,340,83,0.8,10.6
Brandon Graham,5538,ED,PHI,11,0,,,2.0,,,0,0,0,,24,72.8,88.6,66.2,79.0,74.9,36.8,0,,12.5,1,0,2,0.0,0,7,358,13,7,0,0,0,0,0.0,
Earl Thomas III,5539,S,BLT,11,3,21.8,44.4,92.5,96.5,42.9,0,0,1,11.1,3,86.8,78.8,55.1,56.1,53.1,64.8,2,34,0.0,0,1,2,36.6,4,417,451,3,13,9,0,80,15,0.2,20.0
