player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Terrell Suggs,1326,ED,ARZ,4,1,5.0,100.0,8.7,5.0,5.0,0,0,0,0.0,1,54.0,73.5,25.3,80.2,64.1,51.3,0,15,0.0,0,0,2,110.4,2,11,126,3,1,2,0,21,11,2.1,10.5
Thomas Davis Sr.,2231,LB,LAC,4,1,3.5,75.0,93.0,7.6,5.7,0,0,0,0.0,27,45.5,48.1,8.6,68.1,58.2,61.3,0,20,7.7,1,0,2,104.4,15,119,128,5,11,20,1,111,76,1.0,7.4
Lorenzo Alexander,2476,ED,BUF,4,1,2.0,100.0,17.9,14.0,14.0,0,0,0,0.0,4,62.4,70.7,82.0,66.4,67.0,79.1,0,6,0.0,0,0,0,91.7,1,15,84,4,2,1,0,6,4,0.4,6.0
Johnathan Joseph,2969,CB,HST,4,1,12.6,63.2,99.4,7.1,4.5,1,2,4,10.5,13,58.6,60.7,82.8,60.0,70.4,37.2,0,34,22.6,7,4,1,93.0,24,180,181,8,23,38,1,269,71,1.6,11.2
Antoine Bethea,3152,S,NYG,4,0,14.4,80.0,98.0,35.0,28.0,0,0,0,0.0,21,53.1,62.8,81.0,68.4,83.0,90.3,0,45,0.0,0,0,0,158.3,4,149,152,1,12,5,1,88,22,0.6,22.0
Tramon Williams,3558,CB,GB,4,1,6.6,57.1,96.1,14.4,8.2,0,0,3,21.4,12,75.9,72.0,0.9,62.4,57.0,83.4,0,61,0.0,0,1,2,82.1,8,122,127,1,4,14,0,109,96,0.9,13.6
Eric Weddle,3653,S,LA,4,3,4.6,88.9,97.9,16.4,14.6,0,1,2,22.2,26,74.6,78.7,82.6,68.2,72.1,65.5,0,16,8.7,2,1,0,94.9,8,141,144,5,18,9,0,61,58,0.5,7.6
Dominique Rodgers-Cromartie,4330,CB,WAS,2,1,7.1,85.7,100.0,5.2,4.4,0,0,0,0.0,32,41.5,42.6,77.7,,51.3,32.2,0,16,20.0,1,0,0,106.0,6,33,33,0,3,7,0,66,20,2.1,11.0
Aqib Talib,4334,CB,LA,4,1,11.3,47.4,100.0,17.8,8.4,0,0,2,10.5,26,61.2,60.0,82.4,,50.6,29.9,0,19,18.2,2,1,0,99.2,9,170,170,1,8,19,2,103,28,0.6,11.4
Calais Campbell,4364,DI,JAX,4,1,,,1.4,,,0,0,0,,15,63.2,90.5,26.4,90.2,80.5,41.3,0,,0.0,0,0,2,0.0,0,2,138,4,2,0,0,0,0,0.0,
