player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Terrell Suggs,1326,ED,ARZ,7,4,1.3,0,0,1,46.5,73.3,26.2,77.6,68.9,48.8,15.8,3,3,106,115,9.4,10,12
Thomas Davis Sr.,2231,LB,LAC,7,9,3.3,0,0,27,43.7,48.6,0.0,66.0,61.6,62.2,8.6,3,3,170,180,7.1,12,23
Lorenzo Alexander,2476,ED,BUF,6,5,4.9,0,0,4,56.2,71.5,45.6,75.5,66.8,75.2,5.9,1,1,69,74,5.8,4,11
Johnathan Joseph,2969,CB,HST,6,0,19.5,1,0,13,55.3,58.9,83.7,75.9,72.5,39.7,0.0,0,2,94,98,0.0,0,2
Antoine Bethea,3152,S,NYG,7,5,10.9,0,0,21,54.5,62.4,83.3,68.4,76.7,72.6,8.3,2,0,205,211,2.9,6,17
Tramon Williams,3558,CB,GB,7,2,12.0,0,0,12,77.6,72.2,27.7,55.7,49.1,71.3,0.0,0,2,93,96,0.0,0,1
Eric Weddle,3653,S,LA,7,7,3.9,0,0,26,77.9,81.4,84.8,68.2,76.3,75.4,5.3,1,0,172,177,3.5,6,11
Brandon Mebane,3701,DI,LAC,6,2,3.1,0,0,27,59.3,56.5,85.1,56.5,57.2,58.5,0.0,0,0,98,106,6.1,6,10
Dominique Rodgers-Cromartie,4330,CB,WAS,2,0,13.5,0,0,32,41.5,42.6,77.7,,51.3,32.2,33.3,1,0,27,29,0.0,0,2
Aqib Talib,4334,CB,LA,5,1,13.0,2,0,26,55.8,55.4,82.7,,52.4,33.2,60.0,3,2,126,129,0.0,0,1
Calais Campbell,4364,DI,JAX,7,6,1.4,0,1,15,63.2,91.9,50.3,88.0,91.5,49.5,17.9,5,3,124,127,9.7,12,17
Brandon Carr,4454,CB,BLT,7,0,8.3,1,0,3,63.0,63.0,84.3,65.6,54.7,48.8,40.0,2,3,114,119,1.8,2,3
Orlando Scandrick,4457,CB,PHI,3,0,4.5,0,0,24,64.3,91.7,78.2,99.9,73.8,56.4,33.3,1,0,22,22,4.5,1,2
Wesley Woodyard,4583,LB,TEN,6,2,1.1,0,1,31,44.6,56.0,79.4,73.1,68.1,65.0,8.3,1,0,65,67,10.8,7,9
Cameron Wake,4907,ED,TEN,4,0,4.0,0,0,31,60.0,86.5,83.6,81.1,60.9,74.0,0.0,0,0,5,5,0.0,0,1
Malcolm Jenkins,4937,S,PHI,7,3,8.1,1,1,24,59.8,62.5,50.9,45.7,75.8,60.4,16.7,3,2,158,165,4.4,7,12
Clay Matthews,4949,ED,LA,5,1,1.2,0,1,26,28.5,61.2,84.0,69.8,68.2,51.1,21.4,3,1,88,92,6.8,6,10
Patrick Chung,4957,S,NE,5,2,2.2,1,0,19,63.2,61.1,80.0,54.2,56.8,78.3,11.1,1,1,57,58,8.8,5,6
Jason McCourty,5127,CB,NE,7,1,2.2,0,0,19,87.4,85.8,34.9,53.4,75.6,81.4,14.3,1,1,84,88,6.0,5,5
Clinton McDonald,5173,DI,ARZ,7,2,4.8,0,0,1,58.3,59.7,80.3,58.2,60.3,71.7,0.0,0,0,27,27,11.1,3,4
Steve McLendon,5232,DI,NYJ,6,1,1.2,0,0,22,62.1,77.6,83.1,62.3,77.8,74.6,0.0,0,0,87,89,9.2,8,10
Michael Bennett,5273,DI,NE,5,0,8.0,0,0,19,60.2,66.4,81.4,69.1,50.6,36.3,50.0,1,0,24,24,0.0,0,1
Ndamukong Suh,5527,DI,TB,6,4,1.6,0,0,30,67.7,64.3,85.4,55.0,68.1,45.5,0.0,0,0,93,95,4.3,4,5
Gerald McCoy,5528,DI,CAR,6,4,2.2,0,0,5,,80.9,19.2,71.9,85.5,31.6,18.8,3,3,90,93,8.9,8,9
Joe Haden,5532,CB,PIT,6,1,6.9,0,0,25,61.4,61.5,83.6,,58.1,59.0,10.0,1,1,163,169,1.8,3,8
Tyson Alualu,5535,DI,PIT,6,1,1.6,1,0,25,60.0,71.2,38.9,63.4,74.1,55.4,11.1,1,1,61,64,8.2,5,7
Brandon Graham,5538,ED,PHI,7,4,0.8,0,0,24,73.9,83.3,54.4,78.7,69.7,28.8,27.3,6,2,117,121,8.5,10,12
Earl Thomas III,5539,S,BLT,7,5,13.9,0,0,3,83.9,79.8,39.6,53.6,60.6,68.8,14.3,2,1,122,127,0.8,1,7
