player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Terrell Suggs,1326,ED,ARZ,12,5,1.3,0,0,1,29.7,64.9,26.6,68.0,74.6,32.3,23.5,8,5,188,197,9.0,17,21
Mike Adams,1972,S,HST,2,0,,0,0,13,67.5,70.0,82.2,,61.4,79.9,,0,0,11,12,0.0,0,0
Thomas Davis Sr.,2231,LB,LAC,12,16,3.1,0,0,27,53.6,60.2,22.4,73.4,67.7,52.0,8.8,5,3,274,287,6.9,19,36
Lorenzo Alexander,2476,ED,BUF,12,6,3.7,0,0,4,56.4,67.7,62.2,71.8,61.6,64.8,8.7,2,1,133,140,5.3,7,15
Johnathan Joseph,2969,CB,HST,10,0,14.3,2,0,13,63.6,63.0,85.5,75.9,49.2,36.5,42.9,3,3,172,176,0.0,0,4
Domata Peko Sr.,3068,DI,BLT,3,0,3.5,0,0,3,61.7,43.7,4.5,49.9,52.1,23.3,33.3,1,1,27,27,3.7,1,2
Antoine Bethea,3152,S,NYG,12,10,9.7,0,0,21,63.2,70.5,85.6,63.1,81.6,77.2,7.5,3,1,333,344,2.7,9,27
Tramon Williams,3558,CB,GB,12,3,14.0,0,0,12,81.0,75.0,19.1,55.7,50.9,69.9,25.0,2,3,182,186,0.0,0,3
Eric Weddle,3653,S,LA,12,8,5.7,1,0,26,73.1,74.7,87.1,68.2,72.3,79.8,6.1,2,1,300,308,3.3,10,23
Brandon Mebane,3701,DI,LAC,9,2,3.0,0,0,27,59.3,54.6,87.0,51.9,56.9,62.0,6.3,1,0,133,143,6.8,9,13
Dominique Rodgers-Cromartie,4330,CB,WAS,2,0,13.5,0,0,32,41.5,42.6,77.7,,51.3,32.2,33.3,1,0,27,29,0.0,0,2
Aqib Talib,4334,CB,LA,5,1,13.0,2,0,26,55.8,55.4,82.7,,52.4,33.2,60.0,3,2,126,129,0.0,0,1
Calais Campbell,4364,DI,JAX,12,10,1.2,0,2,15,63.2,90.6,54.8,81.3,90.7,33.5,16.7,8,5,223,229,9.9,22,30
Brandon Carr,4454,CB,BLT,12,0,7.2,1,0,3,66.5,66.6,85.5,69.9,56.1,62.4,23.1,3,3,161,168,3.1,5,10
Orlando Scandrick,4457,CB,PHI,3,0,4.5,0,0,24,64.3,91.7,78.2,99.9,73.8,56.4,33.3,1,0,22,22,4.5,1,2
