player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Terrell Suggs,1326,ED,ARZ,13,5,1.3,0,0,1,28.8,62.9,21.0,67.4,74.4,28.8,25.0,9,6,207,217,8.7,18,22
Mike Adams,1972,S,HST,2,0,,0,0,13,67.5,70.0,82.2,,61.4,79.9,,0,0,11,12,0.0,0,0
Thomas Davis Sr.,2231,LB,LAC,13,17,3.1,0,0,27,56.3,63.2,24.7,73.4,70.0,54.7,8.3,5,3,288,302,6.6,19,38
Lorenzo Alexander,2476,ED,BUF,13,6,3.9,0,0,4,64.9,66.2,63.6,70.8,54.6,68.6,7.7,2,1,155,163,5.2,8,18
Johnathan Joseph,2969,CB,HST,11,0,14.3,2,0,13,61.6,61.3,85.7,75.9,50.1,39.9,42.9,3,3,182,186,0.0,0,4
Domata Peko Sr.,3068,DI,BLT,4,0,3.0,0,0,3,61.7,51.0,18.9,52.6,57.5,24.4,25.0,1,1,38,38,2.6,1,3
Antoine Bethea,3152,S,NYG,13,11,9.5,0,0,21,65.8,73.9,86.1,63.1,86.6,82.2,6.4,3,1,364,375,3.0,11,33
Tramon Williams,3558,CB,GB,13,4,14.0,0,0,12,79.2,72.3,23.7,54.3,46.5,67.6,30.0,3,4,205,210,0.0,0,3
Eric Weddle,3653,S,LA,13,10,6.0,1,0,26,69.1,72.4,87.8,75.7,74.4,83.0,5.4,2,1,317,326,3.2,10,25
Brandon Mebane,3701,DI,LAC,10,2,2.9,0,0,27,59.5,53.4,87.5,49.7,55.5,51.2,5.9,1,0,142,153,6.3,9,14
Dominique Rodgers-Cromartie,4330,CB,WAS,2,0,13.5,0,0,32,41.5,42.6,77.7,,51.3,32.2,33.3,1,0,27,29,0.0,0,2
Aqib Talib,4334,CB,LA,5,1,13.0,2,0,26,55.8,55.4,82.7,,52.4,33.2,60.0,3,2,126,129,0.0,0,1
