player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Terrell Suggs,1326,ED,ARZ,7,0,0,1,77.6,2,15,195,92.3,10.8,21,3,7.4,6,221,204,23,0,80.4,2,10,90,94.0,15.6,14,11.1,4,100,94,16
Thomas Davis Sr.,2231,LB,LAC,7,0,0,27,66.0,0,1,10,6.1,30.0,3,3,25.0,2,181,11,3,0,66.4,0,0,4,7.0,25.0,1,25.0,1,71,5,1
Lorenzo Alexander,2476,ED,BUF,6,3,0,4,75.5,2,12,103,72.8,16.5,17,1,9.7,3,147,107,17,3,76.8,2,10,64,87.0,23.4,15,12.5,2,77,67,14
Johnathan Joseph,2969,CB,HST,6,0,1,13,75.9,0,0,2,0.8,50.0,1,2,0.0,0,242,2,0,0,60.0,0,0,1,0.8,100.0,1,0.0,0,125,1,0
Antoine Bethea,3152,S,NYG,7,0,0,21,68.4,0,0,3,1.2,33.3,1,0,0.0,0,260,3,0,0,,0,0,0,0.0,,0,,0,101,0,0
Tramon Williams,3558,CB,GB,7,0,0,12,55.7,1,1,8,4.1,0.0,0,2,12.5,0,219,9,2,0,53.2,0,1,2,1.7,0.0,0,25.0,0,121,2,1
Eric Weddle,3653,S,LA,7,0,0,26,68.2,0,1,3,1.2,0.0,0,0,16.7,0,249,3,1,0,,0,0,0,0.0,,0,,0,113,0,0
Brandon Mebane,3701,DI,LAC,6,0,0,27,56.5,1,3,70,100.0,7.1,5,0,4.3,1,77,77,5,0,64.0,1,2,22,100.0,18.2,4,11.4,1,26,26,4
Calais Campbell,4364,DI,JAX,7,0,0,15,88.0,9,24,223,99.2,20.6,46,3,8.7,3,242,240,36,0,86.5,6,14,105,100.0,27.6,29,11.4,2,116,116,22
Brandon Carr,4454,CB,BLT,7,0,1,3,65.6,2,1,14,5.0,14.3,2,3,17.9,1,278,14,4,0,64.6,2,1,6,5.4,33.3,2,25.0,0,112,6,3
Orlando Scandrick,4457,CB,PHI,3,0,0,24,99.9,0,1,5,8.2,40.0,2,0,50.0,2,61,5,3,0,99.9,0,0,2,6.5,100.0,2,100.0,2,31,2,2
Wesley Woodyard,4583,LB,TEN,6,0,0,31,73.1,1,2,12,11.4,8.3,1,0,20.8,1,105,12,4,0,71.9,0,1,7,14.0,0.0,0,21.4,1,50,7,2
Cameron Wake,4907,ED,TEN,5,1,0,31,81.1,5,7,89,99.0,22.5,20,0,10.1,3,96,95,15,0,85.1,5,5,52,98.2,30.8,16,13.5,2,57,56,12
