player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Michael Thomas,10681,WR,NO,12,130,0,20,0,-2.0,0,100.0,,0,0,0.0,0,2,0,91.1,55.3,0,9,0.0,0,54,7,94.4,51,128.3,7,5.4,1,37,51,7.3,5.3,0.73,7.0,4,82.9,60.0,3,5,2.9,1,23,0,90.3,90.8,0,26,0.0,0,147,34,91.2,134,121.6,41,31.5,2,381,157,4.6,11.2,2.84
Julian Edelman,5156,WR,NE,12,119,0,19,0,-2.1,1,66.7,,0,0,25.0,2,2,0,33.2,51.9,0,14,0.0,0,48,6,97.9,47,70.1,9,7.6,0,21,33,5.5,3.5,0.45,9.1,5,68.4,66.7,8,12,14.8,9,26,1,38.5,71.9,0,44,0.0,0,349,52,94.8,331,108.1,76,63.9,4,574,200,3.8,11.0,1.73
DeAndre Hopkins,7808,WR,HST,12,118,0,13,0,-3.8,2,100.0,,0,0,0.0,0,2,0,91.1,75.0,0,13,0.0,0,30,6,96.7,29,81.3,6,5.1,0,21,44,7.3,3.5,0.72,9.0,4,83.0,50.0,3,6,4.9,2,25,0,80.4,91.7,0,34,0.0,0,180,39,91.7,165,109.3,47,39.8,1,401,159,4.1,10.3,2.43
Mike Evans,8642,WR,TB,12,112,0,30,0,-0.3,0,66.7,0.0,0,1,20.0,1,1,0,28.1,43.0,0,5,0.0,0,49,4,100.0,49,109.7,6,5.4,1,13,14,3.5,3.3,0.27,13.8,1,84.0,85.7,6,7,0.0,0,16,0,53.1,80.7,0,43,0.0,0,153,21,92.8,142,158.3,25,22.3,3,330,59,2.8,15.7,2.32
Keenan Allen,7857,WR,LAC,12,111,0,27,0,-2.8,0,100.0,,0,0,0.0,0,0,0,90.9,52.5,0,5,0.0,0,38,5,92.1,35,81.7,5,4.5,0,18,32,6.4,3.6,0.51,9.1,2,74.5,42.9,3,7,7.3,3,21,0,78.7,80.5,2,27,0.4,1,261,38,91.2,238,91.2,51,45.9,2,371,88,2.3,9.8,1.56
D.J. Moore,48267,WR,CAR,12,110,0,5,0,-1.7,2,100.0,,0,0,0.0,0,2,0,91.4,74.8,0,18,0.0,0,31,7,93.5,29,98.2,7,6.4,0,53,65,9.3,7.6,1.83,7.4,0,66.7,50.0,1,2,20.0,3,6,0,73.0,85.2,2,13,1.3,1,79,12,96.2,76,58.8,18,16.4,1,96,31,2.6,8.0,1.26
Tyler Boyd,10689,WR,CIN,12,109,0,7,0,-3.8,1,100.0,,0,0,0.0,0,1,1,90.6,46.6,0,15,0.0,0,40,5,97.5,39,81.7,5,4.6,0,18,37,7.4,3.6,0.46,10.5,2,62.7,35.7,5,14,8.7,4,26,1,57.7,67.3,2,47,0.3,1,351,42,94.6,332,81.2,67,61.5,1,552,180,4.3,13.1,1.66
Cooper Kupp,11824,WR,LA,12,108,0,26,0,-2.6,0,100.0,,0,0,0.0,0,2,1,91.8,52.6,0,12,3.6,2,55,10,89.1,49,84.2,10,9.3,0,42,68,6.8,4.2,0.86,7.6,4,67.9,28.6,2,7,3.4,2,25,2,90.4,79.4,2,66,3.3,11,336,57,90.2,303,101.0,84,77.8,4,735,370,6.5,12.9,2.43
Allen Robinson II,8696,WR,CHI,12,107,0,6,0,-2.0,0,100.0,,0,0,0.0,0,1,0,90.2,45.8,0,9,0.0,0,58,4,96.6,56,85.4,4,3.7,0,18,26,6.5,4.5,0.32,10.0,2,76.1,58.3,7,12,0.0,0,23,0,81.2,83.7,2,49,1.0,2,205,35,93.7,192,100.5,46,43.0,2,426,123,3.5,12.2,2.22
Jarvis Landry,8698,WR,CLV,12,103,0,8,0,-1.8,1,75.0,0.0,0,1,0.0,0,1,0,91.4,52.1,1,29,0.0,0,74,6,90.5,67,52.1,8,7.8,0,52,64,10.7,8.7,0.78,10.3,9,56.7,23.1,3,13,12.8,5,22,0,65.6,79.6,4,65,0.0,0,302,34,91.1,275,64.0,60,58.3,1,531,247,7.3,15.6,1.93
Zach Ertz,7816,TE,PHI,12,101,0,24,0,,0,,,0,0,,0,0,0,,31.2,0,0,7.9,3,38,0,92.1,35,0.0,0,0.0,0,0,0,,,0.0,8.6,0,70.0,55.6,5,9,0.0,0,18,0,82.6,72.3,0,24,1.0,2,210,28,90.5,190,89.7,40,39.6,0,281,63,2.3,10.0,1.48
Odell Beckham Jr.,8647,WR,CLV,12,100,0,8,0,-1.5,0,90.0,,0,0,10.0,1,0,0,56.2,43.1,0,7,0.0,0,73,9,90.4,66,80.4,10,10.0,0,33,47,5.2,3.7,0.5,13.9,0,52.4,50.0,2,4,0.0,0,6,0,65.7,63.9,0,89,0.0,0,110,11,91.8,101,122.5,21,21.0,2,227,118,10.7,20.6,2.25
Chris Godwin,11839,WR,TB,12,99,0,30,0,-2.1,3,93.3,,0,0,0.0,0,4,0,92.4,91.2,0,13,0.0,0,56,14,100.0,56,117.2,15,15.2,1,102,131,9.4,7.3,1.82,11.5,9,73.2,68.8,11,16,2.4,1,33,0,91.0,91.2,5,71,0.0,0,346,41,93.1,322,106.8,56,56.6,5,688,261,6.4,16.8,2.14
Julio Jones,6158,WR,ATL,11,97,0,2,0,0.4,0,85.7,0.0,0,1,0.0,0,2,0,91.1,65.4,0,54,0.0,0,31,6,87.1,27,145.5,7,7.2,1,66,68,11.3,11.0,2.44,12.2,0,68.2,40.0,2,5,6.3,1,8,0,91.6,89.1,1,48,0.0,0,92,15,92.4,85,77.1,22,22.7,0,196,43,2.9,13.1,2.31
Travis Kelce,7844,TE,KC,12,95,0,16,0,-3.4,1,85.7,,0,0,0.0,0,3,0,90.9,65.1,0,10,12.0,6,50,6,84.0,42,119.3,7,7.4,1,22,41,6.8,3.7,0.52,10.4,7,73.0,66.7,4,6,0.0,0,21,0,68.8,90.0,0,21,3.5,6,170,27,87.6,149,99.7,37,38.9,0,327,91,3.4,12.1,2.19
John Brown,8726,WR,BUF,12,93,0,4,0,-2.5,2,100.0,,0,0,0.0,0,0,0,84.5,42.3,0,3,0.0,0,41,2,97.6,40,79.2,2,2.2,0,4,9,4.5,2.0,0.1,15.0,0,63.6,100.0,1,1,12.5,1,4,0,78.6,74.4,0,13,0.0,0,86,7,91.9,79,80.1,11,11.8,0,66,26,3.7,9.4,0.84
D.J. Chark Jr.,47702,WR,JAX,12,92,0,15,0,-1.8,3,100.0,,0,0,0.0,0,1,0,90.9,46.3,0,18,0.0,0,41,5,92.7,38,89.2,5,5.4,0,27,36,7.2,5.4,0.71,18.2,1,58.8,25.0,1,4,9.1,1,7,0,90.4,76.5,0,37,0.0,0,122,10,91.8,112,133.1,17,18.5,4,173,54,5.4,17.3,1.54
Robert Woods,7822,WR,LA,11,91,0,26,0,-3.2,1,100.0,,0,0,0.0,0,3,0,92.9,91.0,0,48,4.0,2,50,17,88.0,44,103.4,17,18.7,0,150,204,12.0,8.8,3.41,5.3,2,77.1,33.3,1,3,0.0,0,15,0,90.6,76.8,0,48,0.0,0,166,27,95.8,159,112.2,35,38.5,0,385,276,10.2,14.3,2.42
Christian McCaffrey,11763,HB,CAR,12,90,0,5,0,-4.1,0,87.5,,0,0,12.5,1,1,0,40.5,42.9,0,9,17.9,5,28,7,82.1,23,82.3,8,8.9,0,30,59,8.4,4.3,1.3,4.0,1,92.3,100.0,3,3,7.7,1,8,0,89.1,93.8,0,18,0.0,0,45,12,100.0,45,123.7,13,14.4,1,98,52,4.3,8.2,2.18
Amari Cooper,9437,WR,DAL,12,89,0,9,0,,0,,,0,0,,0,0,0,,42.1,0,0,0.0,0,24,0,95.8,23,0.0,0,0.0,0,0,0,,,0.0,15.3,0,78.6,,0,0,21.4,3,9,0,63.1,86.5,0,45,0.0,0,58,11,98.3,57,118.8,14,15.7,0,201,39,3.5,18.3,3.53
DeVante Parker,9447,WR,MIA,12,86,0,17,0,0.0,0,100.0,,0,0,0.0,0,0,0,78.7,39.9,0,5,0.0,0,43,1,93.0,40,87.5,1,1.2,0,5,5,5.0,5.0,0.13,10.1,1,66.7,0.0,0,1,11.1,1,5,0,83.5,81.2,1,50,0.0,0,120,8,94.2,113,102.8,12,14.0,1,153,76,9.5,19.1,1.35
Darren Waller,9637,TE,OAK,12,86,0,23,0,-2.7,0,85.7,,0,0,0.0,0,1,0,90.9,73.2,0,30,10.3,3,29,6,86.2,25,98.8,7,8.1,0,54,68,11.3,9.0,2.16,8.5,2,67.9,20.0,1,5,9.5,2,11,0,68.1,80.6,1,32,0.9,1,108,19,96.3,104,85.7,28,32.6,1,202,77,4.1,10.6,1.94
Calvin Ridley,48262,WR,ATL,12,86,0,2,0,0.0,0,100.0,,0,0,0.0,0,0,0,88.7,30.5,0,3,0.0,0,37,2,86.5,32,79.2,2,2.3,0,3,3,1.5,1.5,0.09,7.4,0,57.1,0.0,0,2,0.0,0,2,0,86.5,68.5,0,34,0.0,0,59,4,91.5,54,77.1,7,8.1,0,46,13,3.3,11.5,0.85
Jamison Crowder,9538,WR,NYJ,12,84,0,22,0,-1.2,0,90.9,,0,0,9.1,1,1,0,61.5,48.2,0,13,0.0,0,55,10,90.9,50,85.6,11,13.1,0,50,64,6.4,5.0,1.0,8.1,3,67.2,50.0,4,8,7.1,3,21,0,65.2,72.9,4,30,0.0,0,323,39,92.9,300,71.1,58,69.0,2,421,157,4.0,10.8,1.4
