player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Terrell Suggs,1326,ED,ARZ,13,2,5.8,100.0,7.1,4.7,4.7,0,0,0,0.0,1,28.8,62.9,21.0,67.4,74.4,28.8,0,37,25.0,1,0,6,118.8,6,30,421,5,1,6,0,120,85,4.3,20.0
Mike Adams,1972,S,HST,2,1,-1.0,100.0,100.0,20.0,20.0,0,0,0,0.0,13,67.5,70.0,82.2,,61.4,79.9,0,8,0.0,0,0,0,129.2,2,42,42,1,1,2,1,11,13,0.3,5.5
Thomas Davis Sr.,2231,LB,LAC,13,8,4.3,72.2,95.3,8.3,6.0,0,0,2,3.7,27,56.3,63.2,24.7,73.4,70.0,54.7,0,27,17.6,9,1,3,91.7,39,346,363,17,34,54,1,301,219,0.9,7.7
Lorenzo Alexander,2476,ED,BUF,13,2,3.5,86.7,28.8,5.5,4.7,0,1,2,13.3,4,64.9,66.2,63.6,70.8,54.6,68.6,0,15,7.7,1,2,1,94.4,13,79,274,7,10,15,0,100,66,1.4,7.7
Johnathan Joseph,2969,CB,HST,11,4,11.7,63.0,99.5,7.9,5.0,2,2,10,13.7,13,61.6,61.3,85.7,75.9,50.1,39.9,0,48,15.1,8,9,3,95.2,46,388,390,11,41,73,2,551,171,1.5,12.0
Domata Peko Sr.,3068,DI,BLT,4,0,,,4.8,,,0,0,0,,3,61.7,51.0,18.9,52.6,57.5,24.4,0,,100.0,1,0,1,0.0,0,2,42,0,0,0,0,0,0,0.0,
Antoine Bethea,3152,S,NYG,13,2,12.3,69.6,98.6,29.9,20.8,0,0,3,13.0,21,65.8,73.9,86.1,63.1,86.6,82.2,1,45,8.9,4,3,1,133.6,16,510,517,6,39,23,4,326,135,0.7,20.4
Tramon Williams,3558,CB,GB,13,4,9.8,63.2,97.6,15.9,10.1,0,0,4,10.5,12,79.2,72.3,23.7,54.3,46.5,67.6,2,61,4.2,1,2,4,89.1,24,403,413,5,19,38,2,354,171,0.9,14.8
Eric Weddle,3653,S,LA,13,7,7.9,77.8,99.0,22.6,17.6,1,1,3,11.1,26,69.1,72.4,87.8,75.7,74.4,83.0,0,18,5.9,3,2,1,132.4,21,505,510,8,41,27,3,186,138,0.4,8.9
Dominique Rodgers-Cromartie,4330,CB,WAS,2,1,7.1,85.7,100.0,5.2,4.4,0,0,0,0.0,32,41.5,42.6,77.7,,51.3,32.2,0,16,20.0,1,0,0,106.0,6,33,33,0,3,7,0,66,20,2.1,11.0
Aqib Talib,4334,CB,LA,5,1,11.7,52.0,100.0,14.6,7.6,2,0,3,12.0,26,55.8,55.4,82.7,,52.4,33.2,0,30,15.4,2,2,2,112.2,13,205,205,2,10,25,3,163,41,0.9,12.5
Calais Campbell,4364,DI,JAX,13,1,,,0.5,,,0,0,0,,15,63.2,90.4,45.8,81.8,90.4,30.5,0,,40.0,2,0,6,0.0,0,2,422,7,2,0,0,0,0,0.0,
Brandon Carr,4454,CB,BLT,13,2,10.1,58.5,94.6,12.5,7.3,1,1,5,9.4,3,66.1,66.3,85.9,68.8,56.8,62.4,0,31,9.1,3,4,3,84.1,31,423,447,8,28,53,2,263,91,0.7,8.5
Orlando Scandrick,4457,CB,PHI,3,0,7.5,50.0,91.8,25.5,12.8,0,0,0,0.0,24,64.3,91.7,78.2,99.9,73.8,56.4,0,15,0.0,0,0,0,61.5,2,56,61,4,3,4,0,17,4,0.3,8.5
Matthew Slater,4467,WR,NE,2,0,,,100.0,,,0,0,0,,19,60.3,60.3,64.6,,,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Wesley Woodyard,4583,LB,TEN,12,3,6.2,88.9,88.9,10.5,9.3,0,0,0,0.0,31,40.2,53.2,81.3,62.1,72.3,47.6,0,46,21.7,5,0,0,137.3,16,177,199,4,15,18,1,234,131,1.4,14.6
Cameron Wake,4907,ED,TEN,9,0,,,1.1,,,0,0,0,,31,60.2,83.5,86.4,77.8,65.3,44.6,0,,100.0,1,0,0,0.0,0,2,183,3,0,0,0,0,0,0.0,
Malcolm Jenkins,4937,S,PHI,13,2,9.0,58.3,89.4,21.4,12.5,1,0,7,19.4,24,67.9,66.1,26.8,59.6,66.6,63.7,0,53,8.8,3,5,4,91.6,21,481,538,15,29,36,1,273,111,0.6,13.0
Clay Matthews,4949,ED,LA,10,1,7.3,85.7,20.1,8.2,7.0,0,0,0,0.0,26,29.8,59.1,87.0,64.2,63.8,42.2,0,19,37.5,3,0,1,104.8,6,55,274,7,4,7,0,64,24,1.3,10.7
Patrick Chung,4957,S,NE,10,2,6.7,76.7,90.2,11.3,8.7,1,1,2,6.7,19,60.4,59.7,83.3,49.6,59.7,58.9,0,21,13.6,3,2,1,97.2,23,286,317,6,17,30,0,225,129,0.9,9.8
Jason McCourty,5127,CB,NE,11,1,11.3,56.3,99.1,11.1,6.3,0,0,4,8.3,19,80.8,75.4,0.0,53.4,60.5,78.3,1,45,0.0,0,3,4,61.6,27,328,331,15,30,48,0,246,91,0.8,9.1
Clinton McDonald,5173,DI,ARZ,9,0,,,2.4,,,1,0,0,,1,58.3,45.7,35.5,56.3,45.9,51.4,0,,,0,0,1,0.0,0,2,82,0,0,0,0,0,0,0.0,
Steve McLendon,5232,DI,NYJ,13,0,,,0.5,,,0,0,0,,22,64.7,78.6,49.9,66.2,79.6,67.5,0,,0.0,0,0,2,0.0,0,1,200,4,3,0,0,0,0,0.0,
Michael Bennett,5273,DI,DAL,12,0,,,2.2,,,1,0,0,,9,62.3,63.1,1.1,62.3,73.6,30.1,0,,66.7,2,0,6,0.0,0,6,274,7,1,0,0,0,0,0.0,
Joe Haden,5532,CB,PIT,13,2,12.0,52.2,99.8,13.6,7.1,0,3,11,15.9,25,72.0,70.8,86.7,56.2,59.3,49.6,4,22,10.6,5,9,3,64.2,36,524,525,12,40,69,4,389,114,0.8,10.8
Brandon Graham,5538,ED,PHI,13,1,,,2.1,,,0,0,0,,24,72.0,87.0,70.3,76.0,75.8,40.1,0,,11.1,1,0,2,0.0,0,9,429,13,7,0,0,0,0,0.0,
Earl Thomas III,5539,S,BLT,13,3,18.1,41.7,91.1,89.4,37.3,0,0,1,8.3,3,86.4,77.9,33.9,70.0,51.0,60.4,2,34,0.0,0,1,3,26.4,5,483,530,6,17,12,0,84,15,0.2,16.8
Jason Pierre-Paul,5540,ED,TB,7,0,,,2.0,,,1,0,0,,30,53.1,64.6,25.6,62.3,75.3,35.9,0,,33.3,1,0,4,0.0,0,6,295,4,2,0,0,0,0,0.0,
Kareem Jackson,5545,S,DEN,12,5,8.5,67.5,99.4,16.4,11.1,0,0,7,17.5,10,78.4,81.2,91.4,71.8,78.3,58.7,2,54,14.6,6,7,1,99.9,27,469,472,8,30,40,3,359,179,0.8,13.3
Devin McCourty,5552,S,NE,13,2,5.5,64.0,96.9,28.4,18.2,0,0,2,8.0,19,90.1,82.1,59.5,53.1,56.2,58.9,5,26,10.3,3,2,1,46.5,16,498,514,7,24,25,1,104,70,0.2,6.5
Jerry Hughes,5556,ED,BUF,13,1,-3.0,0.0,3.1,,12.0,0,0,0,0.0,4,70.6,72.2,26.1,75.0,60.6,27.7,0,,25.0,2,0,6,39.6,0,12,382,6,5,1,0,0,0,0.0,
Patrick Robinson,5557,S,NO,6,1,5.0,75.0,69.1,5.7,4.3,0,0,0,0.0,20,56.4,52.5,79.0,57.8,45.1,48.8,0,16,16.7,1,0,0,84.4,6,38,55,1,4,8,0,38,22,1.1,6.3
Linval Joseph,5571,DI,MIN,11,1,,,1.1,,,0,0,0,,18,83.5,69.9,74.7,63.2,66.8,71.0,0,,0.0,0,0,1,0.0,0,3,273,5,2,0,0,0,0,0.0,
Carlos Dunlap,5579,ED,CIN,11,2,2.8,100.0,10.1,6.8,6.8,0,0,0,0.0,7,66.6,83.3,79.3,70.9,82.4,79.6,0,11,0.0,0,0,1,101.0,4,32,317,8,6,4,0,33,22,1.2,8.3
Sean Lee,5580,LB,DAL,13,3,6.2,83.3,90.6,6.9,5.7,0,1,3,8.3,9,65.1,62.7,81.1,62.4,57.2,47.8,0,30,3.8,1,3,0,113.0,30,221,244,7,22,36,2,240,134,1.2,8.0
Morgan Burnett,5596,S,CLV,8,2,12.1,63.2,93.5,15.1,9.5,0,0,1,5.3,8,58.2,68.0,38.0,75.1,80.8,76.3,1,26,5.6,1,1,1,63.5,12,200,214,4,15,19,0,140,54,0.8,11.7
Corey Peters,5607,DI,ARZ,13,1,,,1.3,,,0,0,0,,1,52.6,65.5,54.5,59.8,71.8,52.5,0,,33.3,1,0,3,0.0,0,5,399,4,1,0,0,0,0,0.0,
Everson Griffen,5624,ED,MIN,13,1,5.0,100.0,3.0,15.0,15.0,0,0,1,100.0,18,74.6,80.0,30.0,77.7,68.9,31.6,1,6,28.6,2,1,7,52.1,1,15,497,9,4,1,0,6,1,0.4,6.0
Geno Atkins,5643,DI,CIN,13,2,,,0.8,,,0,0,0,,7,58.1,78.7,76.2,75.1,72.3,60.5,0,,20.0,1,0,1,0.0,0,3,375,7,2,0,0,0,0,0.0,
Sherrick McManis,5667,CB,CHI,8,0,-0.3,100.0,95.7,7.3,7.3,0,1,1,33.3,6,93.2,93.8,72.9,59.4,60.0,80.0,0,4,0.0,0,1,0,79.2,3,22,23,1,3,3,0,9,10,0.4,3.0
