player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Terrell Suggs,1326,ED,ARZ,13,0,0,1,67.4,3,23,370,92.9,8.9,33,6,5.4,7,421,391,33,0,72.4,3,15,163,96.2,12.9,21,8.0,4,182,175,22
Thomas Davis Sr.,2231,LB,LAC,14,0,0,27,73.4,0,1,16,4.5,31.3,5,3,15.6,2,380,17,3,0,70.4,0,0,7,5.9,28.6,2,14.3,1,135,8,1
Lorenzo Alexander,2476,ED,BUF,14,4,0,4,69.9,7,20,198,71.3,14.1,28,1,8.3,3,286,204,30,3,70.0,6,18,133,87.8,18.0,24,10.5,2,156,137,26
Johnathan Joseph,2969,CB,HST,12,0,2,13,75.9,0,0,2,0.5,50.0,1,3,0.0,0,406,2,0,0,60.0,0,0,1,0.5,100.0,1,0.0,0,212,1,0
Domata Peko Sr.,3068,DI,BLT,5,0,0,3,57.7,0,7,47,96.1,14.9,7,1,7.4,0,51,49,7,0,59.4,0,4,20,95.7,20.0,4,10.0,0,23,22,4
Antoine Bethea,3152,S,NYG,14,0,0,21,63.1,0,0,7,1.2,14.3,1,1,0.0,0,567,7,0,0,58.5,0,0,1,0.5,0.0,0,0.0,0,218,1,0
Tramon Williams,3558,CB,GB,14,0,0,12,54.3,1,1,9,2.2,0.0,0,5,11.1,0,461,10,2,0,51.0,0,1,3,1.3,0.0,0,16.7,0,233,3,1
Eric Weddle,3653,S,LA,14,0,1,26,75.7,1,1,5,0.9,0.0,0,1,20.0,0,536,5,2,0,,0,0,0,0.0,,0,,0,242,0,0
Brandon Mebane,3701,DI,LAC,11,0,0,27,49.2,1,5,156,100.0,3.8,6,0,2.6,1,174,174,7,0,55.5,1,3,38,100.0,10.5,4,7.9,1,49,49,5
Calais Campbell,4364,DI,JAX,14,1,0,15,79.9,16,41,422,99.6,18.0,76,7,8.4,7,459,457,64,0,77.3,9,25,192,100.0,22.9,44,11.5,5,212,212,39
Brandon Carr,4454,CB,BLT,14,0,1,3,67.2,5,3,26,5.5,15.4,4,3,19.2,1,471,26,9,0,64.5,3,2,15,6.7,20.0,3,16.7,0,223,15,5
Orlando Scandrick,4457,CB,PHI,3,0,0,24,99.9,0,1,5,8.2,40.0,2,0,50.0,2,61,5,3,0,99.9,0,0,2,6.5,100.0,2,100.0,2,31,2,2
Wesley Woodyard,4583,LB,TEN,12,0,0,31,62.1,1,2,21,11.1,4.8,1,0,11.9,1,199,22,4,0,62.8,0,1,12,15.5,0.0,0,12.5,1,84,13,2
Cameron Wake,4907,ED,TEN,9,1,0,31,77.8,8,20,174,98.9,21.8,38,0,9.8,3,183,181,31,0,84.6,8,14,101,99.1,29.7,30,12.9,2,107,106,24
Malcolm Jenkins,4937,S,PHI,14,0,1,24,57.9,4,5,62,11.2,9.7,6,4,13.7,4,571,64,13,0,63.7,3,0,17,7.0,5.9,1,20.6,2,243,17,5
Clay Matthews,4949,ED,LA,11,1,0,26,63.2,5,22,225,80.4,13.8,31,1,9.6,8,291,234,35,0,61.5,3,14,115,93.1,17.4,20,12.6,6,130,121,23
Patrick Chung,4957,S,NE,11,0,1,19,49.6,0,2,29,9.5,3.4,1,1,3.4,0,336,32,2,0,53.7,0,2,10,7.5,10.0,1,10.0,0,161,12,2
Jason McCourty,5127,CB,NE,11,0,0,19,53.4,0,0,3,0.9,0.0,0,4,0.0,0,331,3,0,0,53.4,0,0,3,1.8,0.0,0,0.0,0,169,3,0
Clinton McDonald,5173,DI,ARZ,9,0,1,1,56.3,0,4,76,97.6,6.6,5,1,2.6,0,82,80,4,0,64.8,0,4,34,100.0,14.7,5,5.9,0,36,36,4
Steve McLendon,5232,DI,NYJ,14,0,0,22,66.9,4,10,196,99.5,10.2,20,2,5.1,3,216,215,17,0,61.6,2,7,79,100.0,13.9,11,7.0,1,84,84,10
Michael Bennett,5273,DI,DAL,13,0,1,9,65.7,8,21,288,98.1,14.9,43,8,7.5,7,322,316,36,0,64.1,4,15,153,98.8,18.3,28,8.8,4,170,168,23
Ndamukong Suh,5527,DI,TB,14,0,0,30,60.6,9,24,493,99.8,10.1,50,4,4.0,3,530,529,36,0,64.9,6,18,242,99.6,14.9,36,6.2,3,259,258,27
