player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Peyton Manning,327,QB,IND,12,548,71.9,128,131,10.0,0.0,1,4,3.0,61.1,80,40,13.0,137,25.0,12,53,,,,,87.2,79.7,81.8,77.9,,,1,3,138,15.0,83.5,4.4,6,0,0,1,6,4,2.9,779,5.9,0,14,90.3,87.4,86.8,41.3,75.6,393,403,8.8,0.0,3,21,5.0,67.7,273,108,8.1,411,75.0,24,151,,,,,86.3,88.4,86.2,85.7,,63.9,3,12,424,6.5,91.3,1.7,7,1,0,4,18,12,2.8,2930,7.3,77.3,396,400,8.1,0.0,2,16,3.9,69.3,277,0,9.5,400,73.0,29,153,,,,,91.3,90.1,86.0,87.8,,,0,7,411,,98.2,0.0,0,0,0,2,20,9,2.2,2784,7.0,2,66.4,125,134,12.2,0.0,2,9,6.6,56.7,76,148,8.4,148,27.0,7,51,,,,,65.5,75.7,82.1,73.8,,63.9,4,8,151,8.8,63.2,8.8,13,1,0,3,4,7,4.6,925,6.9
Drew Brees,802,QB,NO,12,503,83.1,118,127,8.3,0.0,2,8,6.0,71.7,91,48,7.1,136,27.0,7,49,,,,,54.5,86.0,81.9,83.7,,,1,3,142,18.8,100.8,6.6,9,0,0,6,6,4,2.8,1008,7.9,0,20,72.2,85.1,85.6,35.3,76.7,343,358,7.9,0.0,6,23,6.2,68.7,246,92,6.5,367,73.0,17,130,,,,,76.6,83.5,85.7,81.5,,58.3,1,13,381,8.7,92.5,2.2,8,1,3,5,19,13,3.4,2626,7.3,81.9,348,362,7.5,0.0,8,21,5.6,73.8,267,0,6.3,363,72.2,18,137,,,,,79.5,91.8,85.6,90.8,,58.3,0,9,374,,104.0,0.0,0,1,3,3,20,7,1.9,2814,7.8,3,67.3,113,123,9.5,0.0,0,10,7.6,56.9,70,140,7.9,140,27.8,6,42,,,,,49.3,62.0,82.0,61.6,,,2,7,149,12.1,67.1,12.1,17,0,0,8,5,10,6.7,820,6.7
Kyle Orton,2323,QB,DEN,12,502,55.6,142,156,12.2,0.0,5,9,5.4,47.4,74,59,6.3,170,33.9,5,59,,,,,69.8,59.8,0.0,63.6,,28.7,1,2,180,18.6,79.8,6.5,11,3,0,8,7,9,5.0,1071,6.9,0,10,75.6,71.7,74.8,32.9,74.7,288,301,9.1,0.0,4,18,5.7,66.4,200,102,7.0,332,66.1,15,110,,,,,74.3,79.4,85.3,78.6,,52.0,3,4,347,21.6,99.8,6.6,22,9,2,4,13,6,1.7,2421,8.0,69.9,326,338,9.6,0.0,8,17,4.9,63.0,213,0,6.6,341,67.9,15,129,,,,,91.0,81.9,55.5,79.6,,74.3,0,2,352,,100.6,0.0,0,3,2,2,16,7,2.0,2649,7.8,7,63.5,104,119,11.7,0.0,1,10,7.6,51.3,61,161,7.6,161,32.1,5,40,,,,,35.2,52.9,29.1,59.5,,28.0,4,4,175,20.5,71.5,20.5,33,9,0,10,4,8,4.6,843,7.1
Carson Palmer,1317,QB,CIN,12,496,68.7,131,143,9.9,0.0,3,6,3.8,56.6,81,60,10.0,157,31.7,9,52,,,,,88.8,73.5,82.6,72.0,,62.9,3,3,172,20.0,93.3,7.6,12,2,0,6,10,5,2.9,1011,7.1,0,7,84.5,71.4,72.1,42.6,71.1,304,322,8.7,0.0,6,14,4.1,61.8,199,87,7.9,339,68.3,17,108,,,,,83.2,70.3,55.9,69.4,,64.1,1,11,356,12.6,75.6,3.2,11,6,1,10,10,15,4.2,1998,6.2,73.3,329,345,8.8,0.0,7,13,3.6,64.1,221,0,8.3,349,70.4,20,124,,,,,83.9,74.9,85.6,74.1,,49.8,0,10,369,,87.5,0.0,0,4,1,8,16,14,3.8,2372,6.9,2,61.3,106,120,10.0,0.0,2,7,5.3,49.2,59,147,9.2,147,29.6,6,36,,,,,88.2,64.8,24.3,63.1,,77.8,4,4,159,15.6,62.4,15.6,23,4,0,8,4,6,3.8,637,5.3
Donovan McNabb,438,QB,WAS,12,487,68.2,132,149,9.1,0.0,6,6,3.8,56.4,84,85,6.7,166,34.1,6,53,,,,,75.3,65.5,82.7,62.6,,81.3,4,5,177,14.1,78.6,7.2,12,5,0,7,6,5,2.8,1075,7.2,0,32,44.5,65.1,67.1,42.5,68.7,275,288,9.7,0.0,8,13,4.3,58.7,169,120,10.6,321,65.9,20,94,,,,,35.4,68.4,85.2,68.2,,54.3,3,10,336,19.2,73.5,7.2,23,10,2,0,6,11,3.3,2074,7.2,76.4,263,272,9.2,0.0,7,11,3.8,67.3,183,0,9.0,282,57.9,18,105,,,,,70.4,85.0,84.7,83.4,,59.5,0,8,296,,92.3,0.0,0,10,2,0,10,5,1.7,2232,8.2,4,54.2,144,165,10.0,0.0,7,8,4.6,42.4,70,205,10.3,205,42.1,8,42,,,,,29.2,43.4,83.5,42.7,,72.5,7,7,217,17.1,47.0,17.1,35,5,0,7,2,11,5.1,917,5.6
Sam Bradford,5526,QB,SL,12,480,71.5,130,152,6.5,0.0,6,11,6.7,56.6,86,72,7.5,170,35.4,7,58,,,,,70.1,73.2,82.8,72.1,,60.8,10,1,182,19.4,88.3,8.2,14,4,0,6,7,5,2.7,967,6.4,0,26,83.6,69.0,69.8,41.1,75.0,268,290,6.6,0.0,4,7,2.3,62.8,182,81,9.5,310,64.6,19,90,,,,,90.8,66.5,85.1,66.0,,58.5,5,9,327,12.3,77.3,3.2,10,10,3,10,10,9,2.8,1695,5.8,77.7,310,322,6.2,0.0,6,9,2.7,67.7,218,0,9.5,327,68.1,23,118,,,,,90.9,79.2,85.3,77.6,,59.8,0,5,342,,93.6,0.0,0,5,3,3,14,7,2.0,2096,6.5,0,60.2,88,120,8.0,0.0,4,9,6.8,41.7,50,153,5.7,153,31.9,3,30,,,,,68.0,50.5,82.5,50.6,,59.0,15,5,167,15.7,47.4,15.7,24,9,0,13,3,7,4.2,566,4.7
Matt Ryan,4317,QB,ATL,12,474,70.1,154,163,8.9,0.0,3,12,7.0,62.6,102,58,5.6,170,35.9,6,61,,,,,69.7,89.7,82.8,87.5,,59.2,3,4,179,8.6,94.7,2.9,5,2,0,3,10,3,1.7,1185,7.3,0,2,81.3,88.6,90.1,37.9,74.2,260,278,8.4,0.0,1,13,4.4,64.0,178,78,7.8,304,64.1,15,96,,,,,81.6,84.6,85.1,84.7,,47.1,3,3,325,15.4,90.1,3.9,12,14,1,13,11,5,1.5,1735,6.2,75.2,315,324,8.1,0.0,4,14,4.1,67.0,217,0,8.4,338,71.3,20,123,,,,,83.3,91.7,85.5,91.2,,50.5,0,7,356,,90.9,0.3,1,13,1,4,13,5,1.4,2230,6.9,2,64.6,99,117,10.1,0.0,0,11,8.7,53.8,63,136,1.6,136,28.7,1,34,,,,,65.2,71.0,82.0,71.2,,52.0,6,0,148,11.8,94.3,11.8,16,3,0,12,8,3,2.0,690,5.9
Aaron Rodgers,2241,QB,GB,12,458,74.5,149,158,9.9,0.0,1,13,7.8,63.3,100,45,9.9,174,38.0,11,69,,,,,89.3,86.4,82.8,82.0,,83.9,1,4,182,20.0,98.2,5.2,9,7,0,7,10,5,2.7,1243,7.9,0,12,89.4,84.4,85.8,55.2,76.1,226,241,9.3,0.0,4,21,8.3,66.8,161,87,6.4,284,62.0,11,102,,,,,90.7,83.3,50.2,82.0,,66.8,1,5,296,18.4,101.9,5.6,16,27,2,8,13,12,4.1,2013,8.4,78.8,297,305,8.7,0.0,5,23,7.3,70.8,216,0,7.7,326,71.2,18,136,,,,,90.9,90.3,85.2,88.8,,65.8,0,4,336,,114.9,0.0,0,21,2,1,21,10,3.0,2658,8.7,5,62.8,78,94,12.7,0.0,0,11,10.7,47.9,45,132,8.2,132,28.8,4,35,,,,,87.4,72.6,18.3,68.6,,79.4,2,5,142,18.9,53.4,18.9,25,13,0,14,2,7,4.9,598,6.4
Philip Rivers,1725,QB,SD,12,453,67.6,108,117,10.6,0.0,1,8,6.5,59.0,69,56,5.5,130,28.7,4,56,,,,,87.2,82.8,81.7,80.8,,62.5,2,4,137,19.6,93.3,8.5,11,2,0,6,6,2,1.5,1100,9.4,0,27,66.9,90.7,92.1,32.5,77.6,281,298,8.2,0.0,3,18,5.8,68.1,203,103,6.9,323,71.3,15,124,,,,,82.2,93.4,54.2,92.3,57.6,74.7,2,6,335,17.5,106.1,5.6,18,7,1,11,18,5,1.5,2542,8.5,78.1,283,290,8.3,0.0,4,16,5.3,71.7,208,0,5.9,294,64.9,13,143,,,,,90.7,96.5,84.8,95.0,57.6,76.3,0,5,304,,119.2,0.0,0,4,1,2,21,2,0.7,2810,9.7,9,66.0,106,125,10.5,0.0,0,10,7.5,51.2,64,159,8.6,159,35.1,6,37,,,,,68.3,66.4,27.1,65.9,,65.0,4,5,168,18.2,63.8,18.2,29,5,0,15,3,5,3.0,832,6.7
Joe Flacco,4332,QB,BLT,12,434,67.5,126,141,10.8,0.0,3,10,6.6,55.3,78,70,8.2,159,36.6,7,49,,,,,74.4,66.6,82.6,65.3,,64.4,1,1,170,24.3,89.8,10.7,17,1,0,11,6,6,3.5,1028,7.3,0,3,72.5,73.8,78.3,29.8,74.6,240,257,9.1,0.0,4,13,4.8,66.1,170,65,5.0,275,63.4,9,99,,,,,74.0,84.1,84.7,82.7,,57.4,2,7,291,15.4,95.6,3.6,10,8,0,11,13,10,3.4,2031,7.9,75.9,286,295,9.1,0.0,5,17,5.5,68.8,203,0,6.5,299,68.9,14,116,,,,,90.8,91.0,85.0,90.1,,55.0,0,6,315,,103.9,0.0,0,4,0,4,16,9,2.9,2468,8.4,4,58.8,80,103,11.6,0.0,2,6,5.3,43.7,45,135,4.3,135,31.1,2,32,,,,,39.5,46.1,82.0,45.6,,66.6,3,2,146,20.0,64.0,20.0,27,5,0,18,3,7,4.8,591,5.7
