player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Peyton Manning,327,QB,IND,16,696,71.4,161,164,9.3,0.0,1,5,3.0,61.6,101,50,12.2,173,24.9,14,65,,,,,89.1,79.3,82.7,77.6,,,1,3,177,18.0,86.4,5.2,9,0,0,1,8,5,2.8,960,5.9,0,14,91.1,90.0,89.3,41.2,75.7,503,515,8.8,0.0,5,29,5.4,67.8,349,131,8.4,523,75.1,32,190,,,,,90.0,90.7,87.2,89.0,,63.9,3,14,542,5.3,93.7,1.3,7,1,0,4,25,14,2.6,3740,7.3,77.5,510,515,8.0,0.0,3,23,4.3,70.1,361,0,8.6,515,74.0,34,195,,,,,91.7,91.1,87.1,90.0,,,0,9,534,,99.9,0.0,0,0,0,2,27,12,2.2,3608,7.0,3,65.6,154,164,11.8,0.0,3,11,6.5,54.3,89,181,11.9,181,26.0,12,60,,,,,70.2,77.5,82.9,75.5,,63.9,4,8,185,8.8,66.9,8.8,16,1,0,3,6,7,3.8,1092,6.7
Drew Brees,802,QB,NO,16,685,81.8,176,193,7.9,0.0,4,13,6.5,68.4,132,72,8.3,208,30.4,12,66,,,,,66.4,81.5,83.5,79.6,,,1,4,216,20.8,93.8,7.2,15,0,0,12,8,6,2.8,1370,7.1,0,20,80.8,86.8,87.0,33.2,76.0,445,465,8.0,0.0,6,29,6.0,68.0,316,117,6.5,477,69.6,22,170,,,,,82.5,87.5,86.8,85.3,,54.5,1,18,495,8.5,89.6,2.1,10,2,3,10,25,14,2.8,3250,7.0,80.7,477,495,7.5,0.0,10,28,5.5,72.3,358,0,7.0,496,72.4,27,184,,,,,85.9,92.8,86.9,91.7,,58.3,0,13,512,,100.0,0.0,0,1,3,5,27,9,1.8,3609,7.3,4,67.4,144,163,9.4,0.0,0,14,8.1,55.2,90,189,7.2,189,27.6,7,52,,,,,58.8,58.7,83.2,58.8,,58.3,2,9,199,13.2,63.2,13.2,25,1,0,17,6,11,5.5,1011,6.2
Sam Bradford,5526,QB,SL,16,640,70.2,181,212,6.6,0.0,11,13,5.8,55.7,118,109,7.1,234,36.6,9,77,,,,,60.4,69.4,84.0,68.5,,60.8,12,2,246,16.5,83.1,7.7,18,4,0,8,8,8,3.3,1323,6.2,0,26,74.6,65.3,65.7,41.0,74.3,354,378,6.9,0.0,6,11,2.8,62.4,236,110,10.3,406,63.4,27,107,,,,,86.4,63.1,86.2,62.6,,60.0,5,13,427,14.5,72.8,3.9,16,12,3,10,10,14,3.3,2198,5.8,76.8,400,416,6.7,0.0,10,14,3.2,67.1,279,0,9.1,421,65.8,28,139,,,,,91.4,78.0,86.3,76.5,,59.8,0,8,439,,88.3,0.0,0,5,3,3,14,10,2.3,2711,6.5,2,61.5,135,174,7.2,0.0,7,10,5.3,43.1,75,219,9.6,219,34.2,8,45,,,,,42.4,44.2,83.8,44.3,,60.6,17,7,234,15.5,48.3,15.5,34,11,0,15,4,12,5.1,810,4.7
Carson Palmer,1317,QB,CIN,16,621,71.5,186,201,9.3,0.0,4,11,5.1,60.2,121,77,9.0,216,34.8,12,75,,,,,90.2,80.2,83.8,78.2,,62.9,4,4,232,16.9,94.3,6.0,13,2,0,7,12,6,2.6,1469,7.3,0,7,74.7,72.0,75.4,27.8,71.4,364,385,8.8,0.0,7,18,4.5,62.6,241,96,7.3,405,65.2,19,133,,,,,75.9,69.6,60.6,70.0,,43.1,1,15,423,13.5,77.2,3.2,13,7,2,11,14,21,5.0,2501,6.5,73.8,423,443,8.7,0.0,9,21,4.5,64.8,287,0,8.0,448,72.1,25,162,,,,,78.6,77.6,86.6,77.5,,29.2,0,14,470,,88.4,0.0,0,5,2,9,21,19,4.0,3160,7.1,4,63.8,127,143,9.6,0.0,2,8,5.2,52.4,75,173,7.4,173,27.9,6,46,,,,,89.4,66.0,31.7,64.3,,77.8,5,5,185,15.0,66.5,15.0,26,4,0,9,5,8,4.3,810,5.7
Matt Ryan,4317,QB,ATL,16,616,70.7,191,202,9.0,0.0,4,17,7.8,63.9,129,73,4.4,211,34.3,6,79,,,,,74.8,90.1,83.7,88.2,,56.9,4,4,228,8.2,97.8,2.8,6,3,0,3,12,3,1.3,1502,7.4,0,2,80.2,85.0,86.5,38.0,72.2,345,369,8.5,0.0,1,18,4.6,61.8,228,119,8.4,405,65.7,21,125,,,,,76.4,79.3,86.2,79.2,,49.7,5,5,432,14.3,87.3,4.2,17,19,1,17,16,8,1.9,2203,6.0,75.4,394,407,8.0,0.0,5,19,4.4,66.8,272,0,8.4,424,68.8,25,157,,,,,87.5,90.7,86.4,90.4,,46.3,0,8,453,,93.0,0.2,1,16,1,7,18,6,1.3,2801,6.9,2,61.3,142,164,10.7,0.0,0,16,9.1,51.8,85,192,2.3,192,31.2,2,47,,,,,55.2,68.0,83.3,67.3,,60.5,9,1,207,11.5,86.0,11.5,22,6,0,13,10,5,2.4,904,5.5
Matt Schaub,1811,QB,HST,16,611,73.1,175,192,8.1,0.0,4,4,2.0,60.4,116,78,9.4,206,33.7,12,76,,,,,73.2,75.2,38.7,74.3,,,5,4,217,17.9,85.5,6.8,14,0,0,8,5,7,3.2,1526,7.9,0,13,73.6,84.5,84.1,43.1,76.4,348,382,7.9,0.0,6,22,5.4,65.2,249,107,6.4,405,66.3,17,149,,,,,69.0,87.0,86.2,84.6,,63.8,7,8,428,16.8,95.3,4.4,18,5,4,17,19,8,1.9,2846,7.5,80.0,400,421,7.7,0.0,8,20,4.5,70.3,296,0,7.5,426,69.7,24,183,,,,,91.4,93.1,62.1,92.0,,63.8,0,7,450,,104.2,0.0,0,5,4,9,19,5,1.1,3574,8.5,1,60.2,123,153,8.8,0.0,2,6,3.7,45.1,69,185,6.8,185,30.3,5,42,,,,,28.2,48.8,83.1,49.3,,,12,5,195,17.3,58.7,17.3,32,0,0,16,5,10,5.1,798,5.2
Philip Rivers,1725,QB,SD,16,591,66.2,142,154,10.7,0.0,1,11,6.7,57.8,89,74,5.3,171,28.9,5,73,,,,,89.2,83.4,82.8,81.2,,62.5,5,6,180,20.3,85.2,8.8,15,2,0,6,6,3,1.7,1413,9.2,0,27,67.1,91.6,92.8,32.1,79.2,360,387,8.2,0.0,6,24,6.0,69.3,268,132,6.0,420,71.1,17,167,,,,,76.5,94.3,61.2,93.2,57.6,70.0,3,7,432,17.4,108.4,5.5,23,10,1,17,24,7,1.6,3297,8.5,78.2,367,378,8.5,0.0,7,22,5.7,71.7,271,0,5.6,385,65.1,16,186,,,,,91.2,97.0,85.9,95.6,57.6,69.7,0,8,396,,113.7,0.0,0,7,1,3,24,4,1.0,3585,9.5,13,68.1,135,163,10.1,0.0,0,13,7.6,52.8,86,206,6.5,206,34.9,6,54,,,,,56.8,67.5,38.5,66.9,,65.0,8,5,216,18.4,74.3,18.4,38,5,0,20,6,6,2.8,1125,6.9
Eli Manning,1722,QB,NYG,16,565,70.0,170,183,10.6,0.0,5,18,9.2,57.9,106,70,10.9,194,34.3,13,73,,,,,60.5,76.1,83.3,76.9,,33.4,1,6,207,10.0,91.2,3.6,7,4,0,7,12,8,3.9,1435,7.8,0,21,79.6,81.1,82.4,39.2,76.4,343,356,9.0,0.0,1,18,4.8,65.4,233,104,11.1,371,65.7,29,124,,,,,84.8,83.4,85.8,80.7,,73.7,4,19,390,8.7,82.2,2.4,9,6,1,7,19,15,3.8,2567,7.2,80.6,377,386,8.4,0.0,6,19,4.6,70.2,271,0,10.9,391,69.2,33,155,,,,,86.0,87.2,86.1,85.2,,55.4,0,16,415,,95.1,0.0,0,5,1,2,21,14,3.4,3114,8.1,4,56.6,136,153,12.6,0.0,0,17,10.6,44.4,68,174,11.7,174,30.8,9,42,,,,,56.0,68.3,82.8,68.1,,54.9,5,9,182,9.2,60.6,9.2,16,5,0,12,10,9,4.9,888,5.8
Aaron Rodgers,2241,QB,GB,15,549,74.3,179,188,9.8,0.0,1,16,8.1,63.3,119,53,10.5,204,37.2,14,83,,,,,90.1,86.4,83.4,82.2,,83.9,1,5,213,17.0,98.4,4.4,9,7,0,7,12,6,2.8,1507,8.0,0,12,84.3,88.1,88.8,58.7,76.7,270,287,9.5,0.0,5,26,8.6,67.2,193,99,6.8,345,62.8,14,123,,,,,83.5,88.5,56.2,86.4,,71.2,1,6,360,22.2,103.2,6.4,22,36,2,9,16,13,3.6,2428,8.5,78.9,360,369,8.9,0.0,6,29,7.6,70.5,260,0,8.5,397,72.3,24,163,,,,,85.7,91.8,86.0,91.1,,64.0,0,5,408,,113.6,0.3,1,27,2,1,24,11,2.7,3253,8.8,5,62.9,89,106,12.6,0.0,0,13,11.0,49.1,52,152,7.1,152,27.7,4,43,,,,,88.6,73.5,26.2,67.6,,87.6,2,6,165,19.7,58.8,19.7,30,16,0,15,4,8,4.8,682,6.4
Mark Sanchez,4928,QB,NYJ,15,545,63.7,182,195,11.0,0.0,6,13,6.4,52.8,103,67,11.2,211,38.7,13,71,,,,,45.6,75.0,83.6,74.2,,55.7,4,3,220,14.9,84.6,4.7,10,6,0,3,10,9,4.1,1301,6.7,0,22,69.9,70.0,70.3,48.8,69.2,289,311,8.8,0.0,9,12,3.7,56.3,175,85,12.5,334,61.3,25,98,,,,,82.7,64.8,57.0,64.6,59.1,59.0,1,10,346,20.0,69.7,5.1,17,6,5,7,7,15,4.3,1990,6.4,72.3,365,386,8.8,0.0,15,17,4.3,60.4,233,0,11.7,393,72.1,31,137,,,,,91.2,79.1,86.0,78.8,59.1,42.2,0,9,402,,82.3,0.0,0,7,5,1,12,16,4.0,2709,7.0,3,49.1,106,120,12.5,0.0,0,8,6.1,37.5,45,152,13.5,152,27.9,7,32,,,,,26.7,49.3,29.5,48.4,,76.6,5,4,164,17.8,53.5,17.8,27,5,0,9,5,8,4.9,582,4.9
