player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
D.J. Humphries,9457,T,ARZ,12,100.0,1,1,67.7,61.0,76.1,7,30,541,100.0,100.0,94.9,6,46,9,893,0,0,142,893,586,586,0,750,307,0
A.Q. Shipley,5150,C,ARZ,12,100.0,1,1,73.3,76.6,72.5,5,9,541,100.0,100.0,98.3,5,16,2,889,889,0,0,889,586,586,0,0,303,0
Donovan Smith,9467,T,TB,12,100.0,0,30,61.9,59.4,65.4,13,35,492,100.0,100.0,94.7,10,50,2,884,0,0,884,884,542,542,0,0,342,0
Ali Marpet,9494,G,TB,12,100.0,1,30,78.4,82.2,75.2,3,13,492,100.0,100.0,98.0,5,18,2,884,0,0,0,884,542,542,884,0,342,0
Demar Dotson,5410,T,TB,12,100.0,1,30,73.8,71.0,77.5,7,22,492,100.0,100.0,96.6,12,31,2,879,0,0,0,879,542,542,0,879,337,0
Max Unger,4972,C,NO,12,100.0,0,20,73.4,82.9,66.9,1,5,517,100.0,100.0,99.4,1,6,0,857,857,0,0,857,551,551,0,0,306,0
Rodney Hudson,6207,C,OAK,12,100.0,1,23,80.4,86.7,80.1,0,8,481,100.0,100.0,99.2,7,8,0,849,849,0,0,849,528,528,0,0,321,0
Jermey Parnell,5426,T,JAX,12,100.0,2,15,67.2,70.2,62.1,4,24,539,100.0,100.0,96.8,9,31,3,849,0,0,0,849,577,577,0,849,272,0
A.J. Cann,9500,G,JAX,12,100.0,1,15,68.2,75.4,61.5,2,19,539,100.0,100.0,97.5,5,24,3,849,0,0,0,849,577,577,849,0,272,0
Gabe Jackson,8716,G,OAK,12,100.0,2,23,70.2,76.9,65.4,5,15,480,100.0,100.0,97.9,6,20,0,848,0,0,0,848,527,527,848,0,321,0
Kelechi Osemele,7062,G,OAK,12,100.0,0,23,88.2,84.4,85.7,1,6,479,100.0,100.0,99.3,6,7,0,847,0,822,25,847,526,526,0,0,321,0
Donald Penn,3459,T,OAK,12,99.9,1,23,90.5,84.4,90.8,2,17,479,99.8,99.8,98.0,10,19,0,846,0,0,821,847,526,527,0,24,320,2
Jahri Evans,3053,G,NO,12,100.0,1,20,66.0,76.1,58.3,3,13,507,100.0,100.0,98.2,6,17,1,843,0,0,0,843,541,541,843,0,302,0
Jeremy Zuttah,4397,C,BLT,12,100.0,0,3,73.5,79.0,68.7,1,18,523,100.0,100.0,97.6,5,22,3,841,841,0,0,841,568,568,0,0,273,0
Jason Kelce,6343,C,PHI,12,100.0,1,24,61.5,47.3,69.2,4,16,492,100.0,100.0,97.8,8,21,1,834,834,0,0,834,522,522,0,0,312,0
Joe Thuney,10712,G,NE,12,99.9,0,19,63.0,69.2,63.5,7,25,456,99.8,99.8,96.1,7,34,2,832,0,831,0,833,492,493,0,0,340,2
Lane Taylor,8365,G,GB,12,100.0,1,12,70.3,76.4,63.3,1,20,543,100.0,100.0,97.9,3,22,1,832,0,832,0,832,581,581,0,0,251,0
Zach Strief,3155,T,NO,12,100.0,2,20,78.0,77.1,72.0,5,13,495,100.0,100.0,98.0,3,19,1,830,0,0,0,830,528,528,0,827,302,3
David Andrews,9948,C,NE,12,100.0,0,19,66.5,70.6,63.3,5,11,456,100.0,100.0,98.2,4,16,0,829,829,0,0,829,492,492,0,0,337,0
Kevin Zeitler,7032,G,CIN,12,100.0,0,7,81.6,85.1,77.2,3,10,489,100.0,100.0,98.5,5,14,1,827,0,1,0,827,520,520,826,0,307,0
Xavier Su'a-Filo,8668,G,HST,12,100.0,0,13,68.5,65.3,68.2,6,18,471,100.0,100.0,96.6,2,28,4,827,0,827,0,827,496,496,0,0,331,0
Andrew Norwell,9126,G,CAR,12,100.0,0,5,71.8,79.1,64.8,2,14,453,100.0,100.0,98.0,4,17,1,827,0,826,0,827,494,494,0,1,333,0
Mike Remmers,7431,T,CAR,12,100.0,4,5,67.0,67.5,67.4,3,30,452,100.0,100.0,95.0,12,39,6,825,0,0,574,825,493,493,0,227,332,24
Greg Mancz,10019,C,HST,12,100.0,0,13,73.0,83.7,66.2,4,9,469,100.0,100.0,98.4,1,14,1,825,825,0,0,825,494,494,0,0,331,0
Bryan Bulaga,5548,T,GB,12,100.0,0,12,77.8,84.4,61.5,2,17,534,100.0,100.0,97.7,3,22,3,820,0,0,0,820,572,572,0,820,248,0
Trai Turner,8727,G,CAR,12,100.0,2,5,64.3,68.4,65.9,2,20,449,100.0,100.0,97.1,8,24,2,820,0,0,1,820,489,489,721,98,331,0
Anthony Castonzo,6174,T,IND,12,100.0,0,14,80.7,77.2,75.5,7,29,515,100.0,100.0,95.5,3,41,5,817,0,0,816,817,553,553,0,0,264,1
Clint Boling,6253,G,CIN,12,100.0,0,7,66.0,78.4,57.1,2,16,486,100.0,100.0,97.5,2,21,3,813,0,808,0,813,517,517,0,4,296,0
Matt Slauson,5117,C,SD,12,100.0,0,27,72.2,74.2,69.3,5,17,461,100.0,100.0,97.6,1,22,0,812,811,0,0,812,494,494,0,0,318,0
Michael Schofield III,8730,G,DEN,12,100.0,2,10,70.4,71.5,65.9,4,18,459,100.0,100.0,97.2,6,24,2,812,0,0,13,812,493,493,707,92,319,0
Matt Paradis,8841,C,DEN,12,100.0,0,10,90.8,86.5,90.1,0,7,459,100.0,100.0,99.0,3,8,1,812,812,0,0,812,493,493,0,0,319,0
Max Garcia,9566,G,DEN,12,100.0,1,10,69.8,65.7,67.4,4,17,459,100.0,100.0,96.8,3,25,4,812,0,812,0,812,493,493,0,0,319,0
Brandon Scherff,9438,G,WAS,12,100.0,0,32,80.0,76.7,79.5,7,16,482,100.0,100.0,97.6,6,23,0,811,0,0,0,811,517,517,811,0,294,0
Doug Free,3738,T,DAL,12,100.0,0,9,64.9,64.4,61.2,5,24,398,100.0,100.0,94.6,4,36,7,805,0,0,0,805,420,420,0,805,385,0
