player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Julius Peppers,1010,ED,GB,15,3,2,50.0,0,2,12,59.8,73.5,65.4,75.7,59.7,59.8,4,23,0,5,16.7,3,1,2,56.3,1,8,11,0,18,549,536,2,61,400,73,0,13,369,162,2,16,12,2,35,0,5,9,5.0
Dwight Freeney,1019,ED,ATL,14,1,0,,0,0,2,60.0,64.8,89.9,64.3,51.0,42.4,5,35,0,,33.3,2,0,1,0.0,0,4,0,0,1,383,383,0,4,366,13,0,0,320,62,0,5,3,0,44,0,0,0,
James Harrison,1251,ED,PIT,15,10,0,85.7,0,2,25,74.9,85.2,87.2,80.2,73.7,82.3,5,28,1,18,6.1,3,0,0,62.2,12,5,94,1,140,587,473,0,0,473,0,0,114,249,198,18,25,36,14,38,0,85,38,7.1
Terence Newman,1321,CB,MIN,14,2,0,51.8,0,0,18,82.7,82.3,86.4,53.9,72.5,70.0,0,0,1,24,9.5,4,7,4,62.0,29,0,53,578,439,717,10,0,0,10,0,0,707,4,274,76,13,36,56,0,1,245,31,8.4
Terrell Suggs,1326,ED,BLT,14,6,3,100.0,1,3,3,58.9,69.3,30.6,68.6,70.9,60.6,11,25,0,1,10.3,3,0,5,79.2,1,8,9,0,10,657,648,0,0,641,7,0,9,436,211,0,24,20,1,44,0,1,1,1.0
Robert Mathis,1447,ED,IND,13,2,0,100.0,0,2,14,50.5,50.7,88.9,57.4,40.6,46.0,1,19,0,14,16.7,3,0,0,101.0,4,4,3,0,29,496,487,0,1,486,0,0,9,319,148,6,12,13,4,24,0,33,6,8.3
Cullen Jenkins,1637,DI,WAS,14,1,0,,0,0,32,57.2,58.0,63.2,62.1,55.2,60.1,1,8,0,,6.3,1,0,1,0.0,0,0,0,0,2,286,284,57,166,20,41,0,2,176,108,0,11,14,0,9,0,0,0,
Larry Fitzgerald,1724,WR,ARZ,1,0,0,,0,0,1,60.0,60.0,62.9,,,,0,0,0,,,0,0,1,0.0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
DeAngelo Hall,1729,S,WAS,3,0,0,85.7,0,0,32,53.2,55.4,79.3,54.9,64.9,57.1,0,0,0,29,14.3,2,1,0,113.7,6,0,40,0,90,166,3,0,0,3,0,109,163,3,73,14,3,12,7,0,0,79,48,13.2
Vince Wilfork,1742,DI,HST,14,5,0,,0,0,13,59.5,57.6,59.7,58.4,58.3,77.0,3,10,0,,3.8,1,0,2,0.0,0,0,0,0,1,491,491,231,249,0,11,0,0,245,245,0,17,20,0,13,0,0,0,
Karlos Dansby,1754,LB,CIN,15,15,1,80.8,2,0,7,57.6,61.8,61.8,58.9,67.2,67.0,2,3,0,44,10.6,11,2,3,115.9,42,0,550,4,389,718,92,0,0,92,0,5,626,53,276,67,41,78,52,5,2,454,261,10.8
Daryl Smith,1760,LB,TB,15,3,0,91.7,0,0,30,60.1,56.3,84.9,52.6,53.9,63.6,0,5,1,33,11.1,3,0,0,84.0,11,0,205,4,163,448,186,0,1,185,0,0,262,59,226,53,11,21,12,5,0,158,102,14.4
Antonio Smith,1856,DI,HST,12,1,0,,0,0,13,,49.8,30.2,58.6,46.7,71.5,4,10,0,,20.0,1,0,2,0.0,0,1,0,0,0,219,219,85,110,2,22,0,0,177,42,0,2,3,0,15,0,0,0,
Mike Adams,1972,S,IND,14,7,0,77.8,0,2,14,72.4,78.5,89.1,60.3,89.1,83.7,2,0,2,34,8.1,6,0,0,89.7,21,0,219,18,549,924,31,0,0,31,0,562,893,24,351,92,12,61,27,2,2,189,79,9.0
Adam Jones,2223,CB,CIN,15,3,0,66.7,1,1,7,70.7,69.9,27.6,54.0,71.0,52.0,0,1,1,41,17.1,12,5,8,92.0,50,0,44,911,624,997,17,0,0,17,0,0,980,2,371,25,10,55,75,1,3,478,181,9.6
