player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Julius Peppers,1010,ED,GB,14,3,2,50.0,0,2,12,58.8,74.4,63.5,76.5,61.4,58.1,4,22,0,5,18.8,3,1,2,56.3,1,8,9,0,16,507,496,2,52,377,65,0,11,336,155,2,15,10,2,34,0,5,9,5.0
Dwight Freeney,1019,ED,ATL,13,1,0,,0,0,2,60.0,65.4,89.7,65.3,49.8,42.4,5,33,0,,33.3,2,0,1,0.0,0,4,0,0,1,358,358,0,4,342,12,0,0,300,57,0,5,3,0,42,0,0,0,
James Harrison,1251,ED,PIT,14,8,0,83.3,0,2,25,70.8,83.0,86.7,82.1,69.4,78.8,5,23,1,18,7.9,3,0,0,59.4,10,5,83,0,122,512,415,0,0,415,0,0,97,218,172,14,19,27,12,33,0,79,30,7.9
Terence Newman,1321,CB,MIN,13,2,0,50.9,0,0,18,82.9,82.0,86.1,53.9,70.2,68.2,0,0,1,24,10.3,4,7,4,60.7,27,0,52,544,413,679,9,0,0,9,0,0,670,4,262,74,12,33,53,0,1,225,29,8.3
Terrell Suggs,1326,ED,BLT,13,6,3,100.0,1,3,3,58.9,72.6,27.7,70.4,75.5,60.6,11,25,0,1,10.3,3,0,5,79.2,1,8,8,0,10,615,607,0,0,600,7,0,8,412,193,0,24,20,1,44,0,1,1,1.0
Robert Mathis,1447,ED,IND,12,2,0,100.0,0,2,14,49.9,52.1,88.7,57.7,43.5,46.0,1,19,0,14,16.7,3,0,0,101.0,4,4,3,0,28,466,457,0,1,456,0,0,9,304,134,6,12,13,4,24,0,33,6,8.3
Cullen Jenkins,1637,DI,WAS,13,1,0,,0,0,32,57.2,60.7,61.2,62.7,59.2,58.9,1,7,0,,6.7,1,0,1,0.0,0,0,0,0,2,261,259,52,152,20,35,0,2,160,99,0,10,13,0,8,0,0,0,
Larry Fitzgerald,1724,WR,ARZ,1,0,0,,0,0,1,60.0,60.0,62.9,,,,0,0,0,,,0,0,1,0.0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
DeAngelo Hall,1729,S,WAS,3,0,0,85.7,0,0,32,53.2,55.4,79.3,54.9,64.9,57.1,0,0,0,29,14.3,2,1,0,113.7,6,0,40,0,90,166,3,0,0,3,0,109,163,3,73,14,3,12,7,0,0,79,48,13.2
Vince Wilfork,1742,DI,HST,13,5,0,,0,0,13,59.5,55.7,57.6,58.7,55.9,76.5,3,9,0,,4.3,1,0,2,0.0,0,0,0,0,1,457,457,215,233,0,9,0,0,225,231,0,14,17,0,12,0,0,0,
