player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Ryan Kelly,10652,C,IND,5,0,14,77.1,2,2,261,100.0,100.0,98.9,0,5,1,277,277,72.3,1,2,122,100.0,100.0,98.0,4,1,132,132
Matt Slauson,5117,G,IND,5,0,14,79.0,3,4,261,100.0,100.0,98.7,0,7,0,277,277,75.3,3,3,122,100.0,100.0,97.5,6,0,132,132
Quenton Nelson,12954,G,IND,5,0,14,74.3,2,9,261,100.0,100.0,97.1,2,13,2,277,277,67.2,1,4,122,100.0,100.0,96.3,7,2,132,132
David Bakhtiari,7891,T,GB,5,0,12,92.3,1,5,244,100.0,100.0,98.4,0,7,1,261,261,90.7,1,4,115,100.0,100.0,97.8,5,0,126,126
Lane Taylor,8365,G,GB,5,0,12,74.7,2,6,244,100.0,100.0,96.7,1,12,4,261,261,64.9,2,6,115,100.0,100.0,93.9,11,3,126,126
Corey Linsley,8796,C,GB,5,0,12,87.5,1,1,243,100.0,100.0,99.2,0,3,1,260,260,82.0,0,1,115,100.0,100.0,98.7,2,1,126,126
Matt Skura,11102,C,BLT,5,0,3,74.8,0,8,244,100.0,100.0,98.0,0,9,1,260,260,68.1,0,4,108,100.0,100.0,98.1,4,0,116,116
Alex Lewis,10764,G,BLT,5,0,3,61.5,3,8,244,100.0,100.0,96.5,0,14,3,260,260,42.1,2,6,108,100.0,100.0,93.5,11,3,116,116
Mike Remmers,7431,G,MIN,5,1,18,53.5,3,18,252,100.0,100.0,94.6,1,24,3,258,258,44.3,3,12,113,100.0,100.0,90.7,18,3,116,116
Tom Compton,7181,G,MIN,5,0,18,58.0,0,11,252,100.0,100.0,96.6,0,14,3,258,258,47.2,0,10,113,100.0,100.0,93.8,12,2,116,116
James Hurst,9001,T,BLT,5,0,3,69.4,2,12,239,100.0,100.0,97.1,0,14,0,255,255,58.5,2,10,105,100.0,100.0,94.3,12,0,113,113
