player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Antonio Brown,5718,WR,PIT,15,11.6,14,63.4,19.2,5,26,0,1.0,1,64,25,0,91.3,84.1,79.3,,79.0,0.0,0,11,78,0.0,0,716,3,104,93.6,670,20.5,147,90.4,164,15,79.5,569,1297,494,4.8,12.5,1.94
Davante Adams,8688,WR,GB,15,11.7,9,68.5,30.0,6,20,0,4.3,5,64,12,0,85.1,84.3,87.8,,87.5,0.0,0,0,57,0.0,0,695,2,111,94.0,653,20.7,144,121.6,162,13,79.1,550,1386,477,4.3,12.5,2.12
Julio Jones,6158,WR,ATL,15,14.3,10,68.0,52.8,19,36,0,7.1,8,72,2,2,68.6,35.3,90.3,,90.1,0.0,0,3,58,0.0,0,567,0,104,94.2,534,21.2,120,107.7,153,7,78.8,447,1539,430,4.1,14.8,2.88
JuJu Smith-Schuster,11817,WR,PIT,15,9.2,4,70.2,55.3,21,38,0,4.5,5,65,25,1,83.2,59.6,82.7,,82.2,0.0,0,3,97,0.0,0,682,2,106,93.7,639,63.0,430,103.9,151,6,37.0,252,1389,627,5.9,13.1,2.17
Zach Ertz,7816,TE,PHI,15,7.5,2,75.3,39.3,11,28,1,5.0,6,66,24,1,79.9,60.2,76.6,70.6,80.0,30.7,193,4,34,7.0,44,628,4,113,87.4,549,49.8,313,103.4,150,8,18.9,119,1148,364,3.2,10.2,2.09
Adam Thielen,8288,WR,MIN,15,9.9,6,75.9,38.9,7,18,0,4.3,5,72,18,1,89.4,62.1,89.9,77.7,89.9,0.9,6,3,68,0.5,3,655,1,110,94.8,621,56.2,368,115.7,145,9,42.9,281,1335,412,3.7,12.1,2.15
DeAndre Hopkins,7808,WR,HST,15,12.5,9,71.5,59.0,23,39,1,0.0,0,74,13,2,91.8,36.2,92.0,,92.1,0.0,0,3,49,0.0,0,630,2,103,93.0,586,20.3,128,119.7,144,11,79.7,502,1425,329,3.2,13.8,2.43
Michael Thomas,10681,WR,NO,15,7.9,17,86.3,55.6,15,27,2,2.4,3,73,20,2,90.8,40.5,91.4,64.9,91.8,0.2,1,1,72,0.2,1,536,6,120,93.8,503,31.2,167,126.5,139,9,68.7,368,1376,495,4.1,11.5,2.74
Stefon Diggs,9579,WR,MIN,14,10.3,12,71.8,63.6,14,22,0,1.1,1,46,18,0,91.0,84.0,80.7,66.3,80.8,0.5,3,2,75,0.2,1,584,4,94,95.4,557,22.8,133,106.9,131,8,76.2,445,974,419,4.5,10.4,1.75
Travis Kelce,7844,TE,KC,15,9.4,9,75.4,62.5,15,24,0,6.7,7,64,16,2,63.1,32.6,87.6,71.6,90.1,35.5,227,3,43,6.4,41,639,6,98,86.9,555,43.2,276,121.8,130,10,20.8,133,1274,543,5.5,13.0,2.3
