player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Demar Dotson,5410,T,TB,9,2,30,78.7,1,12,434,100.0,100.0,98.3,2,14,1,459,459,77.9,1,9,228,100.0,100.0,97.4,11,1,244,244
Ali Marpet,9494,G,TB,9,0,30,79.3,7,9,434,100.0,100.0,97.9,0,17,1,459,459,82.1,4,7,228,100.0,100.0,97.6,11,0,244,244
Ryan Jensen,7985,C,TB,9,0,30,68.3,7,9,434,100.0,100.0,98.2,1,16,0,459,459,58.2,5,7,228,100.0,100.0,97.4,12,0,244,244
Donovan Smith,9467,T,TB,9,0,30,62.8,5,20,434,100.0,100.0,96.2,2,29,4,459,459,58.1,3,16,228,100.0,100.0,94.1,23,4,244,244
Kevin Zeitler,7032,G,CLV,10,1,8,90.9,1,5,426,100.0,100.0,98.8,1,8,2,458,458,81.9,1,5,182,100.0,100.0,97.8,7,1,193,193
Chris Hubbard,8051,T,CLV,10,1,8,71.7,2,22,426,100.0,100.0,95.8,2,30,6,458,458,69.6,2,11,182,100.0,100.0,93.7,18,5,193,193
J.C. Tretter,7904,C,CLV,10,1,8,84.6,1,7,426,100.0,100.0,98.6,1,10,2,458,458,76.8,1,4,182,100.0,100.0,98.1,6,1,193,193
Joel Bitonio,8670,G,CLV,10,0,8,86.9,0,8,426,100.0,100.0,99.1,0,8,0,458,458,76.4,0,7,182,100.0,100.0,98.1,7,0,193,193
Matt Skura,11102,C,BLT,9,0,3,67.1,3,14,411,100.0,100.0,97.7,1,18,1,441,441,61.2,2,7,190,100.0,100.0,97.6,9,0,207,207
Marshal Yanda,3702,G,BLT,9,0,3,81.8,3,7,406,100.0,100.0,98.8,0,10,0,436,436,67.5,2,6,187,100.0,100.0,97.9,8,0,204,204
David Bakhtiari,7891,T,GB,9,1,12,93.5,2,8,410,100.0,100.0,98.0,1,13,3,436,436,91.2,1,7,186,100.0,100.0,96.8,10,2,203,203
Lane Taylor,8365,G,GB,9,0,12,64.2,5,15,410,100.0,100.0,95.9,1,27,7,436,436,44.0,5,14,186,100.0,100.0,91.7,25,6,203,203
Corey Linsley,8796,C,GB,9,0,12,88.2,1,4,409,100.0,100.0,99.1,0,6,1,435,435,82.2,0,3,186,100.0,100.0,98.7,4,1,203,203
Jermey Parnell,5426,T,JAX,9,0,15,68.0,2,23,414,100.0,100.0,96.5,2,27,2,425,425,65.6,2,18,212,100.0,100.0,94.8,21,1,217,217
Andrew Norwell,9126,G,JAX,9,0,15,81.0,1,9,414,100.0,100.0,98.3,2,12,2,425,425,78.4,0,7,212,100.0,100.0,97.4,9,2,217,217
Jake Matthews,8641,T,ATL,9,0,2,86.4,4,9,396,100.0,100.0,97.9,0,15,2,421,421,80.4,2,6,153,100.0,100.0,96.7,9,1,167,167
Ryan Schraeder,8496,T,ATL,9,0,2,64.7,8,10,396,100.0,100.0,96.7,0,22,4,421,421,60.5,4,6,153,100.0,100.0,94.8,13,3,167,167
Alex Mack,4944,C,ATL,9,0,2,73.8,3,3,396,100.0,100.0,98.5,0,9,3,421,421,69.0,3,1,153,100.0,100.0,97.4,6,2,167,167
Ramon Foster,5229,G,PIT,9,0,25,83.8,0,15,393,100.0,100.0,97.8,0,16,1,420,420,78.3,0,10,169,100.0,100.0,96.4,11,1,182,182
Alejandro Villanueva,9091,T,PIT,9,1,25,81.1,1,3,393,100.0,100.0,98.7,3,7,3,420,420,75.2,1,2,169,100.0,100.0,97.9,5,2,182,182
Mike Remmers,7431,G,MIN,9,1,18,56.1,3,24,400,100.0,100.0,95.9,2,30,3,418,418,50.3,3,17,176,100.0,100.0,92.6,23,3,185,185
Quenton Nelson,12954,G,IND,9,0,14,76.8,3,10,391,100.0,100.0,97.8,3,15,2,417,417,70.6,2,5,178,100.0,100.0,96.9,9,2,191,191
Maurkice Pouncey,5543,C,PIT,9,0,25,70.4,1,10,389,100.0,100.0,98.3,0,12,1,416,416,81.0,0,6,168,100.0,100.0,97.6,7,1,181,181
Brandon Brooks,7078,G,PHI,9,0,24,82.5,2,7,391,100.0,100.0,98.8,2,9,0,415,415,70.4,1,7,159,100.0,100.0,97.5,8,0,172,172
Jason Kelce,6343,C,PHI,9,0,24,88.1,1,5,391,100.0,100.0,99.2,0,6,0,415,415,85.6,0,3,160,100.0,100.0,99.1,3,0,173,173
