player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Julius Peppers,1010,ED,CAR,9,1,3,50.0,1,2,5,71.0,78.2,48.7,69.5,73.4,77.3,4,12,0,18,0.0,0,1,2,81.3,1,3,1,0,10,291,290,0,9,269,12,0,1,206,75,0,7,5,2,19,0,18,11,18.0
Terrell Suggs,1326,ED,BLT,9,3,3,60.0,1,1,3,52.2,63.0,35.1,67.9,61.8,59.9,2,17,0,15,16.7,3,0,3,75.4,3,6,2,1,38,398,393,0,0,389,4,0,5,230,130,2,15,12,5,25,0,28,25,9.3
Mike Adams,1972,S,CAR,9,9,0,74.1,0,0,5,54.8,57.3,54.1,71.8,60.7,70.5,2,4,3,33,7.8,4,2,1,93.8,20,0,153,9,352,563,71,0,0,71,0,248,492,25,186,82,13,38,27,6,2,291,100,14.6
Adam Jones,2223,CB,DEN,5,1,0,64.3,0,0,10,65.2,66.4,81.1,,67.8,44.0,0,0,1,30,23.1,3,2,1,48.5,9,0,8,129,99,143,0,0,0,0,0,0,143,0,44,6,2,9,14,0,0,76,48,8.4
Thomas Davis Sr.,2231,LB,CAR,5,5,0,60.0,0,0,5,75.6,75.5,82.1,80.9,59.1,52.8,2,4,0,21,14.8,4,4,0,97.1,12,0,197,8,142,261,38,0,0,38,0,0,223,27,92,18,9,18,20,6,1,136,108,11.3
Derrick Johnson,2232,LB,OAK,6,1,0,100.0,0,0,23,68.6,65.2,79.6,46.7,60.1,42.6,0,1,0,11,21.1,4,0,0,106.9,3,0,130,3,89,152,2,0,0,2,0,3,150,12,51,14,6,14,3,1,0,29,3,9.7
Lorenzo Alexander,2476,LB,BUF,10,7,2,77.8,0,1,4,83.2,85.6,86.3,70.7,78.0,81.0,2,20,1,22,3.4,1,1,0,49.8,7,5,119,0,53,343,216,0,1,215,0,0,127,168,122,8,16,21,9,27,0,49,42,7.0
Haloti Ngata,2957,DI,PHI,6,1,0,,0,0,24,59.7,57.4,82.1,52.0,61.8,40.3,1,2,0,,12.5,1,0,0,0.0,0,1,0,0,1,180,180,1,165,1,13,0,0,109,70,0,6,6,0,4,0,0,0,
Johnathan Joseph,2969,CB,HST,8,2,0,55.2,0,0,13,78.8,77.5,85.7,,59.9,43.7,0,0,1,42,17.1,7,4,1,74.7,32,0,33,418,302,474,1,0,0,1,0,0,473,0,172,22,11,32,58,0,1,391,131,12.2
Frostee Rucker,3036,ED,OAK,8,2,1,,0,0,23,60.4,66.5,87.9,54.1,69.6,49.1,3,5,0,,19.0,4,0,0,0.0,0,0,0,0,2,285,285,1,13,246,25,0,0,121,162,0,10,15,0,8,0,0,0,
