player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Donovan Smith,9467,T,TB,11,0,30,66.8,5,22,522,100.0,100.0,96.6,2,31,4,552,552,61.0,3,18,274,100.0,100.0,94.7,25,4,293,293
Ali Marpet,9494,G,TB,11,0,30,80.9,8,11,522,100.0,100.0,97.8,0,21,2,552,552,81.7,5,9,274,100.0,100.0,97.1,15,1,293,293
Ryan Jensen,7985,C,TB,11,0,30,71.5,8,10,522,100.0,100.0,98.3,2,18,0,552,552,62.1,6,7,274,100.0,100.0,97.6,13,0,293,293
Ramon Foster,5229,G,PIT,11,0,25,83.3,1,16,503,100.0,100.0,98.1,0,18,1,540,540,77.1,1,11,218,100.0,100.0,96.8,13,1,236,236
Alejandro Villanueva,9091,T,PIT,11,1,25,83.6,1,4,502,99.8,99.8,98.5,3,10,5,539,540,75.4,1,3,218,100.0,100.0,97.2,8,4,236,236
Maurkice Pouncey,5543,C,PIT,11,0,25,75.3,2,10,498,100.0,100.0,98.6,0,13,1,535,535,81.9,1,6,217,100.0,100.0,97.9,8,1,235,235
Demar Dotson,5410,T,TB,11,2,30,80.0,1,14,496,100.0,100.0,98.3,3,16,1,524,524,78.9,1,11,262,100.0,100.0,97.3,13,1,280,280
Mike Remmers,7431,G,MIN,11,1,18,56.5,3,26,491,100.0,100.0,96.0,3,34,5,516,516,47.7,3,18,218,100.0,100.0,92.9,26,5,232,232
Ryan Schraeder,8496,T,ATL,11,0,2,62.2,9,12,488,100.0,100.0,96.4,0,28,7,514,514,55.9,4,7,188,100.0,100.0,93.9,17,6,203,203
Jake Matthews,8641,T,ATL,11,0,2,87.0,6,11,488,100.0,100.0,97.8,0,19,2,514,514,81.8,3,7,188,100.0,100.0,96.8,11,1,203,203
Alex Mack,4944,C,ATL,11,0,2,74.6,3,6,488,100.0,100.0,98.5,0,12,3,514,514,68.9,3,3,188,100.0,100.0,97.3,8,2,203,203
Corey Linsley,8796,C,GB,11,0,12,87.9,2,5,477,100.0,100.0,98.8,0,9,2,505,505,82.5,1,3,220,100.0,100.0,98.6,5,1,239,239
David Bakhtiari,7891,T,GB,11,1,12,92.6,2,11,468,100.0,100.0,97.8,1,17,4,496,496,90.1,1,9,213,100.0,100.0,96.2,13,3,232,232
Matt Skura,11102,C,BLT,11,0,3,68.0,3,14,462,100.0,100.0,97.9,1,18,1,494,494,61.3,2,7,210,100.0,100.0,97.9,9,0,227,227
Quenton Nelson,12954,G,IND,11,0,14,80.0,3,10,463,100.0,100.0,98.2,3,15,2,493,493,73.1,2,5,202,100.0,100.0,97.3,9,2,216,216
Lane Taylor,8365,G,GB,11,0,12,65.4,5,18,463,100.0,100.0,95.8,1,31,8,491,491,47.0,5,16,210,100.0,100.0,92.1,27,6,229,229
Marshal Yanda,3702,G,BLT,11,0,3,82.5,3,8,457,100.0,100.0,98.8,0,11,0,489,489,70.4,2,6,207,100.0,100.0,98.1,8,0,224,224
Kevin Zeitler,7032,G,CLV,11,1,8,91.5,1,5,453,100.0,100.0,98.9,1,8,2,488,488,82.9,1,5,192,100.0,100.0,97.9,7,1,204,204
Joel Bitonio,8670,G,CLV,11,0,8,87.4,0,9,453,100.0,100.0,99.0,0,9,0,488,488,77.6,0,7,192,100.0,100.0,98.2,7,0,204,204
Chris Hubbard,8051,T,CLV,11,1,8,72.1,2,23,453,100.0,100.0,95.9,2,31,6,488,488,70.9,2,11,192,100.0,100.0,94.0,18,5,204,204
J.C. Tretter,7904,C,CLV,11,1,8,81.9,1,8,453,100.0,100.0,98.6,1,11,2,488,488,74.7,1,5,192,100.0,100.0,97.9,7,1,204,204
Jermey Parnell,5426,T,JAX,11,0,15,70.2,2,24,471,100.0,100.0,96.6,2,29,3,487,487,68.0,2,19,249,100.0,100.0,95.0,23,2,255,255
Brandon Brooks,7078,G,PHI,11,0,24,84.7,2,7,456,100.0,100.0,99.0,2,9,0,485,485,73.4,1,7,186,100.0,100.0,97.8,8,0,201,201
Frank Ragnow,39137,G,DET,11,0,11,60.7,6,15,455,100.0,100.0,97.0,3,24,3,482,482,54.0,5,11,217,100.0,100.0,94.9,19,3,235,235
Graham Glasgow,10729,C,DET,11,2,11,75.7,3,14,455,100.0,100.0,98.1,2,17,0,482,482,66.7,2,11,217,100.0,100.0,97.0,13,0,235,235
Rick Wagner,7950,T,DET,11,0,11,74.5,2,21,455,100.0,100.0,95.7,0,31,8,482,482,72.3,1,13,217,100.0,100.0,94.0,20,6,235,235
Bobby Hart,9659,T,CIN,11,1,7,66.1,1,20,436,100.0,100.0,96.4,2,26,5,472,472,58.1,1,16,185,100.0,100.0,93.8,20,3,202,202
Andrew Norwell,9126,G,JAX,11,0,15,82.0,1,11,457,100.0,100.0,98.2,2,14,2,472,472,80.0,0,8,238,100.0,100.0,97.5,10,2,244,244
Taylor Decker,10650,T,DET,11,1,11,77.2,3,22,445,100.0,100.0,96.7,2,27,2,471,471,69.7,2,17,213,100.0,100.0,95.1,20,1,230,230
Mitchell Schwartz,7041,T,KC,11,1,16,85.4,3,6,431,100.0,100.0,98.7,2,10,1,466,466,81.0,1,5,154,100.0,100.0,97.4,7,1,174,174
Eric Fisher,7783,T,KC,11,0,16,66.3,4,26,431,100.0,100.0,95.8,3,33,3,466,466,42.5,4,20,154,100.0,100.0,90.3,27,3,174,174
Cam Erving,9452,G,KC,11,2,16,54.1,5,19,431,100.0,100.0,97.0,6,25,1,466,466,40.6,3,10,154,100.0,100.0,95.1,14,1,174,174
Nate Solder,6169,T,NYG,11,1,21,77.3,1,14,443,100.0,100.0,96.7,3,22,7,465,465,71.9,1,10,204,100.0,100.0,95.3,15,4,214,214
Will Hernandez,46180,G,NYG,11,0,21,72.3,0,15,443,100.0,100.0,97.2,0,20,5,465,465,66.9,0,11,204,100.0,100.0,95.8,14,3,214,214
Chase Roullier,11954,C,WAS,11,1,32,72.5,1,12,432,100.0,100.0,98.3,1,14,1,460,460,65.3,0,7,207,100.0,100.0,97.8,8,1,221,221
Wes Schweitzer,10829,G,ATL,10,0,2,74.3,1,11,433,100.0,100.0,98.2,0,14,2,456,456,67.5,1,7,170,100.0,100.0,97.1,9,1,184,184
Clint Boling,6253,G,CIN,11,1,7,77.5,0,17,419,100.0,100.0,97.3,1,20,3,454,454,64.0,0,13,179,100.0,100.0,94.7,16,3,196,196
Rodney Hudson,6207,C,OAK,11,0,23,90.2,1,2,426,100.0,100.0,99.6,0,3,0,454,454,84.8,1,1,192,100.0,100.0,99.5,2,0,204,204
Gabe Jackson,8716,G,OAK,11,2,23,75.1,1,14,426,100.0,100.0,97.1,5,20,5,454,454,65.3,0,11,192,100.0,100.0,95.1,15,4,204,204
