player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Matt Skura,11102,C,BLT,9,0,3,67.1,3,14,411,100.0,100.0,97.7,1,18,1,441,441,61.2,2,7,190,100.0,100.0,97.6,9,0,207,207
Marshal Yanda,3702,G,BLT,9,0,3,81.8,3,7,406,100.0,100.0,98.8,0,10,0,436,436,67.5,2,6,187,100.0,100.0,97.9,8,0,204,204
Kevin Zeitler,7032,G,CLV,9,1,8,92.3,1,3,402,100.0,100.0,99.0,1,6,2,433,433,86.4,1,3,178,100.0,100.0,98.3,5,1,189,189
Chris Hubbard,8051,T,CLV,9,1,8,73.4,2,19,402,100.0,100.0,95.9,2,27,6,433,433,69.1,2,11,178,100.0,100.0,93.5,18,5,189,189
J.C. Tretter,7904,C,CLV,9,1,8,83.6,1,7,402,100.0,100.0,98.5,1,10,2,433,433,76.4,1,4,178,100.0,100.0,98.0,6,1,189,189
Joel Bitonio,8670,G,CLV,9,0,8,86.0,0,8,402,100.0,100.0,99.0,0,8,0,433,433,75.9,0,7,178,100.0,100.0,98.0,7,0,189,189
Mike Remmers,7431,G,MIN,9,1,18,56.1,3,24,400,100.0,100.0,95.9,2,30,3,418,418,50.3,3,17,176,100.0,100.0,92.6,23,3,185,185
Ali Marpet,9494,G,TB,8,0,30,83.1,4,8,385,100.0,100.0,98.2,0,13,1,409,409,84.2,2,6,202,100.0,100.0,98.0,8,0,217,217
Ryan Jensen,7985,C,TB,8,0,30,66.7,7,8,385,100.0,100.0,98.1,1,15,0,409,409,57.0,5,6,202,100.0,100.0,97.3,11,0,217,217
Demar Dotson,5410,T,TB,8,2,30,77.6,1,11,385,100.0,100.0,98.2,2,13,1,409,409,77.2,1,8,202,100.0,100.0,97.3,10,1,217,217
Donovan Smith,9467,T,TB,8,0,30,65.0,4,17,385,100.0,100.0,96.5,2,24,3,409,409,61.6,3,14,202,100.0,100.0,94.3,20,3,217,217
Lane Taylor,8365,G,GB,8,0,12,61.6,5,14,377,100.0,100.0,95.6,1,26,7,400,400,41.9,5,13,176,100.0,100.0,91.5,24,6,191,191
David Bakhtiari,7891,T,GB,8,0,12,94.1,1,8,377,100.0,100.0,98.3,0,11,2,400,400,91.8,1,7,176,100.0,100.0,97.2,9,1,191,191
Corey Linsley,8796,C,GB,8,0,12,88.8,1,3,376,100.0,100.0,99.2,0,5,1,399,399,81.2,0,3,176,100.0,100.0,98.6,4,1,191,191
Ramon Foster,5229,G,PIT,8,0,25,83.7,0,14,363,100.0,100.0,97.8,0,15,1,390,390,79.2,0,9,158,100.0,100.0,96.5,10,1,171,171
Alejandro Villanueva,9091,T,PIT,8,1,25,80.3,1,3,363,100.0,100.0,98.6,3,7,3,390,390,73.4,1,2,158,100.0,100.0,97.8,5,2,171,171
Maurkice Pouncey,5543,C,PIT,8,0,25,68.5,1,10,362,100.0,100.0,98.2,0,12,1,389,389,80.0,0,6,157,100.0,100.0,97.5,7,1,170,170
Quenton Nelson,12954,G,IND,8,0,14,76.4,2,10,362,100.0,100.0,97.8,3,14,2,387,387,71.7,1,5,167,100.0,100.0,97.0,8,2,180,180
Desmond Harrison,15466,T,CLV,8,2,8,73.6,3,27,357,100.0,100.0,95.2,6,32,2,383,383,65.2,3,20,166,100.0,100.0,91.9,25,2,175,175
Ryan Kelly,10652,C,IND,8,1,14,79.2,2,3,357,100.0,100.0,99.0,1,6,1,382,382,74.8,1,2,165,100.0,100.0,98.5,4,1,178,178
Jermey Parnell,5426,T,JAX,8,0,15,67.9,2,20,373,100.0,100.0,96.5,2,24,2,381,381,66.0,2,16,197,100.0,100.0,94.9,19,1,201,201
Andrew Norwell,9126,G,JAX,8,0,15,79.5,1,8,373,100.0,100.0,98.3,2,11,2,381,381,77.8,0,6,197,100.0,100.0,97.5,8,2,201,201
Nick Martin,10684,C,HST,9,1,13,74.7,1,6,347,100.0,100.0,98.7,1,8,1,380,380,74.3,1,5,173,100.0,100.0,97.7,7,1,187,187
Garett Bolles,11775,T,DEN,9,1,10,66.4,4,15,349,100.0,100.0,96.7,6,21,2,375,375,54.9,3,12,138,100.0,100.0,93.8,16,1,150,150
Connor McGovern,10778,G,DEN,9,0,10,55.9,3,22,350,100.0,100.0,96.1,2,26,1,374,374,50.8,1,16,139,100.0,100.0,93.2,18,1,150,150
Dion Dawkins,11818,T,BUF,9,1,4,74.0,1,16,349,99.7,99.7,96.1,5,22,5,372,373,67.8,0,10,174,100.0,100.0,94.8,14,4,183,183
Cam Erving,9452,G,KC,9,2,16,59.2,5,12,342,100.0,100.0,97.5,5,17,0,371,371,43.6,3,8,120,100.0,100.0,95.4,11,0,137,137
Mitchell Schwartz,7041,T,KC,9,1,16,84.0,3,4,342,100.0,100.0,98.7,2,8,1,371,371,79.9,1,3,120,100.0,100.0,97.5,5,1,137,137
Eric Fisher,7783,T,KC,9,0,16,67.2,4,21,342,100.0,100.0,96.1,2,26,1,371,371,44.4,4,17,120,100.0,100.0,90.4,22,1,137,137
Ronnie Stanley,10640,T,BLT,8,0,3,84.5,2,9,347,100.0,100.0,98.1,0,12,1,370,370,79.7,2,6,154,100.0,100.0,96.8,9,1,168,168
Jason Kelce,6343,C,PHI,8,0,24,87.6,1,4,345,100.0,100.0,99.3,0,5,0,368,368,84.5,0,3,141,100.0,100.0,98.9,3,0,154,154
