player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Ryan Kelly,10652,C,IND,6,0,14,78.1,2,3,307,100.0,100.0,98.9,0,6,1,325,325,75.6,1,2,145,100.0,100.0,98.3,4,1,155,155
Quenton Nelson,12954,G,IND,6,0,14,74.5,2,9,307,100.0,100.0,97.6,2,13,2,325,325,71.7,1,4,145,100.0,100.0,96.9,7,2,155,155
Lane Taylor,8365,G,GB,6,0,12,70.9,3,10,296,100.0,100.0,96.5,1,17,4,315,315,57.5,3,9,138,100.0,100.0,93.5,15,3,150,150
David Bakhtiari,7891,T,GB,6,0,12,93.6,1,5,296,100.0,100.0,98.6,0,7,1,315,315,92.0,1,4,138,100.0,100.0,98.2,5,0,150,150
Corey Linsley,8796,C,GB,6,0,12,88.6,1,2,295,100.0,100.0,99.2,0,4,1,314,314,82.6,0,2,138,100.0,100.0,98.6,3,1,150,150
Matt Skura,11102,C,BLT,6,0,3,73.6,0,10,283,100.0,100.0,97.9,1,11,1,301,301,68.3,0,6,126,100.0,100.0,97.6,6,0,135,135
Tom Compton,7181,G,MIN,6,0,18,61.6,0,12,290,100.0,100.0,96.9,0,15,3,298,298,50.3,0,11,130,100.0,100.0,94.2,13,2,133,133
Ramon Foster,5229,G,PIT,6,0,25,78.7,0,14,276,100.0,100.0,97.1,0,15,1,298,298,73.3,0,9,122,100.0,100.0,95.5,10,1,132,132
Alejandro Villanueva,9091,T,PIT,6,1,25,78.5,1,2,276,100.0,100.0,98.7,2,5,2,298,298,73.1,1,1,122,100.0,100.0,97.5,4,2,132,132
Mike Remmers,7431,G,MIN,6,1,18,50.3,3,21,290,100.0,100.0,94.8,1,27,3,298,298,47.8,3,14,130,100.0,100.0,91.2,20,3,133,133
Maurkice Pouncey,5543,C,PIT,6,0,25,60.7,1,10,275,100.0,100.0,97.6,0,12,1,297,297,75.5,0,6,121,100.0,100.0,96.7,7,1,131,131
James Hurst,9001,T,BLT,6,0,3,70.5,2,13,278,100.0,100.0,97.3,0,15,0,296,296,61.8,2,11,123,100.0,100.0,94.7,13,0,132,132
