player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Julius Peppers,1010,ED,CAR,6,1,0,,1,2,5,66.0,74.4,57.7,66.1,75.3,76.9,2,8,0,,0.0,0,0,1,0.0,0,2,1,0,4,189,188,0,7,172,9,0,1,134,51,0,6,5,0,12,0,0,0,
Terrell Suggs,1326,ED,BLT,7,1,3,60.0,1,1,3,48.8,62.9,24.6,72.8,58.0,55.8,1,14,0,15,21.4,3,0,3,75.4,3,6,1,0,30,308,305,0,0,301,4,0,3,173,105,2,14,10,5,21,0,28,25,9.3
Mike Adams,1972,S,CAR,6,4,0,70.6,0,0,5,64.4,63.1,42.5,70.1,57.4,74.4,1,2,2,31,6.1,2,2,1,81.9,12,0,113,8,235,380,54,0,0,54,0,153,326,15,130,52,13,27,17,3,1,167,55,13.9
Adam Jones,2223,CB,DEN,4,1,0,75.0,0,0,10,57.3,59.2,80.3,,67.4,44.0,0,0,1,30,23.1,3,1,1,56.3,9,0,7,108,83,120,0,0,0,0,0,0,120,0,37,5,2,9,12,0,0,76,48,8.4
Thomas Davis Sr.,2231,LB,CAR,2,2,0,55.6,0,0,5,68.4,65.0,79.0,81.9,46.9,62.0,1,1,0,21,9.1,1,2,0,89.6,5,0,93,3,67,120,16,0,0,16,0,0,104,9,44,8,3,8,9,2,0,89,39,17.8
Derrick Johnson,2232,LB,OAK,6,1,0,100.0,0,0,23,68.6,65.2,79.6,46.7,60.1,42.6,0,1,0,11,21.1,4,0,0,106.9,3,0,130,3,89,152,2,0,0,2,0,3,150,12,51,14,6,14,3,1,0,29,3,9.7
Lorenzo Alexander,2476,LB,BUF,7,3,2,71.4,0,0,4,91.6,90.3,84.5,73.2,75.7,78.6,1,16,1,6,4.3,1,1,0,34.5,5,3,82,0,32,221,136,0,1,135,0,0,85,113,76,3,13,19,7,20,0,20,17,4.0
Haloti Ngata,2957,DI,PHI,4,1,0,,0,0,24,,63.8,80.5,55.9,66.5,71.5,1,2,0,,0.0,0,0,0,0.0,0,1,0,0,0,117,117,0,110,1,6,0,0,70,47,0,3,3,0,4,0,0,0,
Johnathan Joseph,2969,CB,HST,7,2,0,55.2,0,0,13,78.7,77.3,85.6,,59.7,43.7,0,0,1,42,17.1,7,4,1,74.7,32,0,32,410,295,464,1,0,0,1,0,0,463,0,169,21,11,32,58,0,1,391,131,12.2
Frostee Rucker,3036,ED,OAK,5,1,1,,0,0,23,60.2,70.5,85.6,55.9,74.7,76.9,2,3,0,,0.0,0,0,0,0.0,0,0,0,0,1,159,159,1,11,137,10,0,0,78,80,0,7,9,0,5,0,0,0,
