player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Ryan Jensen,7985,C,TB,14,0,30,67.6,10,12,634,100.0,100.0,98.1,5,23,1,674,674,61.1,6,9,332,100.0,100.0,97.4,16,1,355,355
Ali Marpet,9494,G,TB,14,0,30,82.0,8,15,634,100.0,100.0,97.9,0,25,2,674,674,82.3,5,12,332,100.0,100.0,97.1,18,1,355,355
Donovan Smith,9467,T,TB,14,1,30,68.4,7,27,634,100.0,100.0,96.2,3,41,7,674,674,63.3,4,22,332,100.0,100.0,94.3,32,6,355,355
Ramon Foster,5229,G,PIT,14,0,25,86.4,1,17,626,100.0,100.0,98.4,0,19,1,670,670,81.5,1,11,275,100.0,100.0,97.5,13,1,298,298
Alejandro Villanueva,9091,T,PIT,14,1,25,82.9,3,10,625,99.8,99.9,98.2,4,18,5,669,670,73.6,2,8,275,100.0,100.0,96.7,14,4,298,298
Maurkice Pouncey,5543,C,PIT,14,0,25,77.8,3,11,621,100.0,100.0,98.7,0,15,1,665,665,81.3,2,7,274,100.0,100.0,98.0,10,1,297,297
Corey Linsley,8796,C,GB,14,1,12,86.6,2,8,620,100.0,100.0,98.7,1,13,3,656,656,81.1,1,5,285,100.0,100.0,98.2,8,2,311,311
David Bakhtiari,7891,T,GB,14,1,12,93.1,3,17,611,100.0,100.0,97.7,1,24,4,647,647,90.6,2,13,278,100.0,100.0,96.2,18,3,304,304
Alex Mack,4944,C,ATL,14,0,2,77.0,4,7,602,100.0,100.0,98.6,0,14,3,641,641,69.5,4,4,235,100.0,100.0,97.4,10,2,255,255
Jake Matthews,8641,T,ATL,14,0,2,87.6,6,15,602,100.0,100.0,97.9,1,23,2,641,641,80.8,3,9,235,100.0,100.0,97.0,13,1,255,255
Quenton Nelson,12954,G,IND,14,0,14,79.8,4,15,594,100.0,100.0,98.1,4,21,2,635,635,72.2,2,9,266,100.0,100.0,97.2,13,2,286,286
Mike Remmers,7431,G,MIN,14,1,18,60.4,4,26,598,100.0,100.0,96.5,3,36,6,631,631,52.7,4,18,263,100.0,100.0,93.5,28,6,279,279
Mitchell Schwartz,7041,T,KC,14,1,16,83.9,6,10,569,100.0,100.0,98.1,3,19,3,614,614,78.3,2,9,210,100.0,100.0,96.0,14,3,236,236
Eric Fisher,7783,T,KC,14,0,16,73.1,4,30,566,100.0,100.0,96.5,3,37,3,611,611,53.2,4,23,209,100.0,100.0,92.1,30,3,235,235
Kevin Zeitler,7032,G,CLV,14,1,8,91.0,1,6,554,100.0,100.0,98.8,3,10,3,606,606,80.4,1,6,240,100.0,100.0,97.7,9,2,258,258
Joel Bitonio,8670,G,CLV,14,0,8,86.6,0,11,554,100.0,100.0,98.8,1,12,1,606,606,76.3,0,8,240,100.0,100.0,97.9,9,1,258,258
J.C. Tretter,7904,C,CLV,14,1,8,84.1,1,10,554,100.0,100.0,98.6,1,13,2,606,606,75.9,1,7,240,100.0,100.0,97.9,9,1,258,258
Chris Hubbard,8051,T,CLV,14,1,8,71.9,2,31,554,100.0,100.0,95.9,2,39,6,606,606,71.5,2,16,240,100.0,100.0,94.2,23,5,258,258
Demar Dotson,5410,T,TB,13,3,30,79.6,2,17,569,100.0,100.0,98.0,5,21,2,604,604,79.9,2,12,306,100.0,100.0,97.1,16,2,327,327
Lane Taylor,8365,G,GB,13,0,12,65.6,5,22,567,100.0,100.0,96.2,1,35,8,599,599,52.0,5,19,259,100.0,100.0,93.1,30,6,282,282
Rob Havenstein,9490,T,LA,14,1,26,75.2,3,22,562,100.0,100.0,97.4,1,27,2,598,598,65.5,1,19,253,100.0,100.0,95.3,22,2,269,269
Andrew Whitworth,3000,T,LA,14,1,26,84.5,4,25,562,100.0,100.0,96.7,3,33,4,598,598,77.7,1,18,253,100.0,100.0,95.1,22,3,269,269
Austin Blythe,10882,G,LA,14,1,26,73.8,5,23,562,100.0,100.0,97.5,2,28,0,598,598,60.1,5,18,253,100.0,100.0,95.5,23,0,269,269
Brandon Brooks,7078,G,PHI,14,0,24,85.1,2,8,563,100.0,100.0,99.1,2,10,0,598,598,74.0,1,8,217,100.0,100.0,97.9,9,0,234,234
Bobby Hart,9659,T,CIN,14,1,7,62.3,3,24,544,100.0,100.0,96.0,2,35,8,592,592,52.5,2,18,227,100.0,100.0,93.4,25,5,251,251
John Sullivan,4501,C,LA,14,0,26,59.8,7,23,557,100.0,100.0,96.6,2,34,4,592,592,34.7,5,20,250,100.0,100.0,93.4,29,4,266,266
Matt Skura,11102,C,BLT,14,0,3,66.3,3,21,550,100.0,100.0,97.5,1,26,2,591,591,60.3,2,10,240,100.0,100.0,97.1,13,1,262,262
Rodger Saffold,5558,G,LA,14,0,26,69.7,4,16,553,100.0,100.0,97.6,3,23,3,589,589,59.3,3,10,249,100.0,100.0,96.2,16,3,265,265
Frank Ragnow,39137,G,DET,14,1,11,54.8,8,20,547,100.0,100.0,96.7,4,32,4,587,587,44.2,7,15,258,100.0,100.0,94.2,26,4,287,287
Graham Glasgow,10729,C,DET,14,4,11,71.6,5,15,547,100.0,100.0,98.0,4,21,1,587,587,67.3,2,12,258,100.0,100.0,97.3,14,0,287,287
Marshal Yanda,3702,G,BLT,14,0,3,82.3,3,11,545,100.0,100.0,98.7,0,14,0,586,586,72.0,2,8,237,100.0,100.0,97.9,10,0,259,259
Will Hernandez,46180,G,NYG,14,0,21,71.5,2,19,558,100.0,100.0,97.2,0,26,5,585,585,63.5,1,15,260,100.0,100.0,95.8,19,3,273,273
Nate Solder,6169,T,NYG,14,1,21,77.3,2,18,558,100.0,100.0,97.0,3,27,7,585,585,71.8,2,14,260,100.0,100.0,95.4,20,4,273,273
Rodney Hudson,6207,C,OAK,14,0,23,91.3,1,3,546,100.0,100.0,99.6,0,4,0,583,583,86.4,1,2,246,100.0,100.0,99.4,3,0,258,258
Wes Schweitzer,10829,G,ATL,13,0,2,70.2,1,18,547,100.0,100.0,97.9,2,21,2,583,583,63.6,1,13,217,100.0,100.0,96.3,15,1,236,236
Nick Martin,10684,C,HST,14,1,13,78.1,2,11,531,100.0,100.0,98.6,1,14,1,578,578,76.2,2,7,237,100.0,100.0,97.7,10,1,256,256
Clint Boling,6253,G,CIN,14,1,7,72.1,2,21,529,100.0,100.0,97.1,3,27,4,576,576,57.0,1,16,222,100.0,100.0,94.4,21,4,246,246
Chase Roullier,11954,C,WAS,14,1,32,74.9,3,14,535,100.0,100.0,98.2,2,18,1,575,575,70.0,0,8,252,100.0,100.0,98.0,9,1,273,273
Taylor Decker,10650,T,DET,14,2,11,77.2,4,27,536,99.8,99.8,96.5,3,34,3,574,575,71.4,2,19,254,100.0,100.0,95.5,22,1,281,281
Jermey Parnell,5426,T,JAX,13,1,15,67.9,2,32,551,100.0,100.0,96.0,5,39,5,573,573,65.8,2,25,296,100.0,100.0,94.4,30,3,303,303
