player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Quenton Nelson,12954,G,IND,18,1,14,83.5,4,18,760,100.0,100.0,98.3,5,24,2,811,811,75.6,2,12,346,100.0,100.0,97.4,16,2,371,371
Mitchell Schwartz,7041,T,KC,18,1,16,85.1,8,14,724,100.0,100.0,97.9,3,26,4,778,778,80.2,4,12,273,100.0,100.0,96.0,19,3,305,305
Ramon Foster,5229,G,PIT,16,0,25,84.5,2,23,726,100.0,100.0,98.1,1,26,1,777,777,76.6,2,17,318,100.0,100.0,96.7,20,1,343,343
Alejandro Villanueva,9091,T,PIT,16,1,25,83.9,3,17,725,99.9,99.9,97.9,4,25,5,776,777,73.6,2,14,318,100.0,100.0,96.2,20,4,343,343
Austin Blythe,10882,G,LA,19,1,26,73.1,7,28,729,100.0,100.0,97.5,2,36,1,775,775,58.2,7,21,329,100.0,100.0,95.4,29,1,349,349
Rob Havenstein,9490,T,LA,19,1,26,74.6,5,28,729,100.0,100.0,97.5,2,35,2,775,775,64.3,3,24,329,100.0,100.0,95.3,29,2,349,349
Eric Fisher,7783,T,KC,18,0,16,75.5,6,34,721,100.0,100.0,96.4,4,46,6,775,775,57.1,5,25,272,100.0,100.0,92.3,36,6,304,304
Corey Linsley,8796,C,GB,16,1,12,85.0,2,12,728,100.0,100.0,98.5,1,18,4,774,774,78.9,1,9,343,100.0,100.0,98.0,12,2,375,375
Donovan Smith,9467,T,TB,16,1,30,69.9,9,32,725,100.0,100.0,96.1,3,49,8,773,773,65.3,6,26,397,100.0,100.0,94.2,39,7,426,426
Ali Marpet,9494,G,TB,16,0,30,79.9,11,17,725,100.0,100.0,97.7,0,31,3,773,773,77.6,8,14,397,100.0,100.0,96.7,24,2,426,426
Ryan Jensen,7985,C,TB,16,0,30,70.1,10,14,725,100.0,100.0,98.2,5,25,1,773,773,64.7,6,10,397,100.0,100.0,97.7,17,1,426,426
