player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Julius Peppers,1010,ED,CAR,11,2,3,50.0,1,2,5,71.0,73.8,55.3,67.5,67.3,78.4,5,15,0,18,0.0,0,1,2,81.3,1,4,2,0,10,359,357,2,14,312,29,0,2,251,98,0,8,6,2,24,0,18,11,18.0
Terrell Suggs,1326,ED,BLT,11,4,4,60.0,1,1,3,53.9,64.4,44.3,67.9,62.1,50.3,3,22,0,15,19.0,4,0,3,75.4,3,6,2,1,44,495,488,0,1,483,4,0,7,292,159,4,16,13,5,31,0,28,25,9.3
Mike Adams,1972,S,CAR,11,12,0,75.9,0,0,5,54.1,58.3,59.4,69.1,65.2,76.8,2,5,3,33,6.3,4,2,1,104.5,22,0,183,11,422,689,81,0,0,81,0,318,608,28,239,96,18,48,29,7,3,308,100,14.0
Adam Jones,2223,CB,DEN,6,1,0,66.7,0,0,10,62.8,64.2,81.3,,68.0,44.0,0,0,1,30,23.1,3,2,1,54.9,10,0,9,133,102,148,0,0,0,0,0,0,148,0,46,6,2,9,15,0,0,90,62,9.0
Thomas Davis Sr.,2231,LB,CAR,7,7,1,70.4,0,0,5,78.9,79.8,83.9,73.6,67.8,65.1,2,4,0,21,10.0,4,4,0,102.7,19,0,289,10,195,388,71,0,0,71,0,0,317,47,146,18,16,29,27,6,1,192,155,10.1
Derrick Johnson,2232,LB,OAK,6,1,0,100.0,0,0,23,68.6,65.2,79.6,46.7,60.1,42.6,0,1,0,11,21.1,4,0,0,106.9,3,0,130,3,89,152,2,0,0,2,0,3,150,12,51,14,6,14,3,1,0,29,3,9.7
Lorenzo Alexander,2476,LB,BUF,11,7,3,84.6,0,1,4,76.2,82.9,86.9,71.1,76.9,83.3,2,21,1,22,2.9,1,2,0,60.6,11,6,146,0,61,390,236,0,1,235,0,0,154,187,142,8,19,27,13,29,0,81,73,7.4
Haloti Ngata,2957,DI,PHI,8,1,0,,0,0,24,59.7,58.8,83.2,51.8,63.2,30.4,1,3,0,,18.2,2,0,0,0.0,0,1,0,0,1,237,237,2,218,1,16,0,0,136,100,0,7,8,0,5,0,0,0,
Johnathan Joseph,2969,CB,HST,10,4,0,55.2,0,0,13,77.0,76.7,86.4,,65.3,34.8,0,0,1,48,16.0,8,4,1,82.1,37,0,43,518,379,589,1,0,0,1,0,0,588,0,210,27,15,38,67,0,2,487,147,13.2
Frostee Rucker,3036,ED,OAK,10,4,1,,0,0,23,61.1,62.8,88.8,51.7,65.4,45.5,3,6,0,,17.2,5,0,0,0.0,0,0,0,0,4,362,362,1,15,311,35,0,0,143,215,0,11,20,0,9,0,0,0,
