player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Demar Dotson,5410,T,TB,10,2,30,79.3,1,14,479,100.0,100.0,98.2,3,16,1,507,507,78.1,1,11,252,100.0,100.0,97.2,13,1,270,270
Ali Marpet,9494,G,TB,10,0,30,80.4,8,9,479,100.0,100.0,98.0,0,18,1,507,507,82.3,5,7,252,100.0,100.0,97.6,12,0,270,270
Donovan Smith,9467,T,TB,10,0,30,63.4,5,22,479,100.0,100.0,96.3,2,31,4,507,507,57.3,3,18,252,100.0,100.0,94.2,25,4,270,270
Ryan Jensen,7985,C,TB,10,0,30,68.9,8,10,479,100.0,100.0,98.1,1,18,0,507,507,59.1,6,7,252,100.0,100.0,97.4,13,0,270,270
Alejandro Villanueva,9091,T,PIT,10,1,25,81.7,1,4,441,100.0,100.0,98.5,3,9,4,475,475,74.4,1,3,194,100.0,100.0,97.4,7,3,211,211
Ramon Foster,5229,G,PIT,10,0,25,83.4,0,16,441,100.0,100.0,98.0,0,17,1,475,475,77.9,0,11,194,100.0,100.0,96.6,12,1,211,211
Lane Taylor,8365,G,GB,10,0,12,65.4,5,17,446,100.0,100.0,95.7,1,30,8,472,472,47.5,5,15,204,100.0,100.0,92.2,26,6,221,221
David Bakhtiari,7891,T,GB,10,1,12,93.7,2,10,446,100.0,100.0,98.0,1,15,3,472,472,91.6,1,8,204,100.0,100.0,96.8,11,2,221,221
Mike Remmers,7431,G,MIN,10,1,18,56.9,3,25,449,100.0,100.0,96.0,2,32,4,472,472,49.6,3,18,205,100.0,100.0,92.9,25,4,218,218
Maurkice Pouncey,5543,C,PIT,10,0,25,73.7,1,10,437,100.0,100.0,98.5,0,12,1,471,471,83.1,0,6,193,100.0,100.0,97.9,7,1,210,210
Corey Linsley,8796,C,GB,10,0,12,86.8,2,5,445,100.0,100.0,98.8,0,9,2,471,471,81.3,1,3,204,100.0,100.0,98.5,5,1,221,221
Mitchell Schwartz,7041,T,KC,11,1,16,85.4,3,6,431,100.0,100.0,98.7,2,10,1,466,466,81.0,1,5,154,100.0,100.0,97.4,7,1,174,174
Cam Erving,9452,G,KC,11,2,16,54.1,5,19,431,100.0,100.0,97.0,6,25,1,466,466,40.6,3,10,154,100.0,100.0,95.1,14,1,174,174
Eric Fisher,7783,T,KC,11,0,16,66.3,4,26,431,100.0,100.0,95.8,3,33,3,466,466,42.5,4,20,154,100.0,100.0,90.3,27,3,174,174
Matt Skura,11102,C,BLT,10,0,3,67.0,3,14,435,100.0,100.0,97.8,1,18,1,466,466,59.7,2,7,199,100.0,100.0,97.7,9,0,216,216
Marshal Yanda,3702,G,BLT,10,0,3,82.8,3,7,430,100.0,100.0,98.8,0,10,0,461,461,68.9,2,6,196,100.0,100.0,98.0,8,0,213,213
Joel Bitonio,8670,G,CLV,10,0,8,86.9,0,8,426,100.0,100.0,99.1,0,8,0,458,458,76.4,0,7,182,100.0,100.0,98.1,7,0,193,193
J.C. Tretter,7904,C,CLV,10,1,8,84.6,1,7,426,100.0,100.0,98.6,1,10,2,458,458,76.8,1,4,182,100.0,100.0,98.1,6,1,193,193
Ryan Schraeder,8496,T,ATL,10,0,2,63.8,8,10,433,100.0,100.0,96.5,0,24,6,458,458,57.1,4,6,167,100.0,100.0,94.0,15,5,181,181
Chris Hubbard,8051,T,CLV,10,1,8,71.7,2,22,426,100.0,100.0,95.8,2,30,6,458,458,69.6,2,11,182,100.0,100.0,93.7,18,5,193,193
Jake Matthews,8641,T,ATL,10,0,2,86.7,5,11,433,100.0,100.0,97.7,0,18,2,458,458,81.3,2,7,167,100.0,100.0,96.7,10,1,181,181
Alex Mack,4944,C,ATL,10,0,2,74.0,3,4,433,100.0,100.0,98.5,0,10,3,458,458,70.9,3,1,167,100.0,100.0,97.6,6,2,181,181
Kevin Zeitler,7032,G,CLV,10,1,8,90.9,1,5,426,100.0,100.0,98.8,1,8,2,458,458,81.9,1,5,182,100.0,100.0,97.8,7,1,193,193
Brandon Brooks,7078,G,PHI,10,0,24,84.2,2,7,427,100.0,100.0,98.9,2,9,0,454,454,72.8,1,7,174,100.0,100.0,97.7,8,0,189,189
Jermey Parnell,5426,T,JAX,10,0,15,69.3,2,23,440,100.0,100.0,96.5,2,28,3,451,451,67.4,2,18,233,100.0,100.0,94.8,22,2,238,238
Andrew Norwell,9126,G,JAX,10,0,15,81.8,1,10,440,100.0,100.0,98.3,2,13,2,451,451,79.4,0,8,233,100.0,100.0,97.4,10,2,238,238
Quenton Nelson,12954,G,IND,10,0,14,78.5,3,10,423,100.0,100.0,98.0,3,15,2,451,451,71.6,2,5,185,100.0,100.0,97.0,9,2,198,198
Andrew Whitworth,3000,T,LA,11,1,26,84.7,3,18,423,100.0,100.0,96.6,2,25,4,447,447,78.8,0,12,175,100.0,100.0,94.9,15,3,185,185
Rob Havenstein,9490,T,LA,11,0,26,75.6,1,16,423,100.0,100.0,97.8,0,18,1,447,447,65.5,0,13,175,100.0,100.0,95.7,14,1,185,185
Austin Blythe,10882,G,LA,11,0,26,80.1,2,14,423,100.0,100.0,98.1,0,16,0,447,447,71.9,2,10,175,100.0,100.0,96.6,12,0,185,185
John Sullivan,4501,C,LA,11,0,26,70.6,3,12,420,100.0,100.0,97.7,1,17,2,444,444,49.6,2,11,174,100.0,100.0,95.1,15,2,184,184
Rodger Saffold,5558,G,LA,11,0,26,65.5,4,12,419,100.0,100.0,97.6,3,18,2,443,443,49.9,3,9,174,100.0,100.0,95.4,14,2,184,184
Ryan Kelly,10652,C,IND,10,1,14,78.1,2,5,414,100.0,100.0,98.9,1,8,1,442,442,75.3,1,3,183,100.0,100.0,98.4,5,1,196,196
Graham Glasgow,10729,C,DET,10,2,11,77.6,3,12,415,100.0,100.0,98.2,2,15,0,440,440,71.5,2,9,200,100.0,100.0,97.2,11,0,217,217
Rick Wagner,7950,T,DET,10,0,11,74.0,2,19,415,100.0,100.0,95.5,0,29,8,440,440,71.1,1,12,200,100.0,100.0,93.7,19,6,217,217
Frank Ragnow,39137,G,DET,10,0,11,57.0,6,15,415,100.0,100.0,96.7,3,24,3,440,440,50.5,5,11,200,100.0,100.0,94.5,19,3,217,217
Taylor Decker,10650,T,DET,10,1,11,77.3,2,21,405,100.0,100.0,96.7,2,25,2,429,429,71.8,1,16,196,100.0,100.0,95.2,18,1,212,212
Nate Solder,6169,T,NYG,10,1,21,77.7,1,13,404,100.0,100.0,96.5,3,21,7,425,425,71.3,1,9,189,100.0,100.0,95.2,14,4,199,199
Will Hernandez,46180,G,NYG,10,0,21,70.6,0,14,404,100.0,100.0,97.0,0,19,5,425,425,65.4,0,10,189,100.0,100.0,95.8,13,3,199,199
Jason Kelce,6343,C,PHI,10,0,24,87.5,1,6,395,100.0,100.0,99.1,0,7,0,419,419,84.4,0,4,163,100.0,100.0,98.8,4,0,176,176
Cordy Glenn,7045,T,CIN,10,0,7,69.0,1,28,386,100.0,100.0,95.7,3,31,2,416,416,64.0,1,15,163,100.0,100.0,93.9,18,2,177,177
Bobby Hart,9659,T,CIN,10,1,7,65.3,1,18,386,100.0,100.0,96.2,2,24,5,416,416,59.5,1,14,163,100.0,100.0,93.6,18,3,177,177
Gabe Jackson,8716,G,OAK,10,1,23,76.4,1,12,389,100.0,100.0,97.0,4,18,5,415,415,68.6,0,9,172,100.0,100.0,95.1,13,4,184,184
Rodney Hudson,6207,C,OAK,10,0,23,90.7,1,1,389,100.0,100.0,99.7,0,2,0,415,415,86.9,1,0,172,100.0,100.0,99.7,1,0,184,184
Nick Martin,10684,C,HST,10,1,13,76.5,1,6,376,100.0,100.0,98.8,1,8,1,414,414,75.6,1,5,183,100.0,100.0,97.8,7,1,199,199
Chase Roullier,11954,C,WAS,10,1,32,70.2,1,12,387,100.0,100.0,98.3,1,13,0,414,414,62.5,0,7,181,100.0,100.0,98.1,7,0,194,194
