player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Ali Marpet,9494,G,TB,15,0,30,80.1,10,16,688,100.0,100.0,97.7,0,29,3,732,732,78.8,7,13,377,100.0,100.0,96.8,22,2,404,404
Donovan Smith,9467,T,TB,15,1,30,68.6,9,31,688,100.0,100.0,96.1,3,47,7,732,732,63.6,6,26,377,100.0,100.0,94.2,38,6,404,404
Ryan Jensen,7985,C,TB,15,0,30,70.3,10,12,688,100.0,100.0,98.3,5,23,1,732,732,65.4,6,9,377,100.0,100.0,97.7,16,1,404,404
Ramon Foster,5229,G,PIT,15,0,25,86.0,2,19,679,100.0,100.0,98.3,0,22,1,729,729,79.4,2,13,298,100.0,100.0,97.1,16,1,323,323
Alejandro Villanueva,9091,T,PIT,15,1,25,83.6,3,14,678,99.9,99.9,98.0,4,22,5,728,729,74.0,2,11,298,100.0,100.0,96.5,17,4,323,323
Corey Linsley,8796,C,GB,15,1,12,84.6,2,11,682,100.0,100.0,98.5,1,17,4,727,727,78.9,1,8,317,100.0,100.0,97.9,11,2,349,349
Maurkice Pouncey,5543,C,PIT,15,0,25,78.4,3,13,674,100.0,100.0,98.5,1,18,2,724,724,80.1,2,9,297,100.0,100.0,97.5,13,2,322,322
David Bakhtiari,7891,T,GB,15,1,12,93.7,3,17,673,100.0,100.0,97.9,1,24,4,718,718,91.3,2,13,310,100.0,100.0,96.6,18,3,342,342
Quenton Nelson,12954,G,IND,15,0,14,81.8,4,16,642,100.0,100.0,98.1,4,22,2,687,687,74.6,2,10,289,100.0,100.0,97.2,14,2,311,311
Alex Mack,4944,C,ATL,15,0,2,78.0,4,7,629,100.0,100.0,98.6,0,14,3,668,668,70.0,4,4,240,100.0,100.0,97.5,10,2,260,260
Jake Matthews,8641,T,ATL,15,0,2,87.1,6,16,629,100.0,100.0,97.9,1,24,2,668,668,79.4,3,9,240,100.0,100.0,97.1,13,1,260,260
Mike Remmers,7431,G,MIN,15,1,18,61.4,4,27,628,100.0,100.0,96.6,4,37,6,662,662,54.6,4,19,274,100.0,100.0,93.6,29,6,290,290
Demar Dotson,5410,T,TB,14,3,30,78.8,2,19,623,100.0,100.0,98.0,6,23,2,662,662,78.4,2,14,351,100.0,100.0,97.2,18,2,376,376
Mitchell Schwartz,7041,T,KC,15,1,16,84.4,7,11,613,100.0,100.0,98.0,3,21,3,659,659,78.8,3,10,232,100.0,100.0,95.9,16,3,258,258
Eric Fisher,7783,T,KC,15,0,16,71.5,6,32,610,100.0,100.0,96.2,3,42,4,656,656,50.8,5,25,231,100.0,100.0,91.8,34,4,257,257
