player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Charles Woodson,330,S,OAK,9,0,0,23,74.8,0,0,8,2.7,12.5,1,0,0.0,0,336,9,0,0,77.9,0,0,7,5.9,14.3,1,0.0,0,136,8,0
John Abraham,591,ED,ARZ,1,0,0,1,47.9,0,0,20,87.0,0.0,0,0,0.0,0,23,20,0,0,49.0,0,0,14,100.0,0.0,0,0.0,0,14,14,0
Justin Smith,776,DI,SF,9,1,0,28,54.1,7,11,248,100.0,7.7,19,1,4.8,3,266,266,21,1,59.9,5,6,106,100.0,13.2,14,7.1,2,117,117,13
Ryan Pickett,799,DI,HST,6,1,0,13,51.0,0,0,74,100.0,1.4,1,0,0.0,0,77,77,0,0,49.4,0,0,15,100.0,0.0,0,0.0,0,18,18,0
Julius Peppers,1010,ED,GB,9,2,1,12,85.3,6,17,238,92.3,14.3,34,3,7.4,6,274,253,29,2,91.2,3,11,103,94.8,21.4,22,12.6,6,115,109,20
Dwight Freeney,1019,ED,SD,9,0,0,27,69.5,6,23,232,96.2,17.2,40,1,7.1,2,260,250,31,0,72.6,3,15,103,98.3,24.3,25,10.7,2,118,116,20
Larry Foote,1126,LB,ARZ,9,0,0,1,52.2,3,7,115,29.9,7.8,9,3,5.2,1,405,121,11,0,47.6,1,3,68,36.5,7.4,5,4.4,1,200,73,5
Brett Keisel,1204,DI,PIT,10,2,1,25,52.6,5,10,234,97.7,6.0,14,1,3.6,1,257,251,16,2,57.1,3,5,98,99.0,9.2,9,5.1,1,104,103,9
Ryan Clark,1229,S,WAS,9,0,0,32,37.5,0,3,16,4.8,0.0,0,0,15.6,1,355,17,4,0,29.8,0,2,8,5.6,0.0,0,12.5,0,160,9,2
James Harrison,1251,ED,PIT,7,0,0,25,77.0,12,6,107,81.3,20.6,22,2,12.1,4,144,117,22,0,69.9,6,2,47,89.7,23.4,11,14.9,3,58,52,11
Terence Newman,1321,CB,CIN,9,0,0,7,58.6,0,1,1,0.3,0.0,0,3,50.0,0,385,1,1,0,58.6,0,1,1,0.6,0.0,0,50.0,0,176,1,1
Kevin Williams,1325,DI,SEA,9,2,0,29,53.4,0,6,112,93.8,5.4,6,0,2.7,0,128,120,6,1,53.3,0,2,37,100.0,5.4,2,2.7,0,42,42,2
Terrell Suggs,1326,ED,BLT,10,1,1,3,69.7,10,16,290,89.4,15.2,44,6,6.6,6,341,305,32,0,68.3,7,7,146,94.5,17.8,26,8.2,5,164,155,19
Troy Polamalu,1332,S,PIT,9,0,0,25,81.6,1,2,23,7.1,8.7,2,6,10.9,1,340,24,4,0,90.4,1,0,9,7.9,11.1,1,16.7,1,126,10,2
Calvin Pace,1334,ED,NYJ,10,1,0,22,50.9,1,9,156,54.5,6.4,10,3,5.1,3,308,168,13,0,49.6,0,3,51,59.6,7.8,4,6.9,2,99,59,5
Charles Tillman,1351,CB,CHI,2,0,0,6,68.5,1,0,1,1.9,100.0,1,0,50.0,0,52,1,1,0,68.5,1,0,1,4.5,100.0,1,50.0,0,22,1,1
Rashean Mathis,1355,CB,DET,9,0,2,11,59.3,0,0,1,0.3,0.0,0,6,0.0,0,372,1,0,0,,0,0,0,0.0,,0,,0,183,0,0
Osi Umenyiora,1371,ED,ATL,9,0,0,2,66.7,5,17,171,98.4,15.2,26,1,8.2,3,183,180,25,0,75.8,5,14,101,98.1,22.8,23,11.4,2,107,105,21
Cory Redding,1381,DI,IND,9,0,1,14,60.8,4,16,262,98.6,9.9,26,4,5.0,3,278,274,23,0,63.5,2,10,108,100.0,13.9,15,7.4,2,117,117,14
Lance Briggs,1383,LB,CHI,6,0,0,6,53.0,1,0,28,12.9,3.6,1,0,1.8,0,225,29,1,0,58.6,1,0,8,8.5,12.5,1,6.3,0,94,8,1
Jarret Johnson,1421,ED,SD,8,1,0,27,50.4,0,4,104,65.7,2.9,3,1,2.9,1,169,111,5,0,50.6,0,0,40,83.0,2.5,1,2.5,1,53,44,1
Chris Clemons,1585,ED,JAX,10,1,4,15,49.8,3,7,285,95.5,3.9,11,7,3.5,5,313,299,15,1,46.0,1,4,140,98.0,5.0,7,3.9,3,152,149,8
Colin Cole,1589,DI,CAR,10,0,0,5,49.2,0,1,117,100.0,1.7,2,0,0.4,0,122,122,1,0,52.7,0,0,27,100.0,3.7,1,0.0,0,28,28,0
Cullen Jenkins,1637,DI,NYG,8,1,0,21,76.3,4,8,139,98.0,10.1,14,0,4.3,0,151,148,12,0,87.7,4,6,61,100.0,18.0,11,8.2,0,70,70,10
DeAngelo Hall,1729,CB,WAS,3,0,0,32,58.6,0,0,1,1.1,0.0,0,1,0.0,0,93,1,0,0,58.6,0,0,1,2.1,0.0,0,0.0,0,47,1,0
