player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Andrew Luck,7007,QB,IND,7,2.8,2.65,3.39,5.05,330,14,82.8,128,133,4.7,1.75,4,2,1.5,72.9,97,12,8.5,134,40.6,9,54,,,,,87.1,66.8,81.7,,66.0,,,,,,0,1,135,8.3,113.1,0.7,1,0,0,1,11,4,3.0,823,6.2,72.4,156,169,11.1,3.52,1,8,4.4,60.4,102,83,9.7,196,59.4,11,81,,,,,90.0,82.5,83.4,,79.3,,,73.9,,,3,6,209,12.0,90.6,5.1,10,17,0,9,8,7,3.3,1509,8.9
Matt Ryan,4317,QB,ATL,7,2.69,2.6,2.78,4.82,300,2,83.3,132,138,4.5,1.91,4,3,2.1,72.5,100,31,9.1,142,47.3,10,42,,,,,87.5,82.0,81.9,,80.1,,,,,,1,0,144,12.9,109.5,2.8,4,0,0,1,7,2,1.4,998,7.2,67.7,127,137,13.2,3.38,1,11,7.3,56.9,78,79,9.3,158,52.7,8,61,,,,,68.2,82.2,82.6,,81.3,,,58.4,,,4,7,171,13.9,75.7,7.0,11,10,0,5,6,5,2.9,1080,7.9
Jay Cutler,2956,QB,CHI,7,2.55,2.43,3.22,4.79,291,6,81.5,130,135,4.5,1.85,3,5,3.6,71.9,97,23,8.5,137,47.1,9,44,,,,,63.8,67.1,81.9,,66.3,,,,,,0,5,142,8.7,98.8,1.5,2,0,0,2,10,5,3.5,892,6.6,68.9,119,128,11.5,3.18,1,6,4.2,62.5,80,61,2.4,153,52.6,2,54,,,,,47.4,70.1,82.5,,67.2,,,74.7,,,3,2,169,24.6,89.8,9.8,15,10,0,5,4,9,5.3,974,7.6
Matthew Stafford,4924,QB,DET,7,2.61,2.42,3.67,5.31,287,11,82.6,144,150,4.2,1.89,2,2,1.3,70.7,106,23,10.9,153,53.3,13,49,,,,,88.3,75.6,82.3,,74.2,,,,,,1,2,159,13.0,90.8,2.0,3,0,0,3,4,0,0.0,953,6.4,64.8,88,102,14.3,3.46,2,7,6.2,52.0,53,63,7.0,133,46.3,4,40,,,,,29.2,56.2,81.9,,58.4,,,47.1,,,1,4,144,33.3,83.3,15.8,21,10,0,11,5,7,4.9,928,9.1
Ben Roethlisberger,1732,QB,PIT,7,2.48,2.4,3.23,4.28,273,25,76.7,150,153,5.8,1.79,3,5,3.2,69.3,106,21,7.8,159,58.2,9,54,,,,,53.1,79.2,82.4,,77.4,,,,,,0,2,164,28.6,89.4,3.8,6,0,0,0,4,2,1.2,967,6.3,70.0,90,94,13.6,3.47,0,8,7.6,63.8,60,49,4.8,113,41.4,3,38,,,,,27.5,77.3,81.4,,78.0,,,44.1,,,1,1,125,30.6,112.1,13.3,15,4,0,3,6,4,3.2,902,9.6
Drew Brees,802,QB,NO,6,2.6,2.54,3.24,5.25,270,20,86.4,110,114,4.2,1.8,3,5,4.2,75.4,86,14,9.5,114,42.2,9,35,,,,,86.2,77.9,81.2,,76.3,,,,,,0,2,120,0.0,104.9,0.0,0,0,0,1,7,4,3.3,734,6.4,73.1,130,147,10.6,3.18,3,8,5.1,62.6,92,76,3.2,156,57.8,3,65,,,,,88.7,77.1,82.5,,75.7,,,61.0,,,6,5,168,6.6,82.6,3.2,5,4,0,8,4,12,7.1,1182,8.0
Colin Kaepernick,6188,QB,SF,7,2.91,2.63,3.94,5.07,263,28,78.7,122,125,6.5,1.93,2,2,1.5,68.8,86,20,10.4,125,47.5,10,39,,,,,86.9,50.5,14.1,,51.7,,,,,,0,4,132,0.0,77.6,0.0,0,0,0,1,2,8,6.1,785,6.3,74.1,85,99,13.0,3.8,0,10,9.3,57.6,57,76,9.5,138,52.5,6,49,,,,,87.9,86.7,82.1,,82.3,,,77.9,,,1,1,152,25.0,115.5,13.8,19,20,0,13,9,3,2.0,934,9.4
Tom Brady,698,QB,NE,7,2.39,2.34,3.05,3.97,262,19,75.7,148,155,6.2,1.85,2,3,1.8,69.7,108,32,3.6,158,60.3,4,53,,,,,88.8,83.3,82.6,,81.2,,,,,,2,0,170,9.4,101.5,1.9,3,0,0,3,7,2,1.2,980,6.3,62.8,78,91,14.8,3.23,0,5,4.9,47.3,43,51,12.2,104,39.7,6,31,,,,,32.1,60.2,81.1,,60.9,,,52.3,,,4,2,116,19.6,87.4,9.6,10,3,0,9,6,5,4.3,724,8.0
Geno Smith,7820,QB,NYJ,7,3.13,2.79,4.66,6.01,257,22,84.7,85,89,4.0,1.85,2,2,2.2,75.3,67,18,6.9,90,35.0,5,26,,,,,84.4,76.3,80.3,,74.9,,,,,,0,0,94,5.6,112.8,1.1,1,0,0,2,6,1,1.1,544,6.1,61.4,114,135,10.5,3.81,3,3,2.1,45.9,62,86,11.4,167,65.0,8,52,,,,,49.1,46.2,82.7,,41.7,,,78.3,,,2,7,176,16.3,46.6,8.4,14,18,0,16,1,11,6.3,821,6.1
Philip Rivers,1725,QB,SD,7,2.75,2.64,3.32,5.03,252,27,82.7,98,98,5.8,1.99,0,5,4.8,76.5,75,12,7.4,98,38.9,6,40,,,,,85.3,78.4,80.7,,76.7,,,,,,0,2,105,0.0,126.4,0.0,0,0,0,0,12,2,1.9,692,7.1,71.2,118,132,14.0,3.26,1,6,4.3,60.6,80,79,4.8,153,60.7,4,58,,,,,88.4,89.1,82.4,,84.8,,,79.3,,,2,1,162,13.9,102.1,7.2,11,10,0,11,5,1,0.6,1269,9.6
Joe Flacco,4332,QB,BLT,7,2.56,2.46,3.96,5.53,252,3,82.3,141,147,7.7,1.93,4,7,4.5,70.1,103,22,11.2,149,59.1,13,60,,,,,66.9,82.3,82.3,,80.3,,,,,,0,2,158,9.1,115.1,1.3,2,0,0,2,12,6,3.8,1168,7.9,69.9,83,93,11.0,3.46,1,5,4.9,57.0,53,49,8.6,103,40.9,5,28,,,,,85.8,66.9,81.0,,64.8,,,71.0,,,2,3,113,12.2,74.2,5.8,6,4,0,7,2,6,5.3,689,7.4
Nick Foles,7089,QB,PHI,6,2.82,2.77,3.83,4.47,251,24,75.7,107,107,6.4,1.88,0,6,5.2,71.0,76,16,6.2,108,43.0,5,38,,,,,86.0,76.8,81.1,,75.2,,,,,,0,1,117,6.3,105.5,0.9,1,0,0,0,6,2,1.7,756,7.1,60.0,115,129,14.0,3.58,0,5,3.6,50.4,65,67,5.8,141,56.2,4,43,,,,,28.4,48.2,82.1,,51.5,,,38.3,,,5,6,152,9.0,63.2,4.3,6,6,0,9,4,13,8.6,872,6.8
Eli Manning,1722,QB,NYG,7,2.42,2.33,3.08,4.44,243,21,73.5,132,135,7.7,1.79,3,3,2.1,68.1,92,19,5.2,137,56.4,5,47,,,,,87.5,73.2,81.9,,71.9,,,,,,0,3,144,10.5,95.3,1.5,2,0,0,0,7,4,2.8,921,6.8,77.8,81,90,10.1,3.22,0,2,2.0,60.0,54,40,14.3,106,43.6,9,40,,,,,59.0,66.9,81.2,,67.2,,,53.3,,,1,2,119,27.5,98.9,10.4,11,5,0,8,7,5,4.2,652,7.2
Aaron Rodgers,2241,QB,GB,7,2.79,2.54,3.79,5.73,240,12,84.9,119,123,6.0,1.78,2,4,3.1,75.6,93,12,7.9,126,52.5,8,51,,,,,86.8,87.0,81.5,,84.6,,,,,,0,1,130,25.0,119.8,2.4,3,0,0,2,11,2,1.5,835,6.8,66.7,81,88,11.2,3.91,1,10,10.0,54.5,48,55,11.1,114,47.5,6,43,,,,,34.9,83.3,81.4,,78.2,,,81.2,,,1,0,127,25.5,113.8,12.3,14,12,0,5,7,4,3.1,839,9.5
Ryan Tannehill,7014,QB,MIA,6,2.57,2.46,3.65,4.9,236,17,79.3,121,125,5.2,1.91,4,2,1.5,70.4,88,20,8.3,125,53.0,8,47,,,,,86.9,79.2,81.6,,77.5,,,,,,0,1,132,0.0,96.8,0.0,0,0,0,0,4,2,1.5,861,6.9,69.5,82,93,11.2,3.31,3,4,4.0,53.8,50,52,12.3,111,47.0,7,36,,,,,59.0,66.1,7.3,,67.7,,,50.3,,,2,4,118,26.9,75.8,12.6,14,4,0,6,6,8,6.8,565,6.1
Cam Newton,6153,QB,CAR,6,2.77,2.55,3.01,5.95,232,5,74.5,102,105,6.9,1.94,3,4,3.5,66.7,70,19,7.9,107,46.1,6,40,,,,,86.0,81.6,81.1,,79.6,,,,,,0,2,116,10.5,92.7,1.9,2,0,0,0,5,2,1.7,684,6.5,64.1,92,100,11.5,3.48,2,5,4.6,55.0,55,63,6.8,125,53.9,4,38,,,,,87.1,72.9,81.7,,70.6,,,68.7,,,2,1,137,19.0,86.6,9.6,12,13,0,4,3,4,2.9,788,7.9
Tony Romo,1693,QB,DAL,7,2.77,2.73,3.25,3.98,230,9,75.6,90,91,5.4,1.85,0,2,2.1,71.4,65,13,4.4,92,40.0,3,36,,,,,84.7,71.6,0.0,,71.5,,,,,,0,1,97,7.7,107.9,1.1,1,0,0,1,7,2,2.1,551,6.1,73.7,118,123,13.2,3.39,1,8,6.1,67.5,83,48,4.6,138,60.0,4,58,,,,,87.7,90.4,82.0,,88.2,,,67.5,,,1,5,148,22.9,102.3,8.0,11,4,0,3,7,6,4.1,1238,10.1
Peyton Manning,327,QB,DEN,6,2.26,2.24,2.89,,222,10,75.9,141,142,6.6,1.78,1,8,5.4,70.4,100,16,6.5,143,64.4,7,55,,,,,87.8,78.8,82.1,,77.1,,,,,,0,2,150,6.3,117.8,0.7,1,0,0,0,14,4,2.7,1023,7.2,71.4,70,73,13.6,3.13,1,6,7.6,67.1,49,36,2.0,79,35.6,1,35,,,,,83.9,84.8,80.0,,81.6,,,65.9,,,0,1,86,16.7,122.2,7.6,6,0,0,2,5,3,3.5,825,11.3
Austin Davis,7305,QB,SL,6,2.79,2.73,3.18,4.8,221,26,78.2,78,81,7.0,1.96,1,1,1.2,72.8,59,22,3.3,85,38.5,2,29,,,,,61.6,68.1,80.2,,67.3,,,,,,1,0,91,18.2,105.8,4.7,4,0,0,1,3,2,2.2,596,7.4,69.6,115,122,11.1,3.3,1,3,2.4,62.3,76,68,5.0,136,61.5,4,53,,,,,87.4,64.9,81.9,,64.3,,,60.6,,,2,4,142,16.2,88.3,8.1,11,3,0,4,6,6,4.2,924,7.6
Alex Smith,2218,QB,KC,6,2.72,2.4,3.28,5.46,221,16,82.9,111,118,4.3,1.83,6,1,0.8,69.5,82,14,10.9,120,54.3,10,54,,,,,60.3,66.9,81.3,,66.1,,,,,,0,2,124,14.3,103.4,1.7,2,0,0,1,8,4,3.2,789,6.7,78.0,59,69,10.0,3.77,1,5,6.4,55.1,38,55,17.4,101,45.7,8,33,,,,,85.7,72.7,3.3,,75.5,,,56.3,,,2,2,111,25.5,75.6,13.9,14,18,0,7,2,3,2.7,498,7.2
Ryan Fitzpatrick,2467,QB,HST,7,2.67,2.42,3.38,4.88,220,13,81.4,102,111,5.2,1.89,4,4,3.3,70.3,78,27,6.0,115,52.3,5,38,,,,,86.4,75.4,81.3,,74.0,,,,,,5,3,124,14.8,92.5,3.5,4,0,0,0,5,1,0.8,749,6.7,67.6,74,80,12.8,3.52,1,5,5.7,58.8,47,63,6.0,105,47.7,3,40,,,,,28.2,74.8,6.2,,75.3,,,62.8,,,1,4,116,12.7,83.4,7.6,8,17,0,4,3,5,4.3,781,9.8
Kirk Cousins,7102,QB,WAS,6,2.41,2.37,2.94,5.2,213,32,80.0,110,115,5.3,1.88,4,4,3.3,71.3,82,19,6.8,116,54.5,6,45,,,,,86.3,63.4,81.3,,62.9,,,,,,1,3,121,5.3,102.7,0.9,1,0,0,0,6,3,2.5,957,8.3,67.1,82,89,13.9,3.03,1,9,9.3,49.4,44,34,20.0,97,45.5,11,30,,,,,56.8,55.1,80.8,,57.1,,,44.3,,,1,6,107,20.6,65.4,7.2,7,1,0,5,4,8,7.5,753,8.5
Russell Wilson,7077,QB,SEA,6,3.08,2.83,3.54,4.71,212,29,80.5,87,89,4.4,1.83,2,1,1.1,76.4,68,16,2.9,91,42.9,2,34,,,,,84.6,69.7,80.3,,68.7,,,,,,0,0,95,12.5,123.7,2.2,2,0,0,0,8,2,2.1,597,6.7,74.3,70,86,11.1,4.02,0,5,5.6,54.7,47,73,9.6,121,57.1,5,36,,,,,43.3,63.3,81.5,,60.6,,,67.2,,,1,2,128,16.4,79.3,9.9,12,23,0,15,2,7,5.5,694,8.1
Derek Carr,8671,QB,OAK,6,2.61,2.54,3.1,4.55,205,23,81.0,84,92,6.4,1.8,7,3,3.1,67.4,62,13,8.8,92,44.9,6,26,,,,,84.6,74.8,0.0,,74.4,,,,,,0,1,96,0.0,90.8,0.0,0,0,0,1,4,2,2.1,499,5.4,67.4,92,103,10.3,3.27,2,3,2.7,54.4,56,55,9.7,113,55.1,6,37,,,,,60.8,48.5,81.3,,50.2,,,50.2,,,3,4,123,7.3,72.1,3.5,4,6,0,6,4,10,8.1,690,6.7
Brian Hoyer,5277,QB,CLV,6,2.68,2.63,3.23,5.45,202,8,73.9,88,97,5.0,1.86,6,0,0.0,61.9,60,13,7.7,98,48.5,5,29,,,,,85.1,63.9,80.7,,63.4,,,,,,1,0,104,7.7,83.7,1.0,1,0,0,2,3,2,1.9,461,4.8,59.5,84,94,16.9,3.45,4,11,10.8,50.0,47,45,6.0,104,51.5,3,41,,,,,85.8,72.7,4.5,,73.5,,,49.0,,,0,2,113,17.8,92.8,7.7,8,2,0,6,4,6,5.3,986,10.5
Andy Dalton,6187,QB,CIN,6,2.28,2.2,2.94,4.82,199,7,77.1,118,122,5.7,1.81,2,7,5.3,69.7,85,15,6.6,122,61.3,6,45,,,,,87.0,84.9,81.6,,82.7,,,,,,0,1,133,0.0,98.3,0.0,0,0,0,2,4,0,0.0,897,7.4,69.5,59,67,10.9,3.02,1,3,4.2,53.7,36,27,12.2,77,38.7,5,18,,,,,83.6,63.6,79.8,,63.0,,,61.6,,,0,2,82,18.5,74.1,6.5,5,5,0,7,2,3,3.7,478,7.1
Blake Bortles,8638,QB,JAX,5,2.56,2.43,3.55,4.44,191,15,81.4,102,106,4.8,1.89,3,0,0.0,74.5,79,17,4.8,107,56.0,4,30,,,,,85.6,55.7,80.9,,55.8,,,,,,1,3,110,5.9,89.9,0.9,1,0,0,0,4,5,4.5,634,6.0,59.4,64,67,12.2,3.41,1,4,5.4,52.2,35,41,7.9,84,44.0,3,28,,,,,53.1,53.7,80.3,,46.7,,,91.6,,,1,7,93,29.3,43.9,14.3,12,5,0,1,1,5,5.4,529,7.9
