player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Brandon Carr,4454,CB,DAL,5,7,,7.0,9,0,39.6,0,1,0,0,0,0.0
Wesley Woodyard,4583,LB,TEN,7,13,,6.5,31,0,39.6,0,2,0,0,0,0.0
Henoc Muamba,9098,LB,IND,1,2,,2.0,14,0,39.6,0,1,0,0,0,0.0
Tahir Whitehead,7135,LB,DET,2,2,,2.0,11,0,39.6,0,1,0,0,0,0.0
Daryl Smith,1760,LB,BLT,1,2,,2.0,3,0,39.6,0,1,0,0,0,0.0
Vinnie Sunseri,8802,S,NO,1,1,,1.0,20,0,39.6,0,1,0,0,0,0.0
Josh Thomas,6295,CB,NYJ,2,6,,6.0,22,0,39.6,0,1,0,0,0,0.0
Davon House,6283,CB,GB,3,3,,3.0,12,0,39.6,0,1,0,0,0,0.0
Jim Leonhard,2694,S,CLV,7,9,,9.0,8,0,39.6,0,1,0,0,0,0.0
Emmanuel Acho,7189,LB,PHI,2,4,,4.0,24,0,39.6,0,1,0,0,0,0.0
Kamerion Wimbley,2958,ED,TEN,6,9,,9.0,31,0,39.6,0,1,0,0,0,0.0
Shareece Wright,6241,CB,SD,6,26,,13.0,27,0,39.6,0,2,0,0,0,0.0
Johnathan Joseph,2969,CB,HST,6,10,,5.0,13,0,39.6,0,2,0,0,0,0.0
Bruce Carter,6192,LB,DAL,4,7,,7.0,9,0,39.6,0,1,0,0,0,0.0
Anthony Hitchens,8754,LB,DAL,3,4,,4.0,9,0,39.6,0,1,0,0,0,0.0
Rob Ninkovich,3080,ED,NE,7,6,,6.0,19,0,39.6,0,1,0,0,0,0.0
Will Hill III,6999,S,BLT,3,5,,5.0,3,0,39.6,0,1,0,0,0,0.0
Sean Richardson,7456,S,GB,4,3,,3.0,12,0,39.6,0,1,0,0,0,0.0
Terrence Brooks,8714,S,BLT,6,14,,7.0,3,0,39.6,0,2,0,0,0,0.0
Darrell Stuckey,5634,S,SD,2,5,,5.0,27,0,39.6,0,1,0,0,0,0.0
Dezmen Southward,8703,S,ATL,6,7,,7.0,2,0,39.6,0,1,0,0,0,0.0
Michael Griffin,3635,S,TEN,10,31,,31.0,31,0,39.6,0,1,0,0,0,0.0
Josh Norman,7649,CB,CAR,5,5,,5.0,5,0,39.6,0,1,0,0,0,0.0
Usama Young,3682,S,OAK,2,8,,4.0,23,0,39.6,0,2,0,0,0,0.0
Ryan Shazier,8650,LB,PIT,3,4,,4.0,25,0,39.6,0,1,0,0,0,0.0
Kyle Fuller,8649,CB,CHI,5,6,,6.0,6,0,39.6,0,1,0,0,0,0.0
Courtney Upshaw,7039,ED,BLT,7,11,,11.0,3,0,39.6,0,1,0,0,0,0.0
Blidi Wreh-Wilson,7851,CB,TEN,7,13,,6.5,31,0,39.6,0,2,0,0,0,0.0
Curtis Lofton,4351,LB,NO,4,4,,4.0,20,0,39.6,0,1,0,0,0,0.0
Connor Barwin,4969,ED,PHI,8,9,,9.0,24,0,39.6,0,1,0,0,0,0.0
Bradley McDougald,8220,S,TB,5,6,,6.0,30,0,39.6,0,1,0,0,0,0.0
Philip Wheeler,4407,LB,MIA,5,8,,8.0,17,0,39.6,0,1,0,0,0,0.0
Tyvon Branch,4414,S,OAK,3,9,,9.0,23,0,39.6,0,1,0,0,0,0.0
Jelani Jenkins,7886,LB,MIA,6,15,,15.0,17,0,39.6,0,1,0,0,0,0.0
Josh Evans,7951,S,JAX,9,32,32.0,16.0,15,0,56.3,1,2,0,6,7,0.19
Devin McCourty,5552,S,NE,9,31,31.0,10.3,19,0,68.8,1,3,0,28,17,0.9
Eric Reid,7799,S,SF,10,28,28.0,9.3,28,0,47.9,1,3,0,13,10,0.46
Danieal Manning,2987,S,HST,8,27,27.0,9.0,13,0,42.4,1,3,0,7,2,0.26
George Wilson,2210,S,TEN,8,26,26.0,13.0,31,0,56.3,1,2,0,1,1,0.04
Alec Ogletree,7811,LB,SL,8,22,22.0,7.3,26,0,45.1,1,3,0,11,4,0.5
Eric Berry,5530,S,KC,5,22,22.0,4.4,16,0,39.6,1,5,0,7,2,0.32
Kurt Coleman,5767,S,KC,9,21,21.0,21.0,16,0,91.7,1,1,0,6,2,0.29
Kendrick Lewis,5659,S,HST,10,42,21.0,21.0,13,0,83.3,2,2,0,8,3,0.19
Da'Norris Searcy,6252,S,BUF,7,41,20.5,20.5,4,0,85.4,2,2,0,9,0,0.22
George Iloka,7159,S,CIN,9,41,20.5,10.3,7,0,72.9,2,4,0,28,12,0.68
Christian Kirksey,8706,LB,CLV,8,20,20.0,6.7,8,0,42.4,1,3,0,6,0,0.3
Joe Haden,5532,CB,CLV,9,20,20.0,5.0,8,0,39.6,1,4,0,2,0,0.1
Major Wright,5600,S,TB,5,20,20.0,10.0,30,0,114.6,1,2,1,15,20,0.75
Tashaun Gipson Sr.,7288,S,CLV,10,58,19.3,9.7,8,2,23.6,3,6,0,28,8,0.48
Ryan Clark,1229,S,WAS,5,19,19.0,6.3,32,0,42.4,1,3,0,9,3,0.47
Corey Graham,3784,CB,BUF,6,19,19.0,4.8,4,0,79.2,1,4,1,4,7,0.21
Casey Hayward Jr.,7064,CB,GB,9,126,18.0,10.5,12,3,66.7,7,12,1,80,38,0.63
Greg Toler,5055,CB,IND,9,18,18.0,9.0,14,0,95.8,1,2,1,6,2,0.33
Sergio Brown,5803,S,IND,6,18,18.0,9.0,14,0,58.3,1,2,0,7,3,0.39
Preston Brown,8708,LB,BUF,7,18,18.0,4.5,4,0,39.6,1,4,0,2,1,0.11
Michael Thomas,7279,S,MIA,4,35,17.5,8.8,17,0,80.2,2,4,0,35,5,1.0
Thomas Davis Sr.,2231,LB,CAR,8,17,17.0,17.0,5,0,83.3,1,1,0,4,3,0.24
Dashon Goldson,3742,S,TB,8,34,17.0,17.0,30,0,87.5,2,2,0,10,1,0.29
Richard Marshall,3003,CB,SD,5,17,17.0,8.5,27,0,56.3,1,2,0,5,0,0.29
Quintin Demps,4431,S,NYG,7,33,16.5,8.3,21,1,27.1,2,4,0,22,1,0.67
Andre Hal,8850,CB,HST,2,33,16.5,8.3,13,0,99.0,2,4,1,15,1,0.45
Darrelle Revis,3630,CB,NE,9,80,16.0,6.2,19,1,17.8,5,13,0,49,20,0.61
Tarell Brown,3763,CB,OAK,9,16,16.0,16.0,23,0,95.8,1,1,0,7,6,0.44
Kyle Arrington,4742,CB,NE,10,111,15.9,7.4,19,0,83.8,7,15,1,74,16,0.67
Barry Church,5924,S,DAL,10,31,15.5,15.5,9,0,79.2,2,2,0,4,4,0.13
Josh Wilson,3671,CB,ATL,7,150,15.0,8.3,2,0,68.5,10,18,0,87,71,0.58
Brandon Flowers,4349,CB,SD,7,90,15.0,6.9,27,1,33.8,6,13,0,79,29,0.88
Ha Ha Clinton-Dix,8656,S,GB,7,15,15.0,15.0,12,0,118.8,1,1,0,22,11,1.47
Josh Gordy,5990,CB,IND,6,73,14.6,10.4,14,0,103.3,5,7,0,70,11,0.96
Brice McCain,5112,CB,PIT,8,159,14.5,8.0,25,1,49.2,11,20,0,106,68,0.67
Patrick Robinson,5557,CB,NO,6,97,13.9,7.5,20,0,72.0,7,13,0,78,40,0.8
Antrel Rolle,2225,S,NYG,10,41,13.7,6.8,21,0,56.3,3,6,0,14,8,0.34
Chris Harris Jr.,6457,CB,DEN,10,144,13.1,7.6,10,1,40.9,11,19,0,57,59,0.4
Bruce Irvin,7021,LB,SEA,6,13,13.0,13.0,29,0,108.3,1,1,0,10,12,0.77
Bashaud Breeland,8737,CB,WAS,8,26,13.0,5.2,32,0,50.4,2,5,0,18,13,0.69
Steven Terrell,8450,S,SEA,1,13,13.0,6.5,29,0,81.3,1,2,0,18,19,1.38
Jumal Rolle,8105,CB,HST,2,26,13.0,6.5,13,0,65.6,2,4,0,21,7,0.81
Xavier Rhodes,7806,CB,MIN,7,13,13.0,6.5,18,0,95.8,1,2,0,45,6,3.46
Rafael Bush,5779,S,NO,8,26,13.0,5.2,20,0,53.8,2,5,0,22,5,0.85
Von Miller,6154,ED,DEN,6,13,13.0,13.0,10,0,112.5,1,1,0,11,7,0.85
Cortland Finnegan,3160,CB,MIA,7,114,12.7,8.1,17,0,81.0,9,14,0,85,61,0.75
Leodis McKelvin,4325,CB,BUF,8,25,12.5,12.5,4,0,118.8,2,2,0,35,7,1.4
Dontae Johnson,8764,CB,SF,6,50,12.5,8.3,28,1,81.9,4,6,1,35,15,0.7
Danny Gorrer,5424,CB,BLT,7,120,12.0,8.6,3,0,97.0,10,14,0,119,54,0.99
Bradley Fletcher,4989,CB,PHI,9,12,12.0,6.0,24,0,77.1,1,2,0,16,11,1.33
Tavon Wilson,7051,S,NE,6,12,12.0,6.0,19,0,77.1,1,2,0,16,18,1.33
Jaiquawn Jarrett,6206,S,NYJ,8,12,12.0,6.0,22,0,56.3,1,2,0,-1,0,-0.08
Brock Vereen,8766,S,CHI,4,12,12.0,6.0,6,0,56.3,1,2,0,6,2,0.5
Kam Chancellor,5656,S,SEA,8,48,12.0,9.6,29,1,52.1,4,5,0,30,14,0.63
Desmond Trufant,7803,CB,ATL,8,12,12.0,6.0,2,0,56.3,1,2,0,1,3,0.08
Louis Delmas,4956,S,MIA,10,48,12.0,8.0,17,1,35.4,4,6,0,25,17,0.52
Captain Munnerlyn,5140,CB,MIN,10,235,11.8,7.6,18,1,98.7,20,31,3,179,126,0.76
Nevin Lawson,8768,CB,DET,2,35,11.7,8.8,11,0,109.4,3,4,0,43,32,1.23
E.J. Biggers,5141,CB,WAS,9,173,11.5,7.2,32,0,99.3,15,24,1,180,78,1.04
Jimmy Wilson,6387,S,MIA,8,149,11.5,8.3,17,0,94.0,13,18,0,137,95,0.92
Patrick Chung,4957,S,NE,10,92,11.5,6.6,19,0,79.2,8,14,0,99,58,1.08
Aaron Williams,6186,S,BUF,9,69,11.5,7.7,4,0,77.1,6,9,0,42,22,0.61
Perrish Cox,5660,CB,SF,7,57,11.4,7.1,28,0,75.5,5,8,0,41,14,0.72
Husain Abdullah,4652,S,KC,10,68,11.3,6.2,16,0,80.1,6,11,0,86,42,1.26
Troy Polamalu,1332,S,PIT,9,45,11.3,9.0,25,0,81.7,4,5,0,18,15,0.4
Dawan Landry,3091,S,NYJ,10,112,11.2,7.5,22,0,99.0,10,15,1,69,48,0.62
Reshad Jones,5686,S,MIA,5,22,11.0,5.5,17,0,56.3,2,4,0,10,0,0.45
Robert Blanton,7136,S,MIN,8,22,11.0,7.3,18,0,106.3,2,3,0,35,17,1.59
Kayvon Webster,7871,CB,DEN,4,22,11.0,7.3,10,0,96.5,2,3,0,28,1,1.27
Erik Walden,4481,ED,IND,8,11,11.0,5.5,14,0,56.3,1,2,0,5,5,0.45
Jimmy Smith,6179,CB,BLT,4,11,11.0,5.5,3,0,56.3,1,2,0,3,0,0.27
Darqueze Dennard,8659,CB,CIN,3,33,11.0,5.5,7,0,102.8,3,6,1,28,25,0.85
Alterraun Verner,5628,CB,TB,4,11,11.0,11.0,30,0,118.8,1,1,0,13,1,1.18
Darius Butler,4964,CB,IND,8,180,10.6,6.0,14,0,110.6,17,30,2,281,128,1.56
DeAndre Levy,4999,LB,DET,8,21,10.5,4.2,11,1,8.3,2,5,0,14,11,0.67
Harrison Smith,7641,S,MIN,9,42,10.5,6.0,18,0,69.3,4,7,0,33,9,0.79
Coty Sensabaugh,7115,CB,TEN,7,125,10.4,7.8,31,0,89.3,12,16,0,95,51,0.76
Marqueston Huff,8757,CB,TEN,7,103,10.3,6.4,31,0,77.1,10,16,0,88,50,0.85
Jayron Hosley,7094,CB,NYG,5,72,10.3,6.5,21,0,132.4,7,11,1,124,57,1.72
Kareem Jackson,5545,CB,HST,9,185,10.3,7.7,13,0,137.7,18,24,2,261,176,1.41
Nate Allen,5562,S,PHI,9,102,10.2,7.8,24,0,142.5,10,13,1,158,56,1.55
Malcolm Jenkins,4937,S,PHI,10,111,10.1,7.4,24,1,97.1,11,15,1,142,61,1.28
Jahleel Addae,8117,S,SD,4,10,10.0,10.0,27,0,104.2,1,1,0,9,0,0.9
Isaiah Frey,7173,CB,TB,7,110,10.0,6.9,30,0,131.8,11,16,2,126,63,1.15
Dan Skuta,5349,ED,SF,7,20,10.0,6.7,28,0,71.5,2,3,0,10,15,0.5
Stephon Gilmore,7016,CB,BUF,7,20,10.0,10.0,4,0,116.7,2,2,0,24,9,1.2
Malcolm Smith,6394,LB,SEA,4,10,10.0,2.5,29,0,39.6,1,4,0,7,7,0.7
Paul Worrilow,8141,LB,ATL,7,10,10.0,10.0,2,0,116.7,1,1,0,12,4,1.2
Sherrod Martin,4982,S,JAX,3,40,10.0,6.7,15,1,101.4,4,6,1,63,20,1.58
Kenny Vaccaro,7796,S,NO,10,79,9.9,7.9,20,1,69.6,8,10,0,102,60,1.29
Lardarius Webb,5011,CB,BLT,7,89,9.9,6.4,3,0,88.1,9,14,0,109,66,1.22
Jimmie Ward,8665,CB,SF,8,178,9.9,7.4,28,0,138.2,18,24,4,196,72,1.1
Phillip Gaines,8722,CB,KC,5,108,9.8,6.0,16,0,86.3,11,18,1,64,31,0.59
Marcus Gilchrist,6202,S,SD,10,167,9.8,7.3,27,0,109.0,17,23,1,170,138,1.02
Trumaine McBride,3837,CB,NYG,5,117,9.8,7.8,21,1,95.3,12,15,1,123,75,1.05
Roman Harper,2988,S,CAR,10,39,9.8,6.5,5,0,93.1,4,6,0,51,42,1.31
Patrick Peterson,6157,CB,ARZ,8,29,9.7,7.3,1,0,156.3,3,4,2,76,55,2.62
Matt Elam,7813,S,BLT,9,134,9.6,7.1,3,0,115.5,14,19,1,157,87,1.17
E.J. Gaines,8823,CB,SL,9,86,9.6,7.2,26,0,102.4,9,12,0,109,45,1.27
Duke Williams,7887,S,BUF,9,57,9.5,7.1,4,0,97.9,6,8,0,64,29,1.12
Trenton Robinson,7170,S,WAS,3,19,9.5,6.3,32,0,82.6,2,3,0,18,5,0.95
Nolan Carroll,5668,CB,PHI,9,38,9.5,7.6,24,0,89.2,4,5,0,27,30,0.71
Lance Briggs,1383,LB,CHI,5,19,9.5,9.5,6,1,112.5,2,2,1,22,18,1.16
Nickell Robey-Coleman,8483,CB,BUF,10,225,9.4,7.0,4,0,116.5,24,32,1,319,205,1.42
Bene Benwikere,8783,CB,CAR,5,113,9.4,6.6,5,0,89.3,12,17,0,116,73,1.03
Darian Stewart,5820,S,BLT,9,47,9.4,6.7,3,0,108.0,5,7,0,78,38,1.66
Alfonzo Dennard,7208,CB,NE,3,65,9.3,6.5,19,0,132.9,7,10,1,94,36,1.45
Chris Owens,5013,CB,KC,6,147,9.2,6.7,16,0,128.4,16,22,2,187,112,1.27
Paul Posluszny,3650,LB,JAX,4,18,9.0,9.0,15,0,87.5,2,2,0,10,11,0.56
Bradley Roby,8666,CB,DEN,9,217,9.0,5.9,10,1,84.0,24,37,1,267,84,1.23
