team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
DEN,10,17,671,27,79,671,90.0,120,14
GB,12,18,668,19,85,668,89.2,124,20
CIN,7,17,586,24,79,586,88.8,117,14
DAL,9,18,578,19,92,578,88.1,124,13
CLV,8,16,549,23,75,549,88.0,115,17
BLT,3,18,653,25,111,653,87.6,149,13
PHI,24,16,673,31,115,673,86.9,161,15
OAK,23,16,663,20,125,663,86.5,162,17
NYG,21,16,643,27,111,643,86.3,157,19
HST,13,16,545,27,107,545,86.2,142,8
JAX,15,16,649,23,95,649,86.1,149,31
PIT,25,17,697,21,125,697,85.9,171,25
NYJ,22,16,585,30,116,585,85.8,156,10
CHI,6,16,672,28,127,672,85.5,175,20
WAS,32,16,629,26,100,629,85.4,155,29
NE,19,18,737,60,119,737,84.9,201,22
DET,11,17,708,26,131,708,84.8,186,29
BUF,4,16,629,36,108,629,84.7,168,24
ARZ,1,17,644,42,120,644,84.6,180,18
NO,20,16,696,38,146,696,84.5,200,16
SEA,29,18,610,23,134,610,84.5,173,16
IND,14,19,853,70,156,853,84.4,246,20
SF,28,16,587,12,122,587,84.3,159,25
ATL,2,16,682,38,141,682,83.8,200,21
KC,16,16,580,30,109,580,83.4,166,27
CAR,5,18,694,23,156,694,82.6,210,31
TB,30,16,603,41,118,603,82.3,186,27
SL,26,16,567,30,121,567,82.3,176,25
SD,27,16,630,28,142,630,82.2,197,27
MIA,17,16,648,46,133,648,81.4,210,31
TEN,31,16,591,25,131,591,81.0,190,34
MIN,18,16,603,32,130,603,80.6,198,36
