player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_overall_tackle,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_pass_rush_defense,blitz_grades_run,blitz_grades_tackle,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_overall_tackle,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_pass_rush_defense,no_blitz_grades_run,no_blitz_grades_tackle,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_overall_tackle,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_pass_rush_defense,no_pressure_grades_run,no_pressure_grades_tackle,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_overall_tackle,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_pass_rush_defense,pressure_grades_run,pressure_grades_tackle,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Andrew Luck,7007,QB,IND,14,640,72.6,164,183,10.5,2.6,7,15,7.8,61.7,113,88,5.0,198,30.9,6,89,,,,,37.1,79.7,83.3,,75.7,,,86.2,,6,2,208,10.2,114.3,4.5,9,6,0,6,16,10,4.8,1587,8.7,0,14,61.0,78.5,76.5,68.4,73.9,368,395,8.8,2.97,7,20,4.8,61.3,242,141,11.0,442,69.1,30,149,,,,,78.1,75.4,63.1,,73.4,,,71.0,,4,12,468,12.1,89.7,3.8,17,30,0,16,22,18,3.8,2906,7.4,79.5,375,393,8.2,2.56,13,21,5.1,68.7,270,0,9.4,411,64.2,28,181,,,,,91.3,90.7,61.0,,86.4,,,91.6,,0,8,431,,109.8,0.0,0,18,0,5,29,16,3.7,3236,8.2,3,59.2,157,185,12.1,3.38,1,14,7.0,45.9,85,229,8.6,229,35.8,8,57,,,,,26.9,53.1,84.0,,54.2,,,52.6,,10,6,245,11.4,71.4,11.4,26,18,0,17,9,12,4.9,1257,6.8
Drew Brees,802,QB,NO,14,609,78.7,136,150,8.9,2.4,6,9,5.6,65.3,98,69,8.4,163,26.8,9,61,,,,,89.1,88.9,82.7,,87.0,,,55.9,,4,2,177,17.4,110.0,7.4,12,1,0,4,12,7,4.0,1164,7.8,0,20,78.2,90.6,90.5,45.9,82.6,390,424,7.6,2.68,6,20,4.5,71.7,304,136,5.6,446,73.2,18,170,,,,,87.8,88.5,86.6,,87.2,,,53.0,,5,10,469,7.4,98.3,2.2,10,12,5,18,19,16,3.4,3194,7.5,83.3,383,399,7.5,2.33,7,19,4.6,75.9,303,0,5.0,404,66.3,16,171,,,,,91.3,92.6,86.1,,91.8,,,48.2,,0,5,420,,117.6,0.0,0,5,5,4,28,12,2.9,3266,8.2,3,76.9,143,175,9.1,3.15,5,10,5.2,56.6,99,205,10.0,205,33.7,11,60,,,,,74.0,73.2,83.7,,72.7,,,57.0,,9,7,226,10.7,64.3,10.7,22,8,0,18,3,11,4.9,1092,6.2
Matt Ryan,4317,QB,ATL,14,588,71.7,145,156,9.2,2.42,4,12,7.4,59.0,92,75,11.5,171,29.1,12,68,,,,,69.2,70.6,82.8,,69.0,,,66.9,,3,4,179,12.0,106.3,5.3,9,6,0,4,14,10,5.6,1343,8.6,1,2,69.3,84.2,81.9,68.0,78.1,361,385,8.0,2.7,4,17,4.2,68.6,264,130,6.4,417,70.9,18,146,,,,,66.8,86.3,86.3,,84.1,,,65.6,,3,8,442,12.3,91.8,3.8,16,16,5,12,13,11,2.5,2769,7.2,78.5,358,375,8.1,2.34,7,21,5.4,69.3,260,0,7.5,383,65.1,21,150,,,,,91.2,91.0,85.9,,89.2,,,76.6,,0,8,398,,105.0,0.0,0,8,5,5,23,13,3.3,3022,8.1,2,70.9,148,166,8.9,3.13,1,8,4.4,57.8,96,205,8.6,205,34.9,9,64,,,,,28.8,60.8,83.6,,60.8,,,58.3,,6,4,223,12.2,75.6,12.2,25,14,0,11,4,8,3.6,1090,6.6
Ben Roethlisberger,1732,QB,PIT,14,585,73.2,127,130,10.1,2.28,1,10,7.4,69.2,90,58,3.2,141,24.1,3,58,,,,,87.7,82.7,82.0,,80.4,,,63.3,,0,2,147,17.2,112.0,7.1,10,1,0,2,8,7,4.8,1190,9.2,0,25,54.0,85.8,86.1,31.8,76.1,394,415,8.8,2.53,5,21,4.8,66.5,276,108,8.0,444,75.9,24,161,,,,,55.0,85.4,86.6,,83.7,58.4,,50.8,,4,6,470,21.3,100.8,5.2,23,5,9,3,21,8,1.7,3236,7.8,76.8,401,415,8.6,2.16,4,22,5.1,68.4,284,0,7.8,419,71.6,24,164,,,,,89.8,90.4,86.3,,89.1,58.4,,45.1,,0,8,436,,98.8,0.0,0,3,9,1,19,9,2.1,3232,7.8,3,70.8,120,130,10.8,3.26,2,9,6.3,63.1,82,166,3.5,166,28.4,3,55,,,,,27.5,70.5,82.8,,68.8,,,68.5,,4,0,181,19.9,118.6,19.9,33,3,0,4,10,6,3.3,1194,9.2
Jay Cutler,2956,QB,CHI,14,579,73.0,115,123,9.1,2.36,5,5,3.7,64.2,79,56,6.0,143,24.7,5,57,,,,,28.4,58.6,23.4,,58.2,,,69.2,,2,5,156,30.4,98.0,11.9,17,3,0,1,9,9,5.8,1030,8.4,0,6,39.6,63.7,62.5,63.7,75.3,380,402,7.5,2.6,6,9,2.1,66.7,268,121,6.3,436,75.3,18,129,,,,,68.5,65.8,86.5,,63.9,,,73.1,,2,13,467,15.7,87.0,4.4,19,14,0,14,19,19,4.1,2610,6.5,75.7,379,392,7.4,2.28,8,8,1.9,68.9,270,0,5.9,402,69.4,17,133,,,,,86.7,68.7,86.2,,66.9,,,73.0,,0,13,432,,88.5,0.0,0,9,0,5,16,16,3.7,2747,7.0,3,71.6,116,133,9.3,3.11,3,6,4.1,57.9,77,177,7.2,177,30.6,6,53,,,,,24.4,53.5,33.2,,52.7,,,70.3,,4,5,191,20.3,92.7,20.3,36,8,0,10,12,12,6.3,893,6.7
Matthew Stafford,4924,QB,DET,14,576,74.8,107,113,8.7,2.32,1,8,6.5,64.6,73,50,8.8,124,21.5,7,53,,,,,62.1,78.4,81.6,,76.2,,,64.0,,1,0,134,20.0,109.1,8.1,10,1,0,4,6,2,1.5,961,8.5,0,11,72.4,70.2,69.9,50.9,72.7,374,409,7.9,2.7,7,15,3.5,60.6,248,131,8.8,452,78.5,24,132,,,,,72.2,64.9,86.6,,65.6,,,44.4,,2,10,478,22.1,81.8,6.4,29,13,3,23,13,11,2.3,2826,6.9,77.0,374,386,6.7,2.28,5,12,3.0,68.9,266,0,7.6,395,68.6,22,149,,,,,91.3,78.0,86.1,,77.1,,,51.2,,0,7,414,,93.5,0.0,0,8,3,4,12,6,1.4,2892,7.5,2,59.8,107,136,13.0,3.36,3,11,7.3,40.4,55,181,14.1,181,31.4,9,36,,,,,28.4,50.9,83.1,,52.0,,,50.9,,3,3,198,21.5,71.2,21.5,39,6,0,23,7,7,3.5,895,6.6
Derek Carr,8671,QB,OAK,14,559,62.7,153,172,8.4,2.42,10,5,2.7,50.0,86,76,10.4,183,32.7,10,44,,,,,89.9,46.5,34.6,,48.2,,,53.8,,1,4,197,11.8,65.5,4.9,9,2,0,8,6,10,5.1,817,4.8,1,23,62.4,53.3,55.9,34.3,73.9,330,357,8.2,2.64,4,6,1.6,63.6,227,111,7.0,376,67.3,17,105,,,,,66.4,61.5,85.9,,61.5,59.9,,53.9,,4,7,393,9.9,82.4,2.9,11,8,6,13,12,13,3.3,2081,5.8,75.5,351,368,7.4,2.25,8,7,1.8,66.0,243,0,8.3,372,66.5,22,110,,,,,84.9,66.9,85.8,,66.1,,,58.6,,0,6,390,,86.3,0.3,1,3,6,3,13,11,2.8,2134,5.8,10,56.8,132,161,10.6,3.2,6,4,2.3,43.5,70,187,6.7,187,33.5,5,39,,,,,59.3,36.5,35.5,,39.1,59.9,,50.3,,5,5,200,10.2,55.5,10.2,19,7,0,18,5,12,6.0,764,4.7
Tom Brady,698,QB,NE,14,553,75.5,106,119,8.7,2.12,5,7,5.5,62.2,74,46,7.5,122,22.1,6,52,,,,,62.4,86.8,81.6,,85.4,,,54.9,,3,2,131,4.3,96.1,1.6,2,1,0,5,7,3,2.3,844,7.1,0,19,77.2,84.8,83.8,47.2,74.9,386,412,8.7,2.44,4,16,3.6,65.0,268,111,7.3,431,77.9,21,154,,,,,87.9,81.1,86.5,,79.1,,,64.3,,8,6,465,12.6,100.8,3.2,14,5,0,14,25,10,2.2,3002,7.3,78.0,381,391,8.1,2.2,7,17,4.1,70.6,276,0,7.1,396,71.6,21,167,,,,,91.3,90.7,86.1,,89.3,,,62.6,,0,3,422,,114.7,0.3,1,4,0,3,28,7,1.7,3104,7.9,2,64.9,111,140,11.0,2.81,2,6,3.8,47.1,66,157,8.3,157,28.4,6,39,,,,,48.8,62.8,82.6,,62.8,,,54.6,,11,5,174,9.6,58.1,9.6,15,2,0,16,4,6,3.4,742,5.3
Ryan Tannehill,7014,QB,MIA,14,550,76.2,122,134,7.0,2.49,4,3,2.1,64.2,86,69,7.5,143,26.0,7,52,,,,,87.9,74.4,22.0,,74.1,,,57.9,,1,2,152,11.6,97.5,5.6,8,1,0,7,8,5,3.3,908,6.8,0,17,49.2,76.4,77.4,47.3,75.9,352,370,8.4,2.67,10,17,4.3,67.0,248,136,7.1,407,74.0,19,138,,,,,37.7,74.4,86.2,,75.6,58.4,,27.7,,1,9,430,22.1,88.5,7.4,30,7,1,6,14,18,4.2,2496,6.7,80.5,329,342,6.9,2.31,12,7,2.0,72.8,249,0,6.0,345,62.7,16,136,,,,,86.9,82.4,85.5,,81.0,58.4,,50.2,,0,8,359,,97.2,0.0,0,3,1,0,15,10,2.8,2428,7.1,2,65.5,145,162,10.8,3.16,2,13,7.3,52.5,85,205,10.5,205,37.3,10,54,,,,,26.0,61.7,39.8,,65.7,,,27.5,,2,3,223,18.5,77.6,18.5,38,5,0,13,7,13,5.8,976,6.0
Eli Manning,1722,QB,NYG,14,549,72.0,143,156,9.4,2.21,3,3,1.8,62.2,97,46,5.8,164,29.9,6,63,,,,,68.4,72.2,82.7,,71.2,,,59.1,,1,2,174,13.0,96.9,3.7,6,2,0,9,10,5,2.9,1010,6.5,0,21,60.5,71.5,70.3,57.9,73.9,337,360,8.3,2.64,2,9,2.4,63.6,229,112,8.0,385,70.1,20,128,,,,,55.7,68.5,86.0,,67.7,,,57.5,,2,11,406,18.8,87.0,5.5,21,4,1,18,16,16,3.9,2580,7.2,77.8,378,386,8.5,2.3,4,9,2.2,71.2,275,0,6.5,391,71.2,19,158,,,,,88.8,90.3,86.0,,88.6,,,55.0,,0,8,407,,100.9,0.3,1,4,1,3,18,6,1.5,3011,7.8,4,56.9,102,130,8.9,3.05,1,3,2.1,39.2,51,158,12.1,158,28.8,7,33,,,,,25.9,27.8,82.6,,28.5,,,62.0,,3,5,173,16.5,57.8,16.5,26,2,0,24,8,15,8.7,579,4.5
