player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Charles Woodson,330,S,OAK,11,0,0,23,82.1,0,0,11,2.9,9.1,1,0,9.1,1,417,12,1,0,87.0,0,0,9,5.6,11.1,1,11.1,1,180,10,1
John Abraham,591,ED,ARZ,1,0,0,1,47.9,0,0,20,87.0,0.0,0,0,0.0,0,23,20,0,0,49.0,0,0,14,100.0,0.0,0,0.0,0,14,14,0
Justin Smith,776,DI,SF,11,1,0,28,59.3,7,15,300,99.7,8.0,24,1,5.0,4,322,321,26,1,70.6,5,10,130,100.0,14.6,19,8.1,3,143,143,18
Ryan Pickett,799,DI,HST,8,1,0,13,48.7,0,1,99,100.0,2.0,2,0,0.5,0,103,103,1,0,48.5,0,0,20,100.0,0.0,0,0.0,0,24,24,0
Julius Peppers,1010,ED,GB,11,2,1,12,78.6,8,21,307,92.3,13.4,41,3,6.7,6,352,325,35,2,87.8,5,14,138,94.8,19.6,27,11.2,6,155,147,25
Dwight Freeney,1019,ED,SD,11,0,0,27,68.7,6,28,278,96.8,16.2,45,3,6.8,2,311,301,36,0,73.6,3,20,131,98.7,22.9,30,10.3,2,150,148,25
Larry Foote,1126,LB,ARZ,11,0,0,1,49.9,3,7,130,29.1,6.9,9,3,4.6,1,474,138,11,0,46.7,1,3,73,34.1,6.8,5,4.1,1,229,78,5
Brett Keisel,1204,DI,PIT,11,4,1,25,56.3,6,11,251,97.8,6.4,16,1,3.8,1,274,268,18,2,61.4,4,6,104,99.1,10.6,11,5.8,1,110,109,11
Ryan Clark,1229,S,WAS,11,0,0,32,36.3,0,3,18,4.8,0.0,0,1,13.9,1,420,20,4,0,29.8,0,2,9,5.7,0.0,0,11.1,0,193,11,2
James Harrison,1251,ED,PIT,8,0,0,25,76.6,13,7,120,79.3,20.0,24,2,11.7,4,164,130,24,0,69.7,6,3,52,90.5,23.1,12,14.4,3,63,57,12
Terence Newman,1321,CB,CIN,10,0,0,7,58.6,0,1,1,0.2,0.0,0,4,50.0,0,433,1,1,0,58.6,0,1,1,0.5,0.0,0,50.0,0,198,1,1
Kevin Williams,1325,DI,SEA,11,2,0,29,52.0,0,6,126,94.6,4.8,6,0,2.4,0,147,139,6,1,52.8,0,2,39,100.0,5.1,2,2.6,0,45,45,2
Terrell Suggs,1326,ED,BLT,11,1,1,3,70.4,11,18,331,89.9,14.5,48,6,6.5,7,387,348,36,0,71.0,8,9,165,94.6,17.6,29,8.2,5,186,176,22
