player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Wesley Woodyard,4583,LB,TEN,2,7,,7.0,31,0,39.6,0,1,0,0,0,0.0
Rodney McLeod,7271,S,SL,2,4,,4.0,26,0,39.6,0,1,0,0,0,0.0
Trumaine McBride,3837,CB,NYG,1,3,,3.0,21,0,39.6,0,1,0,0,0,0.0
Anthony Hitchens,8754,LB,DAL,1,1,,1.0,9,0,39.6,0,1,0,0,0,0.0
Keith Rivers,4323,LB,BUF,1,1,,1.0,4,0,39.6,0,1,0,0,0,0.0
Bashaud Breeland,8737,CB,WAS,2,11,,5.5,32,0,39.6,0,2,0,0,0,0.0
Kyle Arrington,4742,CB,NE,2,19,,9.5,19,0,39.6,0,2,0,0,0,0.0
Tyvon Branch,4414,S,OAK,2,5,,5.0,23,0,39.6,0,1,0,0,0,0.0
Christian Kirksey,8706,LB,CLV,2,8,,8.0,8,0,39.6,0,1,0,0,0,0.0
Husain Abdullah,4652,S,KC,2,19,,9.5,16,0,39.6,0,2,0,0,0,0.0
Ryan Clark,1229,S,WAS,1,6,,6.0,32,0,39.6,0,1,0,0,0,0.0
Isa Abdul-Quddus,6722,S,DET,1,6,,6.0,11,0,39.6,0,1,0,0,0,0.0
Tahir Whitehead,7135,LB,DET,1,1,,1.0,11,0,39.6,0,1,0,0,0,0.0
Kenny Vaccaro,7796,S,NO,2,20,,10.0,20,0,39.6,0,2,0,0,0,0.0
Chris Harris Jr.,6457,CB,DEN,2,7,,2.3,10,0,39.6,0,3,0,0,0,0.0
Jim Leonhard,2694,S,CLV,2,4,,4.0,8,0,39.6,0,1,0,0,0,0.0
Josh Thomas,6295,CB,SEA,1,1,,1.0,29,0,39.6,0,1,0,0,0,0.0
Kamerion Wimbley,2958,ED,TEN,2,3,,3.0,31,0,39.6,0,1,0,0,0,0.0
Antonio Cromartie,2964,CB,ARZ,2,2,,2.0,1,0,39.6,0,1,0,0,0,0.0
Chimdi Chekwa,6265,CB,OAK,1,1,,1.0,23,0,39.6,0,1,0,0,0,0.0
Henoc Muamba,9098,LB,IND,1,2,,2.0,14,0,39.6,0,1,0,0,0,0.0
Shareece Wright,6241,CB,SD,2,13,,13.0,27,0,39.6,0,1,0,0,0,0.0
Jarrett Bush,3261,CB,GB,1,4,,4.0,12,0,39.6,0,1,0,0,0,0.0
Blidi Wreh-Wilson,7851,CB,TEN,2,3,,3.0,31,0,39.6,0,1,0,0,0,0.0
Andre Hal,8850,CB,HST,1,12,,12.0,13,0,39.6,0,1,0,0,0,0.0
Devin McCourty,5552,S,NE,2,16,,8.0,19,0,39.6,0,2,0,0,0,0.0
Lavonte David,7060,LB,TB,2,4,,4.0,30,0,39.6,0,1,0,0,0,0.0
Eric Berry,5530,S,KC,2,9,,9.0,16,0,39.6,0,1,0,0,0,0.0
Antrel Rolle,2225,S,NYG,2,9,,4.5,21,0,39.6,0,2,0,0,0,0.0
Keenan Lewis,5019,CB,NO,2,2,,2.0,20,0,39.6,0,1,0,0,0,0.0
Corey Graham,3784,CB,BUF,1,2,,2.0,4,0,39.6,0,1,0,0,0,0.0
Coty Sensabaugh,7115,CB,TEN,2,43,43.0,21.5,31,0,56.3,1,2,0,4,7,0.09
Bene Benwikere,8783,CB,CAR,2,69,34.5,13.8,5,0,47.9,2,5,0,15,3,0.22
E.J. Biggers,5141,CB,WAS,2,30,30.0,10.0,32,0,42.4,1,3,0,1,7,0.03
Cortland Finnegan,3160,CB,MIA,2,55,27.5,11.0,17,0,62.9,2,5,0,33,33,0.6
Darrelle Revis,3630,CB,NE,1,21,21.0,5.3,19,1,0.0,1,4,0,4,0,0.19
Malcolm Jenkins,4937,S,PHI,2,19,19.0,9.5,24,0,127.1,1,2,1,21,10,1.11
E.J. Gaines,8823,CB,SL,2,18,18.0,18.0,26,0,95.8,1,1,0,7,0,0.39
Da'Norris Searcy,6252,S,BUF,2,16,16.0,16.0,4,0,87.5,1,1,0,5,0,0.31
Brandon Flowers,4349,CB,SD,1,30,15.0,15.0,27,0,118.8,2,2,0,51,7,1.7
Kareem Jackson,5545,CB,HST,2,37,12.3,7.4,13,0,84.6,3,5,0,39,9,1.05
Aaron Williams,6186,S,BUF,2,24,12.0,8.0,4,0,79.9,2,3,0,16,5,0.67
Nevin Lawson,8768,CB,DET,2,35,11.7,8.8,11,0,109.4,3,4,0,43,32,1.23
