player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_overall_tackle,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_pass_rush_defense,blitz_grades_run,blitz_grades_tackle,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_overall_tackle,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_pass_rush_defense,no_blitz_grades_run,no_blitz_grades_tackle,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_overall_tackle,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_pass_rush_defense,no_pressure_grades_run,no_pressure_grades_tackle,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_overall_tackle,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_pass_rush_defense,pressure_grades_run,pressure_grades_tackle,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Andrew Luck,7007,QB,IND,7,330,80.0,75,81,9.4,2.46,3,3,3.6,71.6,58,26,3.3,86,26.1,2,45,,,,,84.1,79.4,80.1,,76.6,,,65.9,,1,1,89,15.4,122.6,4.7,4,1,0,2,7,3,3.4,723,8.9,0,14,87.0,77.7,76.2,63.2,76.1,209,221,7.8,2.92,2,7,3.0,63.8,141,69,11.3,244,73.9,18,90,,,,,90.4,75.0,84.1,,72.6,,,70.5,,2,6,255,10.1,92.4,2.9,7,16,0,8,12,8,3.1,1609,7.3,80.4,219,226,7.5,2.51,5,7,3.0,70.4,159,0,9.7,235,71.2,17,107,,,,,90.3,80.4,84.0,,75.9,,,89.9,,0,5,245,,107.6,0.0,0,9,0,2,16,10,4.1,1761,7.8,0,66.2,65,76,10.6,3.53,0,3,3.8,52.6,40,95,7.0,95,28.8,3,28,,,,,84.9,68.0,80.5,,69.9,,,49.5,,3,2,99,11.6,79.4,11.6,11,8,0,8,3,1,1.0,571,7.5
Matt Ryan,4317,QB,ATL,7,303,72.7,66,69,9.4,2.35,1,7,9.7,55.1,38,40,20.8,79,26.1,10,26,,,,,48.4,73.6,79.8,,72.7,,,59.0,,2,2,82,20.0,103.5,10.1,8,2,0,0,7,5,6.1,560,8.1,0,2,81.0,85.7,84.1,58.6,76.7,193,209,8.5,2.77,4,7,3.2,67.0,140,70,5.4,224,73.9,8,77,,,,,90.3,86.2,83.8,,84.7,,,58.9,,3,5,236,10.0,87.8,3.1,7,8,3,6,6,2,0.8,1518,7.3,80.9,183,191,7.8,2.33,4,9,4.6,71.2,136,0,8.1,193,63.7,12,72,,,,,89.9,92.4,83.1,,91.3,,,64.1,,0,4,198,,106.6,0.0,0,2,3,1,12,4,2.0,1511,7.9,0,63.2,76,87,11.0,3.23,1,5,5.2,48.3,42,110,12.5,110,36.3,6,31,,,,,59.5,59.7,81.2,,60.3,,,55.7,,5,3,120,13.6,58.9,13.6,15,8,0,5,1,3,2.5,567,6.5
Jay Cutler,2956,QB,CHI,7,291,76.4,55,60,7.9,2.44,3,3,4.6,66.7,40,28,4.8,71,24.4,2,28,,,,,45.4,61.3,79.5,,59.1,,,72.5,,1,3,76,32.1,83.7,12.7,9,2,0,1,3,4,5.3,435,7.3,0,6,31.4,69.3,67.9,60.8,75.3,194,203,7.8,2.58,1,8,3.7,67.5,137,56,6.2,220,75.6,9,70,,,,,59.2,72.0,83.8,,70.2,,,68.8,,2,4,236,14.3,97.5,3.6,8,8,0,6,11,10,4.2,1431,7.0,75.9,195,200,7.4,2.36,2,8,3.7,69.5,139,0,6.1,207,71.1,9,72,,,,,74.1,68.7,83.6,,66.6,,,73.3,,0,6,221,,92.8,0.0,0,6,0,3,9,10,4.5,1454,7.3,1,74.1,54,63,9.4,3.01,2,3,4.3,60.3,38,84,5.0,84,28.9,2,26,,,,,27.9,68.9,80.2,,67.1,,,67.0,,3,1,91,20.2,99.4,20.2,17,4,0,4,5,4,4.4,412,6.5
Matthew Stafford,4924,QB,DET,7,287,72.5,40,42,9.0,2.32,1,3,6.5,64.3,27,19,6.9,48,16.7,2,19,,,,,80.6,75.1,78.1,,72.6,,,64.0,,0,0,52,26.3,109.5,10.4,5,1,0,1,2,0,0.0,383,9.1,0,11,59.9,67.3,67.7,51.4,76.6,192,210,7.8,2.67,3,6,2.7,62.9,132,67,10.2,239,83.3,15,70,,,,,51.0,63.4,84.1,,64.9,,,42.8,,2,6,252,28.4,83.4,7.9,19,9,0,13,7,7,2.8,1498,7.1,79.1,191,194,7.3,2.29,2,7,3.5,71.1,138,0,8.6,201,70.0,13,74,,,,,90.0,76.7,83.4,,76.4,,,50.8,,0,5,209,,95.0,0.0,0,6,0,1,6,5,2.4,1588,8.2,2,61.0,41,58,11.3,3.37,2,2,3.0,36.2,21,86,16.0,86,30.0,4,15,,,,,25.2,43.9,80.3,,45.8,,,51.0,,2,1,95,27.9,63.4,27.9,24,4,0,13,3,2,2.1,293,5.1
Ben Roethlisberger,1732,QB,PIT,7,278,64.9,37,38,12.1,2.3,0,4,10.3,63.2,24,15,0.0,41,14.7,0,15,,,,,79.3,77.9,77.3,,76.3,,,,,0,1,42,20.0,96.7,7.3,3,0,0,1,2,1,2.4,323,8.5,0,25,35.3,80.1,80.1,42.6,75.9,203,214,8.1,2.46,3,9,3.9,66.4,142,55,7.8,237,85.3,12,77,,,,,28.9,78.6,84.1,,78.3,58.4,,44.1,,1,2,253,32.7,96.0,7.6,18,4,5,2,8,5,2.0,1546,7.2,74.4,195,204,7.8,2.16,3,8,3.7,65.7,134,0,7.6,208,74.8,11,70,,,,,78.9,82.1,83.5,,81.5,58.4,,45.1,,0,3,218,,89.1,0.0,0,3,5,1,6,3,1.4,1402,6.9,1,73.3,45,48,12.6,3.27,0,5,9.3,66.7,32,70,3.0,70,25.2,1,22,,,,,19.9,68.4,79.6,,68.0,,,58.3,,1,0,77,30.0,126.0,30.0,21,1,0,2,4,3,3.9,467,9.7
Drew Brees,802,QB,NO,6,272,73.1,52,58,8.7,2.3,3,1,1.6,62.1,36,25,5.3,62,22.8,2,22,,,,,82.4,70.0,79.2,,69.0,,,,,2,1,69,16.0,101.9,6.5,4,0,0,1,4,4,5.8,450,7.8,0,20,79.6,78.6,78.4,50.7,80.9,188,205,7.4,2.66,3,12,5.6,69.3,142,65,6.6,210,77.2,10,78,,,,,90.1,80.6,83.6,,78.9,,,61.0,,4,6,222,1.5,88.8,0.5,1,4,2,8,7,12,5.4,1466,7.2,82.2,174,181,7.2,2.29,3,10,5.3,74.6,135,0,5.6,182,66.9,8,70,,,,,89.7,86.8,83.0,,85.0,,,55.9,,0,2,191,,110.0,0.0,0,1,2,2,10,9,4.7,1386,7.7,2,71.2,66,82,8.8,3.16,3,3,3.3,52.4,43,90,8.5,90,33.1,4,30,,,,,84.9,60.7,80.5,,59.5,,,66.5,,6,5,100,5.6,51.4,5.6,5,3,0,7,1,7,7.0,530,6.5
Colin Kaepernick,6188,QB,SF,7,263,75.0,56,62,9.7,2.86,1,4,5.9,59.7,37,40,11.9,75,28.5,5,31,,,,,83.7,61.4,79.8,,59.1,,,70.8,,1,2,83,22.5,107.9,12.0,9,4,0,4,6,4,4.8,554,8.9,0,28,81.4,66.8,68.2,59.3,77.5,151,162,9.0,2.94,1,8,4.7,65.4,106,56,9.4,188,71.5,11,57,,,,,90.0,74.1,35.7,,71.2,,,75.4,,0,3,201,17.9,89.1,5.3,10,16,0,10,5,7,3.5,1165,7.2,79.4,160,163,8.5,2.36,2,8,4.7,69.9,114,0,10.2,167,63.5,13,63,,,,,89.1,76.2,29.6,,74.1,,,74.4,,0,3,176,,97.6,0.0,0,4,0,1,6,8,4.5,1276,7.8,4,68.1,47,61,11.7,3.89,0,4,5.9,47.5,29,96,9.4,96,36.5,3,25,,,,,85.5,59.6,80.8,,54.0,,,73.8,,1,2,108,19.8,85.6,19.8,19,16,0,13,5,3,2.8,443,7.3
Tom Brady,698,QB,NE,7,262,75.0,44,50,8.8,2.06,1,3,5.4,64.0,32,21,3.0,52,19.8,1,21,,,,,37.4,78.4,78.5,,76.8,,,,,2,0,58,9.5,98.6,3.8,2,0,0,3,2,1,1.7,358,7.2,0,19,66.7,75.8,74.3,56.6,70.3,182,196,9.3,2.48,1,5,2.3,60.7,119,62,7.0,210,80.2,9,63,,,,,74.7,71.5,83.7,,70.9,,,52.3,,4,2,228,17.7,95.7,5.2,11,3,0,9,11,6,2.6,1346,6.9,74.0,173,177,8.6,2.2,2,4,2.1,68.9,122,0,4.7,179,68.3,6,69,,,,,89.8,77.3,83.1,,75.9,,,58.3,,0,2,194,,108.7,0.6,1,1,0,2,11,5,2.6,1407,7.9,1,62.3,53,69,11.2,2.8,0,4,5.1,42.0,29,83,12.1,83,31.7,4,15,,,,,28.1,65.3,80.2,,65.5,,,54.6,,6,0,92,14.5,64.7,14.5,12,2,0,10,2,2,2.2,297,4.3
Geno Smith,7820,QB,NYJ,7,258,66.7,63,69,7.4,2.89,0,2,2.7,53.6,37,38,11.9,80,31.0,5,27,,,,,49.1,69.4,79.9,,67.7,,,66.5,,1,1,85,15.8,87.8,7.5,6,5,0,5,4,3,3.5,460,6.7,1,22,38.2,54.6,54.1,57.2,73.5,136,156,7.8,3.21,5,3,1.8,59.0,92,66,8.0,178,69.0,8,51,,,,,70.6,50.6,83.1,,47.5,55.6,,78.2,,1,6,186,13.6,65.8,5.1,9,13,1,13,3,9,4.8,905,5.8,80.7,140,146,6.4,2.59,2,3,2.0,69.2,101,0,10.6,154,59.7,12,54,,,,,88.4,72.7,82.5,,71.2,58.2,,66.1,,0,5,161,,84.0,0.6,1,7,1,3,4,4,2.5,1032,7.1,1,49.2,59,79,10.8,3.88,3,2,2.4,35.4,28,104,3.4,104,40.3,1,24,,,,,29.8,36.1,81.0,,30.9,60.0,,79.6,,2,2,110,13.5,51.3,13.5,14,11,0,15,3,8,7.3,333,4.2
Joe Flacco,4332,QB,BLT,7,256,73.4,79,83,10.5,2.41,1,5,5.4,61.4,51,31,12.1,89,34.8,7,43,,,,,84.9,76.9,80.5,,74.2,,,70.8,,1,3,99,12.9,102.3,4.5,4,2,0,2,6,4,4.0,796,9.6,0,3,79.5,76.6,75.8,54.2,80.0,145,161,8.1,2.57,4,7,4.1,65.2,105,40,9.5,167,65.2,11,45,,,,,69.3,74.2,82.7,,72.8,,,62.0,,1,2,176,10.0,95.3,2.4,4,2,4,7,8,8,4.5,1061,6.6,81.1,175,183,7.8,2.21,3,8,4.2,70.5,129,0,9.2,185,72.3,13,69,,,,,71.5,76.1,83.1,,74.1,,,68.7,,0,4,194,,105.4,0.0,0,2,4,1,12,9,4.6,1399,7.6,0,65.3,49,61,13.1,3.33,2,4,5.6,44.3,27,71,15.6,71,27.7,5,19,,,,,83.5,74.3,79.7,,72.6,,,64.1,,2,1,81,11.3,74.4,11.3,8,2,0,8,2,3,3.7,458,7.5
