team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
TB,30,19,860,21,118,860,89.4,161,22
DAL,9,18,757,26,110,757,89.0,151,15
PIT,25,18,751,28,93,751,88.5,147,26
NE,19,18,621,26,79,621,88.3,125,20
LAC,27,17,740,31,109,740,87.7,161,21
KC,16,20,898,32,146,898,87.6,200,22
LA,26,21,801,33,108,801,87.2,173,32
JAX,15,17,667,29,107,667,87.1,154,18
GB,12,18,678,27,111,678,86.9,158,20
ARZ,1,18,704,10,132,704,86.8,164,22
BUF,4,19,805,34,149,805,86.8,198,15
BLT,3,17,737,22,132,737,86.4,177,23
HST,13,17,612,18,106,612,86.3,146,22
CLV,8,17,597,14,103,597,86.2,141,24
PHI,24,18,626,22,132,626,85.8,166,12
SF,28,20,641,30,109,641,85.7,161,22
DET,11,17,635,38,123,635,84.5,179,18
NO,20,17,579,26,119,579,84.5,162,17
MIN,18,17,652,36,138,652,84.4,189,15
WAS,32,17,635,25,122,635,84.0,175,28
DEN,10,17,602,32,105,602,84.0,165,28
NYJ,22,17,680,30,151,680,83.7,201,20
NYG,21,17,662,35,127,662,83.5,190,28
LV,23,18,743,43,151,743,83.2,222,28
CHI,6,17,658,24,143,658,83.2,194,27
CIN,7,21,795,37,149,795,83.0,228,42
SEA,29,17,571,31,120,571,82.6,175,24
CAR,5,17,679,35,151,679,82.3,213,27
ATL,2,17,629,50,123,629,82.0,200,27
TEN,31,18,627,46,115,627,81.6,196,35
IND,14,17,580,43,130,580,81.5,194,21
MIA,17,17,688,30,181,688,81.2,235,24
