player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Kevin Minter,7826,LB,TB,3,7,,3.5,30,0,39.6,0,2,0,0,0,0.0
Breon Borders,39398,CB,TEN,2,5,,5.0,31,0,39.6,0,1,0,0,0,0.0
Nate Hairston,11913,CB,DEN,3,13,,13.0,10,0,39.6,0,1,0,0,0,0.0
Tracy Walker,51266,S,DET,8,27,,13.5,11,0,39.6,0,2,0,0,0,0.0
Jaycee Horn,83375,CB,CAR,3,28,,14.0,5,1,0.0,0,2,0,0,0,0.0
Anthony Nelson,48405,ED,TB,4,3,,3.0,30,0,39.6,0,1,0,0,0,0.0
Roderic Teamer,51405,S,LV,3,4,,2.0,23,0,39.6,0,2,0,0,0,0.0
A.J. Terrell,55586,CB,ATL,3,15,,7.5,2,0,39.6,0,2,0,0,0,0.0
Markus Golden,9491,ED,ARZ,1,1,,1.0,1,0,39.6,0,1,0,0,0,0.0
Talanoa Hufanga,83903,S,SF,3,6,,3.0,28,0,39.6,0,2,0,0,0,0.0
Jason McCourty,5127,S,MIA,6,22,,11.0,17,0,39.6,0,2,0,0,0,0.0
Andrew Wingard,49268,S,JAX,7,11,,11.0,15,0,39.6,0,1,0,0,0,0.0
Tre Brown,55677,CB,SEA,2,4,,4.0,29,0,39.6,0,1,0,0,0,0.0
Matthias Farley,10953,S,TEN,1,2,,2.0,31,0,39.6,0,1,0,0,0,0.0
Sharrod Neasman,11050,S,NYJ,2,11,,11.0,22,0,39.6,0,1,0,0,0,0.0
Brennan Scarlett,11169,ED,MIA,2,2,,2.0,17,0,39.6,0,1,0,0,0,0.0
Jackrabbit Jenkins,7043,CB,TEN,5,14,,7.0,31,0,39.6,0,2,0,0,0,0.0
Grant Delpit,60685,S,CLV,7,18,,18.0,8,0,39.6,0,1,0,0,0,0.0
Nevin Lawson,8768,CB,JAX,2,3,,3.0,15,0,39.6,0,1,0,0,0,0.0
Pierre Desir,8762,CB,TB,3,11,,11.0,30,0,39.6,0,1,0,0,0,0.0
Marshon Lattimore,11766,CB,NO,6,11,,5.5,20,0,39.6,0,2,0,0,0,0.0
Taco Charlton,11783,ED,PIT,1,1,,1.0,25,0,39.6,0,1,0,0,0,0.0
Javelin Guidry,56262,CB,NYJ,7,11,,11.0,22,0,39.6,0,1,0,0,0,0.0
Zaven Collins,77190,LB,ARZ,3,5,,2.5,1,0,39.6,0,2,0,0,0,0.0
Teez Tabor,11808,S,CHI,1,2,,2.0,6,0,39.6,0,1,0,0,0,0.0
Damar Hamlin,43291,S,BUF,2,5,,2.5,4,0,39.6,0,2,0,0,0,0.0
Vonn Bell,10695,S,CIN,7,45,45.0,15.0,7,0,42.4,1,3,0,8,3,0.18
Mike Edwards,51282,S,TB,8,40,40.0,13.3,30,2,2.8,1,3,0,2,6,0.05
Kareem Jackson,5545,S,DEN,8,37,37.0,12.3,10,0,49.3,1,3,0,14,1,0.38
Harrison Smith,7641,S,MIN,7,35,35.0,7.0,18,0,44.6,1,5,0,21,20,0.6
Tyrann Mathieu,7850,S,KC,6,62,31.0,15.5,16,2,16.7,2,4,0,7,8,0.11
Jimmie Ward,8665,S,SF,7,60,30.0,20.0,28,0,79.9,2,3,0,16,12,0.27
Darious Williams,55724,CB,LA,5,56,28.0,11.2,26,0,50.4,2,5,0,18,5,0.32
Anthony Brown,10823,CB,DAL,7,27,27.0,6.8,9,0,39.6,1,4,0,9,7,0.33
Budda Baker,11791,S,ARZ,7,27,27.0,13.5,1,0,95.8,1,2,0,25,2,0.93
Jamal Adams,11761,S,SEA,8,65,21.7,10.8,29,0,63.2,3,6,0,28,18,0.43
Brandon Stephens,45644,S,BLT,7,21,21.0,7.0,3,0,81.3,1,3,0,37,7,1.76
Ronnie Harrison,49206,S,CLV,6,41,20.5,6.8,8,0,84.0,2,6,2,21,24,0.51
Terrell Burgess,45255,S,LA,4,20,20.0,20.0,26,0,87.5,1,1,0,5,-3,0.25
Jerome Baker,28091,LB,MIA,5,20,20.0,10.0,17,0,77.1,1,2,0,16,1,0.8
Cameron Lewis,49395,CB,BUF,1,19,19.0,9.5,4,0,56.3,1,2,0,3,6,0.16
Jeremiah Owusu-Koramoah,58089,LB,CLV,5,19,19.0,19.0,8,0,79.2,1,1,0,0,5,0.0
Juston Burris,10752,S,CAR,3,37,18.5,18.5,5,0,118.8,2,2,0,30,12,0.81
Caden Sterns,76725,S,DEN,6,37,18.5,12.3,10,0,96.5,2,3,0,28,11,0.76
