player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Trey Smith,62960,G,KC,15,1,16,62.2,6,29,664,100.0,100.0,96.8,5,39,4,711,711,47.1,3,22,277,100.0,100.0,94.0,29,4,308,308
Joe Thuney,10712,G,KC,15,1,16,87.6,0,12,664,100.0,100.0,98.9,3,13,1,711,711,81.2,0,10,277,100.0,100.0,97.8,11,1,308,308
Orlando Brown Jr.,46227,T,KC,15,3,16,73.6,12,19,664,100.0,100.0,97.1,5,35,4,711,711,59.6,9,15,277,100.0,100.0,94.2,28,4,308,308
Creed Humphrey,59996,C,KC,15,1,16,77.2,1,8,664,100.0,100.0,99.2,3,10,1,711,711,70.2,0,5,277,100.0,100.0,98.7,6,1,308,308
Alex Cappa,66578,G,TB,15,0,30,68.2,6,17,672,100.0,100.0,97.5,0,28,5,704,704,50.3,3,17,279,100.0,100.0,95.0,24,4,293,293
Tristan Wirfs,64818,T,TB,15,1,30,84.8,2,8,672,100.0,100.0,99.0,2,12,2,704,704,83.4,1,5,279,100.0,100.0,98.6,7,1,293,293
Ryan Jensen,7985,C,TB,15,2,30,61.9,4,13,665,100.0,100.0,98.4,3,19,2,695,695,46.3,3,11,276,100.0,100.0,96.7,16,2,290,290
Donovan Smith,9467,T,TB,15,1,30,85.2,2,22,663,100.0,100.0,98.0,3,25,1,693,693,71.3,2,18,275,100.0,100.0,96.4,20,0,289,289
Mitch Morse,9482,C,BUF,15,1,4,68.3,2,20,650,100.0,100.0,98.0,4,24,2,691,691,57.7,1,14,279,100.0,100.0,96.6,17,2,299,299
Daryl Williams,9535,G,BUF,15,0,4,71.5,9,24,649,100.0,100.0,96.8,3,37,4,689,689,62.1,5,18,278,100.0,100.0,94.8,26,3,297,297
Kevin Zeitler,7032,G,BLT,15,0,3,77.9,0,15,645,100.0,100.0,98.8,3,15,0,688,688,62.1,0,13,260,100.0,100.0,97.5,13,0,278,278
Tyler Biadasz,41178,C,DAL,15,0,9,64.2,4,16,633,100.0,100.0,98.4,1,20,0,686,686,51.6,3,13,267,100.0,100.0,97.0,16,0,295,295
Alejandro Villanueva,9091,T,BLT,15,1,3,54.2,9,34,638,100.0,100.0,95.2,7,52,9,681,681,31.5,6,29,265,100.0,100.0,91.1,41,6,283,283
Bradley Bozeman,27934,C,BLT,15,0,3,72.2,3,15,631,100.0,100.0,98.1,0,21,3,675,675,66.8,3,9,258,100.0,100.0,97.3,13,1,276,276
