player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
DeSean Jackson,4363,WR,LV,1,0,,0,0,23,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Calais Campbell,4364,DI,BLT,9,9,1.3,1,0,3,71.0,87.2,86.0,75.1,80.8,42.4,9.7,3,1,122,123,12.3,15,19
Malcolm Jenkins,4937,S,NO,9,9,4.9,0,0,20,69.8,73.0,86.2,60.1,75.0,66.5,12.5,3,1,190,196,3.2,6,12
Jason McCourty,5127,S,MIA,6,3,12.4,0,0,17,73.5,72.1,81.7,54.5,59.2,60.8,28.6,4,0,114,118,0.0,0,7
Steve McLendon,5232,DI,TB,6,0,4.0,0,0,30,59.5,49.7,80.0,55.5,47.6,26.7,50.0,1,0,30,31,3.3,1,1
Ndamukong Suh,5527,DI,TB,9,4,0.6,0,0,30,57.6,49.1,50.6,52.2,54.7,46.9,18.2,2,2,97,100,5.2,5,5
Gerald McCoy,5528,DI,LV,1,0,,0,0,23,,48.2,73.2,55.2,53.3,,,0,0,4,4,0.0,0,0
Joe Haden,5532,CB,PIT,8,5,8.2,0,0,25,66.8,64.2,84.2,,48.3,31.3,31.3,5,0,171,174,1.2,2,6
Tyson Alualu,5535,DI,PIT,2,2,2.7,0,0,25,,59.7,78.7,59.4,58.2,40.8,16.7,1,0,17,17,5.9,1,3
Brandon Graham,5538,ED,PHI,2,0,0.5,0,0,24,,62.6,79.9,60.6,61.0,25.6,50.0,2,0,18,18,5.6,1,2
Jason Pierre-Paul,5540,ED,TB,7,4,-0.3,0,0,30,68.9,53.5,51.7,55.2,49.2,63.6,0.0,0,2,102,103,3.9,4,4
Kareem Jackson,5545,S,DEN,10,8,6.2,0,0,10,57.1,59.5,92.5,61.0,62.3,54.3,18.4,7,0,220,231,3.6,8,23
Devin McCourty,5552,S,NE,10,4,13.1,0,0,19,63.8,65.4,85.3,52.4,66.4,69.7,14.3,2,0,230,236,0.0,0,8
Jerry Hughes,5556,ED,BUF,9,0,1.0,1,1,4,57.0,80.5,32.5,90.0,57.5,26.7,40.0,2,3,99,100,3.0,3,3
Linval Joseph,5571,DI,LAC,9,9,3.2,1,0,27,60.0,64.9,68.3,85.8,50.3,62.2,4.5,2,1,213,220,9.4,20,33
Carlos Dunlap,5579,ED,SEA,9,2,3.4,0,0,29,59.8,70.4,70.0,63.2,77.3,79.5,0.0,0,1,80,82,7.5,6,11
Corey Peters,5607,DI,ARZ,7,1,2.8,0,0,1,57.2,55.0,83.1,68.9,46.8,73.4,0.0,0,0,79,83,6.3,5,8
Everson Griffen,5624,ED,MIN,8,3,5.0,0,0,18,60.6,70.2,18.9,80.7,53.2,27.7,40.0,4,5,124,128,1.6,2,3
Al Woods,5646,DI,SEA,9,6,1.8,0,0,29,59.0,74.8,65.9,66.7,74.4,54.7,7.7,2,1,171,177,8.8,15,18
Anthony Levine,6013,S,BLT,1,0,,0,0,3,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Andrew Sendejo,6118,S,IND,8,2,9.3,0,1,14,60.0,61.8,86.6,60.1,63.2,56.1,14.3,2,0,122,127,3.3,4,10
Von Miller,6154,ED,LA,8,4,-0.9,1,0,26,79.3,86.0,31.9,79.2,81.1,59.7,26.7,4,3,145,155,4.8,7,7
