player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
DeSean Jackson,4363,WR,LA,1,0,,0,0,26,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Calais Campbell,4364,DI,BLT,7,5,1.1,0,0,3,72.9,83.0,85.0,74.8,73.4,42.9,12.5,3,0,91,92,14.3,13,16
Malcolm Jenkins,4937,S,NO,6,8,5.1,0,0,20,58.9,63.3,85.0,58.9,71.2,63.5,15.0,3,1,126,130,3.2,4,9
Jason McCourty,5127,S,MIA,6,3,12.4,0,0,17,73.5,72.1,81.7,54.5,59.2,60.8,28.6,4,0,114,118,0.0,0,7
Steve McLendon,5232,DI,TB,6,0,4.0,0,0,30,59.5,49.7,80.0,55.5,47.6,26.7,50.0,1,0,30,31,3.3,1,1
Ndamukong Suh,5527,DI,TB,7,2,-0.3,0,0,30,58.6,48.8,60.9,55.1,45.9,29.8,28.6,2,1,54,56,5.6,3,3
Gerald McCoy,5528,DI,LV,1,0,,0,0,23,,48.2,73.2,55.2,53.3,,,0,0,4,4,0.0,0,0
Joe Haden,5532,CB,PIT,5,4,9.6,0,0,25,61.8,58.6,83.0,,42.7,29.1,35.7,5,0,122,125,0.8,1,5
Tyson Alualu,5535,DI,PIT,2,2,2.7,0,0,25,,59.7,78.7,59.4,58.2,40.8,16.7,1,0,17,17,5.9,1,3
Brandon Graham,5538,ED,PHI,2,0,0.5,0,0,24,,62.6,79.9,60.6,61.0,25.6,50.0,2,0,18,18,5.6,1,2
Jason Pierre-Paul,5540,ED,TB,5,1,0.0,0,0,30,68.0,59.5,34.0,58.9,60.1,58.6,0.0,0,2,55,55,3.6,2,2
Kareem Jackson,5545,S,DEN,7,8,6.4,0,0,10,57.2,61.5,91.4,61.0,69.3,64.5,12.0,3,0,152,161,3.9,6,14
Devin McCourty,5552,S,NE,7,2,12.0,0,0,19,53.5,55.0,83.4,52.4,61.7,63.9,20.0,2,0,175,179,0.0,0,6
Jerry Hughes,5556,ED,BUF,6,0,1.5,1,0,4,48.5,77.5,33.2,83.4,66.7,33.6,33.3,1,2,64,64,3.1,2,2
Linval Joseph,5571,DI,LAC,6,6,3.1,1,0,27,60.0,52.6,57.4,85.4,36.5,52.1,7.7,2,1,130,133,7.7,10,18
Carlos Dunlap,5579,ED,SEA,7,2,3.3,0,0,29,58.6,70.0,87.9,62.3,74.8,78.6,0.0,0,0,68,70,4.4,3,7
Corey Peters,5607,DI,ARZ,5,1,1.5,0,0,1,57.2,52.6,81.5,62.5,48.8,72.6,0.0,0,0,55,57,9.1,5,6
Everson Griffen,5624,ED,MIN,5,2,2.0,0,0,18,60.1,77.9,14.4,81.1,68.5,46.1,20.0,1,3,60,60,3.3,2,2
Al Woods,5646,DI,SEA,7,4,1.8,0,0,29,60.0,75.0,60.9,70.2,71.6,48.2,10.5,2,1,140,145,8.6,12,13
Andrew Sendejo,6118,S,IND,5,0,20.0,0,0,14,64.0,57.5,81.5,57.7,38.3,38.2,50.0,1,0,53,55,0.0,0,1
Von Miller,6154,ED,DEN,7,4,-0.2,1,0,10,78.1,85.6,27.3,78.2,83.0,63.2,30.8,4,3,120,127,4.2,5,5
