player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Robert Spillane,50918,LB,PIT,4,6,,3.0,25,0,39.6,0,2,0,0,0,0.0
Breon Borders,39398,CB,TEN,2,5,,5.0,31,0,39.6,0,1,0,0,0,0.0
Aaron Robinson,50370,CB,NYG,3,26,,26.0,21,0,39.6,0,1,0,0,0,0.0
Matthias Farley,10953,S,TEN,1,2,,2.0,31,0,39.6,0,1,0,0,0,0.0
Roderic Teamer,51405,S,LV,3,4,,2.0,23,0,39.6,0,2,0,0,0,0.0
Zaven Collins,77190,LB,ARZ,3,5,,2.5,1,0,39.6,0,2,0,0,0,0.0
Karl Joseph,10648,S,PIT,1,6,,6.0,25,0,39.6,0,1,0,0,0,0.0
Grant Delpit,60685,S,CLV,10,26,,26.0,8,0,39.6,0,1,0,0,0,0.0
Jackrabbit Jenkins,7043,CB,TEN,7,18,,9.0,31,0,39.6,0,2,0,0,0,0.0
Sharrod Neasman,11050,S,NYJ,3,12,,12.0,22,0,39.6,0,1,0,0,0,0.0
Damar Hamlin,43291,S,BUF,3,6,,3.0,4,0,39.6,0,2,0,0,0,0.0
Jason McCourty,5127,S,MIA,6,22,,11.0,17,0,39.6,0,2,0,0,0,0.0
Robert Quinn,6166,ED,CHI,5,6,,6.0,6,0,39.6,0,1,0,0,0,0.0
Kevin Minter,7826,LB,TB,3,7,,3.5,30,0,39.6,0,2,0,0,0,0.0
Tre Brown,55677,CB,SEA,2,4,,4.0,29,0,39.6,0,1,0,0,0,0.0
Rashaan Melvin,8334,CB,CAR,3,4,,4.0,5,0,39.6,0,1,0,0,0,0.0
Markus Golden,9491,ED,ARZ,2,2,,2.0,1,0,39.6,0,1,0,0,0,0.0
Anthony Nelson,48405,ED,TB,4,3,,3.0,30,0,39.6,0,1,0,0,0,0.0
A.J. Terrell,55586,CB,ATL,6,25,,8.3,2,0,39.6,0,3,0,0,0,0.0
Pierre Desir,8762,CB,TB,4,12,,12.0,30,0,39.6,0,1,0,0,0,0.0
Anthony Chesley,54369,CB,IND,2,6,,6.0,14,0,39.6,0,1,0,0,0,0.0
Jaycee Horn,83375,CB,CAR,3,28,,14.0,5,1,0.0,0,2,0,0,0,0.0
Teez Tabor,11808,S,CHI,1,2,,2.0,6,0,39.6,0,1,0,0,0,0.0
Jaylinn Hawkins,51423,S,ATL,7,22,,22.0,2,0,39.6,0,1,0,0,0,0.0
Sean Chandler,51315,S,CAR,10,39,39.0,39.0,5,0,104.2,1,1,0,9,5,0.23
Budda Baker,11791,S,ARZ,10,37,37.0,18.5,1,0,95.8,1,2,0,25,2,0.68
Tracy Walker,51266,S,DET,10,33,33.0,11.0,11,0,42.4,1,3,0,6,7,0.18
Anthony Brown,10823,CB,DAL,10,33,33.0,8.3,9,0,39.6,1,4,0,9,7,0.27
Darious Williams,55724,CB,LA,6,59,29.5,11.8,26,0,50.4,2,5,0,18,5,0.31
Bobby McCain,9578,S,WAS,8,25,25.0,25.0,32,0,118.8,1,1,1,2,0,0.08
Vonn Bell,10695,S,CIN,8,48,24.0,12.0,7,0,74.0,2,4,0,29,5,0.6
Amani Hooker,51378,S,TEN,6,24,24.0,24.0,31,0,79.2,1,1,0,2,2,0.08
Nasir Adderley,33880,S,LAC,8,47,23.5,11.8,27,0,95.8,2,4,1,5,1,0.11
Devin McCourty,5552,S,NE,8,23,23.0,7.7,19,0,47.9,1,3,0,13,3,0.57
Juston Burris,10752,S,CAR,5,45,22.5,22.5,5,0,118.8,2,2,0,30,12,0.67
Ben Niemann,51099,LB,KC,9,22,22.0,11.0,16,0,56.3,1,2,0,5,6,0.23
Kareem Jackson,5545,S,DEN,10,43,21.5,10.8,10,0,61.5,2,4,0,17,9,0.4
Justin Reid,49048,S,HST,9,41,20.5,10.3,13,0,101.0,2,4,1,17,16,0.41
K.J. Wright,6251,LB,LV,8,20,20.0,20.0,23,0,95.8,1,1,0,7,15,0.35
Terrell Burgess,45255,S,LA,4,20,20.0,20.0,26,0,87.5,1,1,0,5,-3,0.25
Rodney McLeod,7271,S,PHI,6,20,20.0,10.0,24,0,58.3,1,2,0,7,0,0.35
Donte Jackson,49377,CB,CAR,10,20,20.0,10.0,5,0,95.8,1,2,0,30,8,1.5
Harrison Smith,7641,S,MIN,8,39,19.5,6.5,18,0,47.9,2,6,0,26,21,0.67
Kyle Fuller,8649,CB,DEN,4,39,19.5,6.5,10,0,85.4,2,6,1,23,2,0.59
Nate Hairston,11913,CB,DEN,4,38,19.0,9.5,10,0,95.8,2,4,1,8,0,0.21
Javelin Guidry,56262,CB,NYJ,9,19,19.0,9.5,22,0,58.3,1,2,0,7,3,0.37
Kevin King,11788,CB,GB,3,19,19.0,9.5,12,0,60.4,1,2,0,8,3,0.42
Jevon Holland,83873,S,MIA,9,19,19.0,6.3,17,0,42.4,1,3,0,3,5,0.16
Cameron Lewis,49395,CB,BUF,1,19,19.0,9.5,4,0,56.3,1,2,0,3,6,0.16
Shaquill Griffin,11845,CB,JAX,7,19,19.0,19.0,15,0,79.2,1,1,0,0,0,0.0
Jamal Adams,11761,S,SEA,10,75,18.8,8.3,29,0,55.3,4,9,0,35,21,0.47
Jimmie Ward,8665,S,SF,9,75,18.8,10.7,28,1,25.0,4,7,0,25,22,0.33
Ronnie Harrison,49206,S,CLV,9,54,18.0,7.7,8,0,91.7,3,7,3,24,24,0.44
Tavierre Thomas,66931,CB,HST,8,196,17.8,12.3,13,0,77.9,11,16,0,71,37,0.36
Tyrann Mathieu,7850,S,KC,9,88,17.6,11.0,16,2,27.1,5,8,0,23,18,0.26
Darnell Savage,34247,S,GB,11,52,17.3,13.0,12,0,96.9,3,4,0,31,27,0.6
Alec Ogletree,7811,LB,CHI,7,17,17.0,5.7,6,0,54.9,1,3,0,18,0,1.06
Jessie Bates III,49162,S,CIN,9,51,17.0,10.2,7,0,72.9,3,5,0,25,1,0.49
Eric Wilson,38587,LB,HST,7,17,17.0,17.0,13,0,131.3,1,1,1,6,0,0.35
Marshon Lattimore,11766,CB,NO,8,17,17.0,5.7,20,0,52.1,1,3,0,16,0,0.94
Siran Neal,27130,CB,BUF,4,33,16.5,16.5,4,0,85.4,2,2,0,9,0,0.27
Dean Marlowe,9966,S,DET,3,16,16.0,8.0,11,0,56.3,1,2,0,1,1,0.06
Dane Cruikshank,25546,S,TEN,9,45,15.0,11.3,31,0,94.8,3,4,0,29,13,0.64
Greg Newsome II,83341,CB,CLV,3,15,15.0,5.0,8,0,42.4,1,3,0,3,0,0.2
Cameron Sutton,11850,CB,PIT,8,60,15.0,12.0,25,0,157.9,4,5,1,62,8,1.03
Nick Vigil,10721,LB,MIN,7,15,15.0,15.0,18,0,79.2,1,1,0,3,6,0.2
Darius Leonard,49684,LB,IND,11,59,14.8,9.8,14,0,127.1,4,6,1,43,20,0.73
Mike Edwards,51282,S,TB,10,87,14.5,9.7,30,3,34.7,6,9,0,36,29,0.41
Taron Johnson,49511,CB,BUF,9,273,14.4,7.0,4,1,60.3,19,39,1,185,105,0.68
Kenny Young,51029,LB,DEN,10,71,14.2,10.1,10,0,74.1,5,7,0,18,13,0.25
C.J. Mosley,8652,LB,NYJ,8,14,14.0,14.0,22,0,79.2,1,1,0,0,0,0.0
Ryan Neal,49132,S,SEA,7,14,14.0,7.0,29,0,64.6,1,2,0,10,0,0.71
Logan Ryan,7864,S,NYG,9,28,14.0,14.0,21,0,118.8,2,2,0,32,2,1.14
Antoine Winfield Jr.,42475,S,TB,7,28,14.0,9.3,30,0,70.1,2,3,0,6,11,0.21
