player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Jason McCourty,5127,S,MIA,6,22,,11.0,17,0,39.6,0,2,0,0,0,0.0
Roderic Teamer,51405,S,LV,3,4,,2.0,23,0,39.6,0,2,0,0,0,0.0
Teez Tabor,11808,S,CHI,1,2,,2.0,6,0,39.6,0,1,0,0,0,0.0
Talanoa Hufanga,83903,S,SF,2,4,,4.0,28,0,39.6,0,1,0,0,0,0.0
Breon Borders,39398,CB,TEN,2,5,,5.0,31,0,39.6,0,1,0,0,0,0.0
Marshon Lattimore,11766,CB,NO,5,7,,3.5,20,0,39.6,0,2,0,0,0,0.0
A.J. Terrell,55586,CB,ATL,2,11,,11.0,2,0,39.6,0,1,0,0,0,0.0
Jaycee Horn,83375,CB,CAR,3,28,,14.0,5,1,0.0,0,2,0,0,0,0.0
Zaven Collins,77190,LB,ARZ,3,5,,2.5,1,0,39.6,0,2,0,0,0,0.0
Andrew Wingard,49268,S,JAX,6,10,,10.0,15,0,39.6,0,1,0,0,0,0.0
Kevin Minter,7826,LB,TB,3,7,,3.5,30,0,39.6,0,2,0,0,0,0.0
Javelin Guidry,56262,CB,NYJ,6,8,,8.0,22,0,39.6,0,1,0,0,0,0.0
Vonn Bell,10695,S,CIN,6,34,,17.0,7,0,39.6,0,2,0,0,0,0.0
Markus Golden,9491,ED,ARZ,1,1,,1.0,1,0,39.6,0,1,0,0,0,0.0
Tracy Walker,51266,S,DET,7,24,,12.0,11,0,39.6,0,2,0,0,0,0.0
Nevin Lawson,8768,CB,JAX,2,3,,3.0,15,0,39.6,0,1,0,0,0,0.0
Caden Sterns,76725,S,DEN,5,27,,27.0,10,0,39.6,0,1,0,0,0,0.0
Malcolm Smith,6394,LB,CLV,4,3,,3.0,8,0,39.6,0,1,0,0,0,0.0
Damar Hamlin,43291,S,BUF,2,5,,2.5,4,0,39.6,0,2,0,0,0,0.0
Brennan Scarlett,11169,ED,MIA,2,2,,2.0,17,0,39.6,0,1,0,0,0,0.0
Grant Delpit,60685,S,CLV,6,14,,14.0,8,0,39.6,0,1,0,0,0,0.0
Jackrabbit Jenkins,7043,CB,TEN,4,12,,12.0,31,0,39.6,0,1,0,0,0,0.0
Sharrod Neasman,11050,S,NYJ,2,11,,11.0,22,0,39.6,0,1,0,0,0,0.0
Matthias Farley,10953,S,TEN,1,2,,2.0,31,0,39.6,0,1,0,0,0,0.0
Anthony Nelson,48405,ED,TB,3,2,,2.0,30,0,39.6,0,1,0,0,0,0.0
Ryan Neal,49132,S,SEA,4,8,,8.0,29,0,39.6,0,1,0,0,0,0.0
Mike Edwards,51282,S,TB,7,39,39.0,13.0,30,2,2.8,1,3,0,2,6,0.05
