team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
TB,30,16,722,19,85,722,91.0,117,13
DAL,9,16,677,24,96,677,89.5,131,11
LAC,27,16,672,28,92,672,88.4,138,18
NE,19,16,546,25,67,546,88.3,110,18
LA,26,16,610,18,80,610,88.0,122,24
PIT,25,16,660,25,86,660,87.8,136,25
ARZ,1,16,619,9,110,619,87.6,136,17
KC,16,16,701,27,117,701,87.3,161,17
GB,12,16,605,25,97,605,87.1,139,17
JAX,15,16,631,28,102,631,87.0,147,17
SF,28,16,527,23,81,527,86.9,121,17
PHI,24,16,540,17,108,540,86.6,135,10
BUF,4,16,685,30,125,685,86.5,170,15
HST,13,16,574,17,99,574,86.4,136,20
BLT,3,16,695,22,130,695,85.9,174,22
CLV,8,16,570,14,101,570,85.7,139,24
DET,11,16,603,35,109,603,85.2,161,17
MIN,18,16,625,34,132,625,84.5,180,14
WAS,32,16,613,25,117,613,84.3,167,25
NYJ,22,16,649,28,144,649,84.3,188,16
NO,20,16,552,25,116,552,84.1,158,17
CIN,7,16,595,29,111,595,83.9,166,26
NYG,21,16,625,32,119,625,83.9,176,25
CHI,6,16,602,19,133,602,83.4,176,24
DEN,10,16,572,32,103,572,83.3,163,28
SEA,29,16,543,29,114,543,82.4,167,24
ATL,2,16,592,47,116,592,82.2,187,24
LV,23,16,646,43,139,646,82.0,207,25
IND,14,16,542,42,117,542,82.0,177,18
CAR,5,16,629,34,145,629,81.6,205,26
TEN,31,16,567,39,104,567,81.2,178,35
MIA,17,16,662,30,174,662,81.1,227,23
