player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Rashaan Melvin,8334,CB,CAR,4,5,,5.0,5,0,39.6,0,1,0,0,0,0.0
Geno Stone,55967,S,BLT,6,8,,8.0,3,0,39.6,0,1,0,0,0,0.0
Terrence Brooks,8714,S,HST,4,5,,5.0,13,0,39.6,0,1,0,0,0,0.0
Sharrod Neasman,11050,S,NYJ,3,12,,12.0,22,0,39.6,0,1,0,0,0,0.0
Jackrabbit Jenkins,7043,CB,TEN,8,19,,9.5,31,0,39.6,0,2,0,0,0,0.0
Zaven Collins,77190,LB,ARZ,3,5,,2.5,1,0,39.6,0,2,0,0,0,0.0
Matthias Farley,10953,S,TEN,2,4,,4.0,31,0,39.6,0,1,0,0,0,0.0
Breon Borders,39398,CB,TEN,2,5,,5.0,31,0,39.6,0,1,0,0,0,0.0
Robert Spillane,50918,LB,PIT,4,6,,3.0,25,0,39.6,0,2,0,0,0,0.0
Shaquille Quarterman,51048,LB,JAX,2,2,,2.0,15,0,39.6,0,1,0,0,0,0.0
Karl Joseph,10648,S,PIT,1,6,,6.0,25,0,39.6,0,1,0,0,0,0.0
Kevin Minter,7826,LB,TB,3,7,,3.5,30,0,39.6,0,2,0,0,0,0.0
Steven Parker,51220,S,NYG,2,5,,5.0,21,0,39.6,0,1,0,0,0,0.0
Khari Willis,51304,S,IND,6,15,,15.0,14,0,39.6,0,1,0,0,0,0.0
Jason McCourty,5127,S,MIA,6,22,,11.0,17,0,39.6,0,2,0,0,0,0.0
Markus Golden,9491,ED,ARZ,4,5,,5.0,1,0,39.6,0,1,0,0,0,0.0
Mykal Walker,57834,LB,ATL,2,7,,7.0,2,0,39.6,0,1,0,0,0,0.0
Roderic Teamer,51405,S,LV,3,4,,2.0,23,0,39.6,0,2,0,0,0,0.0
Anthony Chesley,54369,CB,IND,2,6,,6.0,14,0,39.6,0,1,0,0,0,0.0
Terrance Mitchell,8888,CB,HST,7,10,,10.0,13,0,39.6,0,1,0,0,0,0.0
Tre Brown,55677,CB,SEA,2,4,,4.0,29,0,39.6,0,1,0,0,0,0.0
Damar Hamlin,43291,S,BUF,3,6,,3.0,4,0,39.6,0,2,0,0,0,0.0
Anthony Nelson,48405,ED,TB,6,4,,4.0,30,0,39.6,0,1,0,0,0,0.0
Robert Quinn,6166,ED,CHI,7,8,,8.0,6,0,39.6,0,1,0,0,0,0.0
Buster Skrine,6289,CB,TEN,2,35,,11.7,31,1,0.0,0,3,0,0,0,0.0
Jaycee Horn,83375,CB,CAR,3,28,,14.0,5,1,0.0,0,2,0,0,0,0.0
Teez Tabor,11808,S,CHI,1,2,,2.0,6,0,39.6,0,1,0,0,0,0.0
Budda Baker,11791,S,ARZ,12,50,50.0,25.0,1,0,95.8,1,2,0,25,2,0.5
Sean Chandler,51315,S,CAR,11,40,40.0,40.0,5,0,104.2,1,1,0,9,5,0.23
Jaylinn Hawkins,51423,S,ATL,10,38,38.0,19.0,2,0,135.4,1,2,1,27,17,0.71
David Long Jr.,27377,CB,LA,3,37,37.0,9.3,26,0,44.8,1,4,0,17,20,0.46
Rodney McLeod,7271,S,PHI,8,33,33.0,16.5,24,0,58.3,1,2,0,7,0,0.21
Devin McCourty,5552,S,NE,10,30,30.0,10.0,19,0,47.9,1,3,0,13,3,0.43
Darious Williams,55724,CB,LA,6,59,29.5,11.8,26,0,50.4,2,5,0,18,5,0.31
Dean Marlowe,9966,S,DET,6,28,28.0,9.3,11,0,42.4,1,3,0,1,1,0.04
Anthony Brown,10823,CB,DAL,13,51,25.5,10.2,9,0,47.9,2,5,0,14,8,0.27
Juston Burris,10752,S,CAR,7,50,25.0,25.0,5,0,118.8,2,2,0,30,12,0.6
Jevon Holland,83873,S,MIA,11,25,25.0,8.3,17,0,42.4,1,3,0,3,5,0.12
K.J. Wright,6251,LB,LV,11,25,25.0,25.0,23,0,95.8,1,1,0,7,15,0.28
Marshon Lattimore,11766,CB,NO,11,23,23.0,7.7,20,0,52.1,1,3,0,16,0,0.7
Antoine Winfield Jr.,42475,S,TB,10,45,22.5,15.0,30,0,70.1,2,3,0,6,11,0.13
Justin Reid,49048,S,HST,10,43,21.5,10.8,13,0,101.0,2,4,1,17,16,0.4
Ronnie Harrison,49206,S,CLV,10,64,21.3,8.0,8,0,85.4,3,8,3,24,24,0.38
Tavierre Thomas,66931,CB,HST,11,243,20.3,10.6,13,1,41.8,12,23,0,79,37,0.33
Jamal Adams,11761,S,SEA,12,81,20.3,8.1,29,0,50.0,4,10,0,35,21,0.43
George Odum,31342,S,IND,6,20,20.0,20.0,14,0,112.5,1,1,0,11,11,0.55
Nasir Adderley,33880,S,LAC,11,60,20.0,12.0,27,0,104.2,3,5,1,8,4,0.13
Grant Delpit,60685,S,CLV,12,40,20.0,13.3,8,0,70.1,2,3,0,6,3,0.15
Shaquill Griffin,11845,CB,JAX,8,20,20.0,20.0,15,0,79.2,1,1,0,0,0,0.0
Cameron Dantzler,42472,CB,MIN,7,20,20.0,6.7,18,1,2.8,1,3,0,2,0,0.1
Jimmie Ward,8665,S,SF,12,98,19.6,10.9,28,1,22.7,5,9,0,30,27,0.31
Tracy Walker,51266,S,DET,12,39,19.5,9.8,11,0,84.4,2,4,0,39,22,1.0
Cameron Lewis,49395,CB,BUF,1,19,19.0,9.5,4,0,56.3,1,2,0,3,6,0.16
Kevin King,11788,CB,GB,3,19,19.0,9.5,12,0,60.4,1,2,0,8,3,0.42
Nate Hairston,11913,CB,DEN,6,57,19.0,8.1,10,0,89.9,3,7,1,13,4,0.23
Darnell Savage,34247,S,GB,13,56,18.7,14.0,12,0,96.9,3,4,0,31,27,0.55
Alec Ogletree,7811,LB,CHI,8,18,18.0,6.0,6,0,54.9,1,3,0,18,0,1.0
Patrick Queen,57941,LB,BLT,9,18,18.0,9.0,3,0,62.5,1,2,0,9,15,0.5
Kareem Jackson,5545,S,DEN,12,52,17.3,10.4,10,0,73.8,3,5,0,26,17,0.5
Cameron Sutton,11850,CB,PIT,11,69,17.3,13.8,25,0,157.9,4,5,1,62,8,0.9
Eric Wilson,38587,LB,HST,7,17,17.0,17.0,13,0,131.3,1,1,1,6,0,0.35
Ernest Jones,81399,LB,LA,8,17,17.0,5.7,26,0,49.3,1,3,0,14,8,0.82
Siran Neal,27130,CB,BUF,5,34,17.0,17.0,4,0,85.4,2,2,0,9,0,0.26
Damontae Kazee,11904,S,DAL,7,17,17.0,8.5,9,0,77.1,1,2,0,16,8,0.94
Talanoa Hufanga,83903,S,SF,8,17,17.0,4.3,28,0,39.6,1,4,0,6,4,0.35
Bobby McCain,9578,S,WAS,11,33,16.5,11.0,32,0,149.3,2,3,1,57,32,1.73
Mike Edwards,51282,S,TB,11,98,16.3,9.8,30,3,27.5,6,10,0,36,29,0.37
Trevon Diggs,41817,CB,DAL,12,49,16.3,5.4,9,1,47.7,3,9,1,44,17,0.9
Pierre Desir,8762,CB,TB,5,16,16.0,8.0,30,0,95.8,1,2,1,4,0,0.25
Trevon Moehrig,77847,S,LV,8,16,16.0,8.0,23,0,58.3,1,2,0,7,1,0.44
