player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent
Robbie Gould,2607,K,SF,2,0,2,1,50.0,2,2,100.0,28,65.3,0,0,,7,7,100.0,0,0,0,,4,3,75.0,0,0,
Matt Prater,3471,K,ARZ,2,0,1,1,100.0,1,0,0.0,1,74.2,0,0,,9,9,100.0,0,1,1,100.0,4,3,75.0,1,1,100.0
Nick Folk,3794,K,NE,2,0,0,0,,3,3,100.0,19,60.5,0,0,,3,2,66.7,0,2,2,100.0,7,7,100.0,2,2,100.0
Mason Crosby,3809,K,GB,2,0,0,0,,0,0,,12,66.3,0,0,,5,5,100.0,0,1,1,100.0,1,1,100.0,0,0,
Ryan Succop,5180,K,TB,2,0,0,0,,0,0,,30,63.3,0,0,,11,10,90.9,0,1,1,100.0,1,1,100.0,0,0,
Graham Gano,5443,K,NYG,2,0,2,2,100.0,1,1,100.0,21,85.2,0,0,,3,3,100.0,0,1,1,100.0,5,5,100.0,1,1,100.0
Randy Bullock,7154,K,TEN,1,0,0,0,,1,0,0.0,31,61.5,0,0,,3,3,100.0,0,3,3,100.0,5,4,80.0,1,1,100.0
Greg Zuerlein,7163,K,DAL,2,0,2,1,50.0,1,1,100.0,9,61.2,0,0,,5,4,80.0,0,3,2,66.7,7,5,71.4,1,1,100.0
Justin Tucker,7604,K,BLT,2,0,0,0,,3,3,100.0,3,78.2,0,0,,6,6,100.0,0,0,0,,3,3,100.0,0,0,
Dustin Hopkins,7958,K,WAS,2,0,1,0,0.0,4,4,100.0,32,58.0,0,0,,4,4,100.0,0,2,2,100.0,7,6,85.7,0,0,
Brandon McManus,8437,K,DEN,2,0,0,0,,2,2,100.0,10,70.2,0,0,,5,5,100.0,0,2,2,100.0,5,5,100.0,1,1,100.0
Cairo Santos,8932,K,CHI,2,0,0,0,,0,0,,6,65.0,0,0,,4,4,100.0,0,0,0,,2,2,100.0,2,2,100.0
Chris Boswell,8990,K,PIT,2,0,1,1,100.0,1,1,100.0,25,75.5,0,0,,4,4,100.0,0,0,0,,4,4,100.0,2,2,100.0
Josh Lambo,10133,K,JAX,2,0,2,0,0.0,1,0,0.0,15,29.9,0,0,,4,4,100.0,0,0,0,,3,0,0.0,0,0,
Jason Myers,10207,K,SEA,2,0,0,0,,0,0,,29,48.2,0,0,,8,7,87.5,0,1,1,100.0,1,1,100.0,0,0,
Aldrick Rosas,11331,K,NO,2,0,0,0,,1,1,100.0,20,68.2,0,0,,6,6,100.0,0,0,0,,1,1,100.0,0,0,
Jake Elliott,11908,K,PHI,2,0,0,0,,3,2,66.7,24,69.6,0,0,,3,3,100.0,0,0,0,,3,2,66.7,0,0,
Zane Gonzalez,11979,K,CAR,1,0,1,0,0.0,1,1,100.0,5,49.8,0,0,,3,2,66.7,0,0,0,,3,2,66.7,1,1,100.0
Harrison Butker,11988,K,KC,2,0,0,0,,1,1,100.0,16,69.0,0,0,,8,8,100.0,0,0,0,,2,2,100.0,1,1,100.0
Younghoe Koo,12042,K,ATL,2,0,0,0,,0,0,,2,64.3,0,0,,2,2,100.0,0,1,1,100.0,3,3,100.0,2,2,100.0
Tristan Vizcaino,13076,K,LAC,2,0,0,0,,2,1,50.0,27,56.6,0,0,,2,2,100.0,0,2,2,100.0,6,5,83.3,2,2,100.0
Austin Seibert,13701,K,DET,2,0,1,0,0.0,2,2,100.0,11,60.2,0,0,,4,4,100.0,0,0,0,,3,2,66.7,0,0,
Greg Joseph,22842,K,MIN,2,0,3,3,100.0,0,0,,18,54.4,0,0,,7,6,85.7,0,1,0,0.0,4,3,75.0,0,0,
Ryan Santoso,26245,P,CAR,1,0,0,0,,0,0,,5,46.3,0,0,,2,1,50.0,0,0,0,,2,2,100.0,2,2,100.0
Daniel Carlson,28121,K,LV,2,0,1,1,100.0,3,3,100.0,23,83.7,0,0,,5,5,100.0,0,2,2,100.0,6,6,100.0,0,0,
Jason Sanders,29578,K,MIA,1,0,0,0,,1,1,100.0,17,66.9,0,0,,2,2,100.0,0,0,0,,1,1,100.0,0,0,
Tyler Bass,33010,K,BUF,2,0,1,0,0.0,1,1,100.0,4,59.9,0,0,,6,6,100.0,0,1,1,100.0,4,3,75.0,1,1,100.0
Chase McLaughlin,33285,K,CLV,2,0,0,0,,0,0,,8,66.9,0,0,,7,7,100.0,0,1,1,100.0,1,1,100.0,0,0,
Rodrigo Blankenship,34038,K,IND,2,0,0,0,,2,2,100.0,14,70.5,0,0,,2,2,100.0,0,1,1,100.0,4,4,100.0,1,1,100.0
Matt Ammendola,34039,K,NYJ,1,0,1,0,0.0,0,0,,22,49.6,0,0,,0,0,,0,1,1,100.0,3,2,66.7,1,1,100.0
Joey Slye,39235,K,HST,2,0,0,0,,2,1,50.0,13,68.0,0,0,,7,7,100.0,0,0,0,,4,3,75.0,2,2,100.0
Michael Badgley,39417,K,TEN,1,0,0,0,,1,0,0.0,31,30.0,0,0,,2,1,50.0,0,0,0,,1,0,0.0,0,0,
Matt Gay,57643,K,LA,2,0,1,1,100.0,0,0,,26,71.3,0,0,,7,7,100.0,0,2,2,100.0,4,4,100.0,1,1,100.0
Evan McPherson,82583,K,CIN,2,0,2,2,100.0,0,0,,7,81.1,0,0,,5,5,100.0,0,1,1,100.0,3,3,100.0,0,0,
