player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
DeSean Jackson,4363,WR,LA,1,0,,0,0,26,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Calais Campbell,4364,DI,BLT,8,8,1.1,1,0,3,72.9,83.1,85.5,73.2,76.0,45.7,11.1,3,1,107,108,12.1,13,16
Malcolm Jenkins,4937,S,NO,8,8,4.9,0,0,20,65.5,70.1,86.0,60.1,76.2,68.7,13.0,3,1,162,168,3.7,6,12
Jason McCourty,5127,S,MIA,6,3,12.4,0,0,17,73.5,72.1,81.7,54.5,59.2,60.8,28.6,4,0,114,118,0.0,0,7
Steve McLendon,5232,DI,TB,6,0,4.0,0,0,30,59.5,49.7,80.0,55.5,47.6,26.7,50.0,1,0,30,31,3.3,1,1
Ndamukong Suh,5527,DI,TB,8,4,0.6,0,0,30,57.9,52.4,65.1,53.8,56.4,42.8,18.2,2,1,74,76,6.8,5,5
Gerald McCoy,5528,DI,LV,1,0,,0,0,23,,48.2,73.2,55.2,53.3,,,0,0,4,4,0.0,0,0
Joe Haden,5532,CB,PIT,7,5,8.2,0,0,25,64.4,62.0,84.1,,47.9,30.1,31.3,5,0,165,168,1.2,2,6
Tyson Alualu,5535,DI,PIT,2,2,2.7,0,0,25,,59.7,78.7,59.4,58.2,40.8,16.7,1,0,17,17,5.9,1,3
Brandon Graham,5538,ED,PHI,2,0,0.5,0,0,24,,62.6,79.9,60.6,61.0,25.6,50.0,2,0,18,18,5.6,1,2
Jason Pierre-Paul,5540,ED,TB,6,3,0.7,0,0,30,68.7,57.5,45.3,58.8,52.7,62.0,0.0,0,2,77,78,3.9,3,3
Kareem Jackson,5545,S,DEN,9,8,6.3,0,0,10,57.1,61.0,92.6,61.0,67.8,66.0,15.2,5,0,187,198,3.7,7,20
